p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,key_press,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,,,,,,,,"{""Q0"":""I would \""randomly\"" pick a first spot to view the cost, then look further down the path based on which was the most rewarding (first section) or lest costly (second section) path."",""Q1"":""If I see a good path/reward, its best to stick with that rather than looking for something better.  Caution!"",""Q2"":""28"",""Q3"":""Female""}",91214,,1197816,,,survey-text,,13
,,,,,,,,,,,,,,"{""Q0"":""most $$"",""Q1"":""a little"",""Q2"":""40"",""Q3"":""F""}",13569,,1015436,,,survey-text,,14
,,,,,,,,,,,,,,"{""Q0"":""guess"",""Q1"":""no"",""Q2"":""64"",""Q3"":""male""}",33505,,764080,,,survey-text,,15
,,,,,,,,,,,,,,"{""Q0"":""I searched for the first end point that had a positive dollar value and went that way."",""Q1"":""At first I was wasting money by revealing several endpoints. Later I adopted the strategy of just heading to the first positive value could find."",""Q2"":""21"",""Q3"":""Male""}",83382,,1223162,,,survey-text,,16
,,,,,,,,,,,,,,"{""Q0"":""I click on one route and if it was green I choose went that way. If not I went a different direction"",""Q1"":""not really"",""Q2"":""51"",""Q3"":""male""}",110502,,1363676,,,survey-text,,17
,,,,,,,,,,,,,,"{""Q0"":""I tried to plan the route of the airplane using the route that would earn me the most money."",""Q1"":""I learned to plan better by skipping circles that I had to go through regardless - finding out the price wouldn't help me."",""Q2"":""33"",""Q3"":""Female""}",43033,,1359205,,,survey-text,,19
,,,,,,,,,,,,,,"{""Q0"":""I went with routes that I did before that usually had a good payout and stayed away from uncharted territory."",""Q1"":""Stay with the ones I new were good."",""Q2"":""31"",""Q3"":""female""}",38325,,1353209,,,survey-text,,20
,,,,,,,,,,,,,,"{""Q0"":""I really had no plan, but when one seemed to work out well, I tried to do it again."",""Q1"":""Nope."",""Q2"":""39"",""Q3"":""female""}",37491,,1605060,,,survey-text,,21
,,,,,,,,,,,,,,"{""Q0"":""I tried to click as few spots as possible to save money and only clicked on the final spots. If I found a $12 or $20 spot I directly went there."",""Q1"":""Yes, my process improved over time. I decided it was better to lose some money and figure out what $ amounts were instead of blindly picking a path. "",""Q2"":""26"",""Q3"":""female""}",154132,,1375473,,,survey-text,,22
,,,,,,,,,,,,,,"{""Q0"":""used my best judgement"",""Q1"":""not really"",""Q2"":""40"",""Q3"":""male""}",14689,,1391776,,,survey-text,,23
,,,,,,,,,,,,,,"{""Q0"":""I went with the route that seemed best early."",""Q1"":""I don't think so."",""Q2"":""53"",""Q3"":""male""}",55378,,1154412,,,survey-text,,24
,,,,,,,,,,,,,,"{""Q0"":""I tried to find the most money while using the least."",""Q1"":""No"",""Q2"":""32"",""Q3"":""female""}",37829,,668378,,,survey-text,,25
,,,,,,,,,,,,,,"{""Q0"":""Clicked until I found the highest amount and then went forward looking for the least loss."",""Q1"":""not really."",""Q2"":""45"",""Q3"":""Female""}",45219,,895574,,,survey-text,,26
,,,,,,,,,,,,,,"{""Q0"":""I didn't. I couldn't see the amounts and it didn't seem worth it to click on them so I just went the same way every time."",""Q1"":""Not really"",""Q2"":""33"",""Q3"":""female""}",35510,,611208,,,survey-text,,27
,,,,,,,,,,,,,,"{""Q0"":""i tried to get a positive result"",""Q1"":""better off to pay more small fees for information usually"",""Q2"":""33"",""Q3"":""female""}",26994,,1058769,,,survey-text,,28
,,,,,,,,,,,,,,"{""Q0"":""I looked for a positive start, and then more positive within that route."",""Q1"":""yes."",""Q2"":""41"",""Q3"":""female""}",32255,,1131345,,,survey-text,,29
,,,,,,,,,,,,,,"{""Q0"":""I tried to find the most expensive end to the route. "",""Q1"":""Making sure to look at at least 6 circles helped me better understand where to go. "",""Q2"":""30"",""Q3"":""Female""}",48937,,1333093,,,survey-text,,30
,,,,,,,,,,,,,,"{""Q0"":""check for the highest first node payment and then pick a direction. then ignore second node because you have to go through regardless. then investigate both of the final destination nodes. then i initiated flight."",""Q1"":""invest resources in investigating the cost of the routes."",""Q2"":""34"",""Q3"":""male""}",78968,,1394364,,,survey-text,,31
,,,,,,,,,,,,,,"{""Q0"":""At first I did not understand much, but I understood what I should do, at the beginning I discovered all the points and then chose a route, without realizing that I was subtracting each time I discovered a value, then what I did was discover one and continue through that way and I was winning some points."",""Q1"":""If only it was too late to earn more"",""Q2"":""49"",""Q3"":""male""}",252153,,1672854,,,survey-text,,32
,,,,,,,,,,,,,,"{""Q0"":""Based in on a hunch"",""Q1"":""Instinct"",""Q2"":""35"",""Q3"":""Female""}",56686,,1339105,,,survey-text,,33
,,,,,,,,,,,,,,"{""Q0"":""I tried to optimize making the most money."",""Q1"":""I should have planned my picks better instead of sometimes doing it randomly."",""Q2"":""32"",""Q3"":""female""}",61925,,1208715,,,survey-text,,34
,,,,,,,,,,,,,,"{""Q0"":""I tried to not spend too much on revealing, and just tried to see which one seemed to have the best route."",""Q1"":""I should have probably spent more on my route."",""Q2"":""35"",""Q3"":""Male""}",37480,,1134305,,,survey-text,,35
,,,,,,,,,,,,,,"{""Q0"":""I looked at the four immediate hubs and chose my route based on which paid a positive amount."",""Q1"":""No, the initial four looks were automatic, and choosing a plan after was dependent on chance and eliminating all options."",""Q2"":""42"",""Q3"":""Male""}",90469,,751301,,,survey-text,,36
,,,,,,,,,,,,,,"{""Q0"":""I would unveil the fees for the four first stop options and try to go with the best one. If two were the same (both $4 for instance) I would reveal the next stop along those two routes and try to pick the best. My main goal was to at least recoup the cost of unveiling the stop fees."",""Q1"":""It's worth paying a bit to try and make the most money in the end"",""Q2"":""34"",""Q3"":""Female""}",115044,,1297298,,,survey-text,,37
,,,,,,,,,,,,,,"{""Q0"":""I followed the example given by the teacher and tested the best money making route with the fewest clicks to check the route."",""Q1"":""I would say that just continuing to try different options until finding one that worked best is what I learned."",""Q2"":""31"",""Q3"":""Female""}",71526,,881126,,,survey-text,,38
,,,,,,,,,,,,,,"{""Q0"":""I clicked the circles and would go with the first one that had a net gain, or the one with the least loss if I couldn't find a good route"",""Q1"":""I started just going for the first profitable route I could find, rather than clicking all of them"",""Q2"":""24"",""Q3"":""male""}",80143,,1198481,,,survey-text,,39
,,,,,,,,,,,,,,"{""Q0"":""I tried to see which routes would cost less."",""Q1"":""Try not to uncover too many possible routes"",""Q2"":""27"",""Q3"":""Female""}",43663,,1111007,,,survey-text,,40
,,,,,,,,,,,,,,"{""Q0"":""I found the one in the beginning with the highest and went from there"",""Q1"":""Yes, sometimes it's better to look farther ahead"",""Q2"":""20"",""Q3"":""female""}",48033,,1005482,,,survey-text,,42
,,,,,,,,,,,,,,"{""Q0"":""i tried to avoid losses"",""Q1"":""pay more ahead of time to get best route"",""Q2"":""55"",""Q3"":""male""}",51389,,1195261,,,survey-text,,44
,,,,,,,,,,,,,,"{""Q0"":""Tried to find out the first route that had a positive result and then act accordingly whether it would result in a net profit or loss"",""Q1"":""No"",""Q2"":""37"",""Q3"":""male""}",45922,,1195469,,,survey-text,,46
,,,,,,,,,,,,,,"{""Q0"":""I clicked the final destination to see its value"",""Q1"":""Not really no"",""Q2"":""27"",""Q3"":""Male""}",22978,,813689,,,survey-text,,47
,,,,,,,,,,,,,,"{""Q0"":""i have no idea"",""Q1"":""np"",""Q2"":""30"",""Q3"":""male""}",9425,,1483641,,,survey-text,,48
,,,,,,,,,,,,,,"{""Q0"":""I wanted to maximize the amount I finished with in every round"",""Q1"":""Just to spend less and gain more"",""Q2"":""28"",""Q3"":""male""}",40671,,1266132,,,survey-text,,49
,,,,,,,,,,,,,,"{""Q0"":""I chose th routes that had more added value. If 20 were added on that path, I would likely have a good outcome."",""Q1"":""Yes, I also considered the destination reward."",""Q2"":""32"",""Q3"":""Male""}",160341,,873729,,,survey-text,,50
,,,,,,,,,,,,,,"{""Q0"":""Randomly"",""Q1"":""I did not"",""Q2"":""34"",""Q3"":""Male""}",16497,,1435025,,,survey-text,,51
,,,,,,,,,,,,,,"{""Q0"":""Tried to find the most profitable first stop.  I tried to only explore further if the numbers were positive.  It seemed like the best you could do in a round is $60 (20 per stop) if you didn't gather any information and got lucky.  I noticed exploring largely negative routes didn't pay off because of the fees.  Even if the end nodes were 20's, I wouldn't have made up the difference."",""Q1"":""I don't know, because I couldn't see the unexplored bubbles so I couldn't rate how I was doing.  It seemed like I was penalized for exploring too many options if I wanted to make sure I chose the best option at each stage.  I suppose looking back on it, I was probably exploring nodes that didn't really matter, I had to visit them regardless once I chose my initial pass.  Given another shot at it, I think I probably could have done better."",""Q2"":""32"",""Q3"":""Male""}",366259,,1711994,,,survey-text,,52
,,,,,,,,,,,,,,"{""Q0"":""I clicked on all 4 starting locations and went with the ones with the higher values"",""Q1"":""I didn't click any locations in the beginning and as I went I found it was necessary."",""Q2"":""27"",""Q3"":""Male""}",56836,,1322074,,,survey-text,,53
,,,,,,,,,,,,,,"{""Q0"":""I looked at which route would have the most postive and least red, then I looked at values"",""Q1"":""Yes. There was less of a need to reveal all squares"",""Q2"":""36"",""Q3"":""female""}",57370,,686079,,,survey-text,,54
,,,,,,,,,,,,,,"{""Q0"":""I checked as little as possible, to reduce the cost of $1.25 per check, while at the same time learning as much as possible."",""Q1"":""Don't click too much before planning."",""Q2"":""53"",""Q3"":""Female""}",67685,,1424234,,,survey-text,,55
,,,,,,,,,,,,,,"{""Q0"":""First destination revealed that was positive then revealing the remainder of the related locations."",""Q1"":""That recon can cost more than it is worth."",""Q2"":""28"",""Q3"":""male\nma""}",68143,,1364999,,,survey-text,,56
,,,,,,,,,,,,,,"{""Q0"":""I just took a good guess on which way would be better."",""Q1"":""Seemed like moving certain directions was better than others."",""Q2"":""31"",""Q3"":""Female""}",47255,,1310248,,,survey-text,,57
,,,,,,,,,,,,,,"{""Q0"":""I tried to make an educated guess based on the clues I paid for. "",""Q1"":""I would click a few destinations in an area and if it seemed negative after a couple of clicks I moved to a new area, if it seemed positive I went with that area."",""Q2"":""36"",""Q3"":""female""}",118430,,1415156,,,survey-text,,58
,,,,,,,,,,,,,,"{""Q0"":""I just followed the positive amounts."",""Q1"":""Yes, to take more time and explore more options (but not too many)."",""Q2"":""34"",""Q3"":""Female""}",27173,,1802734,,,survey-text,,59
,,,,,,,,,,,,,,"{""Q0"":""I realized that the right side is always a negative amount. So I avoided it sometimes. The other directions had more chances to get higher amount. "",""Q1"":""No. Some of the outcomes were random. "",""Q2"":""30"",""Q3"":""Male""}",98483,,1479940,,,survey-text,,60
,,,,,,,,,,,,,,"{""Q0"":""I started by checking the immediate spaces around my plane, and then checked the end spaces on routes that looked promising."",""Q1"":""I began also checking the middle space at the ends of routes, as they could make up the difference sometimes."",""Q2"":""27"",""Q3"":""male""}",60200,,1242334,,,survey-text,,61
,,,,,,,,,,,,,,"{""Q0"":""Deducing which path would gain me the most money"",""Q1"":""If you find a path that will get you over 20$ quickly, take it."",""Q2"":""29"",""Q3"":""Female""}",39915,,1219069,,,survey-text,,62
,,,,,,,,,,,,,,"{""Q0"":""At first I checked the price of the most outer destinations thinking that it would recoup whatever I lost getting there. "",""Q1"":""The more I played it the more I felt like it would be advantageous to check as many as possible."",""Q2"":""25"",""Q3"":""Male""}",140344,,861507,,,survey-text,,63
,,,,,,,,,,,,,,"{""Q0"":""I tried to find on point with a positive value and start with that."",""Q1"":""Start a route with a positive payment."",""Q2"":""54"",""Q3"":""Male""}",67848,,770088,,,survey-text,,64
,,,,,,,,,,,,,,"{""Q0"":""I tried to find a good route from the bubbles closest to me, and then check to see if the routes next to the good bubbles were also good."",""Q1"":""Sometimes it is a good idea to take a safe route instead of wasting money finding a better route."",""Q2"":""30"",""Q3"":""female""}",77810,,648196,,,survey-text,,65
,,,,,,,,,,,,,,"{""Q0"":""Just tried to find paths that would get me out of the negative without viewing too many paths"",""Q1"":""no"",""Q2"":""28"",""Q3"":""female""}",51217,,650543,,,survey-text,,66
,,,,,,,,,,,,,,"{""Q0"":""I tried to determine which amount would generate the most income. "",""Q1"":""Not really."",""Q2"":""33"",""Q3"":""female""}",27270,,1158050,,,survey-text,,67
,,,,,,,,,,,,,,"{""Q0"":""Finding the highest dollar amount starting point and then going from there."",""Q1"":""Yes, I caught on how to prioritize further into the game."",""Q2"":""26"",""Q3"":""Male""}",53290,,1328685,,,survey-text,,68
,,,,,,,,,,,,,,"{""Q0"":""I selected random paths"",""Q1"":""not really"",""Q2"":""40"",""Q3"":""female""}",23148,,897738,,,survey-text,,69
,,,,,,,,,,,,,,"{""Q0"":""I just looked at the routes that i thought paid the best."",""Q1"":""Yes, if I saw two points that paid well I didn't reveal the middle one."",""Q2"":""37"",""Q3"":""male""}",44251,,1691267,,,survey-text,,70
,,,,,,,,,,,,,,"{""Q0"":""clicked the closest circles and furthest away to determine if the path was good"",""Q1"":""learned that when you find a good path go for it rather than clicking more circles"",""Q2"":""38"",""Q3"":""female""}",67470,,770341,,,survey-text,,71
,,,,,,,,,,,,,,"{""Q0"":""I tried to identify a path with a positive outcome by checking the value of the fewest spaces possible."",""Q1"":""I think I got slightly more efficient over time, but sometimes it seemed like luck."",""Q2"":""39"",""Q3"":""Female""}",74647,,1292426,,,survey-text,,72
,,,,,,,,,,,,,,"{""Q0"":""I tried to find a route that would give me money as quickly as possible - without clicking on too many."",""Q1"":""I'm not really sure. Maybe if I'd had more turns. "",""Q2"":""37"",""Q3"":""female""}",108341,,2097973,,,survey-text,,73
,,,,,,,,,,,,,,"{""Q0"":""i went with whatever seemed to be the best option"",""Q1"":""i did not."",""Q2"":""29"",""Q3"":""female""}",79747,,1477327,,,survey-text,,74
,,,,,,,,,,,,,,"{""Q0"":""Saw which one would net me the most at the end without losing much."",""Q1"":""No, it was random and unplannable."",""Q2"":""37"",""Q3"":""female""}",33434,,1311390,,,survey-text,,75
,,,,,,,,,,,,,,"{""Q0"":""I tried to see which route would be best without spending too much."",""Q1"":""Go with what looked profitable."",""Q2"":""64"",""Q3"":""male""}",41844,,1127619,,,survey-text,,76
,,,,,,,,,,,,,,"{""Q0"":""I first tried to minimize and maximize my flights by checking a certain number of spots up to the point I felt I could still make some money. Then, I thought it would be best to take the first profitable trip I found, allowing myself one extra spot if the destination was negative or a new route check if there was a loss or a small profit."",""Q1"":""I learned to accept a cheaper flight profit rather than performing many costly checks. I learned to bracket my ambition to be sure a profit was made."",""Q2"":""36"",""Q3"":""male/masculine""}",244507,,1534254,,,survey-text,,77
,,,,,,,,,,,,,,"{""Q0"":""I tried  a few different methods but found just picking and taking the chance was better than using funds to look at every stop"",""Q1"":""That i couldn't look at every stop and expect to make money"",""Q2"":""38"",""Q3"":""Female""}",69782,,1363727,,,survey-text,,78
,,,,,,,,,,,,,,"{""Q0"":""Looked for inner circles that were positive and then went out from there looking for the most money."",""Q1"":""Towards the end I started trying to research all options which put me further in the negative and was harder to come out positive. I ended negative once because of this."",""Q2"":""28"",""Q3"":""Female""}",59475,,886101,,,survey-text,,79
,,,,,,,,,,,,,,"{""Q0"":""what I thought were best odds"",""Q1"":""no"",""Q2"":""44"",""Q3"":""male""}",16081,,1453630,,,survey-text,,80
,,,,,,,,,,,,,,"{""Q0"":""Start with inside then branch out based on the higher number values"",""Q1"":""Click as few buttons as possible "",""Q2"":""22"",""Q3"":""female""}",32906,,635189,,,survey-text,,82
,,,,,,,,,,,,,,"{""Q0"":""I started by looking up the common circles but felt it wasnt worth it"",""Q1"":""no at the end I just did random selections"",""Q2"":""30"",""Q3"":""male""}",49910,,2772819,,,survey-text,,83
,,,,,,,,,,,,,,"{""Q0"":""Looking at the final destinations and trying to find the highest dollar amount to make up for any penalties in the trip"",""Q1"":""How to balance risk and planning"",""Q2"":""31"",""Q3"":""Male""}",42152,,1324076,,,survey-text,,84
,,,,,,,,,,,,,,"{""Q0"":""Looked at enough locations to have a net profit.  Didnt always work that way.  Became less greedy after a couple games"",""Q1"":""Find a path to profit then quit spending money looking for more"",""Q2"":""33"",""Q3"":""male""}",83063,,1409789,,,survey-text,,85
,,,,,,,,,,,,,,"{""Q0"":""Looked for green amounts and picket the path of least lossor most gain."",""Q1"":""Being more efficient"",""Q2"":""41"",""Q3"":""Male""}",57903,,663343,,,survey-text,,86
,,,,,,,,,,,,,,"{""Q0"":""If I found a positive route, I continued to check it."",""Q1"":""To take the best first possibility to completion."",""Q2"":""43"",""Q3"":""Male""}",133881,,1352135,,,survey-text,,87
,,,,,,,,,,,,,,"{""Q0"":""I based it off of the first 4 surrounding amounts, then chose the remaining hidden figures to show, and went from there."",""Q1"":""Yes. DONT RUSH. Evaluate each step."",""Q2"":""23"",""Q3"":""Male""}",123157,,1606929,,,survey-text,,88
,,,,,,,,,,,,,,"{""Q0"":""I would check the first circle of each route first until I hit a high number and then I would check the numbers behind the high number."",""Q1"":""Not really"",""Q2"":""29"",""Q3"":""Female""}",139212,,1852883,,,survey-text,,89
,,,,,,,,,,,,,,"{""Q0"":""picked to possible routes, and went from there. "",""Q1"":""way more options"",""Q2"":""26"",""Q3"":""Female ""}",37580,,1209782,,,survey-text,,90
,,,,,,,,,,,,,,"{""Q0"":""I clicked on destinations first to find highest values. That seemed to work for a while but then didn't, so I decided it was too random to plan."",""Q1"":""Not really. I seemed to lose more the more I planned."",""Q2"":""56"",""Q3"":""female""}",138782,,1457557,,,survey-text,,91
,,,,,,,,,,,,,,"{""Q0"":""I followed only green and if there was a red after the green, I looked to see what would add up to the most or if I would make a profit."",""Q1"":""yes.  At first I was looking too hard at too much.  I then just clicked on what followed the first green to see if it would be profitable."",""Q2"":""56"",""Q3"":""female""}",130714,,1443704,,,survey-text,,92
,,,,,,,,,,,,,,"{""Q0"":""I viewed all of the inner ring, then the path of whichever one was highest paying or two if they were tied, and repeated following highest paying one."",""Q1"":""I quit trying to expose too many paths, but I was probably still overly cautious."",""Q2"":""26"",""Q3"":""Female""}",100476,,1323783,,,survey-text,,93
,,,,,,,,,,,,,,"{""Q0"":""Find which intermediary route had more money."",""Q1"":""Best to take a $1.25 to find out costs than to blindly find a route."",""Q2"":""25"",""Q3"":""male""}",78054,,1326603,,,survey-text,,94
,,,,,,,,,,,,,,"{""Q0"":""If I found a positive route I just took it without looking at other values."",""Q1"":""Not to look at too many values"",""Q2"":""28"",""Q3"":""Male""}",28625,,1164603,,,survey-text,,95
,,,,,,,,,,,,,,"{""Q0"":""I chose the close spots first, then looked for the corners to end"",""Q1"":""Not really, no. I don't think I was all that great"",""Q2"":""37"",""Q3"":""Male""}",33210,,617639,,,survey-text,,96
,,,,,,,,,,,,,,"{""Q0"":""I was mainly trying to pick a route that would maximize my profit (or minimize my losses)"",""Q1"":""It was best to gather as much knowledge as I could before picking a path, like the instructor did."",""Q2"":""30"",""Q3"":""Female""}",101588,,850355,,,survey-text,,97
,,,,,,,,,,,,,,"{""Q0"":""I started in the middle and clicked to find a profitable route"",""Q1"":""I ignored the messages"",""Q2"":""41"",""Q3"":""female""}",117345,,1975805,,,survey-text,,98
,,,,,,,,,,,,,,"{""Q0"":""Look at the first spot, if negative look to a different route.  "",""Q1"":""Not really"",""Q2"":""24"",""Q3"":""Male""}",29159,,691512,,,survey-text,,99
,,,,,,,,,,,,,,"{""Q0"":""Click the immediately surrounding nodes and then choose the highest positive rewards and follow through the nodes to the highest total. If there was a route that showed a strong positive then I would complete that route without checking other nodes."",""Q1"":""You must see nodes and try to eliminate unfavorable routes as soon as possible."",""Q2"":""28"",""Q3"":""Male""}",184244,,1616733,,,survey-text,,100
,,,,,,,,,,,,,,"{""Q0"":""Just winged it"",""Q1"":""not really"",""Q2"":""34"",""Q3"":""male""}",18915,,1034398,,,survey-text,,101
,,,,,,,,,,,,,,"{""Q0"":""I randomly choose and took a chance on most my routes to conserve money."",""Q1"":""I did not."",""Q2"":""27"",""Q3"":""Male""}",36065,,2092499,,,survey-text,,102
,,,,,,,,,,,,,,"{""Q0"":""I tried to see if I could plan better by knowing the location, kinda helped"",""Q1"":""to rely on the middle of the flight more, but even that didn't seem consistent. I definitely was missing something"",""Q2"":""35"",""Q3"":""Female""}",91356,,1268147,,,survey-text,,103
,,,,,,,,,,,,,,"{""Q0"":""I looked for routes with only positives, starting with the locations closest."",""Q1"":""Perhaps trying to map out every step instead of just focusing on getting to a final destination."",""Q2"":""37"",""Q3"":""female""}",80888,,846811,,,survey-text,,104
,,,,,,,,,,,,,,"{""Q0"":""I began by simply going with the first circle that had the most. Then I switched to revealing the final destination first and following the sequence to one I was happy with."",""Q1"":""Reveal the final destination first."",""Q2"":""47"",""Q3"":""Male""}",133459,,1359146,,,survey-text,,105
,,,,,,,,,,,,,,"{""Q0"":""Tried to find a positive spot first, then see what positive spots followed."",""Q1"":""Yes, tried not to waste reveals when they were likely to lead to dead ends. Also messed up the first round and moved where I didn't mean to."",""Q2"":""34"",""Q3"":""Female""}",53418,,1543654,,,survey-text,,106
,,,,,,,,,,,,,,"{""Q0"":""I tried to balance what spaces I reviled and when I had a positive balance I went with that but when it was not known I took a guess.  "",""Q1"":""Yes, While you can have a set course always be ready for the unexpected "",""Q2"":""32"",""Q3"":""Male""}",117060,,1313292,,,survey-text,,107
,,,,,,,,,,,,,,"{""Q0"":""I went on the planes direction. "",""Q1"":""Yes"",""Q2"":""24"",""Q3"":""Female""}",31842,,991337,,,survey-text,,109
,,,,,,,,,,,,,,"{""Q0"":""Determining the best starting path then discovering potential routes based on the outcome"",""Q1"":""Don't click as many routes to save money and just go with the first desirable option"",""Q2"":""34"",""Q3"":""Male""}",50051,,1630437,,,survey-text,,110
,,,,,,,,,,,,,,"{""Q0"":""Sometimes I just guessed and sometimes I picked the one with the most money on the first spot."",""Q1"":""I learned to click on the first spot first too see how much money it was worth."",""Q2"":""42"",""Q3"":""Female""}",98650,,1750582,,,survey-text,,112
,,,,,,,,,,,,,,"{""Q0"":""looked for a postiive first in the closest stops"",""Q1"":""need to review some values before starting"",""Q2"":""44"",""Q3"":""female""}",37883,,730278,,,survey-text,,113
,,,,,,,,,,,,,,"{""Q0"":""I tried to see whether there were high-paying routes by looking at one or two paths, then their end routes."",""Q1"":""I realized the second leg of the trip could always be very negative, and I needed to look at the entire route."",""Q2"":""35"",""Q3"":""female""}",57921,,1220923,,,survey-text,,114
,,,,,,,,,,,,,,"{""Q0"":""Check the farthest and closest and took a chance."",""Q1"":""Yes"",""Q2"":""29"",""Q3"":""Male""}",18898,,1683994,,,survey-text,,115
,,,,,,,,,,,,,,"{""Q0"":""I clicked the inner 4 circles then chose the best.  Then I kept choosing the best from there.  I know it wasn't always the most money, but I saved money by not clicking all the circles."",""Q1"":""Not click on many at all!"",""Q2"":""32"",""Q3"":""Female""}",69200,,1623621,,,survey-text,,116
,,,,,,,,,,,,,,"{""Q0"":""tried to detect patterns such as how many initial steps were negative vs positive, then evaluate which route by revealing the least amount of circles."",""Q1"":""if a positive route is uncovered right away, take it vs trying for something better"",""Q2"":""34"",""Q3"":""female""}",111270,,1346888,,,survey-text,,117
,,,,,,,,,,,,,,"{""Q0"":""when i was given feedback i tried to alter my moves accordingly. when there was no feedback it was just a guessing game."",""Q1"":""not really "",""Q2"":""36"",""Q3"":""female""}",94598,,1353874,,,survey-text,,119
,,,,,,,,,,,,,,"{""Q0"":""i randomly moved the plane"",""Q1"":""no"",""Q2"":""28"",""Q3"":""female""}",46829,,1159055,,,survey-text,,120
,,,,,,,,,,,,,,"{""Q0"":""Not clicking on any paths with the first one showing a negative, and looking for paths with $12 and $20"",""Q1"":""Just clicking until you find your first positive path and seeing if that is beneficial "",""Q2"":""31"",""Q3"":""Female""}",114790,,1007014,,,survey-text,,121
,,,,,,,,,,,,,,"{""Q0"":""I tried to use the least amount of hints as possible to limit the amount I was paying out."",""Q1"":""Perhaps."",""Q2"":""48"",""Q3"":""female""}",62999,,811938,,,survey-text,,122
,,,,,,,,,,,,,,"{""Q0"":""At first I tried to do it without checking the values. That was not going well."",""Q1"":""I decided it was worth it to check out the totals before moving."",""Q2"":""29"",""Q3"":""Female""}",48787,,1596123,,,survey-text,,123
,,,,,,,,,,,,,,"{""Q0"":""Except for Round 1, I actually just tried going with gut instinct. "",""Q1"":""There was one round that I revealed 4 of the tiles and I thought I was making a good decision, but I wasn't. "",""Q2"":""31"",""Q3"":""Female""}",46876,,1193399,,,survey-text,,124
