SurveyId,AmazonIdentifier,AssignmentId,DurationInSeconds,StartTime,CompletionTime,ApprovalStatus,AmountPaid,AmountBonused,Estimated CloudResearch Fee,Actual Completion Code,,,,Feedback
250255,A1PTH9KTRO06EG,3180JW2OT5JMBKH5TFY3VUFYW38J51,443,10/9/2020 12:47:08 PM,10/9/2020 12:54:31 PM,Approved,1.00,0.00,,,,,,
250255,ATXAVU13VN2I,3TEM0PF1Q64ADRVCMD6GB1OUAB0D0W,527,10/9/2020 12:45:46 PM,10/9/2020 12:54:33 PM,Approved,1.00,0.00,,,,,,
250255,A1PE5AT62CBGS4,3FQ5JJ512MVLCTTTF0U1QQFX2D7KNQ,462,10/9/2020 12:47:06 PM,10/9/2020 12:54:48 PM,Approved,1.00,0.00,,,,,,
250255,AK3H5QRAROFGP,3OWEPKL08AJXHEM9W65SMLABWT7N7N,648,10/9/2020 12:44:09 PM,10/9/2020 12:54:57 PM,Approved,1.00,0.00,,,,,,
250255,A1SSYN7TXMTJS4,3UN61F00HXW3980I1K7CXL1P6K25RF,532,10/9/2020 12:46:14 PM,10/9/2020 12:55:06 PM,Approved,1.00,0.00,,,,,,
250255,A372RONRIOLZM4,3U8YCDAGXQN420ZHRZC0B0VTTQP0QO,458,10/9/2020 12:47:44 PM,10/9/2020 12:55:22 PM,Approved,1.00,0.00,,,,,,
250255,A3OLRWACCCCUTU,3QILPRALQ621HSRS6BXY0L667DE8NW,514,10/9/2020 12:46:53 PM,10/9/2020 12:55:27 PM,Approved,1.00,0.00,,,,,,
250255,A18W4LA9HEQ0W6,33IZTU6J828OC6K5MFQCFEX5LLUXS4,647,10/9/2020 12:44:40 PM,10/9/2020 12:55:27 PM,Approved,1.00,0.00,,,,,,
250255,A1263R4WB5L2N2,31T4R4OBOTNEQAPI7GWE6AGZXPU7CQ,652,10/9/2020 12:44:36 PM,10/9/2020 12:55:28 PM,Approved,1.00,0.00,,,,,,
250255,AU0KL60G7FCCK,3X0H8UUIT2V9N6FFCAUQDVJYCJOSW6,648,10/9/2020 12:44:42 PM,10/9/2020 12:55:30 PM,Approved,1.00,0.00,,,,,,
250255,AJJ2CKYLT7XT0,3RGU30DZTBFKJR2BLEFPCWQKIYYMJU,450,10/9/2020 12:48:04 PM,10/9/2020 12:55:34 PM,Approved,1.00,0.00,,,,,,
250255,A2MQMMCVZJTFL2,3SB5N7Y3O4BDPB53O37OHMRRN3GG09,563,10/9/2020 12:46:20 PM,10/9/2020 12:55:43 PM,Approved,1.00,0.00,,,,,,
250255,A12305JDPCD26O,3WETL7AQWUFBQ6FGQU6GFNY906M53B,563,10/9/2020 12:46:20 PM,10/9/2020 12:55:43 PM,Approved,1.00,0.00,,,,,,
250255,A3CO1BKRHTJYNA,3NXNZ5RS1B4CSCIFVWMN4KFRR4R97B,498,10/9/2020 12:47:46 PM,10/9/2020 12:56:04 PM,Approved,1.00,0.00,,,,,,
250255,A26TTXM6B7771S,3ON104KXQL3QLLD4M9Y8FS3SY3NW45,158,10/9/2020 12:53:26 PM,10/9/2020 12:56:04 PM,Approved,1.00,0.00,,,,,,
250255,A3QDBNW2H8EMFW,33PPO7FECWMLKMCSQ3VMH5OQW5HIDW,614,10/9/2020 12:45:58 PM,10/9/2020 12:56:12 PM,Approved,1.00,0.00,,,,,,
250255,A1OKMU27HBN9T3,3WQQ9FUS6B1ZGJ2V3LSP9Q6CQO0B8A,579,10/9/2020 12:46:33 PM,10/9/2020 12:56:12 PM,Approved,1.00,0.00,,,,,,
250255,AYW62R027PUT1,3PS7W85Z809ZQAFM8ZPO9G79G1I9TN,697,10/9/2020 12:44:40 PM,10/9/2020 12:56:17 PM,Approved,1.00,0.00,,,,,,
250255,A153DM40BU83T0,3CP1TO84PU8M5OJXMUSBWDTHUSN521,404,10/9/2020 12:49:40 PM,10/9/2020 12:56:24 PM,Approved,1.00,0.00,,,,,,
250255,AX5X0WANI5V7Y,3MRNMEIQW6DNANKYB6SZ9LGID9BLDD,582,10/9/2020 12:46:51 PM,10/9/2020 12:56:33 PM,Approved,1.00,0.00,,,,,,
250255,A1QSUIQRZFQ85E,3LO69W1SU4KQM7UPDWT7F6JFQ1RLGN,585,10/9/2020 12:46:58 PM,10/9/2020 12:56:43 PM,Approved,1.00,0.00,,,,,,
250255,A2IMAGGCST8170,3S06PH7KSSBAKGGUIWAGP674F36D1Z,656,10/9/2020 12:45:49 PM,10/9/2020 12:56:45 PM,Approved,1.00,0.00,,,,,,
250255,A286798DZB9U9O,3PQ8K71NHYR8GXQIU5C7A6S1YUFAAI,701,10/9/2020 12:45:20 PM,10/9/2020 12:57:01 PM,Approved,1.00,0.00,,,,,,
250255,A3822BB341LIB2,34HJIJKLP63D6WDZWZTCTQKERUK4V2,711,10/9/2020 12:45:16 PM,10/9/2020 12:57:07 PM,Approved,1.00,0.00,,,,,,
250255,A2JK3DX64GMZ68,3X08E93BHWP66T2CEFEJEWOT6SZ66Y,633,10/9/2020 12:46:35 PM,10/9/2020 12:57:08 PM,Approved,1.00,0.00,,,,,,
250255,A20RVM3V1A3DKX,39L1G8WVWRYC2OEXP744CXLSOQH31R,687,10/9/2020 12:45:42 PM,10/9/2020 12:57:09 PM,Approved,1.00,0.00,,,,,,
250255,A2NAKIXS3DVGAA,3NAPMVF0ZXM1SSXGAN78UX7DLYH72H,780,10/9/2020 12:44:14 PM,10/9/2020 12:57:14 PM,Approved,1.00,0.00,,,,,,
250255,A3EXFIB2XTP9GL,3AWETUDC93ZONNHOILKJ8X7TKNRIZV,625,10/9/2020 12:46:53 PM,10/9/2020 12:57:18 PM,Approved,1.00,0.00,,,,,,
250255,A3KPVU5XH7W1RP,3WQ3B2KGE9NH5JIA40JAUGJ4CIUB1Q,670,10/9/2020 12:46:11 PM,10/9/2020 12:57:21 PM,Approved,1.00,0.00,,,,,,
250255,A28ME7HB71Y0D8,3WETL7AQWUFBQ6FGQU6GFNY906M359,697,10/9/2020 12:45:45 PM,10/9/2020 12:57:22 PM,Approved,1.00,0.00,,,,,,
250255,AL51KTD0WITH9,3J4Q2Z4UTZAXAQ02K65LIV4XUV4WQM,531,10/9/2020 12:48:36 PM,10/9/2020 12:57:27 PM,Approved,1.00,0.00,,,,,,
250255,A2GRWJOOSAT94F,3K4J6M3CXF09QO3LG54H6S34WPSGA0,641,10/9/2020 12:46:49 PM,10/9/2020 12:57:30 PM,Approved,1.00,0.00,,,,,,
250255,A2EOOF9D135HQ1,3VE8AYVF8N4PT0EB8NELSGXX5MS8FP,646,10/9/2020 12:46:52 PM,10/9/2020 12:57:38 PM,Approved,1.00,0.00,,,,,,
250255,ACOUEGRDJO7B6,3F6HPJW4JE7GI7YHIVFKMD6UEPQW28,590,10/9/2020 12:47:51 PM,10/9/2020 12:57:41 PM,Approved,1.00,0.00,,,,,,
250255,A2CYT1T5918U1V,3WSELTNVR49DVTPR053O5BITMJ0AT3,747,10/9/2020 12:45:38 PM,10/9/2020 12:58:05 PM,Approved,1.00,0.00,,,,,,
250255,A1FG2G9TZSDN,326O153BMJ594HA6UK5VWQQY4CADEI,701,10/9/2020 12:46:30 PM,10/9/2020 12:58:11 PM,Approved,1.00,0.00,,,,,,
250255,A18SXC3JEN1O0U,3FTF2T8WLSPRIRJG34UZW0E8KV09WD,814,10/9/2020 12:44:48 PM,10/9/2020 12:58:22 PM,Approved,1.00,0.00,,,,,,
250255,A14ADQ7RUN6TDY,3ATTHHXXWBVZISH9H3WYBCRICNTIXY,704,10/9/2020 12:46:49 PM,10/9/2020 12:58:33 PM,Approved,1.00,0.00,,,,,,
250255,A3A2KPB4P21040,3KWTYT0871AS6A55W0AGB9SQ0SDL55,717,10/9/2020 12:46:38 PM,10/9/2020 12:58:35 PM,Approved,1.00,0.00,,,,,,
250255,A1RNQ5X21BF816,3R6P78PK7LIE5K2UM5VY1XTWKEETGZ,324,10/9/2020 12:53:12 PM,10/9/2020 12:58:36 PM,Approved,1.00,0.00,,,,,,
250255,A1VSIU3RECGBSP,3TE3O85731FBABHVJ15EZEYDMABR20,621,10/9/2020 12:48:19 PM,10/9/2020 12:58:40 PM,Approved,1.00,0.00,,,,,,
250255,AKMOBFEEKW378,3TS1AR6UQRLLTM9SYIMFEG12U2M7F1,840,10/9/2020 12:44:45 PM,10/9/2020 12:58:45 PM,Approved,1.00,0.00,,,,,,
250255,AMTTB8JUWRRM7,39GAF6DQWS7WEXGG9HAAVSDBFA9V1F,878,10/9/2020 12:44:10 PM,10/9/2020 12:58:48 PM,Approved,1.00,0.00,,,,,,
250255,A38ZLHQKD09JMM,37WLF8U1WQXD58N1GJ8KOFTB7NJK6H,636,10/9/2020 12:48:13 PM,10/9/2020 12:58:49 PM,Approved,1.00,0.00,,,,,,
250255,A2ARXDT5BZR255,3KRVW3HTZOSDIUL188O34XH7EHASMF,773,10/9/2020 12:46:02 PM,10/9/2020 12:58:55 PM,Approved,1.00,0.00,,,,,,
250255,A305L49XG9G7TC,3IOEN3P9S8QBZ71F8922J0XCYHJ610,750,10/9/2020 12:46:29 PM,10/9/2020 12:58:59 PM,Approved,1.00,0.00,,,,,,
250255,A2MPOAEQ25ZJAD,3K772S5NP9IQGXF8GGOLNB5WW43HEV,661,10/9/2020 12:47:59 PM,10/9/2020 12:59:00 PM,Approved,1.00,0.00,,,,,,
250255,A18QKM5Z69TLS,3YWRV122CT6ECIB13C9KEGY0F978UO,716,10/9/2020 12:47:10 PM,10/9/2020 12:59:06 PM,Approved,1.00,0.00,,,,,,
250255,A3CTXWISODY7D8,378XPAWRUDKNMF9G6T4KR4GKB2KIAU,804,10/9/2020 12:45:49 PM,10/9/2020 12:59:13 PM,Approved,1.00,0.00,,,,,,
250255,A1EPE2IRWQ9XO2,34Q075JO1YKGLWF06KMLAZNLLEY01U,573,10/9/2020 12:49:59 PM,10/9/2020 12:59:32 PM,Approved,1.00,0.00,,,,,,
250255,A3DS5B06ZCD3E3,33LK57MYLUCDH1KKNXEXCZDGTLSZS3,753,10/9/2020 12:47:08 PM,10/9/2020 12:59:41 PM,Approved,1.00,0.00,,,,,,
250255,A1WZY0K6IE3ASG,3QL2OFSM97P3TVH5NND3272PX4ZNCH,630,10/9/2020 12:49:14 PM,10/9/2020 12:59:44 PM,Approved,1.00,0.00,,,,,,
250255,A1CB72B51L7TKE,3LKC68YZ3BAUPENM5TDHTQ9XFUMWOE,681,10/9/2020 12:48:31 PM,10/9/2020 12:59:52 PM,Approved,1.00,0.00,,,,,,
250255,A3KNO82DZ519HG,3RANCT1ZVGOXEG986OTU5IO1NFSBUQ,758,10/9/2020 12:47:15 PM,10/9/2020 12:59:53 PM,Approved,1.00,0.00,,,,,,
250255,AB66CTVQ90RCV,36TFCYNS45HZMX6PBLEDB0Q3CADXHJ,953,10/9/2020 12:44:07 PM,10/9/2020 1:00:00 PM,Approved,1.00,0.00,,,,,,
250255,A3JVOMZOZ81R1S,3ZQIG0FLQFNPFYWJ65ZVOI35BNJWVG,684,10/9/2020 12:48:43 PM,10/9/2020 1:00:07 PM,Approved,1.00,0.00,,,,,,
250255,AO1QGAUZ85T6L,3PM8NZGV8ZNCZQ5SUB17KEI43X9XQF,912,10/9/2020 12:44:57 PM,10/9/2020 1:00:09 PM,Approved,1.00,0.00,,,,,,
250255,A1V5VJE32G7HDE,3N1FSUEFL67RCFDD5ETIN4E7RNGD4C,853,10/9/2020 12:45:56 PM,10/9/2020 1:00:09 PM,Approved,1.00,0.00,,,,,,
250255,A3R5OJR60C6004,3TK8OJTYM2SZVPZIUJL0WOV9IQFVPJ,800,10/9/2020 12:46:52 PM,10/9/2020 1:00:12 PM,Approved,1.00,0.00,,,,,,
250255,A2X5RIMKTETKWM,3Z7ISHFUH12VYH5B9Z8SV8DFHRM8ZD,778,10/9/2020 12:47:30 PM,10/9/2020 1:00:28 PM,Approved,1.00,0.00,,,,,,
250255,AM0QVBV8L6QCJ,3AZHRG4CU5RCVZTFTO04YS2IJYC03M,631,10/9/2020 12:50:02 PM,10/9/2020 1:00:33 PM,Approved,1.00,0.00,,,,,,
250255,A27GK6AHDNFW5Y,3ZR9AIQJUCGXDVCJT25N8XUOXY740A,796,10/9/2020 12:47:22 PM,10/9/2020 1:00:38 PM,Approved,1.00,0.00,,,,,,
250255,A13C8E3CBY2SPE,3QILPRALQ621HSRS6BXY0L667DEN8B,707,10/9/2020 12:49:07 PM,10/9/2020 1:00:54 PM,Approved,1.00,0.00,,,,,,
250255,AS2WTWYVRW9BV,3UXUOQ9OKF4QXVSKN20N0FQBXMA7AP,713,10/9/2020 12:49:07 PM,10/9/2020 1:01:00 PM,Approved,1.00,0.00,,,,,,
250255,A3BBR5O4W6XHBV,3TUI152ZZCU49PKZNIG0P5E3YIW1QT,725,10/9/2020 12:49:16 PM,10/9/2020 1:01:21 PM,Approved,1.00,0.00,,,,,,
250255,A1YX741QQSMKPS,3CFJTT4SXUX53DBIZQS0HDEUAUEI73,913,10/9/2020 12:46:12 PM,10/9/2020 1:01:25 PM,Approved,1.00,0.00,,,,,,
250255,A2O2O2X7PGR8XW,34FNN24DCNGC69C4FFZ65HUM97H5YH,900,10/9/2020 12:46:26 PM,10/9/2020 1:01:26 PM,Approved,1.00,0.00,,,,,,
250255,A1TGT6FVIZRNS5,3X66WABAJXP963407QP7JKPYQF1G35,547,10/9/2020 12:52:28 PM,10/9/2020 1:01:35 PM,Approved,1.00,0.00,,,,,,
250255,A1R8I1H63TWK79,3KWTYT0871AS6A55W0AGB9SQ0SEL56,557,10/9/2020 12:52:19 PM,10/9/2020 1:01:36 PM,Approved,1.00,0.00,,,,,,
250255,AK21UZISRI0ZB,3DZQRBDBSMMCW8DR2QJO8Y81EQV3SC,586,10/9/2020 12:52:17 PM,10/9/2020 1:02:03 PM,Approved,1.00,0.00,,,,,,
250255,A1NVJB5O4H7ZCJ,3LEIZ60CDK6VCMOLERE6V48Q1X59Z4,749,10/9/2020 12:49:43 PM,10/9/2020 1:02:12 PM,Approved,1.00,0.00,,,,,,
250255,AIS4X2NYY3V1T,3M1CVSFP61C03DXZJ19T06762C1QA5,705,10/9/2020 12:50:39 PM,10/9/2020 1:02:24 PM,Approved,1.00,0.00,,,,,,
250255,AJKB6GCZQNDUI,3WJ1OXY92BNUX9X3X7STEFM686G8AD,712,10/9/2020 12:50:38 PM,10/9/2020 1:02:30 PM,Approved,1.00,0.00,,,,,,
250255,AZ8KL6F16ZS7G,3NC5L260MPTSES1RF43HP2NXKRWFOZ,1013,10/9/2020 12:45:41 PM,10/9/2020 1:02:34 PM,Approved,1.00,0.00,,,,,,
250255,ATDUH6TVM9JE0,3U8YCDAGXQN420ZHRZC0B0VTTQQ0QP,655,10/9/2020 12:51:54 PM,10/9/2020 1:02:49 PM,Approved,1.00,0.00,,,,,,
250255,A36TQ2HC60YO3R,3QECW5O0KI8GPNDA59C7X027U50T5H,461,10/9/2020 12:55:16 PM,10/9/2020 1:02:57 PM,Approved,1.00,0.00,,,,,,
250255,A28ANDQ58MEMGW,3ZWFC4W1UVEVB5T77WKLJXS2VEHFR9,672,10/9/2020 12:51:46 PM,10/9/2020 1:02:58 PM,Approved,1.00,0.00,,,,,,
250255,A3ZWMVK6GNTJ8,36H9ULYP631EDHAUZRBCH66BLXMFJG,1042,10/9/2020 12:45:36 PM,10/9/2020 1:02:58 PM,Approved,1.00,0.00,,,,,,
250255,A21HUPW67XA7UJ,35K3O9HUACK621O2LQ0LKQTJGPREFV,579,10/9/2020 12:53:28 PM,10/9/2020 1:03:07 PM,Approved,1.00,0.00,,,,,,
250255,A250FES5PFCGK9,3P4RDNWND6DYN8CK0ZHXK3J31PFIJB,623,10/9/2020 12:52:51 PM,10/9/2020 1:03:14 PM,Approved,1.00,0.00,,,,,,
250255,AA5ZDXAA2DLY1,3GFK2QRXXAO8H4H40EHIKK96YZI5WJ,691,10/9/2020 12:51:46 PM,10/9/2020 1:03:17 PM,Approved,1.00,0.00,,,,,,
250255,A2TXUNEHPTW3Z3,33NF62TLXK9PT3280229XJYGTT3JKM,946,10/9/2020 12:47:32 PM,10/9/2020 1:03:18 PM,Approved,1.00,0.00,,,,,,
250255,A175ZK7MB3GR5Y,3IRIK4HM3BRVMABDO6RM0WG32EA6CQ,968,10/9/2020 12:47:26 PM,10/9/2020 1:03:34 PM,Approved,1.00,0.00,,,,,,
250255,A2H6Q22X1V1FTX,326O153BMJ594HA6UK5VWQQY4CAEDJ,952,10/9/2020 12:47:50 PM,10/9/2020 1:03:42 PM,Approved,1.00,0.00,,,,,,
250255,A1DIJKSSEK3UPD,3I0BTBYZAYSDB2Q3I9TUOMYVSZ70YS,624,10/9/2020 12:53:19 PM,10/9/2020 1:03:43 PM,Approved,1.00,0.00,,,,,,
250255,A50K26F2IS94U,3K5TEWLKGWI7E3CEHOVGNRUXWCLIVV,998,10/9/2020 12:47:42 PM,10/9/2020 1:04:20 PM,Approved,1.00,0.00,,,,,,
250255,ACKTWNQ5U1UP4,3MTMREQS4WP5NATLVA8ZSVPSQDJWAG,642,10/9/2020 12:53:51 PM,10/9/2020 1:04:33 PM,Approved,1.00,0.00,,,,,,
250255,A3QKV9F3QFL4EX,3TVSS0C0E27A26SU1AZGN0FKE23TWX,990,10/9/2020 12:48:20 PM,10/9/2020 1:04:50 PM,Approved,1.00,0.00,,,,,,
250255,ACKG8OU1KHKO2,3DUZQ9U6SNVW8HFAM0PURT0K5AMSVW,1250,10/9/2020 12:44:15 PM,10/9/2020 1:05:05 PM,Approved,1.00,0.00,,,,,,
250255,ACD400BAWY7QC,3NGI5ARFTUCJ9DJKN51BP0OTTMB1P3,547,10/9/2020 12:55:58 PM,10/9/2020 1:05:05 PM,Approved,1.00,0.00,,,,,,
250255,A1DUPOUC9RNU4L,3RGU30DZTBFKJR2BLEFPCWQKIYZMJV,648,10/9/2020 12:54:21 PM,10/9/2020 1:05:09 PM,Approved,1.00,0.00,,,,,,
250255,AV6C736XAEG67,3GNA64GUZFB3X7LIO5ICSVRKAYZQ5Y,1261,10/9/2020 12:44:14 PM,10/9/2020 1:05:15 PM,Approved,1.00,0.00,,,,,,
250255,A7GMDU2U5VBSY,3TY7ZAOG5GRIRX1MEUS3FEJKUKX0KW,1153,10/9/2020 12:46:12 PM,10/9/2020 1:05:25 PM,Approved,1.00,0.00,,,,,,
250255,A2BL6ZVUM0B9C8,3AAJC4I4FHZKIY1U035JKYMTX2GZJO,972,10/9/2020 12:49:23 PM,10/9/2020 1:05:35 PM,Approved,1.00,0.00,,,,,,
250255,A3KC26Z78FBOJT,3PPTZCWALRR14L57VTPSHZYFBX9QZ7,646,10/9/2020 12:54:58 PM,10/9/2020 1:05:44 PM,Approved,1.00,0.00,,,,,,
250255,A311QKIQ0I2071,32SCWG5HIIBEGZKHTBDSKWFA1XP6P4,1104,10/9/2020 12:47:22 PM,10/9/2020 1:05:46 PM,Approved,1.00,0.00,,,,,,
250255,A2OQF7IIF9EGXX,39ASUFLU6YEN2NFNLK67QXTQKUNEXM,695,10/9/2020 12:54:13 PM,10/9/2020 1:05:48 PM,Approved,1.00,0.00,,,,,,
250255,AZNNPGW3VNPQ2,3T3IWE1XG7U5I9W8P10AVBXYQ1MQTQ,1073,10/9/2020 12:48:02 PM,10/9/2020 1:05:55 PM,Approved,1.00,0.00,,,,,,
250255,A2J9RNKXNLRKVC,39JEC7537V8G10QEPEZUCOW2J72VC7,613,10/9/2020 12:55:42 PM,10/9/2020 1:05:55 PM,Approved,1.00,0.00,,,,,,
250255,A22DDO8NILSX6O,3U84XHCDIDKUFGI9XWIFEWXAF5Q4Z2,1297,10/9/2020 12:44:34 PM,10/9/2020 1:06:11 PM,Approved,1.00,0.00,,,,,,
250255,A2H8I5RMCV8F9H,3B837J3LDP34FAYTDGKKQWBHK49SR3,1325,10/9/2020 12:44:09 PM,10/9/2020 1:06:14 PM,Approved,1.00,0.00,,,,,,
250255,A19FWZXTGX663T,3DH6GAKTYZWADNWTM36MUL1HA6OZYH,1311,10/9/2020 12:44:27 PM,10/9/2020 1:06:18 PM,Approved,1.00,0.00,,,,,,
250255,AWQ2DG8RUK1ZS,33CKWXB73KRGSL0I23QLO46VQ6411Y,893,10/9/2020 12:51:36 PM,10/9/2020 1:06:29 PM,Approved,1.00,0.00,,,,,,
250255,A2TG7EEQ2XG2IK,3LWJHTCVCDTVZ4E7UHVLE7IXZSEFQ7,1244,10/9/2020 12:45:51 PM,10/9/2020 1:06:35 PM,Approved,1.00,0.00,,,,,,
250255,AVXEDARJC5HLU,3LJ7UR74RIK0YR4QU87LJ9Q15RHN43,1285,10/9/2020 12:45:18 PM,10/9/2020 1:06:43 PM,Approved,1.00,0.00,,,,,,
250255,A1ZMXWYKWSH0I8,3U5JL4WY5LG5ALIUWEUUHBHZ75TX4Z,710,10/9/2020 12:54:56 PM,10/9/2020 1:06:46 PM,Approved,1.00,0.00,,,,,,
250255,A3FSDH6HUZPNQ8,3SEPORI8WO69H5YQ6XS6RZJA7FMAZJ,1140,10/9/2020 12:47:53 PM,10/9/2020 1:06:53 PM,Approved,1.00,0.00,,,,,,
250255,AG1ODW7KG7CEP,3634BBTX0P1II6QOH9QC55RB8IZFI6,619,10/9/2020 12:56:36 PM,10/9/2020 1:06:55 PM,Approved,1.00,0.00,,,,,,
250255,AEKNKYFP4VEHM,32UTUBMZ7H3XRVY8BE3Z14QK1M1BVF,1175,10/9/2020 12:47:20 PM,10/9/2020 1:06:55 PM,Approved,1.00,0.00,,,,,,
250255,A1EDMN0J522ATZ,3N4BPTXIO9ZY7JD2C16N4L7RA91UKT,990,10/9/2020 12:50:28 PM,10/9/2020 1:06:58 PM,Approved,1.00,0.00,,,,,,
250255,A2SQNS3J389FRJ,351SEKWQS1O7G52JBITE9YV7DE1MDG,1147,10/9/2020 12:47:55 PM,10/9/2020 1:07:02 PM,Approved,1.00,0.00,,,,,,
250255,A34DYM8J0X5VK,38BQUHLA9X7YK2T81R7UKS76HS8OMF,1086,10/9/2020 12:49:02 PM,10/9/2020 1:07:08 PM,Approved,1.00,0.00,,,,,,
250255,AHMHG8491PRQW,3LOZAJ85YEKV7737S0B6OWK1NRW2X7,821,10/9/2020 12:53:30 PM,10/9/2020 1:07:11 PM,Approved,1.00,0.00,,,,,,
