p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,,,,,,,"{""Q0"":""Once I figure it out, I would look for the best positive paying route."",""Q1"":""To check other routes even if one looked good."",""Q2"":""32"",""Q3"":""Male""}",45147,,938553,,,survey-text,,28
,,,,,,,,,,,,,"{""Q0"":""I did it just randomly at first and then planned out later on."",""Q1"":""Not really. I just started weighing my losses against my gains."",""Q2"":""31"",""Q3"":""Female""}",93787,,2525255,,,survey-text,,29
,,,,,,,,,,,,,"{""Q0"":""keep trying the routes that I \""earned\"" money. "",""Q1"":""somewhat"",""Q2"":""22"",""Q3"":""Female ""}",106179,,1314486,,,survey-text,,30
,,,,,,,,,,,,,"{""Q0"":""I revealed most of the bubbles and then chose the route with the highest number. Anytime I did not choose to reveal, a bubble I always second guessed myself afterwards."",""Q1"":""It made sense to reveal almost all of the bubbles. This was not a game to gamble too much."",""Q2"":""39"",""Q3"":""female""}",95772,,945670,,,survey-text,,31
,,,,,,,,,,,,,"{""Q0"":""First by just guessing then by revealing the end values."",""Q1"":""yes. the end vales count for a lot if they are $12 or $20"",""Q2"":""33"",""Q3"":""Male""}",126648,,1343552,,,survey-text,,32
,,,,,,,,,,,,,"{""Q0"":""I tried to anticipate the best locations to visit. I tried not to visit the same locations twice. However, I was not as lucky as I expected."",""Q1"":""Not sure. My strategy seemed to work in the beginning but perhaps I should have switched up tactics midway when it wasn't working. I persisted, and my plan suffered."",""Q2"":""33"",""Q3"":""Female""}",163454,,1338231,,,survey-text,,33
,,,,,,,,,,,,,"{""Q0"":""I went after the highest value targets. I always checked the first location next to the starting position and then made the decision to check other locations based on the original value so as to try to minimize the amount lost in planning."",""Q1"":""I tried to minimize my losses while still maximizing profit. After awhile, I feel like I was able to effectively strike a balance."",""Q2"":""34"",""Q3"":""Male""}",73183,,833943,,,survey-text,,34
,,,,,,,,,,,,,"{""Q0"":""I did it randomly every time, but never the same route back 2 back."",""Q1"":""No I didn't figure out any better solutions."",""Q2"":""24"",""Q3"":""Female""}",57082,,917096,,,survey-text,,35
,,,,,,,,,,,,,"{""Q0"":""Basically random choice"",""Q1"":""Unfortunately, no."",""Q2"":""21"",""Q3"":""Male""}",22699,,773093,,,survey-text,,36
,,,,,,,,,,,,,"{""Q0"":""I just guessed"",""Q1"":""No not really"",""Q2"":""30"",""Q3"":""Female""}",38937,,1102167,,,survey-text,,37
,,,,,,,,,,,,,"{""Q0"":""weather or not there were 2 positives or 2 negatives"",""Q1"":""yes not to hit everyone, but to hope that the once i hit 2 postives the last option wouldnt wipe it out.\n\nThis was the best Hit i have ever participated in. thank you!"",""Q2"":""32"",""Q3"":""female""}",134023,,1793177,,,survey-text,,38
,,,,,,,,,,,,,"{""Q0"":""After a while, I resorted to checking the innner ring of potential routes.  Then, depending on the value of the inner routes, I would click through to stage 2.  Finally, after a quick assesment (addition) of possible routed throughtwo potential flights, I decided what destination vlues were.  Then, I tried to pick most lucrative."",""Q1"":""I thnk I did.  Initially, I started with the outer ring, trhe final destiination and clicked inward.  After a while, i felt clicking the inner ring (first leg) made more sense to me."",""Q2"":""51"",""Q3"":""male""}",183082,,1307007,,,survey-text,,39
,,,,,,,,,,,,,"{""Q0"":""I tried to find a pattern but it didn't always work."",""Q1"":""No."",""Q2"":""39"",""Q3"":""Female""}",33321,,856327,,,survey-text,,40
,,,,,,,,,,,,,"{""Q0"":""just tried to get lucky and if i hit green, i would try to continue along that path but obviously it didn't work."",""Q1"":""not really, it was fun though."",""Q2"":""22"",""Q3"":""female""}",72465,,855574,,,survey-text,,41
,,,,,,,,,,,,,"{""Q0"":""The first few attempts was learning and see the rules in place. The new few times I would look at what routes would be the most profitable."",""Q1"":""I did. I started to compare my options and immediately stop when routes were not profitable to avoid paying anymore money as it went."",""Q2"":""25"",""Q3"":""Female""}",55691,,1287858,,,survey-text,,42
,,,,,,,,,,,,,"{""Q0"":""I did it randomly"",""Q1"":""I didn't learn anything"",""Q2"":""26"",""Q3"":""Female""}",18457,,1258321,,,survey-text,,43
,,,,,,,,,,,,,"{""Q0"":""Trying to figure out which would pay more"",""Q1"":""yes I used the uncover button"",""Q2"":""46"",""Q3"":""female""}",37621,,1036624,,,survey-text,,44
,,,,,,,,,,,,,"{""Q0"":""I would reveal the dollar amounts for the 4 spaces around the airplanes first.  Then, I would reveal the dollar amounts on the paths that started with positive numbers and would take the path that would get me a higher amount of money."",""Q1"":""I learned to exercise all of my possible options after the first couple turns.  I would still rarely look at the paths starting with negative numbers but realized by not looking at all the paths with positive numbers I could be shorting myself."",""Q2"":""23"",""Q3"":""Female""}",142367,,991240,,,survey-text,,45
,,,,,,,,,,,,,"{""Q0"":""the routes my instincts told me to go."",""Q1"":""unsure "",""Q2"":""39"",""Q3"":""Male""}",23412,,1612067,,,survey-text,,46
,,,,,,,,,,,,,"{""Q0"":""I wanted to look at the second intermittent destination to see if I could find the best course of action before making a decision."",""Q1"":""Yes, based on how I made my decisions I feel I was able to come up with better strategies toward the end."",""Q2"":""29"",""Q3"":""Female""}",137427,,1107808,,,survey-text,,47
,,,,,,,,,,,,,"{""Q0"":""I opened all middle values, and then checked the values branching from the highest ones."",""Q1"":""Only open ones with high initial values"",""Q2"":""22"",""Q3"":""Male""}",41458,,818594,,,survey-text,,48
,,,,,,,,,,,,,"{""Q0"":""At first I started to click and see as many options as I wanted. I would click almost all the steps to the final destination I thought was worth it. Then I realized I was wasting too much money that way. I then started to click the first step until it was positive - then the final destination"",""Q1"":""I think the trick is to skip revealing the 2nd step out of the 3 steps. If you hit a positive on the first step -> I used 50/50 to reveal the final destination. If steps 1 and 2 yielded atleast 12-20 dollars I would just go."",""Q2"":""26"",""Q3"":""Male""}",152991,,1656135,,,survey-text,,49
,,,,,,,,,,,,,"{""Q0"":""First I clicked on most of the options, then I chose randomly until I figured out that could make a few selections to maximize chances of hitting green. "",""Q1"":""Select only a few hints to maximize payout. "",""Q2"":""34"",""Q3"":""female""}",92771,,1024629,,,survey-text,,50
,,,,,,,,,,,,,"{""Q0"":""the first several rounds the preview didn't work.  After it started to work I went towards the highest value."",""Q1"":""no"",""Q2"":""51"",""Q3"":""male""}",70936,,940481,,,survey-text,,51
,,,,,,,,,,,,,"{""Q0"":""My first click was always the intersection (top, bottom, far left or far right). The final destination spot was always the last one I clicked on. I tried to move to an unknown spot RARELY. "",""Q1"":""Well, I came to know that the only values were +/- 4, 12, and 20. By knowing that, I also came to know what was \""good\"" or \""bad.\"" With that knowledge in hand, I could assess risk. If, for example, I uncovered with my first three clicks a route that would net me $12, I was happy with that. I didn't need to go exploring (and losing money) to find something marginally better"",""Q2"":""32"",""Q3"":""Male""}",256020,,1408348,,,survey-text,,52
,,,,,,,,,,,,,"{""Q0"":""based on the money in each circle"",""Q1"":""Look at the available options so you can plan your route more efficiently. Some times it takes time and effort on the front end to end up where you want to on the back end.  "",""Q2"":""28"",""Q3"":""Male""}",80634,,1060098,,,survey-text,,53
,,,,,,,,,,,,,"{""Q0"":""find the most profitable route first"",""Q1"":""understand all routes and then take the best. "",""Q2"":""29"",""Q3"":""Male""}",45992,,964402,,,survey-text,,54
,,,,,,,,,,,,,"{""Q0"":""I clicked almost all the places it was cheap considering then picked the ones that made the most money."",""Q1"":""Yeah look out for the negitives"",""Q2"":""36"",""Q3"":""male""}",54626,,974668,,,survey-text,,56
,,,,,,,,,,,,,"{""Q0"":""I went the opposite direction of the negative $ values"",""Q1"":""Not really"",""Q2"":""33"",""Q3"":""female""}",29080,,1013987,,,survey-text,,57
,,,,,,,,,,,,,"{""Q0"":""Hoping for the best"",""Q1"":""Sorta, avoid the negative numbers obviously, but initially go to a positive spot and reveal what's after that. Each time to check costs money, which is a pain especially on the -12 and +4 paths."",""Q2"":""23"",""Q3"":""Male""}",70078,,1165010,,,survey-text,,59
,,,,,,,,,,,,,"{""Q0"":""I made a mistake the first round and clicked all the circles. and I didn't want to lose any money so I never did it again afterwards."",""Q1"":""No, it was all random. "",""Q2"":""29"",""Q3"":""Female ""}",54143,,981711,,,survey-text,,60
,,,,,,,,,,,,,"{""Q0"":""I checked rates in all directions prior to making first move.  VERY FUN GAME!!!!"",""Q1"":""Initially I wasn't checking the rates, then realize I was able to make more of a informed decision by checking rates increase and/or decrease."",""Q2"":""35"",""Q3"":""female ""}",110538,,1288552,,,survey-text,,61
,,,,,,,,,,,,,"{""Q0"":""I ended up clicking nearly all of the final destinations each time. If I found a $20 final destination, I would likely click on it even if I had not yet clicked on the others because I assumed that would be the highest value."",""Q1"":""Mid-way through, I started clicking on the intermediate destinations if I saw two high value final destinations to help increase profit. I found that even if I spent a lot to uncover the cost, it worked out much better to just pay the fee than guess randomly."",""Q2"":""25"",""Q3"":""Female""}",96679,,1069668,,,survey-text,,62
,,,,,,,,,,,,,"{""Q0"":""i pretty much picked a place til i saw a price i like"",""Q1"":""no i just picked a area til i saw a positive amount"",""Q2"":""45"",""Q3"":""female""}",61684,,947059,,,survey-text,,63
,,,,,,,,,,,,,"{""Q0"":"""",""Q1"":"""",""Q2"":""32"",""Q3"":""Female""}",35365,,1764948,,,survey-text,,64
,,,,,,,,,,,,,"{""Q0"":""I tried to avoid paths that led to money being lost and I tried no to uncover steps that followed after paths that made me lose money"",""Q1"":""I learned that sometimes you need more information about the possible outcomes of your choices in order to take an informed decision"",""Q2"":""22"",""Q3"":""Male""}",131156,,1072666,,,survey-text,,65
,,,,,,,,,,,,,"{""Q0"":""At first I just was picking random circles to show and wasn't sure how to go about it"",""Q1"":""Yes! I selected to look at the first circles to see which would gain money. I knew I didn't have a choice on second circle once I picked a profitable first circle so i also looked to find a profitable 3rd circle"",""Q2"":""32"",""Q3"":""Female""}",67393,,839379,,,survey-text,,67
,,,,,,,,,,,,,"{""Q0"":""I simply exposed the value of the circle and proceeded toward highest said value."",""Q1"":""Honestly, I did not. I couldn't seem to really figure it out."",""Q2"":""32"",""Q3"":""Male""}",112963,,1061190,,,survey-text,,68
,,,,,,,,,,,,,"{""Q0"":""clicked around the immediate center, if there was a positive number clicked the next few to see which was the best option"",""Q1"":""it's really advantageous to look at all of the options first because you don't get penalized really, i was just lazy.Thank you for a fun game"",""Q2"":""36"",""Q3"":""f""}",82603,,889797,,,survey-text,,70
,,,,,,,,,,,,,"{""Q0"":""Looking for a route that had the greatest potential while not spending too much on researching routes."",""Q1"":""I learned that looking ahead to more distant locations could maximize profits. I also learned that time and execution is critical to not miss some money being made. "",""Q2"":""33"",""Q3"":""male""}",301165,,1293930,,,survey-text,,71
,,,,,,,,,,,,,"{""Q0"":""I tried to pick the option with the most money and then play by ear the next stop"",""Q1"":""It was all guessing after selecting an option with most money."",""Q2"":""25"",""Q3"":""female""}",43119,,884298,,,survey-text,,72
,,,,,,,,,,,,,"{""Q0"":""I sometimes took the same route twice or moved around the map."",""Q1"":""Sometimes to do the same route twice."",""Q2"":""21"",""Q3"":""Female""}",35016,,1217561,,,survey-text,,73
,,,,,,,,,,,,,"{""Q0"":""I try to avoid the negative bonus."",""Q1"":""Try to get the positive ones."",""Q2"":""34"",""Q3"":""Female""}",56688,,1984910,,,survey-text,,74
,,,,,,,,,,,,,"{""Q0"":""I generally went up. Every other direction seemed to always be negative. "",""Q1"":""Stick to what works. Sometimes, less is more! "",""Q2"":""32"",""Q3"":""Female""}",36592,,847663,,,survey-text,,75
,,,,,,,,,,,,,"{""Q0"":""seeing which routes start off with rewards and further explore that path"",""Q1"":""yes"",""Q2"":""24"",""Q3"":""female""}",49468,,1163590,,,survey-text,,76
,,,,,,,,,,,,,"{""Q0"":""I tried to look at one corner first in hopes that I could find green rewards in less clicks and be able to choose a route without looking at all options"",""Q1"":""I had more luck starting from the far corners and working my way back towards the plane"",""Q2"":""28"",""Q3"":""male""}",61687,,1260129,,,survey-text,,77
,,,,,,,,,,,,,"{""Q0"":""I tried a couple of times to move without spending the money to reveal the $ amounts on the flight path.  I then tried a number of ways of clicking on the paths to try to maximize my reward."",""Q1"":""I learned that it was worth spending the $ to click to find the reward."",""Q2"":""54"",""Q3"":""Female""}",100965,,1342395,,,survey-text,,78
,,,,,,,,,,,,,"{""Q0"":""where the most money was"",""Q1"":""yes, took a few but learned to spend a little to get more"",""Q2"":""43"",""Q3"":""female""}",40127,,861535,,,survey-text,,79
,,,,,,,,,,,,,"{""Q0"":""Random"",""Q1"":""No"",""Q2"":""55"",""Q3"":""Male""}",44850,,1220569,,,survey-text,,80
,,,,,,,,,,,,,"{""Q0"":""the most amount of money"",""Q1"":""yes"",""Q2"":""28"",""Q3"":""male""}",30860,,909112,,,survey-text,,81
,,,,,,,,,,,,,"{""Q0"":""I would click to find out how much each destination would earn me and pick the most profitable routs. "",""Q1"":""Originally, I was going in blindly, but then I figured out that losing a little to figure out how much each destination would give me was far better. "",""Q2"":""20"",""Q3"":""Female""}",92323,,982095,,,survey-text,,82
,,,,,,,,,,,,,"{""Q0"":""At first i omited to uncover the values. Once i started, i tried to take the routes with all positive values, making sure highest value route was selected."",""Q1"":""Although i read directions, i got confused as soon as game started. Need to be more careful next time. First hit for me."",""Q2"":""36"",""Q3"":""female""}",94841,,1391232,,,survey-text,,83
,,,,,,,,,,,,,"{""Q0"":""Just guessing"",""Q1"":""maybe a little research first"",""Q2"":""69"",""Q3"":""Female""}",45422,,878865,,,survey-text,,84
,,,,,,,,,,,,,"{""Q0"":""i used all the hints to find the highest, most rewarding path"",""Q1"":""get all the info first. the first round I didnt go about it best"",""Q2"":""27"",""Q3"":""female""}",49766,,1171614,,,survey-text,,85
,,,,,,,,,,,,,"{""Q0"":""I tried to find the routes with the least amount of red."",""Q1"":""yes, never be afraid to see what lies ahead. and always plan carefully so you have minimal loss."",""Q2"":""20"",""Q3"":""Male""}",75748,,1062216,,,survey-text,,86
,,,,,,,,,,,,,"{""Q0"":""I just guessed.  After losing big a few times I started using the 1.25 to view what was in a circle here or there."",""Q1"":""No.  It seemed very random. "",""Q2"":""34"",""Q3"":""Female""}",47637,,992400,,,survey-text,,87
,,,,,,,,,,,,,"{""Q0"":""i tried to find routes that started with at least one positive large amount. i figured out after a few rounds that i didnt need to click every single option but just follow the ones with the most positive amounts"",""Q1"":"" i learned a little about how many locations to click on as to try to avoid losing too much money"",""Q2"":""22"",""Q3"":""female""}",92564,,996105,,,survey-text,,89
,,,,,,,,,,,,,"{""Q0"":""by paying 10 cents to see"",""Q1"":""by paying 10 cents"",""Q2"":""25"",""Q3"":""female""}",34625,,958480,,,survey-text,,90
,,,,,,,,,,,,,"{""Q0"":""just guessed"",""Q1"":""not really"",""Q2"":""48"",""Q3"":""male""}",14890,,1009793,,,survey-text,,91
,,,,,,,,,,,,,"{""Q0"":""I did it randomly."",""Q1"":""Try alternate routes"",""Q2"":""45"",""Q3"":""female""}",25688,,1233813,,,survey-text,,93
,,,,,,,,,,,,,"{""Q0"":""random"",""Q1"":""no"",""Q2"":""39"",""Q3"":""male""}",15883,,1211333,,,survey-text,,94
,,,,,,,,,,,,,"{""Q0"":""I undiscovered only the flight ending path to see which had the highest profit."",""Q1"":""The pattern varied, and I found it a little difficult to try an memorize it."",""Q2"":""31"",""Q3"":""Male""}",135796,,2071701,,,survey-text,,95
,,,,,,,,,,,,,"{""Q0"":""I tried to be consistent with a path in the hopes I'd get some bonus in the end."",""Q1"":""I felt like there was no good way to plan."",""Q2"":""34"",""Q3"":""Female""}",27756,,1396697,,,survey-text,,96
,,,,,,,,,,,,,"{""Q0"":""I planned the route where I would receive the most amount of money in the end."",""Q1"":""Just where there were more positive values"",""Q2"":""37"",""Q3"":""Female""}",59090,,1208903,,,survey-text,,97
,,,,,,,,,,,,,"{""Q0"":""I took a different route each time because you stated that the routes would be different in each game."",""Q1"":""No."",""Q2"":""54"",""Q3"":""Female""}",41267,,1140276,,,survey-text,,98
,,,,,,,,,,,,,"{""Q0"":""Clicking the immediate four dots, then clicking the dots after the ones that had gains (or not too much of a loss).  If one had too big of a loss I didn't both looking at those after it"",""Q1"":""No, I think it's the general way I approach tasks"",""Q2"":""52"",""Q3"":""Male""}",197940,,1130586,,,survey-text,,99
,,,,,,,,,,,,,"{""Q0"":""I checked the amounts under the circles immediately around the plane first. "",""Q1"":""Yes. I was able to save some money by only checking some and not all circles. "",""Q2"":""33"",""Q3"":""Female""}",68552,,981586,,,survey-text,,100
,,,,,,,,,,,,,"{""Q0"":""I clicked on all of the inside circles closest to the starting point first to see where the positive amounts were then branched out to the next circles after those."",""Q1"":""At first, I was clicking random circles but then I thought it was better to do the plan I wrote about above."",""Q2"":""28"",""Q3"":""Female""}",109713,,1050544,,,survey-text,,101
,,,,,,,,,,,,,"{""Q0"":""At first I looked at very few values, then I looked at all values, eventually I went with what I saw as the best path."",""Q1"":""I learned that if I worked from the inside out looking for higher values I could tell if I needed to check other locations before moving."",""Q2"":""47"",""Q3"":""Male""}",93445,,916729,,,survey-text,,103
,,,,,,,,,,,,,"{""Q0"":""I actually had no plan."",""Q1"":""Not really."",""Q2"":""27"",""Q3"":""Male""}",19806,,1344427,,,survey-text,,104
,,,,,,,,,,,,,"{""Q0"":""Just chose a separate route each time."",""Q1"":""You cannot plan better when things are always changing."",""Q2"":""32"",""Q3"":""Female""}",110746,,987703,,,survey-text,,106
,,,,,,,,,,,,,"{""Q0"":""I didn't have to, i used my gut feeling."",""Q1"":""No"",""Q2"":""29"",""Q3"":""Male""}",81996,,1429764,,,survey-text,,107
,,,,,,,,,,,,,"{""Q0"":""Whichever had the most payout/least negative balance."",""Q1"":""Not really"",""Q2"":""24"",""Q3"":""Female""}",52144,,980990,,,survey-text,,108
,,,,,,,,,,,,,"{""Q0"":""At first I looked at all the prices, then after I understood the levels of price I did the closest ones then considered the probability of a net gain to choose what else to show."",""Q1"":""I just practiced weighing risk"",""Q2"":""29"",""Q3"":""Male""}",90741,,1206819,,,survey-text,,109
,,,,,,,,,,,,,"{""Q0"":""For the first set of ten I chose in a simple pattern; start at the top, turn left, rotate one right, continue and then repeat turning right instead."",""Q1"":""Yes, on the second set I checked paths by following the first path that resulted in a positive value, expanding until the end result was positive."",""Q2"":""36"",""Q3"":""Male""}",88563,,1781057,,,survey-text,,110
,,,,,,,,,,,,,"{""Q0"":""At first, I chose to reveal the first level values to tell me which direction was better and then proceeded."",""Q1"":""I determined that 1) each round had at least one direction that gave a positive outcome and 2) the potential values were much higher than the reveal fee; so I just reveal all of the values."",""Q2"":""46"",""Q3"":""male""}",187432,,1049779,,,survey-text,,111
,,,,,,,,,,,,,"{""Q0"":""I tried to start off by checking to see if my first move had a positive number.  From there it was all luck."",""Q1"":""Not really. Lol."",""Q2"":""44"",""Q3"":""female""}",90439,,1155103,,,survey-text,,112
,,,,,,,,,,,,,"{""Q0"":""I checked to see what ones had positive numbers "",""Q1"":""sorta , if I found a positive one then I would move forward "",""Q2"":""35"",""Q3"":""female""}",86028,,1181823,,,survey-text,,113
,,,,,,,,,,,,,"{""Q0"":""I just guessed."",""Q1"":""I learned a little."",""Q2"":""30"",""Q3"":""Female""}",37490,,1330595,,,survey-text,,114
,,,,,,,,,,,,,"{""Q0"":""click all circles, then choose the route that that made the most money (or lost the least)"",""Q1"":""no"",""Q2"":""49"",""Q3"":""male""}",77327,,881944,,,survey-text,,115
,,,,,,,,,,,,,"{""Q0"":""I need to know the value of each location."",""Q1"":""I paid to observe the value of each location"",""Q2"":""33"",""Q3"":""Male""}",49001,,1179174,,,survey-text,,116
,,,,,,,,,,,,,"{""Q0"":""whichever way made the most money"",""Q1"":""yes. it was good to know all paths before choosing one. "",""Q2"":""34"",""Q3"":""female""}",48639,,848942,,,survey-text,,117
,,,,,,,,,,,,,"{""Q0"":""By guessing."",""Q1"":""No"",""Q2"":""33"",""Q3"":""Female""}",40985,,915438,,,survey-text,,118
,,,,,,,,,,,,,"{""Q0"":""I tried to avoid clicking on the price display in an effort to save money as much as I deemed necessary. "",""Q1"":""Yes, I decided the route based on the initial findings of the revealing of the prices of the first and the second, if I felt I was losing too much in that route I'd look for an alternative."",""Q2"":""22"",""Q3"":""Female""}",141985,,1337521,,,survey-text,,119
,,,,,,,,,,,,,"{""Q0"":""Doing the math to see which route made the most money."",""Q1"":""I should have revealed all the prices from the first round."",""Q2"":""39"",""Q3"":""female""}",44027,,914713,,,survey-text,,120
,,,,,,,,,,,,,"{""Q0"":""I guessed"",""Q1"":""No"",""Q2"":""34"",""Q3"":""Female""}",26043,,1090712,,,survey-text,,121
