pid,responses,rt,time_elapsed
20,"{""Q0"":""Whichever had the highest starting value."",""Q1"":""Whichever had the lowest starting value."",""Q2"":""When I found a +48"",""Q3"":""The first 3 starting nodes"",""Q4"":""Nah, pretty basic.""}",37250,773326
20,"{""Q0"":""Nothing hard or confusing."",""Q1"":""28"",""Q2"":""No comments.""}",8368,782700
21,"{""Q0"":""The first spot would determine where I should go "",""Q1"":""the last nodes did not seem worth the dollar it would cause to click since the value was so low."",""Q2"":""if the first node had a really good price point I would stop there."",""Q3"":""the first nodes"",""Q4"":""it;s mainly chance""}",115573,1133204
21,"{""Q0"":""no"",""Q1"":""29"",""Q2"":""none""}",41988,1176232
22,"{""Q0"":""I clicked until I saw an end value of 48."",""Q1"":""I only clicked on the end value since it was the highest, and I stopped when I got to 48"",""Q2"":""Once I had discovered a 48"",""Q3"":""I didn't have a set strategy for what was the first circle to click."",""Q4"":""To only worry about the end of the path, and not the values between the beginning and the end.""}",93719,915898
22,"{""Q0"":""No"",""Q1"":""27"",""Q2"":""It was fun!""}",17663,934575
23,"{""Q0"":""i clicked the first step til i found a postive one or if all negative i ended up clicking on all 3"",""Q1"":""anything outside the first step wasnt worth the click to me"",""Q2"":""after i found what first step i was taking"",""Q3"":""same throughout"",""Q4"":""that is about all of it""}",77729,752504
23,"{""Q0"":""no"",""Q1"":""39"",""Q2"":""""}",9556,763063
24,"{""Q0"":""Random"",""Q1"":""Negative number"",""Q2"":""positive 48"",""Q3"":""Right of center"",""Q4"":""Initial click in each round different direction than previous round IF I ended up with positive amount in previous round... FUN guessing game!""}",117154,1049136
24,"{""Q0"":""No"",""Q1"":""65"",""Q2"":""That was fun....I wanted to 'win'  : )""}",30827,1080972
25,"{""Q0"":""probability"",""Q1"":""probability"",""Q2"":""it was at random"",""Q3"":""right"",""Q4"":""N/A""}",39195,778908
25,"{""Q0"":""NO"",""Q1"":""23"",""Q2"":""N/A""}",17800,797720
26,"{""Q0"":""I usually wanted to spend the $1 to see the first nodes so I would know what direction to go.  After that, I just clicked where I felt I should in the moment."",""Q1"":""After I looked at my first few, if it was a negative value I wanted to avoid that.  "",""Q2"":""If I got a positive value, I decided to go ahead and stop clicking most of the time."",""Q3"":""The node to the left of my starting place."",""Q4"":""Not really- it was kind of spontaneous.""}",152625,1081178
26,"{""Q0"":""Nope"",""Q1"":""33"",""Q2"":""""}",10463,1092650
27,"{""Q0"":""first node first"",""Q1"":""if that path did bnot matter"",""Q2"":""when it was the obvious best path"",""Q3"":""first nodes"",""Q4"":""not really... seemed kida obvious""}",85915,1187174
27,"{""Q0"":""not really"",""Q1"":""51"",""Q2"":""nothing comes to mind""}",28214,1216430
28,"{""Q0"":""It was random, but I almost always clicked for the first node."",""Q1"":""If I already had found a \""48\"" I stopped clicking"",""Q2"":""If I found a \""48\"" if I didn't, I kept clicking. "",""Q3"":""The left or right node"",""Q4"":""Only spend money for the first nodes because it will be worth it to find the least expensive negative, or the most positive value""}",92694,898415
28,"{""Q0"":""No, it was fun!"",""Q1"":""23"",""Q2"":""*comments (this question is spelled wrong) ""}",22925,922361
29,"{""Q0"":""wherever the amount was highest"",""Q1"":""wherever the amount was lowest"",""Q2"":""when I found 48"",""Q3"":""on the last step spots"",""Q4"":""no""}",67480,745564
29,"{""Q0"":""no"",""Q1"":""34"",""Q2"":""none""}",12744,759349
30,"{""Q0"":""I decided by looking for the biggest first number, then if then there were 2 I looked at the second, or if not I looked at the third"",""Q1"":""I decided, if it was negative, and the other first option was positive"",""Q2"":""If another had a bigger opening path"",""Q3"":""the right first option"",""Q4"":""I went with my gut""}",80303,888356
30,"{""Q0"":""no"",""Q1"":""29"",""Q2"":""none""}",7739,897105
31,"{""Q0"":""I payed to see the tiles."",""Q1"":""I just checked the first nodes mostly."",""Q2"":""When I knew the best direction"",""Q3"":""Top center node"",""Q4"":""Just guessed after I had a direction""}",64318,776735
31,"{""Q0"":""Nope"",""Q1"":""36"",""Q2"":""Thank you for the game!""}",21978,799721
32,"{""Q0"":""inspector"",""Q1"":""what the previous inspector showed"",""Q2"":""just based on how i felt "",""Q3"":""left"",""Q4"":""no ""}",37741,883657
32,"{""Q0"":""no"",""Q1"":""25"",""Q2"":""""}",9637,894302
33,"{""Q0"":""I clicked to find the 48 and went for there"",""Q1"":""I avoided red"",""Q2"":""Once i hit 48"",""Q3"":""The corner nodes"",""Q4"":""It seemed effective.""}",34448,781149
33,"{""Q0"":""no"",""Q1"":""33"",""Q2"":""Fun experiment. ""}",23432,805588
34,"{""Q0"":""Clear the first points with the node scanner, and pick the path of least resistance. "",""Q1"":""Once the biggest gain or least loss path was found, I stopped clicking. "",""Q2"":""Once the biggest gain or least loss path was found."",""Q3"":""The first 3 nodes, any order."",""Q4"":""Minimize losses, maximize gains, that's it really. ""}",155144,787296
34,"{""Q0"":""No"",""Q1"":""24"",""Q2"":""Excellent HIT. ""}",12362,800670
35,"{""Q0"":""I just wanted to know what the big payoff would be"",""Q1"":""I wasn't concerned with losing up to 8 dollars"",""Q2"":""Once I found the 48 dollars"",""Q3"":""left top "",""Q4"":""I just looked for the 48 points""}",43821,741221
35,"{""Q0"":""no"",""Q1"":""39"",""Q2"":""fun study!""}",9087,751312
36,"{""Q0"":""I used the node inspector to decide my first move since it was wo"",""Q1"":""I didn't want to click on nodes that made me lose money"",""Q2"":""after the first node when i knew which path was initially worth the most"",""Q3"":""the node worth the most"",""Q4"":""""}",121408,952153
36,"{""Q0"":""no"",""Q1"":""24"",""Q2"":""""}",26810,979981
37,"{""Q0"":""I checked either of the boxes right next to the spider in three different directions to see how much I could still make even if the second or third nodes were going to be negative values."",""Q1"":""If a node had -24 or -48, I would know that heading in that direction will cause an overall negative amount."",""Q2"":""I did not want to spend over $2 on each round to keep the expense low of the reward I had already won."",""Q3"":""Right next to the spider."",""Q4"":""In the practice rounds, I never saw an amount over 24 in the 2nd or 3rd presses of the up,down,right left keys. So I knew the 1st click I made had to be right next to the spider at the beginning of each round.""}",324365,1169757
37,"{""Q0"":""None"",""Q1"":""25"",""Q2"":""Cool game""}",23872,1194650
38,"{""Q0"":""I went with the most logical, figure out your beginning steps of the path to determine if the others were to be good choices."",""Q1"":""Well if it shows me already the best possible option or near best possible, its obvious to just not waste the dollars clicking onto the others that are most likely going to be worse options anyways."",""Q2"":""When I figured out which path was the securest, whether it be the one that accumulated the most money or if it was the one that made me lose the least, if loss was an inevitable result."",""Q3"":""The first three bubbles to see which bubble would be the highest paying or least depleting option."",""Q4"":""Intuition played a great deal in it honestly. Just had to feel it along with thinking.""}",171121,1162938
38,"{""Q0"":""Well sometimes the bubbles wouldn't actually change when I clicked them, so I was beginning to think this was done on purpose so to make it that we had to go off of chance, but after a bit I was thinking its actually a technical error with the coding. Doesnt pick up clicks directly ontop of the bubbles, sometimes must click around them for it to work. But by the time I figured this out I was halfway done."",""Q1"":""22"",""Q2"":""Thank you all for all of your hard work!""}",96678,1260637
39,"{""Q0"":""Random choice"",""Q1"":""if it was looking like all negative"",""Q2"":""When i found the combo"",""Q3"":""the right side"",""Q4"":""No real strategy""}",36151,981950
39,"{""Q0"":""No"",""Q1"":""33"",""Q2"":""None""}",11776,994747
40,"{""Q0"":""Clicked the first node in each direction, unless the first one was a plus 48. Then I started on that path"",""Q1"":""Whatever path had the lowest first node count"",""Q2"":""If the first node was plus 48, then went on that path"",""Q3"":""Any first node until I found the highest count, or the first 48"",""Q4"":""I started out clicking the first nodes in all directions hoping to find a plus 48, then I'd click the second node, then the last two to get the highest score. Then I decided that just clicking down the first 48 path might save some money.""}",513845,1923818
40,"{""Q0"":""No"",""Q1"":""68"",""Q2"":""Thank you! The hit was FUN!""}",40983,1965808
41,"{""Q0"":""Last node because it was worth the most"",""Q1"":""never the first, payoff wasnt worth ir"",""Q2"":""when I saw a green 48"",""Q3"":""Any of the end nodes"",""Q4"":""N/a""}",50730,749413
41,"{""Q0"":""No"",""Q1"":""21"",""Q2"":""Fun hit""}",11201,761622
42,"{""Q0"":""I clicked on the first node to determine initial gains. If one first node was identical to another, I would click to see if the second node had positive value"",""Q1"":""Typically, I didn't click the end nodes, or past any negatives, unless all the options were negative."",""Q2"":""If I had two positive numbers in the first and second nodes, especially if the first node was 48, I stopped. If I got a 48 in the first node, I typically followed it without more exploration."",""Q3"":""first nodes, closest to starting node, most often the node on the left side"",""Q4"":""I decided the cost of clicking too much would negate most gains gotten by discovering the most lucrative path before starting. I tried not to use the exact same paths over every time. I felt like I was on the clock, so \""cost of time\"" was a factor, even though I knew the exercise wasn't timed. ""}",399565,1316271
42,"{""Q0"":""No"",""Q1"":""30"",""Q2"":""You should name the spider. I suggest Harry.""}",78913,1396191
43,"{""Q0"":""i randomly decided where to click"",""Q1"":""I randomly decided where not to click"",""Q2"":""when I could not go any farther"",""Q3"":""up"",""Q4"":""I think that there is no strategy and that it is luck of the draw""}",62872,642852
43,"{""Q0"":""no"",""Q1"":""30"",""Q2"":""""}",10452,654353
44,"{""Q0"":""I chose the outer nodes."",""Q1"":""I did not choose the inner nodes"",""Q2"":""When I found the 48, or in some cases, the 24 (which was the highest in the that particular round)"",""Q3"":""Where the 48 was not in the previous round."",""Q4"":""That's all. Fun study!""}",121332,1092932
44,"{""Q0"":""No."",""Q1"":""60"",""Q2"":""All good.""}",14988,1108921
45,"{""Q0"":""I knew that the larger numbers were on the outside corners so I just check those instead of the inside nodes because they were less."",""Q1"":""I based it off chance and guessing"",""Q2"":""after clicking at least two outside points. "",""Q3"":""the outside points. "",""Q4"":""none.""}",111088,1210579
45,"{""Q0"":""no"",""Q1"":""32"",""Q2"":""fun game""}",29543,1241128
46,"{""Q0"":""I clicked only the outer nodes until I revealed a +$48. In the few situations where only a +$24 was available, I clicked on the middle nodes as well (+8 to -8) to find a more positive route."",""Q1"":""I generally didn't click on the inner nodes because the values were too small to care about."",""Q2"":""I stopped clicking when I found an exterior node that gave me $48."",""Q3"":""On the outer node that gave me $48 in the previous round."",""Q4"":""No, I think I summed it up pretty well above.""}",129796,873505
46,"{""Q0"":""No, the tutorial made it very clear."",""Q1"":""33"",""Q2"":""You misspelled \""comments\"" directly above this box""}",43364,917877
47,"{""Q0"":""i just picked one and decided to stick with that one then another"",""Q1"":""strategy was to stick to the same ones"",""Q2"":""when i felt satisfied with what i was getting"",""Q3"":""the middle"",""Q4"":""stick to the same spot for the first click, then go from there""}",178673,846300
47,"{""Q0"":""no, the trials covered it"",""Q1"":""32"",""Q2"":""no""}",25148,872455
49,"{""Q0"":""I tried to choose the path that ended with a 48 and avoided the others, even if the path to 48 had some negative values in between. The 48 had so much value it overcame any negative ones. When I had to pay to click, I figured out that it would be best to click on the end ones until I found the 48 and then click the path to that, not worrying about what was in between. "",""Q1"":""I tried to avoid the paths that didn't end in 48, even if there were some good positive values in between. "",""Q2"":""I stopped when I found the 48 node, because that's the path I was going to choose. "",""Q3"":""At first I clicked all the way through each path until I found the 48. But over time I realized I was just wasting dollars by clicking through all those and all that mattered to was finding the 48. "",""Q4"":""I went for the 48 because it ended up with more in net gain because there weren't high enough negatives in between to overcome it. ""}",345637,1548275
49,"{""Q0"":""No. "",""Q1"":""44"",""Q2"":""None""}",9982,1559284
50,"{""Q0"":""It was random at times or I clicked the same circle I clicked previously. I clicked until I saw a positive 48 and then I stopped clicking."",""Q1"":""It seem that the positive 48 would appear on the bottom corners and less likely to appear at the top left and right nodes. I avoided clicking the top nodes unless I had to."",""Q2"":""As soon as a positive 48 appeared I would stop or if the only options were positive 24 then I would stop clicking."",""Q3"":""The bottom left and right corner nodes."",""Q4"":""My strategy was random but If in one round I clicked on a positive 48 on my first try, I would click that same node in the next round.""}",319135,1181592
50,"{""Q0"":""Everything was perfectly clear."",""Q1"":""30"",""Q2"":""""}",53541,1236137
52,"{""Q0"":""by intuition only"",""Q1"":""by intuition as well"",""Q2"":""intuition too"",""Q3"":""the right side choices"",""Q4"":""it's just pure luck""}",67044,871722
52,"{""Q0"":""none"",""Q1"":""29"",""Q2"":""""}",39581,912327
53,"{""Q0"":""I looked for the end at $48"",""Q1"":""I started at the end points, kind of randomly"",""Q2"":""I would stop either at $48 and go there or, if there were two $24, I'd go in a layer to see which was more money."",""Q3"":""The left side, outermost layer."",""Q4"":""Not really, but it seemed to work well.""}",98056,870036
53,"{""Q0"":""nope"",""Q1"":""36"",""Q2"":""nope""}",7359,878410
54,"{""Q0"":""randomly"",""Q1"":""randomly"",""Q2"":""when I got to the end"",""Q3"":""to the right "",""Q4"":""""}",257304,1413537
54,"{""Q0"":""no"",""Q1"":""25"",""Q2"":""""}",112962,1527556
55,"{""Q0"":""By checking the values."",""Q1"":""Anywhere where I considered the loss too great."",""Q2"":""When I figured out where I would make the most."",""Q3"":""The largest and closest nodes."",""Q4"":""That's about it.""}",52503,754238
55,"{""Q0"":""No."",""Q1"":""28"",""Q2"":""No.""}",11802,767049
56,"{""Q0"":""Based on what had already been clicked."",""Q1"":""Where it was unlikely a higher number was."",""Q2"":""When I had enough information"",""Q3"":""The corners at the end"",""Q4"":""I used as many hints needed to find the highest numbers""}",74151,1080229
56,"{""Q0"":""Everything was clear"",""Q1"":""36"",""Q2"":""Thank you for the opportunity to participate!""}",21332,1102570
57,"{""Q0"":""I chose randomly, but tended to start at the top and work clockwise."",""Q1"":""If I found a good number early I would click somewhere else next time."",""Q2"":""When I revealed a positive 48, I would stop."",""Q3"":""I always clicked at the beginning."",""Q4"":""My strategy was to find the highest number early, and then move toward it.""}",111514,901697
57,"{""Q0"":""No"",""Q1"":""37"",""Q2"":""""}",9159,911875
58,"{""Q0"":""Started with the ends to rule out the negatives"",""Q1"":""if the end point was not a real option, did not pursue that branch further"",""Q2"":""When I had what I thought would almost be the most favorable outcome"",""Q3"":""Any end point"",""Q4"":""T-branches were only clicked to avoid large 2nd-stage negatives""}",109957,897373
58,"{""Q0"":""No,very straightforward"",""Q1"":""31"",""Q2"":""Fun HIT!""}",23757,922168
59,"{""Q0"":""Paid to see the final node and where the $48 was."",""Q1"":""Avoided the negative final nodes."",""Q2"":""When I hit the $48"",""Q3"":""The final nodes at the end."",""Q4"":""Find the $48, go get it.""}",76207,920926
59,"{""Q0"":""No"",""Q1"":""41"",""Q2"":""""}",8191,930128
60,"{""Q0"":""BASED ON VALUE (POSITIVE)"",""Q1"":""NEGATIVE VALUES "",""Q2"":""WHEN I FOUND THE VALUE I WANTED "",""Q3"":""TO THE RIGHT OF STARTING POSITION"",""Q4"":""NO - THAT'S IT ""}",25899,609566
60,"{""Q0"":""NO"",""Q1"":""28"",""Q2"":""NO""}",5388,615966
61,"{""Q0"":""The highest payoff or highest negative values."",""Q1"":""The lower values."",""Q2"":""When I find the highest payoff."",""Q3"":""The top."",""Q4"":""None really just finding the highgest payoff.""}",33782,708092
61,"{""Q0"":""Nope"",""Q1"":""32"",""Q2"":""None""}",9243,718342
62,"{""Q0"":""the most I could lose before reaching the final point is $12 so if I even fine one location worth $24, it would be a positive gain so I clicked on the last nodes."",""Q1"":""The first and second nodes don't really matter"",""Q2"":""I just stopped at an arbitrary 4 clicks."",""Q3"":""just at the end nodes"",""Q4"":""No""}",90702,800857
62,"{""Q0"":""No"",""Q1"":""22"",""Q2"":""""}",5941,807807
63,"{""Q0"":""tried to find the $48 on the first set of clicks."",""Q1"":""decided not to click the ones immediately next to me as they were the lowest amount to worry about."",""Q2"":""If I found the 48 I tried to stop so I would not waste more money."",""Q3"":""top left."",""Q4"":""if  I found more than one higher amount in two different directions I would click the one before it to see which one was most likely to lose money, and then went to the one that looked more likely to not lose.""}",228011,1338577
63,"{""Q0"":""It was easy to understand."",""Q1"":""45"",""Q2"":""nothing additional to add other than thank you for the study.""}",35465,1375050
65,"{""Q0"":""ends"",""Q1"":""middle"",""Q2"":""once i found 48"",""Q3"":""ends"",""Q4"":""""}",19085,932602
65,"{""Q0"":""no"",""Q1"":""20"",""Q2"":""""}",8847,942465
66,"{""Q0"":""I picked the most positive value."",""Q1"":""I avoided the most negative value."",""Q2"":""When I reached the maximum positive value."",""Q3"":""To the right of center."",""Q4"":""It seemed the higher values were on the top.""}",84064,907942
66,"{""Q0"":""No."",""Q1"":""55"",""Q2"":""Fun! Thank you.""}",22792,931736
67,"{""Q0"":""I looked only at the nodes 3 moves away from the center. I clicked until I saw a +48 at one of those nodes."",""Q1"":""I never clicked on a node that was only one or two moves away from the center."",""Q2"":""I stopped clicking as soon as I saw a node containing +48"",""Q3"":""The node two steps left and one step up from the center."",""Q4"":""My strategy was straight forward and done with the understanding that the gains from a +48 would offset the costs of searching for it.""}",80200,722273
67,"{""Q0"":""No"",""Q1"":""23"",""Q2"":""This was a very fun and interesting task. Thanks for using MTurk.""}",25345,748622
68,"{""Q0"":""I decided to click on the ends because those were the ultimate goal (to decide whether to earn or lose money on the round)"",""Q1"":""I did not click on the blocks near the spider because I figured the amount (plus or minus) would be much less than the ends"",""Q2"":""I stopped when I found +48"",""Q3"":""Random ends - but less likely to click on the same spot where I found the +48"",""Q4"":""If I found 2 ends where there  are +24 I clicked on another step or two to decide where I can get the most score""}",189667,895199
68,"{""Q0"":""No"",""Q1"":""24"",""Q2"":""Thanks. It was a fun experiment. ""}",27361,923568
69,"{""Q0"":""I always choose the path to 48"",""Q1"":""If it is negative"",""Q2"":""if i already found 48 "",""Q3"":""the last steps"",""Q4"":""when I find the 48, I decide if I still want to open one more path to get to 48""}",140158,1217334
69,"{""Q0"":""None"",""Q1"":""42"",""Q2"":""""}",18635,1237025
70,"{""Q0"":""A feeling."",""Q1"":""I guessed."",""Q2"":""When I saw negative numbers."",""Q3"":""The corners."",""Q4"":""No.""}",69715,1259702
70,"{""Q0"":""No."",""Q1"":""32"",""Q2"":""I wished I earned a bigger bonus.""}",24221,1284928
71,"{""Q0"":""Tried to just look at the first circle until I found a positive and then follow a path"",""Q1"":""Once I got a positive I went that way"",""Q2"":""Once I found a positive"",""Q3"":""one of the first circles"",""Q4"":""I started realizing this was severely underpaid by about round 15 and only have 200 points and stopped clicking and just tried pathways with no clicking to complete the experiment. ""}",126974,915062
71,"{""Q0"":""No"",""Q1"":""33"",""Q2"":""This is severely underpaid for the time it takes and the likelihood of winning a large bonus seemed highly unlikely. I had many all negative pathways.""}",45222,961291
72,"{""Q0"":""In order to save money on revealing the best possible path, I simply clicked on the farthest circles in attempt to reveal a +48"",""Q1"":""I decided not to click on any of the 2 middle layers as it would not be cost efficient.  In order to for the middle layers to be beneficial, I would have to reveal all the outside rows looking for duplicate +48, and then it might be beneficial to find an alternate route. However, in the bonus rounds, two +48 was rare. I feel like it would cost more then I would likely make in the long run."",""Q2"":""As soon as I located one +48"",""Q3"":""I would click on any of the outer-most circles hoping to reveal a 48. After thinking about it,  I might have favored the middle-left of the screen."",""Q4"":""The strategy was quite simple, reveal outer circles until I found a 48, and proceed down that path blind (without revealing those 2 circles).  I figured it would cost more to reveal the whole board then I would save in the long run.  ""}",569280,1283968
72,"{""Q0"":""Nope!"",""Q1"":""31"",""Q2"":""It was actually kinda fun!""}",25968,1310941
