hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject
3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Sat Mar 24 13:41:31 PDT 2018,100,0,0,100,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Sat Apr 07 13:41:31 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3PDJHANYK5GGJTLMB35TOABSO6C6HX,AE0LA2Z8PAVG1,Approved,Sat Mar 24 13:59:50 PDT 2018,Sat Mar 24 13:42:50 PDT 2018,Sat Mar 24 13:59:45 PDT 2018,Sat Mar 24 14:00:37 PDT 2018,,,,
3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Sat Mar 24 13:41:31 PDT 2018,100,0,0,100,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Sat Apr 07 13:41:31 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3BV8HQ2ZZW1196D85XV17OOOBBM6AM,A1640H4RXH8NZE,Approved,Sat Mar 24 13:59:52 PDT 2018,Sat Mar 24 13:42:27 PDT 2018,Sat Mar 24 13:59:47 PDT 2018,Sat Mar 24 14:00:37 PDT 2018,,,,
3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Sat Mar 24 13:41:31 PDT 2018,100,0,0,100,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Sat Apr 07 13:41:31 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3K772S5NP8BKW8E1HLOR0Y35540EHQ,A2A7O6KYJ9GS8A,Approved,Sat Mar 24 13:59:53 PDT 2018,Sat Mar 24 13:44:12 PDT 2018,Sat Mar 24 13:59:48 PDT 2018,Sat Mar 24 14:00:37 PDT 2018,,,,
3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Sat Mar 24 13:41:31 PDT 2018,100,0,0,100,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Sat Apr 07 13:41:31 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,30OG32W0SUBC640CKJJ45I01RG9ENZ,A29AN71PV9UQAC,Approved,Sat Mar 24 14:00:06 PDT 2018,Sat Mar 24 13:44:51 PDT 2018,Sat Mar 24 14:00:01 PDT 2018,Sat Mar 24 14:00:37 PDT 2018,,,,
3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Sat Mar 24 13:41:31 PDT 2018,100,0,0,100,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Sat Apr 07 13:41:31 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,37M28K1J0QDDX1SFPGPQGSTTXH6JA5,AMPMTF5IAAMK8,Approved,Sat Mar 24 14:00:17 PDT 2018,Sat Mar 24 13:42:08 PDT 2018,Sat Mar 24 14:00:12 PDT 2018,Sat Mar 24 14:00:37 PDT 2018,,,,
3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Sat Mar 24 13:41:31 PDT 2018,100,0,0,100,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Sat Apr 07 13:41:31 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3TYCR1GOTCJKTZON4TH2D0XUARHZLN,A1PUHCEBSOWETV,Approved,Sat Mar 24 14:00:27 PDT 2018,Sat Mar 24 13:41:59 PDT 2018,Sat Mar 24 14:00:22 PDT 2018,Sat Mar 24 14:00:37 PDT 2018,,,,
3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Sat Mar 24 13:41:31 PDT 2018,100,0,0,100,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Sat Apr 07 13:41:31 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,30IQTZXKAK6IR8ZMEI7YIVPVZT8X0F,AW0MG225VXWCN,Approved,Sat Mar 24 14:00:30 PDT 2018,Sat Mar 24 13:42:02 PDT 2018,Sat Mar 24 14:00:25 PDT 2018,Sat Mar 24 14:00:37 PDT 2018,,,,
3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Sat Mar 24 13:41:31 PDT 2018,100,0,0,100,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Sat Apr 07 13:41:31 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3MMN5BL1WZ43EOZFJYN89C74V19M3G,A7JY83XLBASTQ,Approved,Sat Mar 24 14:00:32 PDT 2018,Sat Mar 24 13:43:22 PDT 2018,Sat Mar 24 14:00:27 PDT 2018,Sat Mar 24 14:00:37 PDT 2018,,,,
3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Sat Mar 24 13:41:31 PDT 2018,100,0,0,100,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Sat Apr 07 13:41:31 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3HMIGG0U4L6P92UZEI6FUO2MKXF8YK,A2E746SZEOVYXS,Approved,Sat Mar 24 14:00:34 PDT 2018,Sat Mar 24 13:42:28 PDT 2018,Sat Mar 24 14:00:29 PDT 2018,Sat Mar 24 14:00:37 PDT 2018,,,,
3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Sat Mar 24 13:41:31 PDT 2018,100,0,0,100,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Sat Apr 07 13:41:31 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,33CID57104TJ86HUJMMT9ZSFVWJ3LV,A1MAAPY9K1G1YR,Approved,Sat Mar 24 14:00:38 PDT 2018,Sat Mar 24 13:43:35 PDT 2018,Sat Mar 24 14:00:33 PDT 2018,Sat Mar 24 14:01:37 PDT 2018,,,,
3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Sat Mar 24 13:41:31 PDT 2018,100,0,0,100,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Sat Apr 07 13:41:31 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3R6P78PK7KB8LV1NNAV4EKR5TEAGTJ,A2WAQLPXT615HQ,Approved,Sat Mar 24 14:01:04 PDT 2018,Sat Mar 24 13:42:02 PDT 2018,Sat Mar 24 14:00:59 PDT 2018,Sat Mar 24 14:01:37 PDT 2018,,,,
3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Sat Mar 24 13:41:31 PDT 2018,100,0,0,100,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Sat Apr 07 13:41:31 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,37U1UTWH9VMGC1ID0NELMS9PHA08RI,A1JLYIQ4HT4KQC,Approved,Sat Mar 24 14:01:31 PDT 2018,Sat Mar 24 13:42:45 PDT 2018,Sat Mar 24 14:01:26 PDT 2018,Sat Mar 24 14:01:37 PDT 2018,,,,
3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Sat Mar 24 13:41:31 PDT 2018,100,0,0,100,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Sat Apr 07 13:41:31 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,30MVJZJNHMDZSIIAXABQKXI9RZO9JG,A2CJYS92WX7HN6,Approved,Sat Mar 24 14:01:37 PDT 2018,Sat Mar 24 13:44:54 PDT 2018,Sat Mar 24 14:01:32 PDT 2018,Sat Mar 24 14:02:37 PDT 2018,,,,
3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Sat Mar 24 13:41:31 PDT 2018,100,0,0,100,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Sat Apr 07 13:41:31 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3EICBYG644W1QGPD9ULHMNJHXKRJC7,A3EIVR2LS7CCWB,Approved,Sat Mar 24 14:01:40 PDT 2018,Sat Mar 24 13:42:14 PDT 2018,Sat Mar 24 14:01:35 PDT 2018,Sat Mar 24 14:02:37 PDT 2018,,,,
3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Sat Mar 24 13:41:31 PDT 2018,100,0,0,100,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Sat Apr 07 13:41:31 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3L4D84MILZSS7O0TVMZIXEGXACWHJE,ATUY1BTU5BQDE,Approved,Sat Mar 24 14:01:41 PDT 2018,Sat Mar 24 13:46:06 PDT 2018,Sat Mar 24 14:01:36 PDT 2018,Sat Mar 24 14:02:37 PDT 2018,,,,
3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Sat Mar 24 13:41:31 PDT 2018,100,0,0,100,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Sat Apr 07 13:41:31 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3WJGKMRWVI9L0ARR9VU4U5TG12DCDY,3V5Q80FXIXRD7KVM9G4OU3T6PWS235,A2HHGI5CNSS5PD,Approved,Sat Mar 24 14:01:48 PDT 2018,Sat Mar 24 13:42:00 PDT 2018,Sat Mar 24 14:01:43 PDT 2018,Sat Mar 24 14:02:37 PDT 2018,,,,
