,pid,info_cost,PR_type,message,trial_index,trial_i,score,relative_score,n_click,early_click
80,8,0.01,1,1,8,10,18.88,0.8581818181818182,12,12.0
81,8,0.01,1,1,9,9,16.98,0.39333333333333337,2,2.0
82,8,0.01,1,1,10,0,10.94,0.3080952380952381,6,1.0
83,8,0.01,1,1,11,5,6.98,0.12838709677419355,2,1.0
84,8,0.01,1,1,12,1,14.96,0.27813953488372095,4,4.0
85,9,0.01,0,0,1,7,33.95,0.9983870967741937,5,5.0
86,9,0.01,0,0,2,0,39.94,0.9985714285714286,6,5.0
87,9,0.01,0,0,3,5,33.9,0.996774193548387,10,10.0
88,9,0.01,0,0,4,1,45.94,0.9986046511627906,6,6.0
89,9,0.01,0,0,5,8,40.85,0.995,15,15.0
90,9,0.01,0,0,6,9,36.97,0.999090909090909,3,3.0
91,9,0.01,0,0,7,2,33.91,0.9968965517241378,9,9.0
92,9,0.01,0,0,8,4,41.91,0.9977499999999999,9,9.0
93,9,0.01,0,0,9,11,37.97,0.9990322580645161,3,0.0
94,9,0.01,0,0,10,10,21.97,0.9986363636363635,3,0.0
95,9,0.01,0,0,11,6,37.88,0.9961290322580646,12,12.0
96,9,0.01,0,0,12,3,33.99,0.9996969696969698,1,1.0
97,10,1.0,0,0,1,5,19.0,0.6326530612244898,2,1.0
98,10,1.0,0,0,2,6,12.0,0.16981132075471697,5,2.0
99,10,1.0,0,0,3,2,-5.0,0.3709677419354839,6,4.0
100,10,1.0,0,0,4,9,33.0,0.8,8,8.0
101,10,1.0,0,0,5,8,40.0,0.7727272727272727,10,10.0
102,10,1.0,0,0,6,10,27.0,0.6486486486486487,13,13.0
103,10,1.0,0,0,7,1,32.0,0.8588235294117647,12,12.0
104,10,1.0,0,0,8,3,20.0,0.6521739130434783,16,16.0
105,10,1.0,0,0,9,11,47.0,0.8163265306122449,9,9.0
106,10,1.0,0,0,10,4,30.0,0.6842105263157895,12,12.0
107,10,1.0,0,0,11,7,41.0,0.7333333333333333,16,16.0
108,10,1.0,0,0,12,0,38.0,0.6862745098039216,16,16.0
109,11,2.5,0,0,1,11,28.0,0.8125,0,0.0
110,11,2.5,0,0,2,2,16.0,0.85,0,0.0
111,11,2.5,0,0,3,9,35.0,0.55,0,0.0
112,11,2.5,0,0,4,1,5.0,0.6333333333333333,0,0.0
113,11,2.5,0,0,5,10,-4.0,0.0,0,0.0
114,11,2.5,0,0,6,5,8.0,0.2,0,0.0
115,11,2.5,0,0,7,3,-4.0,0.7307692307692307,0,0.0
116,11,2.5,0,0,8,7,17.0,0.625,0,0.0
117,11,2.5,0,0,9,8,35.0,0.9333333333333333,0,0.0
118,11,2.5,0,0,10,0,5.0,0.5555555555555556,0,0.0
119,11,2.5,0,0,11,6,12.0,0.7142857142857143,0,0.0
120,11,2.5,0,0,12,4,32.0,0.7666666666666667,0,0.0
121,13,2.5,1,1,1,6,1.5,0.21428571428571427,1,1.0
122,13,2.5,1,1,2,2,-9.0,-0.4,10,0.0
123,13,2.5,1,1,3,3,-20.0,0.11538461538461539,0,0.0
124,13,2.5,1,1,4,4,32.0,0.7666666666666667,0,0.0
125,13,2.5,1,1,5,5,29.0,0.9,0,0.0
126,13,2.5,1,1,6,7,27.0,0.9375,0,0.0
127,13,2.5,1,1,7,1,5.5,0.65,1,0.0
128,13,2.5,1,1,8,10,9.5,0.4090909090909091,1,0.0
129,13,2.5,1,1,9,11,17.5,0.484375,1,0.0
130,13,2.5,1,1,10,8,18.5,0.38333333333333336,1,0.0
131,13,2.5,1,1,11,0,10.5,0.8611111111111112,1,0.0
132,13,2.5,1,1,12,9,38.5,0.725,1,0.0
133,15,0.01,0,0,1,0,10.95,0.3083333333333333,5,2.0
134,15,0.01,0,0,2,5,33.84,0.9948387096774195,16,16.0
135,15,0.01,0,0,3,4,41.84,0.9960000000000001,16,16.0
136,15,0.01,0,0,4,1,45.87,0.9969767441860464,13,13.0
137,15,0.01,0,0,5,7,33.84,0.9948387096774195,16,16.0
138,15,0.01,0,0,6,11,37.84,0.9948387096774195,16,16.0
139,15,0.01,0,0,7,9,36.84,0.9951515151515152,16,16.0
140,15,0.01,0,0,8,6,37.84,0.9948387096774195,16,16.0
141,15,0.01,0,0,9,8,40.84,0.9946666666666668,16,16.0
142,15,0.01,0,0,10,10,21.84,0.9927272727272727,16,16.0
143,15,0.01,0,0,11,3,33.84,0.9951515151515152,16,16.0
144,15,0.01,0,0,12,2,33.87,0.9955172413793103,13,13.0
145,17,2.5,1,1,1,7,-5.5,-0.078125,1,1.0
146,17,2.5,1,1,2,10,9.0,0.3939393939393939,0,0.0
147,17,2.5,1,1,3,2,11.0,0.6,0,0.0
148,17,2.5,1,1,4,11,29.0,0.84375,0,0.0
149,17,2.5,1,1,5,5,25.0,0.7666666666666667,0,0.0
150,17,2.5,1,1,6,4,32.0,0.7666666666666667,0,0.0
151,17,2.5,1,1,7,6,17.0,0.9523809523809523,0,0.0
152,17,2.5,1,1,8,3,-9.0,0.5384615384615384,0,0.0
153,17,2.5,1,1,9,8,22.0,0.5,0,0.0
154,17,2.5,1,1,10,1,9.0,0.7666666666666667,0,0.0
155,17,2.5,1,1,11,0,-2.0,0.16666666666666666,0,0.0
156,17,2.5,1,1,12,9,39.0,0.75,2,0.0
157,18,1.0,0,0,1,2,28.0,0.9032258064516129,6,6.0
158,18,1.0,0,0,2,0,29.0,0.5098039215686274,7,7.0
159,18,1.0,0,0,3,9,35.0,0.85,6,6.0
160,18,1.0,0,0,4,5,30.0,0.8571428571428571,7,7.0
161,18,1.0,0,0,5,8,41.0,0.7954545454545454,9,9.0
162,18,1.0,0,0,6,1,34.0,0.8823529411764706,10,10.0
163,18,1.0,0,0,7,7,45.0,0.8,12,12.0
164,18,1.0,0,0,8,6,46.0,0.8113207547169812,10,10.0
165,18,1.0,0,0,9,3,22.0,0.6956521739130435,14,14.0
166,18,1.0,0,0,10,4,28.0,0.631578947368421,14,14.0
167,18,1.0,0,0,11,10,31.0,0.7567567567567568,9,9.0
168,18,1.0,0,0,12,11,49.0,0.8571428571428571,4,4.0
169,19,0.01,0,0,1,7,33.84,0.9948387096774195,16,16.0
170,19,0.01,0,0,2,10,21.84,0.9927272727272727,16,16.0
171,19,0.01,0,0,3,0,39.84,0.9961904761904763,16,16.0
172,19,0.01,0,0,4,4,41.84,0.9960000000000001,16,16.0
173,19,0.01,0,0,5,6,37.84,0.9948387096774195,16,16.0
174,19,0.01,0,0,6,11,37.84,0.9948387096774195,16,16.0
175,19,0.01,0,0,7,3,33.84,0.9951515151515152,16,16.0
176,19,0.01,0,0,8,8,40.84,0.9946666666666668,16,16.0
177,19,0.01,0,0,9,5,33.84,0.9948387096774195,16,16.0
178,19,0.01,0,0,10,2,33.84,0.9944827586206898,16,16.0
179,19,0.01,0,0,11,1,45.84,0.996279069767442,16,16.0
180,19,0.01,0,0,12,9,36.84,0.9951515151515152,16,16.0
182,21,1.0,1,1,1,10,35.0,0.8648648648648649,5,2.0
183,21,1.0,1,1,2,2,-6.0,0.3548387096774194,7,4.0
184,21,1.0,1,1,3,8,41.0,0.7954545454545454,9,7.0
185,21,1.0,1,1,4,4,34.0,0.7894736842105263,8,8.0
186,21,1.0,1,1,5,9,31.0,0.75,10,10.0
187,21,1.0,1,1,6,5,29.0,0.8367346938775511,8,6.0
188,21,1.0,1,1,7,0,47.0,0.8627450980392157,7,7.0
189,21,1.0,1,1,8,6,46.0,0.8113207547169812,10,10.0
190,21,1.0,1,1,9,3,26.0,0.782608695652174,10,10.0
191,21,1.0,1,1,10,11,48.0,0.8367346938775511,8,8.0
192,21,1.0,1,1,11,7,45.0,0.8,12,12.0
193,21,1.0,1,1,12,1,34.0,0.8823529411764706,10,10.0
194,22,1.0,1,1,1,9,22.0,0.525,0,0.0
195,22,1.0,1,1,2,2,-24.0,0.06451612903225806,0,0.0
196,22,1.0,1,1,3,1,10.0,0.6,0,0.0
197,22,1.0,1,1,4,4,6.0,0.05263157894736842,0,0.0
198,22,1.0,1,1,5,0,3.0,0.0,0,0.0
199,22,1.0,1,1,6,11,7.0,0.0,0,0.0
200,22,1.0,1,1,7,7,-3.0,0.0,0,0.0
201,22,1.0,1,1,8,3,14.0,0.5217391304347826,0,0.0
202,22,1.0,1,1,9,5,21.0,0.673469387755102,0,0.0
203,22,1.0,1,1,10,6,13.0,0.18867924528301888,0,0.0
204,22,1.0,1,1,11,10,27.0,0.6486486486486487,0,0.0
205,22,1.0,1,1,12,8,12.0,0.13636363636363635,0,0.0
207,24,2.5,1,1,1,8,29.5,0.75,3,2.0
208,24,2.5,1,1,2,11,-3.0,-0.15625,2,1.0
209,24,2.5,1,1,3,4,27.5,0.6166666666666667,1,1.0
210,24,2.5,1,1,4,7,16.5,0.609375,1,1.0
211,24,2.5,1,1,5,1,2.5,0.55,1,1.0
212,24,2.5,1,1,6,9,20.0,-0.2,2,1.0
213,24,2.5,1,1,7,2,16.0,0.85,0,0.0
214,24,2.5,1,1,8,0,7.5,0.6944444444444444,1,1.0
215,24,2.5,1,1,9,5,22.5,0.6833333333333333,1,1.0
216,24,2.5,1,1,10,6,1.5,0.21428571428571427,1,1.0
217,24,2.5,1,1,11,3,-2.5,0.7884615384615384,1,1.0
218,24,2.5,1,1,12,10,16.5,0.6212121212121212,1,1.0
219,25,0.01,1,1,1,4,8.98,0.17450000000000002,2,1.0
220,25,0.01,1,1,2,8,16.94,0.19800000000000004,6,4.0
221,25,0.01,1,1,3,9,36.88,0.9963636363636365,12,12.0
222,25,0.01,1,1,4,10,21.84,0.9927272727272727,16,16.0
223,25,0.01,1,1,5,1,45.87,0.9969767441860464,13,13.0
224,25,0.01,1,1,6,2,33.86,0.9951724137931034,14,14.0
225,25,0.01,1,1,7,7,33.84,0.9948387096774195,16,16.0
226,25,0.01,1,1,8,0,39.84,0.9961904761904763,16,16.0
227,25,0.01,1,1,9,6,37.84,0.9948387096774195,16,16.0
228,25,0.01,1,1,10,5,33.86,0.9954838709677419,14,14.0
229,25,0.01,1,1,11,3,33.84,0.9951515151515152,16,16.0
230,25,0.01,1,1,12,11,37.84,0.9948387096774195,16,16.0
231,26,1.0,0,0,1,3,2.0,0.2608695652173913,12,12.0
232,26,1.0,0,0,2,7,29.0,0.5333333333333333,5,5.0
233,26,1.0,0,0,3,8,46.0,0.9090909090909091,4,4.0
234,26,1.0,0,0,4,1,36.0,0.9058823529411765,8,8.0
235,26,1.0,0,0,5,4,32.0,0.7368421052631579,10,10.0
236,26,1.0,0,0,6,0,42.0,0.7647058823529411,12,12.0
237,26,1.0,0,0,7,5,23.0,0.7142857142857143,14,14.0
238,26,1.0,0,0,8,10,32.0,0.7837837837837838,8,8.0
239,26,1.0,0,0,9,9,34.0,0.825,7,7.0
240,26,1.0,0,0,10,6,46.0,0.8113207547169812,10,10.0
241,26,1.0,0,0,11,11,46.0,0.7959183673469388,10,10.0
242,26,1.0,0,0,12,2,26.0,0.8709677419354839,8,8.0
243,28,1.0,1,1,1,4,29.0,0.6578947368421053,13,13.0
244,28,1.0,1,1,2,9,25.0,0.6,16,16.0
245,28,1.0,1,1,3,0,50.0,0.9215686274509803,4,4.0
246,28,1.0,1,1,4,3,20.0,0.6521739130434783,16,16.0
247,28,1.0,1,1,5,6,53.0,0.9433962264150944,3,3.0
248,28,1.0,1,1,6,2,19.0,0.7580645161290323,15,15.0
249,28,1.0,1,1,7,11,44.0,0.7551020408163265,12,12.0
250,28,1.0,1,1,8,1,32.0,0.8588235294117647,12,12.0
251,28,1.0,1,1,9,10,26.0,0.6216216216216216,14,14.0
252,28,1.0,1,1,10,7,44.0,0.7833333333333333,13,13.0
253,28,1.0,1,1,11,8,35.0,0.6590909090909091,15,15.0
254,28,1.0,1,1,12,5,21.0,0.673469387755102,16,16.0
255,29,2.5,1,1,1,0,10.0,0.8333333333333334,0,0.0
256,29,2.5,1,1,2,1,8.0,0.7333333333333333,0,0.0
257,29,2.5,1,1,3,9,25.0,0.05,0,0.0
258,29,2.5,1,1,4,4,30.0,0.7,0,0.0
259,29,2.5,1,1,5,7,21.0,0.75,0,0.0
260,29,2.5,1,1,6,10,9.0,0.3939393939393939,0,0.0
261,29,2.5,1,1,7,11,2.0,0.0,0,0.0
262,29,2.5,1,1,8,6,-3.0,0.0,0,0.0
263,29,2.5,1,1,9,5,29.0,0.9,0,0.0
264,29,2.5,1,1,10,3,0.0,0.8846153846153846,0,0.0
265,29,2.5,1,1,11,8,22.0,0.5,0,0.0
266,29,2.5,1,1,12,2,5.0,0.3,0,0.0
267,30,2.5,1,1,1,9,33.5,0.475,3,2.0
268,30,2.5,1,1,2,10,-9.0,-0.15151515151515152,2,1.0
269,30,2.5,1,1,3,1,6.0,0.6666666666666666,4,3.0
270,30,2.5,1,1,4,4,22.5,0.45,3,2.0
271,30,2.5,1,1,5,3,-9.5,0.5192307692307693,5,4.0
272,30,2.5,1,1,6,2,-13.5,-0.625,5,4.0
273,30,2.5,1,1,7,6,-13.0,-0.47619047619047616,4,3.0
274,30,2.5,1,1,8,8,29.5,0.75,3,2.0
275,30,2.5,1,1,9,5,20.0,0.6,2,1.0
276,30,2.5,1,1,10,0,-5.0,0.0,4,3.0
277,30,2.5,1,1,11,7,17.0,0.625,4,3.0
278,30,2.5,1,1,12,11,21.5,0.609375,5,4.0
279,31,0.01,1,1,1,7,8.96,0.19225806451612906,4,1.0
280,31,0.01,1,1,2,11,37.93,0.9977419354838709,7,4.0
281,31,0.01,1,1,3,8,16.9,0.19666666666666663,10,8.0
282,31,0.01,1,1,4,1,45.84,0.996279069767442,16,16.0
283,31,0.01,1,1,5,6,37.84,0.9948387096774195,16,16.0
284,31,0.01,1,1,6,0,39.84,0.9961904761904763,16,16.0
285,31,0.01,1,1,7,5,33.84,0.9948387096774195,16,16.0
286,31,0.01,1,1,8,10,21.84,0.9927272727272727,16,16.0
287,31,0.01,1,1,9,2,33.84,0.9944827586206898,16,16.0
288,31,0.01,1,1,10,9,36.84,0.9951515151515152,16,16.0
289,31,0.01,1,1,11,3,33.84,0.9951515151515152,16,16.0
290,31,0.01,1,1,12,4,41.84,0.9960000000000001,16,16.0
291,33,1.0,1,1,1,10,24.0,0.5675675675675675,4,4.0
292,33,1.0,1,1,2,9,32.0,0.775,9,9.0
293,33,1.0,1,1,3,6,51.0,0.9056603773584906,5,5.0
294,33,1.0,1,1,4,3,24.0,0.7391304347826086,12,12.0
295,33,1.0,1,1,5,11,31.0,0.4897959183673469,4,4.0
296,33,1.0,1,1,6,0,7.0,0.0784313725490196,8,8.0
297,33,1.0,1,1,7,5,29.0,0.8367346938775511,8,8.0
298,33,1.0,1,1,8,4,-5.0,-0.23684210526315788,10,10.0
299,33,1.0,1,1,9,8,43.0,0.8409090909090909,7,7.0
300,33,1.0,1,1,10,1,36.0,0.9058823529411765,8,8.0
301,33,1.0,1,1,11,7,54.0,0.95,3,3.0
302,33,1.0,1,1,12,2,26.0,0.8709677419354839,8,8.0
303,34,0.01,1,1,1,8,17.89,0.22966666666666669,11,11.0
304,34,0.01,1,1,2,10,19.0,0.8636363636363636,0,0.0
305,34,0.01,1,1,3,7,6.0,0.0967741935483871,0,0.0
306,34,0.01,1,1,4,0,11.0,0.30952380952380953,0,0.0
307,34,0.01,1,1,5,9,29.0,0.7575757575757576,0,0.0
308,34,0.01,1,1,6,2,32.0,0.9310344827586207,0,0.0
309,34,0.01,1,1,7,11,18.98,0.3864516129032258,2,0.0
310,34,0.01,1,1,8,3,33.96,0.9987878787878788,4,2.0
311,34,0.01,1,1,9,6,12.94,0.19161290322580643,6,4.0
312,34,0.01,1,1,10,4,16.96,0.374,4,2.0
313,34,0.01,1,1,11,5,2.94,-0.0019354838709677437,6,4.0
314,34,0.01,1,1,12,1,21.94,0.4404651162790698,6,4.0
315,35,2.5,0,0,1,0,-39.0,-1.8888888888888888,16,16.0
316,35,2.5,0,0,2,11,4.0,0.0625,0,0.0
317,35,2.5,0,0,3,1,8.0,0.7333333333333333,0,0.0
318,35,2.5,0,0,4,10,26.5,0.9242424242424242,1,0.0
319,35,2.5,0,0,5,6,-3.0,0.0,0,0.0
320,35,2.5,0,0,6,9,32.0,0.4,0,0.0
321,35,2.5,0,0,7,2,19.0,1.0,0,0.0
322,35,2.5,0,0,8,3,-4.0,0.7307692307692307,0,0.0
323,35,2.5,0,0,9,8,21.0,0.4666666666666667,0,0.0
324,35,2.5,0,0,10,7,26.5,0.921875,1,0.0
325,35,2.5,0,0,11,5,24.5,0.75,1,0.0
326,35,2.5,0,0,12,4,24.5,0.5166666666666667,1,0.0
327,36,1.0,0,0,1,8,6.0,0.0,0,0.0
328,36,1.0,0,0,2,0,15.0,0.23529411764705882,0,0.0
329,36,1.0,0,0,3,5,-4.0,0.16326530612244897,0,0.0
330,36,1.0,0,0,4,3,35.0,0.9782608695652174,1,0.0
331,36,1.0,0,0,5,4,4.0,0.0,2,0.0
332,36,1.0,0,0,6,9,20.0,0.475,2,0.0
333,36,1.0,0,0,7,2,0.0,0.45161290322580644,1,0.0
334,36,1.0,0,0,8,6,54.0,0.9622641509433962,2,0.0
335,36,1.0,0,0,9,11,33.0,0.5306122448979592,2,0.0
336,36,1.0,0,0,10,7,55.0,0.9666666666666667,2,0.0
337,36,1.0,0,0,11,1,23.0,0.7529411764705882,2,0.0
338,36,1.0,0,0,12,10,11.0,0.21621621621621623,2,0.0
339,37,2.5,1,1,1,6,5.5,0.40476190476190477,5,3.0
340,37,2.5,1,1,2,3,-14.0,0.34615384615384615,4,2.0
341,37,2.5,1,1,3,10,14.5,0.5606060606060606,3,1.0
342,37,2.5,1,1,4,1,0.5,0.48333333333333334,3,1.0
343,37,2.5,1,1,5,11,21.0,0.59375,2,0.0
344,37,2.5,1,1,6,2,-2.5,-0.075,3,1.0
345,37,2.5,1,1,7,8,27.5,0.6833333333333333,3,1.0
346,37,2.5,1,1,8,9,36.5,0.625,3,1.0
347,37,2.5,1,1,9,7,19.0,0.6875,4,2.0
348,37,2.5,1,1,10,4,19.5,0.35,5,4.0
349,37,2.5,1,1,11,5,24.5,0.75,3,1.0
350,37,2.5,1,1,12,0,-12.0,-0.3888888888888889,6,4.0
351,38,1.0,1,1,1,8,27.0,0.4772727272727273,1,1.0
352,38,1.0,1,1,2,1,38.0,0.9294117647058824,6,6.0
353,38,1.0,1,1,3,2,26.0,0.8709677419354839,8,8.0
354,38,1.0,1,1,4,5,-3.0,0.1836734693877551,8,8.0
355,38,1.0,1,1,5,6,51.0,0.9056603773584906,5,5.0
356,38,1.0,1,1,6,11,29.0,0.4489795918367347,1,1.0
357,38,1.0,1,1,7,7,50.0,0.8833333333333333,7,7.0
358,38,1.0,1,1,8,9,33.0,0.8,8,8.0
359,38,1.0,1,1,9,4,18.0,0.3684210526315789,8,8.0
360,38,1.0,1,1,10,10,20.0,0.4594594594594595,8,8.0
361,38,1.0,1,1,11,3,29.0,0.8478260869565217,7,7.0
362,38,1.0,1,1,12,0,52.0,0.9607843137254902,2,2.0
363,39,2.5,0,0,1,0,-5.0,0.0,4,0.0
364,39,2.5,0,0,2,4,23.0,0.4666666666666667,0,0.0
365,39,2.5,0,0,3,2,-4.0,-0.15,8,8.0
366,39,2.5,0,0,4,6,-3.0,0.0,0,0.0
367,39,2.5,0,0,5,10,26.5,0.9242424242424242,1,0.0
368,39,2.5,0,0,6,7,22.0,0.78125,2,0.0
369,39,2.5,0,0,7,3,-9.0,0.5384615384615384,0,0.0
370,39,2.5,0,0,8,8,4.5,-0.08333333333333333,1,1.0
371,39,2.5,0,0,9,11,25.5,0.734375,1,0.0
372,39,2.5,0,0,10,5,26.5,0.8166666666666667,1,0.0
373,39,2.5,0,0,11,1,3.0,0.5666666666666667,2,0.0
374,39,2.5,0,0,12,9,39.0,0.75,2,0.0
376,42,2.5,1,1,1,4,-17.0,-0.8666666666666667,16,16.0
377,42,2.5,1,1,2,3,-4.0,0.7307692307692307,0,0.0
378,42,2.5,1,1,3,7,13.5,0.515625,3,0.0
379,42,2.5,1,1,4,0,10.0,0.8333333333333334,0,0.0
380,42,2.5,1,1,5,9,25.0,0.05,0,0.0
381,42,2.5,1,1,6,10,12.0,0.48484848484848486,0,0.0
382,42,2.5,1,1,7,5,27.0,0.8333333333333334,0,0.0
383,42,2.5,1,1,8,1,7.0,0.7,0,0.0
384,42,2.5,1,1,9,6,4.0,0.3333333333333333,0,0.0
385,42,2.5,1,1,10,8,35.0,0.9333333333333333,0,0.0
386,42,2.5,1,1,11,2,16.0,0.85,0,0.0
387,42,2.5,1,1,12,11,2.0,0.0,0,0.0
388,43,2.5,0,0,1,6,12.0,0.7142857142857143,0,0.0
389,43,2.5,0,0,2,5,29.0,0.9,0,0.0
390,43,2.5,0,0,3,9,35.0,0.55,0,0.0
391,43,2.5,0,0,4,1,13.0,0.9,0,0.0
392,43,2.5,0,0,5,3,-20.0,0.11538461538461539,0,0.0
393,43,2.5,0,0,6,8,22.0,0.5,0,0.0
394,43,2.5,0,0,7,2,11.0,0.6,0,0.0
395,43,2.5,0,0,8,11,20.0,0.5625,0,0.0
396,43,2.5,0,0,9,0,1.0,0.3333333333333333,0,0.0
397,43,2.5,0,0,10,4,9.0,0.0,0,0.0
398,43,2.5,0,0,11,7,17.0,0.625,0,0.0
399,43,2.5,0,0,12,10,-4.0,0.0,0,0.0
404,45,0.01,1,1,1,11,37.97,0.9990322580645161,3,0.0
405,45,0.01,1,1,2,7,18.95,0.5145161290322581,5,2.0
406,45,0.01,1,1,3,4,8.93,0.17325,7,4.0
407,45,0.01,1,1,4,9,36.9,0.996969696969697,10,8.0
408,45,0.01,1,1,5,10,21.84,0.9927272727272727,16,16.0
409,45,0.01,1,1,6,2,33.84,0.9944827586206898,16,16.0
410,45,0.01,1,1,7,6,37.84,0.9948387096774195,16,16.0
411,45,0.01,1,1,8,3,33.84,0.9951515151515152,16,16.0
412,45,0.01,1,1,9,0,39.87,0.9969047619047618,13,13.0
413,45,0.01,1,1,10,8,40.9,0.9966666666666666,10,10.0
414,45,0.01,1,1,11,5,33.84,0.9948387096774195,16,16.0
415,45,0.01,1,1,12,1,45.9,0.9976744186046511,10,10.0
416,46,2.5,0,0,1,4,36.5,0.9166666666666666,1,0.0
417,46,2.5,0,0,2,0,8.0,0.7222222222222222,2,0.0
418,46,2.5,0,0,3,1,5.0,0.6333333333333333,0,0.0
