p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,key_press,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,,,,,,,,"{""Q0"":""I opened most of the circles"",""Q1"":""yes I did open them all"",""Q2"":""35"",""Q3"":""female""}",27593,,1411372,,,survey-text,,13
,,,,,,,,,,,,,,"{""Q0"":""I made sure to click on most of money spots to check and see the best route to take before I moved "",""Q1"":""I think I had it down packed from beginning. It was fairly easy and fun to do"",""Q2"":""33"",""Q3"":""Male""}",77557,,1125248,,,survey-text,,14
,,,,,,,,,,,,,,"{""Q0"":""I didn't just followed  the same route because it didn't seem like it mattered. "",""Q1"":""No. "",""Q2"":""30"",""Q3"":""male""}",45068,,778939,,,survey-text,,15
,,,,,,,,,,,,,,"{""Q0"":""I did know what I was doing at first. Then when I figured it out in the second round I went with the route that will make me the most amount of money. "",""Q1"":""Yes during the first two rounds I just was using chance and not uncovering how much was in each place for .10 that was a big mistake. Spending the .10 was more worth it. "",""Q2"":""43"",""Q3"":""female""}",106689,,1332257,,,survey-text,,16
,,,,,,,,,,,,,,"{""Q0"":""uncover enough to determine cumulative benefit"",""Q1"":""Generally a $12 or $20 burred out there - find that and check route rather than exhausting possibilities"",""Q2"":""34"",""Q3"":""Male""}",33325,,840328,,,survey-text,,17
,,,,,,,,,,,,,,"{""Q0"":""Guessing"",""Q1"":""I was thinking to go in a circle but as soon as I did it was negative..."",""Q2"":""51"",""Q3"":""female""}",50552,,1267875,,,survey-text,,18
,,,,,,,,,,,,,,"{""Q0"":""I just randomly choose a route if I thought it consist of more money"",""Q1"":""No but it was fun study"",""Q2"":""38"",""Q3"":""Female""}",78592,,1721918,,,survey-text,,19
,,,,,,,,,,,,,,"{""Q0"":""By gut"",""Q1"":""no"",""Q2"":""40"",""Q3"":""female""}",17703,,1388058,,,survey-text,,20
,,,,,,,,,,,,,,"{""Q0"":""I wanted to know the end result first, ie. the final payment at each end location."",""Q1"":""Not necessarily"",""Q2"":""33"",""Q3"":""Female""}",56601,,1213194,,,survey-text,,21
,,,,,,,,,,,,,,"{""Q0"":""I did not want to keep wasting 10 cents per click, so I did not click every circle each round. I went with the first route I was satisfied with."",""Q1"":""I learned that clicking to explore my options could pay off, even though I had to spend money on each click."",""Q2"":""32"",""Q3"":""Female""}",73488,,963307,,,survey-text,,22
,,,,,,,,,,,,,,"{""Q0"":""I was looking for the highest profit. I clicked all of the intermediary stops first unless I hit $20 before I clicked all 3. Then I would explore where the $20 took me."",""Q1"":""For this game, yes. Once I understood the possible values, I knew what the most likely best routes would be."",""Q2"":""43"",""Q3"":""male""}",116010,,1131158,,,survey-text,,23
,,,,,,,,,,,,,,"{""Q0"":""I tried gathering info about how much the initial move would cost, then the next ones after that when I found one I liked. "",""Q1"":""Not really."",""Q2"":""32"",""Q3"":""female""}",73866,,1213115,,,survey-text,,24
,,,,,,,,,,,,,,"{""Q0"":""I tried to go with familiar routes."",""Q1"":""No I did not.  It seemed like every time it changed."",""Q2"":""31"",""Q3"":""Female""}",33189,,1141275,,,survey-text,,25
,,,,,,,,,,,,,,"{""Q0"":""just tried to guess"",""Q1"":""no"",""Q2"":""48"",""Q3"":""female""}",17791,,1387047,,,survey-text,,26
,,,,,,,,,,,,,,"{""Q0"":""I played around with different strategies.  Ultimately, I chose to start with the first to node values in any move and then I would eliminate the routes that would cost me money. I would then see more values to make my final choices. "",""Q1"":""Yes, I learned how to plan my routes while reducing the amount of values I needed to see. "",""Q2"":""20"",""Q3"":""Female""}",121197,,1037222,,,survey-text,,27
,,,,,,,,,,,,,,"{""Q0"":""I just guessed the price to check was too steep to make a difference."",""Q1"":""No."",""Q2"":""28"",""Q3"":""female""}",54499,,1352809,,,survey-text,,28
,,,,,,,,,,,,,,"{""Q0"":""Trying to go different routes"",""Q1"":""not really"",""Q2"":""45"",""Q3"":""female""}",28186,,650508,,,survey-text,,29
,,,,,,,,,,,,,,"{""Q0"":""I uncovered circles until I felt that I could accurately assume that I had the most profitable path uncovered."",""Q1"":""Yes, I learned to stop following any path that resulted in a loss of more than $4 on any one circle. "",""Q2"":""29"",""Q3"":""Female""}",136414,,1147483,,,survey-text,,31
,,,,,,,,,,,,,,"{""Q0"":""I first did the middle ones to see if any of those look good. Then I did the second-to-the-middle one along the paths that had potential. If I saw a -12 or -20 I didn't look further on that path."",""Q1"":""Yes. After a few rounds I decided that once I find a good path (4, 12, 20 for example), I should just take it instead of looking at all the options."",""Q2"":""29"",""Q3"":""female""}",125915,,1030136,,,survey-text,,32
,,,,,,,,,,,,,,"{""Q0"":""Everything was too random so it was impossible to make a plan."",""Q1"":""Maybe to create a pattern of how to start like right, down, left and up"",""Q2"":""65"",""Q3"":""Female""}",82470,,1312555,,,survey-text,,33
,,,,,,,,,,,,,,"{""Q0"":""I guessed."",""Q1"":""No"",""Q2"":""32"",""Q3"":""Female""}",15954,,1129987,,,survey-text,,35
,,,,,,,,,,,,,,"{""Q0"":""I tried to uncover the most money"",""Q1"":""it seemed pretty random"",""Q2"":""54"",""Q3"":""Male""}",49631,,1625627,,,survey-text,,37
,,,,,,,,,,,,,,"{""Q0"":""I just went with my intuition"",""Q1"":""I should take a different route than the one i previously took. "",""Q2"":""23"",""Q3"":""female""}",88796,,1468463,,,survey-text,,38
,,,,,,,,,,,,,,"{""Q0"":""just did it "",""Q1"":""yes definetly "",""Q2"":""25"",""Q3"":""MALE""}",56337,,1364444,,,survey-text,,40
,,,,,,,,,,,,,,"{""Q0"":""I looked at the destinations, then looked at the center bubble between the destinations with the highest values and then the bubble before the center bubble. The closer two sections were in total value, the more bubbles I uncovered."",""Q1"":""I learned to remember that a high valued destination may not be the best choice because large negative values on the way to the destination can create a larger negative effect."",""Q2"":""22"",""Q3"":""female""}",142125,,945294,,,survey-text,,42
,,,,,,,,,,,,,,"{""Q0"":""I tried towards the end to see what the values were of the not just the end location but the path there. "",""Q1"":""Look at the middle values not just the end value "",""Q2"":""30"",""Q3"":""Female""}",51170,,1075608,,,survey-text,,43
,,,,,,,,,,,,,,"{""Q0"":""click a few to make sure they weren't horrible, but did not want to waste too much money"",""Q1"":""I was not going to spend any money but realized it was worth the risk"",""Q2"":""36"",""Q3"":""F""}",65245,,1188772,,,survey-text,,44
,,,,,,,,,,,,,,"{""Q0"":""I planned better when I didn't have feedback."",""Q1"":""I started with entirely one route of choices, then I moved on to the next route if it didn't satisfy my basic monetary needs."",""Q2"":""30"",""Q3"":""female""}",57639,,978230,,,survey-text,,45
,,,,,,,,,,,,,,"{""Q0"":""I chose randomly!"",""Q1"":""I didn't. "",""Q2"":""24"",""Q3"":""female""}",27726,,802557,,,survey-text,,46
,,,,,,,,,,,,,,"{""Q0"":""I just tried to see the route with the potential to earn the most money."",""Q1"":""I tried to plan better but I was still having issues."",""Q2"":""35"",""Q3"":""Female""}",83034,,1582906,,,survey-text,,47
,,,,,,,,,,,,,,"{""Q0"":""I tried to find the highest value destination. "",""Q1"":""Check the stops first! Should have learned that earlier, but this was my first psychological test on Mturk ;)"",""Q2"":""55"",""Q3"":""Female""}",61664,,1367488,,,survey-text,,48
,,,,,,,,,,,,,,"{""Q0"":""I uncovered tiles while trying not to get too deep into the negatives and tried various route methods. None of which worked lol."",""Q1"":""Not from this experiment."",""Q2"":""32"",""Q3"":""male""}",60534,,1109382,,,survey-text,,49
,,,,,,,,,,,,,,"{""Q0"":""I tried to see what the best route was just buy guessing"",""Q1"":""Not much"",""Q2"":""33"",""Q3"":""male""}",35057,,1053135,,,survey-text,,50
,,,,,,,,,,,,,,"{""Q0"":""Tried to find the most money"",""Q1"":""Nope"",""Q2"":""51"",""Q3"":""female""}",44447,,911772,,,survey-text,,51
,,,,,,,,,,,,,,"{""Q0"":""I felt very lost trying to figure out how to plan the route of the airplane. I couldnt get the hang of it and it showed with me losing my bonus :("",""Q1"":""I felt like it was all up to chance."",""Q2"":""30"",""Q3"":""female""}",42868,,1154251,,,survey-text,,52
,,,,,,,,,,,,,,"{""Q0"":""I tried to check as few spots as possible so i didn't get charged much"",""Q1"":""I need to at least check the first destination"",""Q2"":""18"",""Q3"":""Female""}",55257,,1068441,,,survey-text,,53
,,,,,,,,,,,,,,"{""Q0"":""I checked all paths for the highest dollar amount vs the negative dollar amount."",""Q1"":""Not really. It is more of a plan based on luck of where the numbers are."",""Q2"":""29"",""Q3"":""Female""}",58786,,1305232,,,survey-text,,54
,,,,,,,,,,,,,,"{""Q0"":""I tried to do a pattern."",""Q1"":""I guess I didn't since I didn't do well enough to earn a bonus."",""Q2"":""33"",""Q3"":""Female""}",61030,,885115,,,survey-text,,55
,,,,,,,,,,,,,,"{""Q0"":""I choose the route that gave the most benefit after the first move."",""Q1"":""I've learned the trend with the different combination of positive and negative moves."",""Q2"":""23"",""Q3"":""male""}",56282,,978333,,,survey-text,,56
,,,,,,,,,,,,,,"{""Q0"":""I tried to find a profitable route without spending too much money"",""Q1"":""I prioritized profit"",""Q2"":""31"",""Q3"":""male""}",28971,,1210565,,,survey-text,,57
,,,,,,,,,,,,,,"{""Q0"":""At first I would just guess which one might have the most value and click from the start point to end point until a little time went by I started clicking on the end points first to get a better idea of the rewards to save more on the .10 fees."",""Q1"":""I learned clicking on the final destinations first gave a better estimate as to which path would be best while saving more on the fees."",""Q2"":""24"",""Q3"":""Male""}",142293,,845062,,,survey-text,,58
,,,,,,,,,,,,,,"{""Q0"":""I CLICKED ON THE CIRCLES TILL I WAS SATISFIED WITH THE MONEY THAT WAS SHOWN"",""Q1"":""I REALIZED I COULD MAKE UP THE AMOUNT SPENT UN-CHECKING THE BOXES USUALLY WITH THE FIRST MOVE "",""Q2"":""36"",""Q3"":""MALE""}",102621,,1172018,,,survey-text,,59
,,,,,,,,,,,,,,"{""Q0"":""Looking at the final amounts and finding the best financial route. "",""Q1"":""Yes, to go for the green."",""Q2"":""27"",""Q3"":""Female""}",41130,,800625,,,survey-text,,60
,,,,,,,,,,,,,,"{""Q0"":""I clicked all of them and chose the best. Losing a penny to reveal the whole map was more than worth it."",""Q1"":""I learned it was best to just open up the whole map."",""Q2"":""18"",""Q3"":""Male""}",38466,,869568,,,survey-text,,61
,,,,,,,,,,,,,,"{""Q0"":""Pretty much random. I did have a few places I stuck to."",""Q1"":""There was no planning involved. I wished I could have stopped the game (without proceeding) if I think I had done as best as I could for that particular round. That would have been more like a gambling experiment."",""Q2"":""33"",""Q3"":""Male""}",72077,,1165726,,,survey-text,,62
,,,,,,,,,,,,,,"{""Q0"":""I was opening as many locations as I found reasonable and made decisions after that. "",""Q1"":""The best way was to not be greedy and open many locations. "",""Q2"":""23"",""Q3"":""Male ""}",106615,,1258083,,,survey-text,,64
,,,,,,,,,,,,,,"{""Q0"":""My strategy changed a bit for each scenario; however, in general, my first principle was to click on one of the first four circles. If it was positive/green, I explored the other options on that particular route, going where there would be a net gain. If it was negative/red, I would move on to one of the other 3 circles. Whenever I had enough information for an all-green route, I went ahead and took it."",""Q1"":""Yes"",""Q2"":""22"",""Q3"":""Male""}",225755,,1209578,,,survey-text,,65
,,,,,,,,,,,,,,"{""Q0"":""I would click the first circle and then based on which ones were the highest amount go to the next circle and so on. "",""Q1"":""I didn't because I felt like the hints were vague. I wasn't sure if they were suggesting I should click more circle or if I did ok. "",""Q2"":""28"",""Q3"":""Female""}",66751,,1249618,,,survey-text,,67
,,,,,,,,,,,,,,"{""Q0"":""I tried to finding the ending with the most amount."",""Q1"":""It takes a lot of money to plan better."",""Q2"":""25"",""Q3"":""Female""}",25854,,1780300,,,survey-text,,68
,,,,,,,,,,,,,,"{""Q0"":""i tried to find the areas where i would be losing a lot of money right off the bat and avoid those and if i saw paths that i was almost guaranteed to make a decent profit, i would normally follow it without clicking on too many options"",""Q1"":""maybe i learned that i should pay the 10 cents more on every round so i don't land on a really bad spot"",""Q2"":""33"",""Q3"":""male""}",95872,,991315,,,survey-text,,69
,,,,,,,,,,,,,,"{""Q0"":""gain the most "",""Q1"":""no"",""Q2"":""34"",""Q3"":""female""}",28356,,1031659,,,survey-text,,71
,,,,,,,,,,,,,,"{""Q0"":""I started with the outer circles to see what the end value would be. worrying about the initial loss of funds it was critical to see the end number"",""Q1"":""then I learned that the pay out regardless of clicking all the buttons would always result in a positive return. Even clicking all the boxes I was then able to find the most profitable route. This was fun."",""Q2"":""26"",""Q3"":""Male""}",86108,,943424,,,survey-text,,72
,,,,,,,,,,,,,,"{""Q0"":""I looked to minimize the number of dots uncovered while still turning a reasonable profit."",""Q1"":""Not really, used the same strategy all 16 rounds"",""Q2"":""35"",""Q3"":""male""}",94581,,1178615,,,survey-text,,73
,,,,,,,,,,,,,,"{""Q0"":""Randomly"",""Q1"":""No i never seemed to find a system that worked. "",""Q2"":""23"",""Q3"":""Male""}",36451,,904934,,,survey-text,,74
,,,,,,,,,,,,,,"{""Q0"":""I checked the closest boxes first to make sure there wasn't a -20 or -12 right of the bat, then checked the following boxes in that sequence to see if that was a good route if the first box was better than -12"",""Q1"":""Yes, I learned that it was sometimes worth it to pay for more information."",""Q2"":""31"",""Q3"":""Male""}",98811,,1099353,,,survey-text,,75
,,,,,,,,,,,,,,"{""Q0"":""randomly"",""Q1"":""no"",""Q2"":""20"",""Q3"":""male""}",19787,,899628,,,survey-text,,76
,,,,,,,,,,,,,,"{""Q0"":""I checked every route and looked for the overall postive"",""Q1"":""be careful and check everything"",""Q2"":""27"",""Q3"":""male""}",32796,,1073204,,,survey-text,,77
,,,,,,,,,,,,,,"{""Q0"":""Tried not to repeat poor routes.  Tried routes that were previously successful.  "",""Q1"":""No.  I earned a $0 bonus over the course of 25 minutes"",""Q2"":""48"",""Q3"":""Male""}",69376,,1639086,,,survey-text,,78
,,,,,,,,,,,,,,"{""Q0"":""I tried to see as many as possible without selecting so much that I couldn't profit."",""Q1"":""I decided if a route was good, I'd go with it even though there might be better routes out there."",""Q2"":""22"",""Q3"":""Male""}",267541,,1534326,,,survey-text,,79
,,,,,,,,,,,,,,"{""Q0"":""I revealed the value of the squares immediately adjacent to the plane, and then reveled all of the values along the best first square."",""Q1"":""I learned to expose all of the immediately adjacent squares."",""Q2"":""27"",""Q3"":""Female""}",55297,,956390,,,survey-text,,80
,,,,,,,,,,,,,,"{""Q0"":""I felt there was no real planning because the values were randomized underneath. However I did try doing multiple flights in the same general direction (up or down) and alternating the left/right pattern"",""Q1"":""No, but I feel there may have been better planning or different planning if small values were shown throught the bored (but not all the values shown maybe just 1 per wing)"",""Q2"":""29"",""Q3"":""Female""}",108993,,844554,,,survey-text,,81
,,,,,,,,,,,,,,"{""Q0"":""I tried to see if there was a pattern... There was not"",""Q1"":""A little bit, sometimes it helps to spend some to have a better idea where to go"",""Q2"":""29"",""Q3"":""Male""}",33421,,917218,,,survey-text,,83
,,,,,,,,,,,,,,"{""Q0"":""I took my best guess"",""Q1"":""No"",""Q2"":""35"",""Q3"":""female""}",22942,,841560,,,survey-text,,84
,,,,,,,,,,,,,,"{""Q0"":""Once I got the hang of it, I tried to maximize the route by checking first revealing what was immediately around the plane, and going further in a path so long as the values went up."",""Q1"":""I would take a small loss if it meant getting a bigger gain."",""Q2"":""40"",""Q3"":""Male""}",114999,,2405474,,,survey-text,,85
,,,,,,,,,,,,,,"{""Q0"":""I tried to use the first set of circles to tell me which way to move but that wasn't helpful. "",""Q1"":""Towards the end of the trials, I found a better strategy that I wish I knew previously. "",""Q2"":""25"",""Q3"":""female/woman""}",70655,,1223404,,,survey-text,,86
,,,,,,,,,,,,,,"{""Q0"":""I tried to find the ending circle with the highest amount based on the starting circle"",""Q1"":""Yes, I learned to use the middle/starting circles instead of just the ending circles"",""Q2"":""22"",""Q3"":""girl""}",44257,,893571,,,survey-text,,87
,,,,,,,,,,,,,,"{""Q0"":""I usually went the route where I first saw the green positive number and then branched out from there to see if the path was profitable."",""Q1"":""I learned to pick a route and stick with it rather than explore all of my options as that cost me more money. "",""Q2"":""28"",""Q3"":""Male""}",49928,,1095342,,,survey-text,,88
,,,,,,,,,,,,,,"{""Q0"":""I picked a route and stuck with it."",""Q1"":""I never figured out a good method to plan better."",""Q2"":""52"",""Q3"":""Male""}",34077,,835861,,,survey-text,,89
,,,,,,,,,,,,,,"{""Q0"":""In the beginning I checked a couple location amounts to try to see what would be best, but then decided to try to look for a pattern in amounts. "",""Q1"":""Yes, definitely. "",""Q2"":""31"",""Q3"":""Female""}",53100,,752462,,,survey-text,,90
,,,,,,,,,,,,,,"{""Q0"":""Random"",""Q1"":""Nope"",""Q2"":""30"",""Q3"":""Male""}",14691,,668003,,,survey-text,,91
,,,,,,,,,,,,,,"{""Q0"":""I tried to find the best way at first and then looked for the best direction once I chose a route."",""Q1"":""Yes I changed up my strategy"",""Q2"":""20"",""Q3"":""Male""}",67192,,1045116,,,survey-text,,93
,,,,,,,,,,,,,,"{""Q0"":""I decided to reveal the amounts of certain potential pathways to see if I could yield a greater reward. "",""Q1"":""yes, I was able to develop a strategy of which locations to select and determine the most lucrative path. It is worth it to pay $1.25 a certain number of times to yield a potentially greater reward. "",""Q2"":""25"",""Q3"":""female""}",81988,,1055047,,,survey-text,,94
,,,,,,,,,,,,,,"{""Q0"":""I unveiled the values of the adjacent circles and the destinations"",""Q1"":""Sometimes, it is not worth money to unveil values for paths that you are mandated to take"",""Q2"":""21"",""Q3"":""F""}",49451,,1138596,,,survey-text,,95
,,,,,,,,,,,,,,"{""Q0"":""I tried scouting ahead at first, but then started to go randomly."",""Q1"":""Nope."",""Q2"":""19"",""Q3"":""Nonbinary""}",28944,,819964,,,survey-text,,96
,,,,,,,,,,,,,,"{""Q0"":""It was pretty random, but I noticed that I didn't tend to direct my plan downward as much as I did upward."",""Q1"":""No, because it felt very randomized."",""Q2"":""23"",""Q3"":""Female""}",57986,,1075953,,,survey-text,,97
,,,,,,,,,,,,,,"{""Q0"":""I tried to estimate the pattern of what the amounts would be."",""Q1"":""No, I feel like I wasn't very successful at this activity."",""Q2"":""26"",""Q3"":""Female""}",34624,,1014297,,,survey-text,,100
,,,,,,,,,,,,,,"{""Q0"":""tried to find a dot with a large positive amount, or went with a small negative amount in hopes that the other ones were the larger positive amount"",""Q1"":""Not really, still felt like just guessing "",""Q2"":""49"",""Q3"":""female""}",89219,,901222,,,survey-text,,101
,,,,,,,,,,,,,,"{""Q0"":""Honestly, just randomly. "",""Q1"":""No, I did not. "",""Q2"":""29"",""Q3"":""Male""}",32787,,1459165,,,survey-text,,102
,,,,,,,,,,,,,,"{""Q0"":""Most information to get to the highest amount possible"",""Q1"":""You don't need to know every detail, take your best educated guess and go with it. "",""Q2"":""35"",""Q3"":""male""}",89782,,1617796,,,survey-text,,103
,,,,,,,,,,,,,,"{""Q0"":""i tried to find the path that had the least amount of deductions possible. "",""Q1"":""I learned that you should probably look at endpoints more frequently."",""Q2"":""18"",""Q3"":""Female""}",56807,,852808,,,survey-text,,104
,,,,,,,,,,,,,,"{""Q0"":""Try to find a 20 or 12 without a huge negative on the way"",""Q1"":""yes start at the end"",""Q2"":""25"",""Q3"":""male""}",22528,,797021,,,survey-text,,105
,,,,,,,,,,,,,,"{""Q0"":""I tried to learn from feedback, but I felt mostly confused. "",""Q1"":""Not really, I felt like I was just very confused. I'm usually better at these things!"",""Q2"":""38"",""Q3"":""female""}",56538,,900063,,,survey-text,,106
,,,,,,,,,,,,,,"{""Q0"":""Just click one and go to it"",""Q1"":""No"",""Q2"":""26"",""Q3"":""Male""}",28416,,762761,,,survey-text,,107
,,,,,,,,,,,,,,"{""Q0"":""I tried to see what the closest values were and go from there. Although one time I bumped the wrong arrow and ended up with a large negative."",""Q1"":""I didn't really. Sometimes it said I looked at the right amount but that I didn't take the best route and I don't know how that is possible because the others would have led me to negative values."",""Q2"":""38"",""Q3"":""female""}",93133,,1157223,,,survey-text,,108
,,,,,,,,,,,,,,"{""Q0"":""Clicking the first destination to see which had positive numbers, that also led to more positive numbers."",""Q1"":""Not at all"",""Q2"":""24"",""Q3"":""female""}",77890,,1254521,,,survey-text,,109
,,,,,,,,,,,,,,"{""Q0"":""I looked at which initial path was better. "",""Q1"":""Not really..."",""Q2"":""24"",""Q3"":""female""}",28393,,835273,,,survey-text,,110
,,,,,,,,,,,,,,"{""Q0"":""By chance"",""Q1"":""No"",""Q2"":""63"",""Q3"":""Female""}",26136,,1058189,,,survey-text,,111
,,,,,,,,,,,,,,"{""Q0"":""tried to see which ones may give me most profit without having to guess so much"",""Q1"":""no"",""Q2"":""33"",""Q3"":""female""}",54757,,1049697,,,survey-text,,112
,,,,,,,,,,,,,,"{""Q0"":""I randomly chose routes."",""Q1"":""No, I did not."",""Q2"":""30"",""Q3"":""Female""}",57572,,841257,,,survey-text,,113
,,,,,,,,,,,,,,"{""Q0"":""I found a path that had as little negative money as possible."",""Q1"":""I learned that most of the time its better to just pay to see what is under the platforms."",""Q2"":""20"",""Q3"":""Male""}",67014,,953174,,,survey-text,,114
,,,,,,,,,,,,,,"{""Q0"":""I tried to find the most lucrative route."",""Q1"":""Pick less spaces"",""Q2"":""22"",""Q3"":""Female""}",26082,,1208426,,,survey-text,,115
,,,,,,,,,,,,,,"{""Q0"":""Pretty much at random."",""Q1"":""Nope.  Choosing is at random, no feedback on what I was doing wrong or how to improve."",""Q2"":""41"",""Q3"":""female""}",65758,,950486,,,survey-text,,116
,,,,,,,,,,,,,,"{""Q0"":""first circle then last circle to find average positive value"",""Q1"":""cut your losses and take better average score"",""Q2"":""27"",""Q3"":""male""}",43425,,1017823,,,survey-text,,117
,,,,,,,,,,,,,,"{""Q0"":""Just went with the flow"",""Q1"":""no"",""Q2"":""33"",""Q3"":""Male""}",9969,,3307845,,,survey-text,,118
,,,,,,,,,,,,,,"{""Q0"":""I tried picking two of the closer bubbles in order to find a safe path, then one of the last bubbles to see the final bubble."",""Q1"":""Not really, the bubbles were too random. To gain more information, I had to pay more. So, it was difficult to adjust."",""Q2"":""24"",""Q3"":""Male""}",82467,,744152,,,survey-text,,120
,,,,,,,,,,,,,,"{""Q0"":""Tried to open the adjacent spots."",""Q1"":""Not particularly. "",""Q2"":""20"",""Q3"":""Male""}",31958,,899375,,,survey-text,,121
,,,,,,,,,,,,,,"{""Q0"":""winged it "",""Q1"":""yes"",""Q2"":""29"",""Q3"":""male""}",72852,,1098665,,,survey-text,,122
,,,,,,,,,,,,,,"{""Q0"":""I tried to pick the ones I thought would be better."",""Q1"":""Some ways were better sometimes but it always changed."",""Q2"":""35"",""Q3"":""female""}",25288,,1063079,,,survey-text,,123
,,,,,,,,,,,,,,"{""Q0"":""Random, gut feelings "",""Q1"":""no"",""Q2"":""25"",""Q3"":""Male ""}",20922,,1343094,,,survey-text,,124
,,,,,,,,,,,,,,"{""Q0"":""I used basic math skills to find the most profitable way."",""Q1"":""Yes, I learned that I have to take my time."",""Q2"":""27"",""Q3"":""female""}",87666,,1267046,,,survey-text,,125
,,,,,,,,,,,,,,"{""Q0"":""No particular rule. "",""Q1"":""I did not learn. "",""Q2"":""46"",""Q3"":""female""}",47337,,999745,,,survey-text,,127
,,,,,,,,,,,,,,"{""Q0"":""tried to find the routes that wouldn't cost the much"",""Q1"":""try and change up the route I picked in the previous round"",""Q2"":""30"",""Q3"":""female""}",39062,,1080778,,,survey-text,,128
,,,,,,,,,,,,,,"{""Q0"":""I just picked something and went with it"",""Q1"":""No"",""Q2"":""42"",""Q3"":""female""}",49021,,1253510,,,survey-text,,129
,,,,,,,,,,,,,,"{""Q0"":""I wanted to get as much money as possible. Sometimes this meant clicking many circles to be sure I wasn't at least losing money by going in blind. I never went in by not clicking at least a few circles. I preferred to have the final 2 circles at the end of the path opened."",""Q1"":""I realized I shouldn't be too greedy. As soon as I clicked circles and saw a path ended up with me in the green with 18 dollars or more, I was happy with it. I realized that the first circle into a path didn't really matter since the last 2 circles usually had positive enough values to cancel out any negatives."",""Q2"":""24"",""Q3"":""female""}",167650,,1077973,,,survey-text,,130
,,,,,,,,,,,,,,"{""Q0"":""checked out minus and plus amounts first"",""Q1"":""check out all options"",""Q2"":""58"",""Q3"":""female""}",37635,,1994619,,,survey-text,,131
,,,,,,,,,,,,,,"{""Q0"":""I guess what I figured is that $0.10 wasn't a bad price for revealing the prices behind the locations. At the most, it would cost $1.60 to reveal all the locations. As long there was a decent profit amount, $1.60 wasn't much to spend at all. Also, for $1.60, it gave me peace of mind to know all the routes available. Kind of like being able to see the whole board game as opposed to covered up spots. "",""Q1"":""Since I had decided to click on them all, there wasn't much in planning out a route. It was an affordable cost for a less stressful experience. \n\nBy the second or third round, I thought about clicking on the end locations first (to see if they had the larger amounts). But in the end, all of the amounts would have to be opened to see if it was a profitable route.\n\nI think one round, I didn't click on all the options when I figured that I found the most profitable route and I got the suboptimal penalty warning. But it was just a test round. I would've clicked on all the locations in the following rounds whether or not the warning came up.\n\nI really had a lot of fun. Thank you for the fun HIT and the bonus as well. Happy holidays!"",""Q2"":""36"",""Q3"":""Female""}",481872,,1652264,,,survey-text,,132
