button_pressed,rt,stimulus,time_elapsed,trial_type,pid
0.0,14338,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",382757,button-response,31
0.0,8194,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",360646,button-response,32
0.0,9365,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",364067,button-response,33
0.0,5752,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",301423,button-response,34
0.0,4852,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",375226,button-response,35
0.0,21961,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",441869,button-response,36
0.0,15453,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",474904,button-response,37
0.0,8142,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",558554,button-response,38
0.0,30486,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",516486,button-response,39
0.0,13878,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",876130,button-response,40
0.0,8970,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",363928,button-response,41
0.0,7826,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",468306,button-response,42
0.0,20087,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",270503,button-response,43
0.0,16591,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",574746,button-response,44
0.0,25898,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",682826,button-response,45
0.0,10646,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",395364,button-response,46
0.0,8278,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",361046,button-response,47
0.0,15824,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",445100,button-response,48
0.0,30433,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",686213,button-response,49
0.0,17405,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",497805,button-response,50
0.0,8350,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",369068,button-response,52
0.0,4486,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",406701,button-response,53
0.0,23477,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",629805,button-response,54
0.0,9130,"<h1 id=""trainingcompleted"">Training Completed</h1>

<p>Well done! You've completed the training phase and you're ready to
play <em>Web of Cash</em> for real. You will have <strong>30
rounds</strong> to make as much money as you can. Remember, <strong>you will earn 1 cent for every $5 you make in the game.</strong></p>

<p>One more thing: <strong>You must spend <em>at least</em> 7 seconds on each round.</strong>
If you finish a round early, you'll have to wait until 7 seconds have
passed.</p>

<p>To thank you for your work so far, we'll start you off with <strong>$50</strong>.
Good luck!</p>",351946,button-response,55
