p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,,,,,,,"{""Q0"":""By checking the price of the first circle in each direction to gauge how profitable each route will be."",""Q1"":""Yes I learned to be willing to sacrifice 25 cents for information to learn the most profitable routes. It was well worth the cost. "",""Q2"":""27"",""Q3"":""Male ""}",123031,,1182900,,,survey-text,,14
,,,,,,,,,,,,,"{""Q0"":""I just went with my intuition."",""Q1"":""No."",""Q2"":""37"",""Q3"":""female""}",54753,,1224878,,,survey-text,,15
,,,,,,,,,,,,,"{""Q0"":""I just randomly chose"",""Q1"":""No"",""Q2"":""35"",""Q3"":""Male""}",49409,,555421,,,survey-text,,16
,,,,,,,,,,,,,"{""Q0"":""Mostly randomly. I did use the center points a few times to make a decision. I don't feel like that helped my score/"",""Q1"":""Not really."",""Q2"":""32"",""Q3"":""Male""}",42652,,1084775,,,survey-text,,17
,,,,,,,,,,,,,"{""Q0"":""I chose by random."",""Q1"":""I did not."",""Q2"":""26"",""Q3"":""Female""}",24864,,517767,,,survey-text,,18
,,,,,,,,,,,,,"{""Q0"":""I found a place that had positive starts and then went from there."",""Q1"":""It seemed there was two positives and two negatives, so I looked at less values as the game went forward"",""Q2"":""36"",""Q3"":""female""}",41493,,567727,,,survey-text,,19
,,,,,,,,,,,,,"{""Q0"":""I tried to pick the ones I thought would be most but It was fairly random to me"",""Q1"":""No I didn't it just seemed to be luck"",""Q2"":""41"",""Q3"":""female""}",44065,,1077041,,,survey-text,,20
,,,,,,,,,,,,,"{""Q0"":""I chose to expose as much as possible.  I figured sacrificing what would end up being 4 cents to show the board would make me the most money."",""Q1"":""I did learn to stop opening routes after I found a route that got me about 26-30 dollars."",""Q2"":""37"",""Q3"":""Male""}",87814,,912597,,,survey-text,,21
,,,,,,,,,,,,,"{""Q0"":""I tried to pick the route with the highest overall money total."",""Q1"":""I learned not to continue looking at routes that started with a losing number."",""Q2"":""40"",""Q3"":""Male""}",58730,,1112516,,,survey-text,,22
,,,,,,,,,,,,,"{""Q0"":""No idea. I just guessed."",""Q1"":""No"",""Q2"":""35"",""Q3"":""female""}",30815,,529409,,,survey-text,,23
,,,,,,,,,,,,,"{""Q0"":""To change direction each time, except as below."",""Q1"":""If it did really poorly one time, try that route again the next time."",""Q2"":""58"",""Q3"":""female""}",80816,,1070368,,,survey-text,,24
,,,,,,,,,,,,,"{""Q0"":""I tried to get the most money per round by looking at several locations."",""Q1"":""Look at more spots on the map."",""Q2"":""41"",""Q3"":""Male""}",38444,,883712,,,survey-text,,25
,,,,,,,,,,,,,"{""Q0"":""I checked the final destinations first (as those seemed to be the most likely to have the higher amounts). I tried not to check too many amounts, so as not to waste money."",""Q1"":""I think I learned to be a little more cautious as I went along. A couple of the first times I went off once I found a high amount, without looking at how much I could lose along the way."",""Q2"":""28"",""Q3"":""Male""}",105635,,503105,,,survey-text,,26
,,,,,,,,,,,,,"{""Q0"":""I checked the first 4 stops first, then explored all 4 or the end stops for the 2 highest of those first 4.  Then I checked the intermediary stop on the highest value route of those. If anything had a major negative, I checked the other routes."",""Q1"":""I think I got slightly better at it over the trials, but it still came down to a bit of luck."",""Q2"":""43"",""Q3"":""Female""}",110209,,1213387,,,survey-text,,27
,,,,,,,,,,,,,"{""Q0"":""I clicked around until I found a price \""path\"" that gave me the highest amount."",""Q1"":""Initially, I was trying to go without clicking, but quickly realized I would be better to lose that amount to plan a better route. "",""Q2"":""28"",""Q3"":""Female""}",109345,,1134971,,,survey-text,,28
,,,,,,,,,,,,,"{""Q0"":""I had to spend the 0.25 quite a bit to get the best route."",""Q1"":""Yes just choosing a route without previewing it first is a bad idea.  "",""Q2"":""53"",""Q3"":""Male""}",103289,,1258230,,,survey-text,,29
,,,,,,,,,,,,,"{""Q0"":""I clicked on the first circles in most directions (unless I found a high value first) and planned it out from there. "",""Q1"":""Yes, it was really interesting to see how much I was willing to risk things to make more money."",""Q2"":""25"",""Q3"":""Female""}",58107,,957005,,,survey-text,,30
,,,,,,,,,,,,,"{""Q0"":""I didn't really plan on which way I would go. I just went whichever way I thought would be best at that point"",""Q1"":""I should learn how to plan better"",""Q2"":""33"",""Q3"":""Female""}",103063,,717834,,,survey-text,,31
,,,,,,,,,,,,,"{""Q0"":""I just did whatever would give me the most money."",""Q1"":""Not really. Since I revealed the hidden values every time, it was easy to plan."",""Q2"":""26"",""Q3"":""Male""}",40478,,953877,,,survey-text,,32
,,,,,,,,,,,,,"{""Q0"":""I am not sure.  I just selected the different paths to get to the final point."",""Q1"":""Yes.  When I found a route the worked, I took the same route for the following rounds."",""Q2"":""33"",""Q3"":""Female""}",122666,,691645,,,survey-text,,34
,,,,,,,,,,,,,"{""Q0"":""I randomly chose. I did not want to see the money because I did not want to \""pay .25\""."",""Q1"":""No"",""Q2"":""35"",""Q3"":""female""}",53135,,493664,,,survey-text,,35
,,,,,,,,,,,,,"{""Q0"":""Towards the end I tried to pick the most profitable route by checking the stops in this order. I decided it was worth checking the value of the entire flight. First I checked the value of the first stop (I decided it was almost never worth it if the first stop was -$20) - I would generally not check the second stop on any negative values <-$4. Then I checked the second stop of the most valuable first stop, if that was negative I checked the second value for the second most valuable first stop. Then I checked the final stop values for whichever of those appeared most profitable - if it was $4 or less I would still check the end flight values for the option that appeared less profitable. "",""Q1"":""Yes, I learned it was better to know everything up front, even if there was a cost associated with finding that out. "",""Q2"":""26"",""Q3"":""Female""}",424789,,1299063,,,survey-text,,36
,,,,,,,,,,,,,"{""Q0"":""random"",""Q1"":"""",""Q2"":""31"",""Q3"":""female""}",21195,,684785,,,survey-text,,38
,,,,,,,,,,,,,"{""Q0"":""I looked for the biggest payoff at the destination."",""Q1"":""Not really."",""Q2"":""34"",""Q3"":""female""}",45120,,802209,,,survey-text,,39
,,,,,,,,,,,,,"{""Q0"":""At first, I tried clicking on the circles closest to me to determine a path. If green, then go to the next circle on that path. If its minus 12 or more, try another circle closes to the center."",""Q1"":""Yes. There should be no planning. It only costs 4 bucks to open up the whole map. In general, open up the map. Who knows, maybe the researchers snuck a big 100 bucks in one of them to be sneaky."",""Q2"":""27"",""Q3"":""male""}",277665,,1232135,,,survey-text,,40
,,,,,,,,,,,,,"{""Q0"":""by selecting the circles which paid the most"",""Q1"":""nope"",""Q2"":""27"",""Q3"":""male""}",38004,,1128365,,,survey-text,,41
,,,,,,,,,,,,,"{""Q0"":""I looked ahead, although it costed a little I was able to regain profit."",""Q1"":""Since my actions are linear I have to plan and look ahead to project my path"",""Q2"":""23"",""Q3"":""Female""}",116427,,1238463,,,survey-text,,42
,,,,,,,,,,,,,"{""Q0"":""Find the value of the surrounding 4 squares and get the values of the path further up. if two negatives in a row I usually ignore the rest of the path unless the others are equal with it."",""Q1"":""No, not really, although my strategy slowly changed I felt I started very conserved and towards the end I viewed more squares as it generally felt like a good investment to see what the values are."",""Q2"":""20"",""Q3"":""Male""}",574649,,1419770,,,survey-text,,43
,,,,,,,,,,,,,"{""Q0"":""Finding the values associated with the end points and planning backwards."",""Q1"":""Yes, especially planning better with incomplete information."",""Q2"":""23"",""Q3"":""Male""}",87778,,1034925,,,survey-text,,44
,,,,,,,,,,,,,"{""Q0"":""Thought about the previous routes and success rate."",""Q1"":""Not really"",""Q2"":""32"",""Q3"":""female""}",40734,,588379,,,survey-text,,45
,,,,,,,,,,,,,"{""Q0"":""I picked at random a bit after learning more about what some of the values were and took risks. "",""Q1"":""No, not really to be honest. "",""Q2"":""25"",""Q3"":""female""}",34508,,597113,,,survey-text,,46
,,,,,,,,,,,,,"{""Q0"":""Spend the $0.25 in the initial way to see which was the best route then spend $.25 at the end of the route"",""Q1"":"""",""Q2"":""28"",""Q3"":""female""}",69955,,758187,,,survey-text,,47
,,,,,,,,,,,,,"{""Q0"":""I chose randomly"",""Q1"":""No "",""Q2"":""53"",""Q3"":""female""}",32124,,592410,,,survey-text,,48
,,,,,,,,,,,,,"{""Q0"":""I didn't really plan well."",""Q1"":""No"",""Q2"":""24"",""Q3"":""female""}",39451,,526569,,,survey-text,,49
,,,,,,,,,,,,,"{""Q0"":""exposing as many as seemed reasonable and doing the math"",""Q1"":""no"",""Q2"":""33"",""Q3"":""female""}",18962,,887809,,,survey-text,,50
,,,,,,,,,,,,,"{""Q0"":""I looked for positive end points and then checked to see if the route would be positive overall."",""Q1"":""The right/top seemed to have better outcomes than the other two sides.  Have to balance number of clicks with potential outcome....some of it was guessing."",""Q2"":""50"",""Q3"":""Female""}",100443,,982439,,,survey-text,,51
,,,,,,,,,,,,,"{""Q0"":""At first, I based my route off by looking at the four closest circles and making my decisions from there. Near the end, I started to base my decisions off of the final destination of the plane. I hardly ever guessed because I realized that paying the fee is less risky."",""Q1"":""I learned that guessing is not the way to go. I also learned that paying a small fee is almost always worth it when trying to find the best route. The biggest thing I can take away from this game is that the amount of planning you do dramatically changes your outcome."",""Q2"":""20"",""Q3"":""Male""}",423066,,1044842,,,survey-text,,52
,,,,,,,,,,,,,"{""Q0"":""I looked at the locations closest to me and looked at the locations along the path with the highest pay."",""Q1"":""Not really. I felt I planned fairly well throughout."",""Q2"":""30"",""Q3"":""female""}",122967,,1023955,,,survey-text,,53
,,,,,,,,,,,,,"{""Q0"":""I guessed"",""Q1"":""No I didn't it seemed random"",""Q2"":""40"",""Q3"":""female""}",38610,,475232,,,survey-text,,55
,,,,,,,,,,,,,"{""Q0"":""i didn't"",""Q1"":""no"",""Q2"":""22"",""Q3"":""female""}",13748,,435319,,,survey-text,,56
,,,,,,,,,,,,,"{""Q0"":""I didn't really plan anything."",""Q1"":""It was a really hard game with little to non understanding directions."",""Q2"":""37"",""Q3"":""Female""}",44187,,576288,,,survey-text,,57
