questions,responses,rt,time_elapsed,trial_type,pid
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$30 to $30"",""$3"",""1 dollar for every $10 you make in the game""]",33778,481214,survey-multi-choice,41
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",16580,645917,survey-multi-choice,42
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$0 to $15"",""$1"",""1 cent for every $1 you make in the game""]",13443,211304,survey-multi-choice,43
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$0"",""1 cent for every $1 you make in the game""]",24183,211184,survey-multi-choice,44
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",17723,482008,survey-multi-choice,45
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",20213,366773,survey-multi-choice,46
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $10 you make in the game""]",9749,175314,survey-multi-choice,47
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",14363,463629,survey-multi-choice,48
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",29890,951437,survey-multi-choice,49
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",20227,432226,survey-multi-choice,50
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",19584,397424,survey-multi-choice,51
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",14142,459615,survey-multi-choice,52
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",11625,576423,survey-multi-choice,53
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",9202,390811,survey-multi-choice,54
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",20556,475288,survey-multi-choice,55
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",17372,557358,survey-multi-choice,56
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",18871,397618,survey-multi-choice,57
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",16354,274692,survey-multi-choice,58
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$0"",""1 cent for every $1 you make in the game""]",18690,291908,survey-multi-choice,59
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",21066,521038,survey-multi-choice,60
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",38682,477572,survey-multi-choice,61
