questions,responses,rt,time_elapsed,trial_type,pid
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$0 to $15"",""$1"",""1 cent for every $1 you make in the game""]",28518,570864,survey-multi-choice,25
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",30414,745062,survey-multi-choice,26
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",20620,291858,survey-multi-choice,27
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$0 to $15"",""$1"",""1 cent for every $1 you make in the game""]",18888,370704,survey-multi-choice,28
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",18458,710591,survey-multi-choice,29
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",16981,537438,survey-multi-choice,30
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",23706,427851,survey-multi-choice,31
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",12264,576531,survey-multi-choice,32
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",10860,616282,survey-multi-choice,33
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$0 to $15"",""$0"",""1 cent for every $1 you make in the game""]",27273,457956,survey-multi-choice,34
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 dollar for every $10 you make in the game""]",27036,343382,survey-multi-choice,35
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$0 to $15"",""$1"",""1 cent for every $1 you make in the game""]",47464,608149,survey-multi-choice,36
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",28058,609592,survey-multi-choice,37
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 dollar for every $1 you make in the game""]",30730,626987,survey-multi-choice,38
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",33842,656596,survey-multi-choice,39
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 dollar for every $10 you make in the game""]",88398,612468,survey-multi-choice,40
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",12259,452733,survey-multi-choice,41
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$0 to $15"",""$1"",""1 cent for every $1 you make in the game""]",9427,241701,survey-multi-choice,42
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",42560,433490,survey-multi-choice,43
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",35859,410090,survey-multi-choice,44
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",10011,209731,survey-multi-choice,45
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",40650,451856,survey-multi-choice,46
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",15735,350472,survey-multi-choice,47
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",15305,372175,survey-multi-choice,48
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$0 to $15"",""$0"",""1 cent for every $1 you make in the game""]",51130,583833,survey-multi-choice,49
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",41164,641166,survey-multi-choice,50
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",14364,620209,survey-multi-choice,51
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",16862,420824,survey-multi-choice,52
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",18417,309690,survey-multi-choice,53
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",21571,821084,survey-multi-choice,54
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",29871,359440,survey-multi-choice,55
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",26942,539882,survey-multi-choice,56
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$0 to $15"",""$0"",""1 cent for every $10 you make in the game""]",23013,157645,survey-multi-choice,57
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",23457,588529,survey-multi-choice,58
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $1 you make in the game""]",11027,752474,survey-multi-choice,59
"[""What was the range of node values?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""-$10 to $10"",""$1"",""1 cent for every $10 you make in the game""]",24061,255159,survey-multi-choice,60
