,pid,info_cost,trial_index,pr_sum,click_prs
66,4,1.0,3,-10.520119344728919,"[0.0, -1.2145709566822589, 0.0, 0.0, -2.0504761995847396, -2.4183573961539615, -2.4183573961539899, -2.4183573961539686, 0.0]"
67,4,1.0,4,-15.352067237046239,"[0.0, -2.6964432864539836, -3.2398999534492203, 0.0, 0.0, -0.42216426467021151, -2.0914052037583186, -2.4389765338668266, -4.463177994847678]"
68,4,1.0,5,-14.575208609929557,"[0.0, -2.6964432864539836, -1.0700487513073025, -10.808716572168271]"
69,4,1.0,6,-21.58796499557956,"[0.0, 0.0, -1.4840427344059393, -1.4840427344059428, -1.2288765836224123, -0.39533417462420672, -1.5785430420619448, 0.0, -1.1607736620865303, -2.4593527162412521, -2.9203939899296429, -2.9536976948833598, -2.944730482381523, -2.9781771809368074, 0.0]"
70,4,1.0,7,-11.227322269615396,"[0.0, -1.4840427344059464, -2.2199156558332973, -2.2199156558332973, -2.733852218815187, 0.0, 0.0, -1.8153473055225788, -0.75424869920508897, 0.0]"
71,4,1.0,8,-16.09303327625731,"[0.0, -1.4840427344059464, -2.2199156558332973, -2.2199156558332973, -3.0724563364218582, 0.0, -2.2913689159843678, -2.2913689159843678, 0.0, -0.027483630084471855, -0.86252862013590814, 0.0, -1.623952811573794]"
72,4,1.0,9,-14.080058621162888,"[0.0, -0.3953341746242085, -3.2398999534492203, -10.44482449308946]"
73,4,1.0,10,-10.902287266340949,"[0.0, 0.0, 0.0, -0.42216426467021329, -2.733852218815187, 0.0, -2.1025151998114398, -2.1025151998114389, -3.5412403832326689]"
74,4,1.0,11,-5.9000603020309725,"[0.0, -0.3953341746242085, 0.0, -5.504726127406764]"
75,4,1.0,12,-4.952586963372051,"[0.0, -0.42216426467021329, 0.0, -1.3911280796856484, -1.3911280796856467, -0.39533417462420672, 0.0, 0.0, -1.3528323647063356]"
76,4,1.0,13,-7.924235161261844,"[0.0, 0.0, 0.0, -1.9899240058153325, -2.3123998279846134, -1.1395557413175759, 0.0, -2.4823555861443225, 0.0]"
77,4,1.0,14,-17.71213660669236,"[0.0, -3.1940920156784758, -1.0700487513073025, -0.61847246540549783, 0.0, 0.0, -2.2199156558332955, -3.0148876859638509, -3.0814235489236932, -4.5132964835802465]"
78,4,1.0,15,-1.4245526479266388,"[0.0, -1.4245526479266388, 0.0, 0.0, 0.0]"
79,4,1.0,16,-2.7931822563597155,"[0.0, -0.3953341746242085, 0.0, 0.0, -0.41415075001652113, 0.0, -1.9836973317189859]"
80,5,0.25,1,-19.336993235898053,[-19.336993235898053]
81,5,0.25,2,-19.336993235898053,[-19.336993235898053]
82,5,0.25,3,-19.336993235898053,[-19.336993235898053]
83,5,0.25,4,-19.336993235898053,[-19.336993235898053]
84,5,0.25,5,-7.429812964189814,"[-0.07418730794547912, -0.11506385189165869, -0.07418730794547912, -0.087407838163187535, -0.05642262475399562, -0.20887584913392487, -0.17696766581844159, -0.23551118196838061, -6.4011893365692671]"
85,5,0.25,6,-5.688689287901621,"[-0.07418730794547912, -0.022008275477492845, -0.056663824641475458, -0.022008275477492845, -0.030036829816211252, -0.022008275477496397, -0.012322611023538599, -0.012322611023538599, -5.4371312770188958]"
86,5,0.25,7,-9.456293710165923,"[-0.07418730794547912, -0.07418730794547912, -0.03911948387059283, -0.066770967814839821, -0.067236252098329174, -0.088502952545422175, -0.060655679097383342, -0.38588175422477278, -8.5997520046236247]"
87,5,0.25,8,-18.60464666462267,"[-0.07418730794547912, -18.530459356677191]"
88,5,0.25,9,-18.60464666462267,"[-0.07418730794547912, -18.530459356677191]"
89,5,0.25,10,-9.691943488263028,"[-0.07418730794547912, -0.087407838163191087, -0.05642262475399562, -0.040606715964038642, -0.022008275477492845, -0.031835630207154964, -0.65996613837102558, -0.66799469270974399, -8.0515142646709066]"
90,5,0.25,11,-2.074773367454039,"[-0.07418730794547912, -0.05642262475399562, -0.20887584913392132, -0.24975239308010089, -0.24975239308010089, -0.29062893702628045, -0.040748406239746515, -0.022892497171365989, 0.0, -0.060546435302317292, 0.0, -0.060546435302317292, -0.7604200884184138]"
91,5,0.25,12,-17.834050721583996,"[-0.07418730794547912, -0.14121717101439657, -0.17008389596183449, -17.448562346662285]"
92,5,0.25,13,-5.510008681857165,"[-0.07418730794547912, -5.4358213739116863]"
93,5,0.25,14,-6.2167939585496015,"[-0.07418730794547912, -0.03911948387059283, -0.38588175422476922, -0.53559617759411182, -0.14324796950966245, -0.20804118352846146, -0.2000126291897466, -0.13428794688815771, 0.0, -0.123840388379584, -0.12934697329922074, -0.060546435302313739, -4.1826857088175018]"
94,5,0.25,15,-5.3665411496780635,"[-0.07418730794547912, -0.087407838163191087, -0.10866258457130584, -0.055550236185201385, -0.022008275477492845, -0.20804118352846146, -0.21606973786718342, -0.20804118352846146, -0.21606973786718342, -0.13428794688815771, -0.25466978592284661, -3.7815453317330991]"
95,5,0.25,16,-1.6693361743681905,"[-0.07418730794547912, -0.03911948387059283, -0.067236252098325622, -0.20804118352846501, -0.21793765306966151, -0.20804118352846501, -0.20001262918974305, -0.13428794688815415, 0.0, -0.123840388379584, -0.12934697329921363, -0.10353793027284297, -0.12934697329921363, 0.0, -0.034400268998449945, 0.0, 0.0]"
96,6,1.0,1,-11.96176002251828,[-11.961760022518281]
97,6,1.0,2,-11.96176002251828,[-11.961760022518281]
98,6,1.0,3,-11.96176002251828,[-11.961760022518281]
99,6,1.0,4,-11.96176002251828,[-11.961760022518281]
100,6,1.0,5,-11.96176002251828,[-11.961760022518281]
101,6,1.0,6,-11.96176002251828,[-11.961760022518281]
102,6,1.0,7,-11.96176002251828,[-11.961760022518281]
103,6,1.0,8,-11.96176002251828,[-11.961760022518281]
104,6,1.0,9,-11.96176002251828,[-11.961760022518281]
105,6,1.0,10,-11.96176002251828,[-11.961760022518281]
106,6,1.0,11,-11.96176002251828,[-11.961760022518281]
107,6,1.0,12,-11.96176002251828,[-11.961760022518281]
108,6,1.0,13,-11.96176002251828,[-11.961760022518281]
109,6,1.0,14,-10.501923041041433,"[0.0, -10.501923041041433]"
110,6,1.0,15,-11.96176002251828,[-11.961760022518281]
111,6,1.0,16,-11.96176002251828,[-11.961760022518281]
112,7,4.0,1,-0.15027686399610235,[-0.15027686399610235]
113,7,4.0,2,-0.15027686399610235,[-0.15027686399610235]
114,7,4.0,3,-0.15027686399610235,[-0.15027686399610235]
115,7,4.0,4,-0.15027686399610235,[-0.15027686399610235]
116,7,4.0,5,-0.15027686399610235,[-0.15027686399610235]
117,7,4.0,6,-0.15027686399610235,[-0.15027686399610235]
118,7,4.0,7,-0.15027686399610235,[-0.15027686399610235]
119,7,4.0,8,-0.15027686399610235,[-0.15027686399610235]
120,7,4.0,9,-0.15027686399610235,[-0.15027686399610235]
121,7,4.0,10,-0.15027686399610235,[-0.15027686399610235]
122,7,4.0,11,-0.15027686399610235,[-0.15027686399610235]
123,7,4.0,12,-0.15027686399610235,[-0.15027686399610235]
124,7,4.0,13,-0.15027686399610235,[-0.15027686399610235]
125,7,4.0,14,-0.15027686399610235,[-0.15027686399610235]
126,7,4.0,15,-0.15027686399610235,[-0.15027686399610235]
127,7,4.0,16,-0.15027686399610235,[-0.15027686399610235]
128,8,4.0,1,-3.839829593211215,"[-0.0023450817888783226, -0.0023450817888783504, -0.0023450817888783781, -2.0127053620842594, -0.002268686116638996, 0.0, -1.8178202996436814, 0.0]"
129,8,4.0,2,-21.21859327917659,"[-0.0023450817888783226, -3.7049114270696077, -0.0092541191532541367, -0.0092541191532541645, -3.7130515677123412, -0.0022686861166398842, -3.7118204644339805, -4.14818590945411, -2.8576929493330923, -2.8576929493330852, -0.20211600562834775]"
130,8,4.0,3,-5.9593213941652365,"[-0.0023450817888783226, -4.1574596222459341, 0.0, -1.7995166901304245, 0.0]"
131,8,4.0,4,-20.372303078354424,"[-0.0023450817888783226, -0.0023450817888783504, -2.0131523278770542, -2.0131523278770542, -3.9288376942788572, -3.9288376942788577, -4.1468705765698992, -4.1468705765699001, -0.18989171732504762]"
132,8,4.0,5,-18.78389340865577,"[-0.0023450817888783226, -3.7130515677123412, -3.7130515677123412, -3.7130515677123412, -4.1441586013693037, -0.0022686861166398842, 0.0, -3.4959663362439279, 0.0]"
133,8,4.0,6,-22.582356097162183,"[-0.0023450817888783226, -0.0023450817888783504, -2.0131523278770533, -2.0131523278770533, -3.9288376942788563, -3.7068948460215072, -3.7068948460215072, -2.8648948934432621, -4.1495942188316892, -0.19424477923350025]"
134,8,4.0,7,-16.870132597334432,"[-0.0023450817888783226, -3.7130515677123412, -3.7122435910024034, -3.7089561926698771, -0.0022686861166398842, 0.0, -1.8077069582214165, -3.7269734873817058, -0.19658703244117248]"
135,8,4.0,8,-25.394239547527487,"[-0.0023450817888783226, -3.7130515677123412, -3.7089561926698771, -3.7089561926698771, -0.0022686861166398842, -4.1481859094541047, -4.1481471338128699, -4.1481471338128699, 0.0, -1.8141816494900276, 0.0]"
136,8,4.0,9,-7.786613677664929,"[-0.0023450817888783226, -3.7049114270696077, -3.9212502311742967, -0.15810693763214539]"
137,8,4.0,10,-5.895252565111096,"[-0.0023450817888783226, -2.0131523278770533, -0.002268686116638996, -3.705729331003361, -0.17175713832516415]"
138,8,4.0,11,-9.070771367113739,"[-0.0023450817888783226, -2.0131523278770533, -2.0110304445626719, -2.0110304445626728, -2.8574295768370828, -0.17578349148537953]"
139,8,4.0,12,-4.8750488698173955,"[-0.0023450817888783226, -2.0131523278770533, -2.8595514601514638, 0.0, 0.0]"
140,8,4.0,13,-22.4165622619027,"[-0.0023450817888783226, -2.0131523278770533, -4.1462804846836843, -4.1457050615517543, -4.1457050615517543, -2.0131523278770538, -2.0131523278770533, -3.9370695886954685, 0.0, 0.0]"
141,8,4.0,14,-5.522524637203464,"[-0.0023450817888783226, -3.717009452605236, 0.0, -1.8031701028093501, 0.0]"
142,8,4.0,15,-7.443209375423965,"[-0.0023450817888783226, -3.717009452605236, 0.0, -3.523624462054519, -0.0022686861166381078, -0.19796169285869425]"
143,8,4.0,16,-8.374141796080442,"[-0.0023450817888783226, -0.0023450817888783504, -2.0131523278770533, -2.0110304445626719, -0.0022686861166398842, -4.1495942188316892, -0.19340595511463121]"
144,9,0.25,1,-17.249983053592697,"[0.0, -17.249983053592697]"
145,9,0.25,2,-1.8909760251683458,"[0.0, 0.0, -0.42547433702026183, -0.42547433702026183, -0.071770509823984696, -0.14312075550660808, -0.046700749808138653, -0.12627837196681568, -0.13115433914128261, -0.13115433914128261, -0.13178495688644531, -0.12627837196681568, -0.13178495688644887, 0.0, 0.0, 0.0, 0.0]"
146,9,0.25,3,-1.2303112161749183,"[0.0, 0.0, -0.045784994342731977, -0.06121486122827946, -0.068800537996899891, -0.06121486122827946, -0.06121486122827946, -0.078043024657247884, -0.027446155841481357, -0.096246693838374142, -0.73034522581334471]"
147,9,0.25,4,-17.139489905703087,"[0.0, 0.0, -0.11765451496982138, -17.021835390733266]"
148,9,0.25,5,-8.564985828963948,"[0.0, 0.0, -0.19989840226221389, -8.3650874267017343]"
149,9,0.25,6,-3.396337484256197,"[0.0, -0.1260301594747304, -0.21903191909296638, 0.0, 0.0, -3.0512754056885001]"
150,9,0.25,7,-3.2093662989505525,"[0.0, -0.1260301594747304, -0.1260301594747304, -0.45103490265901058, -0.071770509823984696, -0.57814633797409698, -0.60526696846100592, -0.8648127215583159, -0.071770509823984696, -0.038792127138478349, -0.0040418891217228747, -0.27167001344049169]"
151,9,0.25,8,-11.71049194348247,"[0.0, -0.42547433702026538, -0.66222265940045943, -0.66222265940045943, -9.9605722876612859]"
152,9,0.25,9,-16.988331524844856,"[0.0, 0.0, -0.1353453272921783, -16.852986197552678]"
153,9,0.25,10,-15.671068921415307,"[0.0, 0.0, -0.91560778459892056, -0.88696140151401259, -13.868499735302374]"
154,9,0.25,11,-3.5931121064698246,"[0.0, -0.1260301594747304, -0.65540331418294429, -0.66115720009648626, -0.18245278422872602, -0.031488044963204231, -1.9365806035237334]"
155,9,0.25,12,-9.260984787996513,"[0.0, -0.1260301594747304, -0.43924946538744436, -0.32850184952958017, -8.3672033136047581]"
156,9,0.25,13,-10.464343810710748,"[0.0, -0.56618735306954449, -0.58390157186222069, -0.37962298080707058, -8.9346319049719121]"
157,9,0.25,14,-9.954104830463077,"[0.0, -0.91560778459891878, -0.86572008784547094, -0.73962401045809045, -7.4331529475605969]"
158,9,0.25,15,-6.041596928130581,"[0.0, -0.91560778459891878, -0.73143214095731324, -0.90701655862684305, 0.0, -0.30026555890661299, 0.0, -3.1872748850408925]"
159,9,0.25,16,-2.7994152402909904,"[0.0, -0.47687646542053486, -0.28571081674017762, 0.0, 0.0, -0.076601023656120759, -0.021149967186751439, -0.44049806385293522, -0.43291238708431479, -0.52309418524757945, -0.5425723311025763, 0.0]"
160,10,4.0,1,-2.167193771203844,"[-0.0023450817888783226, -2.0068284387193658, 0.0, 0.0, -0.15802025069559994]"
161,10,4.0,2,-0.15027686399610235,[-0.15027686399610235]
162,10,4.0,3,-0.15027686399610235,[-0.15027686399610235]
163,10,4.0,4,-0.15027686399610235,[-0.15027686399610235]
164,10,4.0,5,-0.15027686399610235,[-0.15027686399610235]
165,10,4.0,6,-0.15027686399610235,[-0.15027686399610235]
166,10,4.0,7,-0.15027686399610235,[-0.15027686399610235]
167,10,4.0,8,-0.15027686399610235,[-0.15027686399610235]
168,10,4.0,9,-0.15027686399610235,[-0.15027686399610235]
169,10,4.0,10,-0.15027686399610235,[-0.15027686399610235]
170,10,4.0,11,-0.15027686399610235,[-0.15027686399610235]
171,10,4.0,12,-0.15027686399610235,[-0.15027686399610235]
172,10,4.0,13,-0.15027686399610235,[-0.15027686399610235]
173,10,4.0,14,-0.15027686399610235,[-0.15027686399610235]
174,10,4.0,15,-0.15027686399610235,[-0.15027686399610235]
175,10,4.0,16,-0.15027686399610235,[-0.15027686399610235]
176,11,1.0,1,-3.657254702180291,"[0.0, 0.0, 0.0, -0.47384667555518245, 0.0, -1.6263945351466815, 0.0, 0.0, 0.0, -0.7542486992050903, -0.80276479227333652]"
177,11,1.0,2,-8.657726264887728,"[0.0, -1.4840427344059464, -2.2199156558332973, -2.2199156558332973, -2.733852218815187, 0.0, 0.0, 0.0]"
178,11,1.0,3,-9.547493532567275,"[0.0, -0.42216426467021329, -2.0109549178155781, -2.0109549178155817, 0.0, -0.35450389661933457, 0.0, 0.0, -2.2665599495022448, -2.4823555861443225, 0.0]"
179,11,1.0,4,-12.66509455159649,"[0.0, 0.0, -0.42216426467021329, -0.42216426467021329, -2.0914052037583186, -0.74578617190971919, -1.3911280796856467, -1.8988072287637525, -5.6936393381386257]"
180,11,1.0,5,-21.60585707540224,"[0.0, -1.4840427344059464, -1.4840427344059428, -2.2199156558332938, 0.0, -1.3911280796856502, -1.8988072287637543, -3.0148876859638527, -2.8383881212387951, -2.8383881212387916, -4.4362567138662126]"
181,11,1.0,6,-15.781727150157128,"[0.0, -1.4840427344059464, -1.5774686407764271, -1.5774686407764271, -0.74578617190972096, -1.6263945351466802, -1.5785430420619448, -2.4878530482618153, -2.2448176205769137, -2.4593527162412521, 0.0]"
182,11,1.0,7,-1.4863533503103064,"[0.0, 0.0, -1.0263946625230389, 0.0, -0.45995868778726745, 0.0]"
183,11,1.0,8,-5.704188893780675,"[0.0, -1.0263946625230425, 0.0, 0.0, -0.43967814059373822, -1.4127053635546183, -1.4127053635546361, -1.4127053635546396, 0.0]"
184,11,1.0,9,-13.303804058413366,"[0.0, -2.6964432864539836, -3.2398999534492203, -7.3674608185101622]"
185,11,1.0,10,-15.064568912373048,"[0.0, -2.6964432864539836, -2.6485917933692509, -1.9085447074904742, 0.0, 0.0, -0.86150789309039766, -0.86150789309039766, 0.0, -0.18057794911182334, 0.0, -2.9536976948833615, -2.9536976948833598, 0.0]"
186,11,1.0,11,-0.3953341746242085,"[0.0, -0.3953341746242085, 0.0, 0.0]"
187,11,1.0,12,-12.054549719958533,"[0.0, -0.42216426467021329, -0.92984341374831914, -0.92984341374831914, 0.0, -2.8383881212387916, -2.8383881212387934, -1.8713235986792824, 0.0, -0.027483630084473631, 0.0, -0.9670645225595127, -0.9670645225595127, -0.26298611143131545]"
188,11,1.0,13,-28.892269484864137,"[0.0, -0.3953341746242085, 0.0, -0.34592509715156794, -11.101021086786831, -13.170109889789426, -1.989924005815336, -1.2311611942052352, 0.0, -0.6587940364915319, 0.0]"
189,11,1.0,14,-21.245136441517857,"[0.0, -3.1940920156784758, -1.0700487513073025, -1.0700487513073025, 0.0, 0.0, -2.2199156558332955, -3.0148876859638509, -3.0814235489236932, -3.0814235489236932, -4.5132964835802465]"
190,11,1.0,15,-7.943426667168815,"[0.0, -1.4245526479266388, -0.78482490185148279, -0.78482490185148279, -1.7122365067551897, 0.0, -1.3911280796856467, -1.3911280796856467, 0.0, 0.0, -0.45473154941272753, 0.0]"
191,11,1.0,16,-12.213244711820405,"[0.0, -1.4245526479266388, 0.0, -1.7152446560475632, -2.0504761995847396, -2.1862564159534728, -2.4183573961539899, -2.4183573961540006, 0.0]"
192,12,1.0,1,-11.96176002251828,[-11.961760022518281]
193,12,1.0,2,-11.96176002251828,[-11.961760022518281]
194,12,1.0,3,-11.96176002251828,[-11.961760022518281]
195,12,1.0,4,-11.96176002251828,[-11.961760022518281]
196,12,1.0,5,-11.96176002251828,[-11.961760022518281]
197,12,1.0,6,-11.96176002251828,[-11.961760022518281]
198,12,1.0,7,-11.96176002251828,[-11.961760022518281]
199,12,1.0,8,-11.96176002251828,[-11.961760022518281]
200,12,1.0,9,-11.96176002251828,[-11.961760022518281]
201,12,1.0,10,-11.96176002251828,[-11.961760022518281]
202,12,1.0,11,-11.96176002251828,[-11.961760022518281]
203,12,1.0,12,-11.96176002251828,[-11.961760022518281]
204,12,1.0,13,-11.96176002251828,[-11.961760022518281]
205,12,1.0,14,-11.96176002251828,[-11.961760022518281]
206,12,1.0,15,-11.96176002251828,[-11.961760022518281]
207,12,1.0,16,-11.96176002251828,[-11.961760022518281]
208,13,0.25,1,-12.196783579080874,"[0.0, 0.0, -0.7571772350171635, -0.29275660688789706, -0.26510059315942769, -10.881749144016386]"
209,13,0.25,2,-2.61733512684982,"[0.0, -0.30026555890661299, 0.0, -0.055550236185201385, -0.03911948387059283, -0.059967397496926367, 0.0, 0.0, -0.03911948387059283, -0.088502952545422175, 0.0, 0.0, -0.43599350047974639, -0.49180319804774086, -0.5425723311025763, -0.56444098434440804, 0.0]"
210,13,0.25,3,-2.6105361211149116,"[0.0, 0.0, -0.1260301594747304, -0.57194123898309002, -0.071770509823984696, -0.11447393615941692, -0.0030578504144287422, -0.33784294675193394, -0.33784294675193394, -0.33784294675193394, -0.051176563167715017, 0.0, -0.32927851141787556, -0.32927851141786846, 0.0, 0.0]"
211,13,0.25,4,-12.477678279615109,"[-0.07418730794547912, -0.087407838163191087, -0.05642262475399562, -0.097299168700175187, -0.17696766581844159, -0.20887584913392132, -0.17696766581844159, -0.23727101833291542, -0.46088497746406532, -0.65163019256448251, -10.24976397092]"
212,13,0.25,5,-2.573459682725556,"[-0.07418730794547912, -0.14121717101439657, -0.07418730794547912, -0.087407838163187535, -0.05642262475399562, -0.088502952545422175, -0.060655679097383342, -0.088502952545425728, 0.0, -0.25954575309730998, 0.0, -0.060546435302317292, -0.37516067411559462, -0.10010967075258392, -0.54257233110257275, -0.56444098434440804, 0.0]"
