p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,key_press,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,,,,,,,,"{""Q0"":""Checking first which circles paid more and following that route."",""Q1"":""I did, plan carefully! "",""Q2"":""31"",""Q3"":""Female""}",39219,,1010528,,,survey-text,,31
,,,,,,,,,,,,,,"{""Q0"":""just did randomly"",""Q1"":""not really"",""Q2"":""58"",""Q3"":""female""}",19792,,1177495,,,survey-text,,32
,,,,,,,,,,,,,,"{""Q0"":""Finding the dollar amount first and then maximizing profits."",""Q1"":""No"",""Q2"":""32"",""Q3"":""Male""}",41088,,1074295,,,survey-text,,33
,,,,,,,,,,,,,,"{""Q0"":""Based on the reward"",""Q1"":""yes, inded"",""Q2"":""32"",""Q3"":""Male""}",63398,,1526996,,,survey-text,,34
,,,,,,,,,,,,,,"{""Q0"":""guessed"",""Q1"":""no"",""Q2"":""25"",""Q3"":""male""}",31479,,1033219,,,survey-text,,35
,,,,,,,,,,,,,,"{""Q0"":""I went with the overall best sum as best as I could."",""Q1"":""I learned it was better to check as much as possible, worth the .25"",""Q2"":""41"",""Q3"":""Male""}",52896,,1113854,,,survey-text,,36
,,,,,,,,,,,,,,"{""Q0"":""It was entirely random."",""Q1"":""There was no planning involved.  This was a game of chance."",""Q2"":""62"",""Q3"":""female""}",40113,,1323177,,,survey-text,,37
,,,,,,,,,,,,,,"{""Q0"":""I tried to determine which routes would have positive values on the first step -- then I tried to mostly minimize how many I uncovered by ignoring the routes that had a large negative value as the first step, figuring it probably wouldn't pay to uncover the rest, even if the rest were positive."",""Q1"":""Well I thought I started to see a pattern that the amounts tended to be $4, $12, or $20, or negatives of those, so if I saw a first step with a -$12 then I figured it probably wouldn't be worth pursuing, if other routes started with a positive value. I also later started to uncover fewer destinations, realizing that I was eating up a lot of profits by checking all of them. It was tough though because I like to play it safe and am not comfortable taking risks!"",""Q2"":""48"",""Q3"":""female""}",226968,,1423477,,,survey-text,,38
,,,,,,,,,,,,,,"{""Q0"":""Well, going up seemed to be the most frequently \""correct\"" answer when I wasn't going that way, but when I did I often wound up in the red.  I think this was intentionally rigged to wind up with me getting a zero bonus."",""Q1"":""Not really."",""Q2"":""38"",""Q3"":""Male""}",71658,,1654322,,,survey-text,,40
,,,,,,,,,,,,,,"{""Q0"":""I calculated which would make the most money"",""Q1"":""yes"",""Q2"":""53"",""Q3"":""male""}",47452,,1275109,,,survey-text,,41
,,,,,,,,,,,,,,"{""Q0"":""I didn't have a plan."",""Q1"":""No."",""Q2"":""26"",""Q3"":""Female""}",21191,,1013318,,,survey-text,,42
,,,,,,,,,,,,,,"{""Q0"":""I didn't develop any plans, it was random."",""Q1"":""Not really"",""Q2"":""63"",""Q3"":""male""}",53482,,1044326,,,survey-text,,44
,,,,,,,,,,,,,,"{""Q0"":""I just picked a random direction."",""Q1"":""No"",""Q2"":""34"",""Q3"":""female""}",82458,,1471387,,,survey-text,,45
,,,,,,,,,,,,,,"{""Q0"":""I was just trying to make the most amount of bonus money."",""Q1"":""I feel that the entire thing was rigged as I lost almost my entire bonus in the last round doing the same actions I had done previously."",""Q2"":""39"",""Q3"":""Male""}",62855,,1359745,,,survey-text,,46
,,,,,,,,,,,,,,"{""Q0"":""I began by exposing the first step in the route. If it lost money, i would chose another route. If it was a good amount, i would expose later steps."",""Q1"":""To eliminate routes early to minimize the amount of money spent exposing amounts."",""Q2"":""27"",""Q3"":""Male""}",69407,,1192472,,,survey-text,,47
,,,,,,,,,,,,,,"{""Q0"":""Looked for a positive first step and a positive last step."",""Q1"":""Overall I think I would have been better off to fly blind and not check at all. Note, I am a pilot and that just grates."",""Q2"":""66"",""Q3"":""male""}",106297,,1283745,,,survey-text,,48
,,,,,,,,,,,,,,"{""Q0"":""I checked the spots closest to the center and then checked the spot connected to the highest paying one."",""Q1"":""No. I couldn't figure out any kind of strategy that seemed to work consistently."",""Q2"":""44"",""Q3"":""male""}",131125,,1103099,,,survey-text,,49
,,,,,,,,,,,,,,"{""Q0"":""I felt that it was totally random and a waste of money to check in advance, so I planned which route I would go while I was waiting for the timer to go down at random. "",""Q1"":""Nope"",""Q2"":""37"",""Q3"":""Male""}",44501,,896561,,,survey-text,,50
,,,,,,,,,,,,,,"{""Q0"":""I tried to play as safely as possible and aimed for minimizing money loss."",""Q1"":""I don't feel like I did."",""Q2"":""32"",""Q3"":""Male""}",45157,,1232678,,,survey-text,,51
,,,,,,,,,,,,,,"{""Q0"":""I actually just did it by chance. I really didn't plan a route until the game came up."",""Q1"":""No, I didn't pay attention to see if there was a pattern because I figured it was all random."",""Q2"":""35"",""Q3"":""female""}",42632,,1187287,,,survey-text,,52
,,,,,,,,,,,,,,"{""Q0"":""random, then targeted the nearest points trying to avoid penalties - then just targeted the end points looking for sweet spots"",""Q1"":""i wish - oh wait - have no fear about penalties and just go for the sweet spots? or is it something about probabilities? I wish you would just tell me -- this was a fun game to play"",""Q2"":""57"",""Q3"":""female""}",146149,,1615625,,,survey-text,,53
,,,,,,,,,,,,,,"{""Q0"":""The best strategy seemed to be revealing the next to last points, then next revealing the points connected to those that seemed the most valuable. If multiple ones had the same values, reveal all of those for comparison. Choose the most valuable route to travel."",""Q1"":""I learned it was best to reveal my entire route before actually trying to use that route. I also tried to reveal the least points necessary."",""Q2"":""30"",""Q3"":""female""}",284829,,1445190,,,survey-text,,54
,,,,,,,,,,,,,,"{""Q0"":""Check all first stops, then final destination of which first stops paid the most"",""Q1"":""it was worth spending the money to explore but not every choice."",""Q2"":""47"",""Q3"":""male""}",135384,,1026013,,,survey-text,,55
,,,,,,,,,,,,,,"{""Q0"":""no plan."",""Q1"":""not really. "",""Q2"":""39"",""Q3"":""female""}",30753,,1376810,,,survey-text,,56
,,,,,,,,,,,,,,"{""Q0"":""I worked from the outside to the middle. "",""Q1"":""I learned to click on the first dots because it didn't help me as much as the outside ones. "",""Q2"":""48"",""Q3"":""female""}",68927,,1035226,,,survey-text,,57
,,,,,,,,,,,,,,"{""Q0"":""Kind of clockwise"",""Q1"":""No"",""Q2"":""32"",""Q3"":""Male""}",21324,,1612491,,,survey-text,,59
,,,,,,,,,,,,,,"{""Q0"":""I tried to identify two connected high value points in the fewest number of reveals"",""Q1"":""The relatively low cost of reveals gives incentive to use them liberally"",""Q2"":""36"",""Q3"":""male""}",85081,,1166955,,,survey-text,,60
,,,,,,,,,,,,,,"{""Q0"":""At first just random guessing, but then I picked one of the final destination circles and depending on the $ amount, I went from there"",""Q1"":""A little, but I didn't perform as well as I would have liked, looking back on it. This was a fun., interesting HIT, thanks!"",""Q2"":""72"",""Q3"":""Female""}",86014,,1199317,,,survey-text,,61
,,,,,,,,,,,,,,"{""Q0"":""It was based on the most profitable route"",""Q1"":""Yes, spend a little now for larger gains later. And time is of the essence."",""Q2"":""49"",""Q3"":""male""}",142131,,1396030,,,survey-text,,62
,,,,,,,,,,,,,,"{""Q0"":""Looked for paths that started with positive monetary values."",""Q1"":""Didn't bother to explore paths that started with large negative values."",""Q2"":""40"",""Q3"":""Male""}",75643,,1046221,,,survey-text,,63
,,,,,,,,,,,,,,"{""Q0"":""I chose to view all immediately available locations. If they were positive I would view remaining locations on that route. If negative I would only check if the amount was lower."",""Q1"":""I learned to check more information in the later rounds. Sometimes $20's would be behind -$4's, making it worth it to go that route."",""Q2"":""31"",""Q3"":""Male""}",118813,,2099449,,,survey-text,,64
,,,,,,,,,,,,,,"{""Q0"":""I initially tried clicking on nodes adjacent to the central node until I found one with a positive value, then selected that. I then selected the node adjacent to the first selected node, then randomly selected one of the two remaining nodes."",""Q1"":""no; I considered finding a positive node adjacent to the central node, then clicking on the two associated destination nodes, determining if there was a destination node that was likely to yield a positive value for the complete path (taking into account the cost for looking a values of the nodes), but I didn't follow through."",""Q2"":""66"",""Q3"":""male""}",436491,,1518481,,,survey-text,,65
,,,,,,,,,,,,,,"{""Q0"":""I tried to find the route to gain the most score"",""Q1"":""no but I did get a better understanding of how the game works when I played it more times"",""Q2"":""30"",""Q3"":""male""}",76523,,1051691,,,survey-text,,66
,,,,,,,,,,,,,,"{""Q0"":""I mostly guessed because uncovering the values was too costly"",""Q1"":""Don't waste all your money uncovering the values"",""Q2"":""57"",""Q3"":""male""}",51065,,1302549,,,survey-text,,67
,,,,,,,,,,,,,,"{""Q0"":""I usually just followed the green. If there was an immediate pay-off in the one of the circles, I would reveal the rest of that particular route's values. Sometimes I would compulsively reveal more out of curiosity."",""Q1"":""Probably not. Seeing negative numbers in red ink kind of makes me panic."",""Q2"":""20"",""Q3"":""Female""}",343113,,1684808,,,survey-text,,68
,,,,,,,,,,,,,,"{""Q0"":""Went the same route most of the time and earned money on most trips"",""Q1"":""super hard to plan"",""Q2"":""31"",""Q3"":""Female""}",61009,,922831,,,survey-text,,69
,,,,,,,,,,,,,,"{""Q0"":""I could not click on the buttons for the first 5 or 6 rounds but afterwards I could and I was able to plan well so I made money"",""Q1"":""Yes.  If I could have clicked on the buttons during the first few rounds I would have done a lot better"",""Q2"":""43"",""Q3"":""female""}",55025,,1471391,,,survey-text,,70
,,,,,,,,,,,,,,"{""Q0"":""      I decided to buy the four locations surrounding the airplane at centerpoint, and go from there."",""Q1"":""     I guess that in a way I did. I learned that you should examine many options before you choose one."",""Q2"":""48"",""Q3"":""Female""}",202277,,1821433,,,survey-text,,71
,,,,,,,,,,,,,,"{""Q0"":""I started at the destination spots to see which ones had he best payouts and worked my way in"",""Q1"":""Not really.  It seems like more luck than anything"",""Q2"":""37"",""Q3"":""Male""}",122045,,1842204,,,survey-text,,72
,,,,,,,,,,,,,,"{""Q0"":""I learn that it's worth it to pay $1 to see which direction i should take. And if two routes reveal the same money, I would spend an additional $1 to see the next step."",""Q1"":""yes "",""Q2"":""23"",""Q3"":""female""}",67255,,1178488,,,survey-text,,73
,,,,,,,,,,,,,,"{""Q0"":""I clicked on the nearest square and then followed the path to try to maximize $"",""Q1"":""Try to avoid the red"",""Q2"":""52"",""Q3"":""Female""}",52542,,923983,,,survey-text,,75
,,,,,,,,,,,,,,"{""Q0"":""I tried to follow the money, and make the most money possible with out spending money to see what path to take"",""Q1"":""make sure to learn the whole path"",""Q2"":""34"",""Q3"":""Male ""}",41876,,1360453,,,survey-text,,76
,,,,,,,,,,,,,,"{""Q0"":""Guess"",""Q1"":""Not really. I couldn't see a pattern."",""Q2"":""33"",""Q3"":""Female""}",23536,,1285438,,,survey-text,,77
,,,,,,,,,,,,,,"{""Q0"":""How to make the most money."",""Q1"":""Don't click so many boxes, and when you see a -20, just stop."",""Q2"":""37"",""Q3"":""male""}",24498,,1311862,,,survey-text,,78
,,,,,,,,,,,,,,"{""Q0"":""Trying to go to as many different values as possible."",""Q1"":""No."",""Q2"":""21"",""Q3"":""Female""}",32570,,1272913,,,survey-text,,79
,,,,,,,,,,,,,,"{""Q0"":""I first paid to reveal the closest destinations to see which had the better values."",""Q1"":""I learned to go further down the line of destinations to reveal the better values."",""Q2"":""31"",""Q3"":""Male""}",70796,,943936,,,survey-text,,81
,,,,,,,,,,,,,,"{""Q0"":""AT first I just guessed. Then I decided to check the first stop on each route to see which had a profit. "",""Q1"":""Checking the profit on the first stop definitely made for at least a little better end profit than just guessing blindly."",""Q2"":""33"",""Q3"":""Female""}",79334,,3240599,,,survey-text,,82
,,,,,,,,,,,,,,"{""Q0"":""I picked the spaces randomly."",""Q1"":""Not at all."",""Q2"":""29"",""Q3"":""female""}",57625,,1622472,,,survey-text,,83
,,,,,,,,,,,,,,"{""Q0"":""I tried to look at the first 4 surrounding options, then once I found a +12 or +20 (if one existed), I explored that branch further before moving."",""Q1"":""Yes, I learned it was wiser to uncover at least one of the leaf nodes on each branch I was considering so I could make a wise guess on which direction to turn at the end to maximize profit. "",""Q2"":""25"",""Q3"":""Male""}",123570,,1163722,,,survey-text,,84
,,,,,,,,,,,,,,"{""Q0"":""I went with the route that had the highest money values!"",""Q1"":"""",""Q2"":""53"",""Q3"":""female""}",104827,,1567055,,,survey-text,,85
,,,,,,,,,,,,,,"{""Q0"":""no plans"",""Q1"":""nope"",""Q2"":""34"",""Q3"":""34""}",27640,,1146611,,,survey-text,,86
,,,,,,,,,,,,,,"{""Q0"":""I tried to figure out if there were any patterns in the game, but I couldn't find any other than moving up from the center was usually a good idea."",""Q1"":""No"",""Q2"":""47"",""Q3"":""male""}",163271,,1655119,,,survey-text,,87
,,,,,,,,,,,,,,"{""Q0"":""I tried to maximize my profit."",""Q1"":""I never saw anything greater than $20, so if I saw a path with a $20 and no deductions, I chose that."",""Q2"":""46"",""Q3"":""female""}",77149,,1049528,,,survey-text,,88
,,,,,,,,,,,,,,"{""Q0"":""Remembering the highest amounts."",""Q1"":""I get better with practice."",""Q2"":""58"",""Q3"":""Female""}",119303,,1787063,,,survey-text,,89
,,,,,,,,,,,,,,"{""Q0"":""Used the location reveal to help plan"",""Q1"":""no"",""Q2"":""34"",""Q3"":""Male""}",38438,,1681037,,,survey-text,,90
,,,,,,,,,,,,,,"{""Q0"":""I looked for a pattern and then checked on the first and last to see which was better."",""Q1"":""Look for a positive on the first trip and one on the last."",""Q2"":""27"",""Q3"":""male""}",34482,,1077275,,,survey-text,,91
,,,,,,,,,,,,,,"{""Q0"":""I tried to use the information gathering but it didn't work, so I went in blind and I still scored badly."",""Q1"":""No."",""Q2"":""29"",""Q3"":""agender""}",28534,,1104224,,,survey-text,,92
,,,,,,,,,,,,,,"{""Q0"":""I checked the end points to see the reward and losses, then proceeded to check if the path was worth pursuing after that."",""Q1"":""I felt like my planning was more or less the same, when going into the game. But as the game went on I started to learn how the game worked."",""Q2"":""24"",""Q3"":""Male""}",112689,,1139075,,,survey-text,,93
,,,,,,,,,,,,,,"{""Q0"":""I tried to decide which route was the best by revealing the four initial directions I could go and then pick between which of the four routes would be most profitable."",""Q1"":""I learned that the more quickly you clicked and revealed more information it was usually most optimal. "",""Q2"":""21"",""Q3"":""Male""}",87416,,993856,,,survey-text,,94
,,,,,,,,,,,,,,"{""Q0"":""I mostly looked at the end nodes to check prices."",""Q1"":""Sometimes it was better to chance it and go blind than trying to gather too much information."",""Q2"":""33"",""Q3"":""Male""}",45140,,1166585,,,survey-text,,95
,,,,,,,,,,,,,,"{""Q0"":""Kept going up and revealing one of the endpoints to choose right or left"",""Q1"":""No"",""Q2"":""19"",""Q3"":""Male""}",49827,,1363937,,,survey-text,,96
,,,,,,,,,,,,,,"{""Q0"":""I just guessed which way to go, sometimes I checked first to see what was in the space."",""Q1"":""Not really."",""Q2"":""28"",""Q3"":""female""}",71105,,1186029,,,survey-text,,97
,,,,,,,,,,,,,,"{""Q0"":""check all stop points and finding the most valuable way "",""Q1"":""yes that you had to pay attention to other stops on the way"",""Q2"":""29"",""Q3"":""female""}",50686,,1368747,,,survey-text,,98
,,,,,,,,,,,,,,"{""Q0"":""It just depended on how I felt, and where I thought was best. "",""Q1"":""Maybe check more before I started a route. "",""Q2"":""26"",""Q3"":""Female""}",58135,,1146798,,,survey-text,,99
,,,,,,,,,,,,,,"{""Q0"":""Tried to stick to local maximum."",""Q1"":""A bit."",""Q2"":""35"",""Q3"":""Male""}",33874,,1422374,,,survey-text,,100
,,,,,,,,,,,,,,"{""Q0"":""It seemed that 2 of the final destinations that shared the same path (for example the 2 final destinations in either one of the 4 directions) had opposite payoffs (ex. +/- $4).  I chose to uncover one in each direction then check one of the 2 intermediate stops to see the payoff.  In this way, it was unnecessary to see all payoffs before determining which route to use."",""Q1"":""The final destination and one of the two intermediate stops is all that needs to be revealed to maximize the payout."",""Q2"":""32"",""Q3"":""male""}",159742,,1234364,,,survey-text,,101
,,,,,,,,,,,,,,"{""Q0"":""I didn't really plan, I just picked. "",""Q1"":""Not really because it changed every time."",""Q2"":""30"",""Q3"":""Female""}",33141,,1039334,,,survey-text,,102
,,,,,,,,,,,,,,"{""Q0"":""I just tried to go where I earned money in the previous game; obviously, I did not do well."",""Q1"":""No, I really didn't."",""Q2"":""62"",""Q3"":""female""}",61864,,1378389,,,survey-text,,103
,,,,,,,,,,,,,,"{""Q0"":""Sometimes I looked and other times I just guessed. "",""Q1"":""No. "",""Q2"":""39"",""Q3"":""Female""}",37050,,1030601,,,survey-text,,104
,,,,,,,,,,,,,,"{""Q0"":""I tried to discover one destination that would give all positive values (regardless of the final amount) and went with it, instead of looking at all hidden values."",""Q1"":""I learned that sometimes it's better to go with a path that looks positive, instead of analyzing many paths and losing time and money."",""Q2"":""32"",""Q3"":""Male""}",107101,,1045847,,,survey-text,,105
,,,,,,,,,,,,,,"{""Q0"":""I remembered the original flight route."",""Q1"":""After the first few rounds I assumed the routes rotates clockwise by 1 and then assumed the 3rd move alternated."",""Q2"":""31"",""Q3"":""Male""}",71723,,1080294,,,survey-text,,106
,,,,,,,,,,,,,,"{""Q0"":""Just tried to go different directions each time and go in the directions it would allow."",""Q1"":""No"",""Q2"":""60"",""Q3"":""Female""}",54762,,1617104,,,survey-text,,107
,,,,,,,,,,,,,,"{""Q0"":""I just chose what felt best. No planning."",""Q1"":""Nope"",""Q2"":""30"",""Q3"":""Female""}",69430,,1624299,,,survey-text,,108
,,,,,,,,,,,,,,"{""Q0"":""First going to the inner circle and hitting some spots and then following + values outward from there."",""Q1"":""You have to choose as many positive values as possible."",""Q2"":""65"",""Q3"":""Female""}",158932,,1764716,,,survey-text,,109
,,,,,,,,,,,,,,"{""Q0"":""I tried different strategies throughout."",""Q1"":""no"",""Q2"":""28"",""Q3"":""female""}",30120,,933652,,,survey-text,,111
,,,,,,,,,,,,,,"{""Q0"":""I tried to maximize my profit, but didn't stress too much as long as I was making a decent profit. I looked at the first 4 choices, then considered the further routes for the paths that looked promising."",""Q1"":""I learned that I sometimes looked at too many choices, but as that mostly cost me time that I didn't need, I didn't care about that too much. "",""Q2"":""27"",""Q3"":""nonbinary""}",69278,,937671,,,survey-text,,112
,,,,,,,,,,,,,,"{""Q0"":""i didnt follow any certain route "",""Q1"":""no i did not"",""Q2"":""26"",""Q3"":""f""}",41122,,1557403,,,survey-text,,114
,,,,,,,,,,,,,,"{""Q0"":""By clicking as few of the circles as possible to find the best route. I winged the first few rounds and that was not optimal."",""Q1"":""yes, I feel that I was able to strategically get better as the game progressed."",""Q2"":""43"",""Q3"":""female""}",68937,,997516,,,survey-text,,115
,,,,,,,,,,,,,,"{""Q0"":""Radomly"",""Q1"":""No"",""Q2"":""32"",""Q3"":""Male""}",22919,,1247325,,,survey-text,,116
,,,,,,,,,,,,,,"{""Q0"":""i just looked at the numbers and picked the ones i new would pay"",""Q1"":""not really"",""Q2"":""34"",""Q3"":""male""}",34225,,1559732,,,survey-text,,117
,,,,,,,,,,,,,,"{""Q0"":""Checking the middle stop for the highest payout."",""Q1"":""Yes once the highest middle payout was found I should have checked the final stop to know which way would be most profitable. "",""Q2"":""33"",""Q3"":""Male""}",68574,,1281766,,,survey-text,,118
,,,,,,,,,,,,,,"{""Q0"":""tried to find a large payout endpoint without a big negative in between"",""Q1"":""don't click too much, guess a little"",""Q2"":""35"",""Q3"":""female""}",31503,,1084002,,,survey-text,,119
,,,,,,,,,,,,,,"{""Q0"":""I randomly chose where to go"",""Q1"":""No. I couldn't understand the patterns to plan with."",""Q2"":""22"",""Q3"":""Male""}",26482,,1282742,,,survey-text,,120
,,,,,,,,,,,,,,"{""Q0"":""Decided not to reveal tiles as I would already be losing too much to make money"",""Q1"":""See above. Although I noticed one round I won $60.00 but my balance did not go up by $.60"",""Q2"":""32"",""Q3"":""male""}",63629,,908304,,,survey-text,,121
,,,,,,,,,,,,,,"{""Q0"":""I get information based on it"",""Q1"":""No"",""Q2"":""34"",""Q3"":""Male""}",23217,,1276501,,,survey-text,,122
,,,,,,,,,,,,,,"{""Q0"":""First checked the areas closest to the airplane to see what was the highest value and then expanded out from there."",""Q1"":""After a few times I used the method I had just described."",""Q2"":""37"",""Q3"":""Male""}",87904,,1294910,,,survey-text,,123
,,,,,,,,,,,,,,"{""Q0"":""by trying to spend the least amount on hidden answers"",""Q1"":""no"",""Q2"":""37"",""Q3"":""male""}",39382,,1050543,,,survey-text,,124
,,,,,,,,,,,,,,"{""Q0"":""most amount gained with less money loss"",""Q1"":""yes, always check the destination before leaving "",""Q2"":""35"",""Q3"":""male""}",69913,,976884,,,survey-text,,126
,,,,,,,,,,,,,,"{""Q0"":""I was trying to open less hidden values to save some money and as soon as I saw good route I took it."",""Q1"":""I need some time to reflect about it more."",""Q2"":""27"",""Q3"":""Female""}",82776,,1364440,,,survey-text,,127
,,,,,,,,,,,,,,"{""Q0"":""I looked north to see what the payoff was.  If it was a positive number, I continued north."",""Q1"":""Obviously not since I didn't earn a bonus"",""Q2"":""54"",""Q3"":""female""}",50576,,1065477,,,survey-text,,128
