p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,key_press,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,,,,,,,,"{""Q0"":""I checked the location I would need to go through no matter what, and if positive I would continue to check that route."",""Q1"":""Yes, I learned to check based on totals rather than simply green or red."",""Q2"":""34"",""Q3"":""Female""}",79136,,1333886,,,survey-text,,44
,,,,,,,,,,,,,,"{""Q0"":""Clicked first bubble and then the last bubbles for the ones that had positive first bubbles"",""Q1"":""Don't always go for highest bubbles that I click"",""Q2"":""28"",""Q3"":""female""}",50064,,1073811,,,survey-text,,46
,,,,,,,,,,,,,,"{""Q0"":""I just tried to find the location that was closest to the airplane and was green first.  Then decided to move along through that route."",""Q1"":""I learned to try to find the destination that had the most money and try to get there without taking too many penalties."",""Q2"":""24"",""Q3"":""Male""}",97818,,1710335,,,survey-text,,48
,,,,,,,,,,,,,,"{""Q0"":""I feel like it went pretty well."",""Q1"":""You better compromise and not try to find the highest values. You have to accept the lowest loss sometimes."",""Q2"":""30"",""Q3"":""Male""}",99031,,2217031,,,survey-text,,49
,,,,,,,,,,,,,,"{""Q0"":""By checking the points that branch and then seeing if the values made it worth going that way."",""Q1"":""Not really."",""Q2"":""30"",""Q3"":""Male""}",99280,,1411943,,,survey-text,,50
,,,,,,,,,,,,,,"{""Q0"":""I just chose randomly"",""Q1"":""Not at this time"",""Q2"":""55"",""Q3"":""female""}",59204,,1421341,,,survey-text,,51
,,,,,,,,,,,,,,"{""Q0"":""I clicked on the stops and destinations until I found one that I was satisfied would give me a positive outcome or at least cut my losses at the time. "",""Q1"":""I learned to start checking the stops first rather than the final destination. "",""Q2"":""29"",""Q3"":""Male""}",67879,,1227519,,,survey-text,,52
,,,,,,,,,,,,,,"{""Q0"":""I would randomly choose a final destination and depending on what the cost was, I would either further investigate that route or try a different route. "",""Q1"":""Yes, at first I tried to find the best route by choosing the first stop at the beginning and not the final destination. "",""Q2"":""22"",""Q3"":""Female ""}",85253,,1288712,,,survey-text,,53
,,,,,,,,,,,,,,"{""Q0"":""I just guess by using the dollar amounts i thought i could earn"",""Q1"":""no"",""Q2"":""48"",""Q3"":""female""}",37984,,1712194,,,survey-text,,55
,,,,,,,,,,,,,,"{""Q0"":""I would click on a path and see if the number was positive or negative. If it was positive I would continue to click through to the next point. If it was negative 4 I would also click through. If it was negative 12 or 20 I would stop that path and try a different route."",""Q1"":""Not sure if I learned anything new. "",""Q2"":""40"",""Q3"":""female""}",205440,,2034133,,,survey-text,,56
,,,,,,,,,,,,,,"{""Q0"":""I was randomly hoping for the best in the first round, second round I tried a little more strategy"",""Q1"":""yes paying for the clues seemed to be helpful in the end"",""Q2"":""51"",""Q3"":""f""}",50843,,1515411,,,survey-text,,57
,,,,,,,,,,,,,,"{""Q0"":""I tried to go with the route that would offer the most while trying to minimize uncovering locations to avoid the fee."",""Q1"":""I tried but it was challenging."",""Q2"":""51"",""Q3"":""Male""}",175301,,1424757,,,survey-text,,58
,,,,,,,,,,,,,,"{""Q0"":""I just looked at the first stop on the route and judged on that"",""Q1"":""Not reallly"",""Q2"":""20"",""Q3"":""female""}",22240,,1149732,,,survey-text,,60
,,,,,,,,,,,,,,"{""Q0"":""at random"",""Q1"":""not really"",""Q2"":""42"",""Q3"":""female""}",28701,,1276067,,,survey-text,,61
,,,,,,,,,,,,,,"{""Q0"":""I tried to find the optimal route with as few deductions as possible."",""Q1"":""Selecting starting points and ending points appeared to help eliminate possible choices and avoid uncovering unnecessary selections"",""Q2"":""36"",""Q3"":""Male""}",93743,,1740014,,,survey-text,,62
,,,,,,,,,,,,,,"{""Q0"":""Revealed some of the values"",""Q1"":""A little"",""Q2"":""32"",""Q3"":""Male""}",32651,,1260014,,,survey-text,,63
,,,,,,,,,,,,,,"{""Q0"":""I started with the first stops and chose ones that I gained money with, and then looked at the destinations from that first stop and chose the one I'd gain the most with"",""Q1"":""Not really, I don't think my strategy was the best but all the other things I tried came out worse"",""Q2"":""27"",""Q3"":""Female""}",75782,,1186480,,,survey-text,,64
,,,,,,,,,,,,,,"{""Q0"":""just guessed"",""Q1"":""no"",""Q2"":""29"",""Q3"":""female""}",24358,,1476836,,,survey-text,,65
,,,,,,,,,,,,,,"{""Q0"":""I planned my route by trying to minimize my losses."",""Q1"":""I learned that with planning there may be losses that have to be endured in order to make some gains. "",""Q2"":""33"",""Q3"":""Male""}",188537,,1703245,,,survey-text,,66
,,,,,,,,,,,,,,"{""Q0"":""Check all the destinations and then check the paths to the highest paying destinations"",""Q1"":""No"",""Q2"":""40"",""Q3"":""Male""}",56053,,1317664,,,survey-text,,67
,,,,,,,,,,,,,,"{""Q0"":""I tried to plan the route that had no negatives, when that was impossible, I tried to pick the ones that would have me come out on top by a large margin. "",""Q1"":""I learned that set backs are a part of any decision."",""Q2"":""29"",""Q3"":""Female""}",68938,,1323361,,,survey-text,,69
,,,,,,,,,,,,,,"{""Q0"":""by checking the immediate numbers around the plane then hoping for the best"",""Q1"":""just checking the immediate numbers but then it didn't seem to matter"",""Q2"":""51"",""Q3"":""female""}",67698,,1440429,,,survey-text,,70
,,,,,,,,,,,,,,"{""Q0"":""I would look at several of the final destination prices and if I found one that had a high number, I could check at least one of the middle stop prices. If I figured I could make at least a little profit, I would usually just go for it without looking at all of the middle stops. A lot of times it worked out in my favor. Only the times where I took a complete gamble did it not pay out."",""Q1"":""Not really. It confirmed what I already know ... which is that gambling is not for me. "",""Q2"":""27"",""Q3"":""Female""}",216961,,1466107,,,survey-text,,71
,,,,,,,,,,,,,,"{""Q0"":""I checked the 4 options adjacent to the starting position first. I checked the options adjacent to the nodes that had the highest positive monetary values. If one branch had sufficiently high values ($12 or $20) I would check the last two nodes and then go down the branch with the highest value. If the branch I checked started with positive values, but went to large negative values, I'd check the other branches. I tried to prioritize $12 and $20 nodes, but I tried to minimize how many nodes I had to check."",""Q1"":""I tried starting with different nodes, but after almost all of the first 10 rounds, I was told I was not prioritizing the correct ones. Knowing the possible values (+/- $4, $12, $20) helped in trying to figure out when to check more nodes versus when to go down an already revealed branch. I think I checked more nodes at the end of the rounds than I did at the beginning."",""Q2"":""19"",""Q3"":""male""}",450244,,1564826,,,survey-text,,72
,,,,,,,,,,,,,,"{""Q0"":""I just followed the most profitable nodes.  If nodes were equal, i went one block further on each."",""Q1"":""Yes, I initially forgot to continue down a line if the second number was lower, but when the sum of the first two nodes was equal to another line.  Instead I initially just chose the higher node line."",""Q2"":""34"",""Q3"":""Male""}",81577,,1221519,,,survey-text,,75
,,,,,,,,,,,,,,"{""Q0"":""I was just trying to get lucky and win the most amount by finding patters"",""Q1"":""Not really, each time felt random"",""Q2"":""28"",""Q3"":""Male""}",47516,,1521980,,,survey-text,,76
,,,,,,,,,,,,,,"{""Q0"":""totally based on green positive numbers"",""Q1"":""I eventually began clicking on specific locations because I knew I would have to cross at that point "",""Q2"":""21"",""Q3"":""Female""}",106507,,1450572,,,survey-text,,77
,,,,,,,,,,,,,,"{""Q0"":""money"",""Q1"":""no"",""Q2"":""31"",""Q3"":""male""}",18654,,2106179,,,survey-text,,78
,,,,,,,,,,,,,,"{""Q0"":""I attempted to make the most money while also selecting as few circles as possible in order to avoid $1.25 fees. Towards the end it seems that not matter the choice I was going to lose money, therefore I attempted to choose the option that resulted in the least amount of loss."",""Q1"":""In the future I believe I would choose fewer circles and just go with the first decent profit path I discover to avoid the risk of loss."",""Q2"":""28"",""Q3"":""Male""}",101570,,1385312,,,survey-text,,79
,,,,,,,,,,,,,,"{""Q0"":""checking which way was best"",""Q1"":""no"",""Q2"":""27"",""Q3"":""female""}",12028,,1104082,,,survey-text,,80
,,,,,,,,,,,,,,"{""Q0"":""Took routes with rewards regardless of size of prize, as long as it wasn't negative. "",""Q1"":""Learned to better way pros and cons of deciding what to do in the most efficient way. "",""Q2"":""24"",""Q3"":""Male""}",86237,,1342635,,,survey-text,,81
,,,,,,,,,,,,,,"{""Q0"":""I looked for the highest gain from the first move and planned it out from there."",""Q1"":""I got a bit more daring at times if the gain seemed high enough."",""Q2"":""37"",""Q3"":""Female""}",49201,,1622837,,,survey-text,,82
,,,,,,,,,,,,,,"{""Q0"":""I looked at the closest circle first and then moved out from there."",""Q1"":""I realized I don't plan as well as I could. It really challenged me to try to think differently. I don't feel like I did very well but it motivated me."",""Q2"":""44"",""Q3"":""Female""}",102310,,1699402,,,survey-text,,83
,,,,,,,,,,,,,,"{""Q0"":""yes, I checked the spaces first"",""Q1"":""yes, I got the hang of it as the game went on"",""Q2"":""30"",""Q3"":""male""}",47106,,1274818,,,survey-text,,84
,,,,,,,,,,,,,,"{""Q0"":""distance"",""Q1"":""no"",""Q2"":""31"",""Q3"":""female""}",15330,,1361639,,,survey-text,,85
,,,,,,,,,,,,,,"{""Q0"":""I chose the flight path that would earn the most money, or at least the path that would cause the smallest negative balance."",""Q1"":""No, each new method I tried caused a penalty timer, so I decided to just keep doing what I was doing."",""Q2"":""32"",""Q3"":""Female""}",77388,,1282853,,,survey-text,,86
,,,,,,,,,,,,,,"{""Q0"":""I started out by getting a feel for the possibilities and then tried to avoid uncovering too many and avoid the negatives."",""Q1"":""yes"",""Q2"":""38"",""Q3"":""male""}",86062,,1419563,,,survey-text,,87
,,,,,,,,,,,,,,"{""Q0"":""I tried to click the fewest possible circles to find a profitable path."",""Q1"":""A little bit, yes."",""Q2"":""37"",""Q3"":""Male""}",26937,,3276703,,,survey-text,,88
,,,,,,,,,,,,,,"{""Q0"":""I tried to get a feel for the first stops and if it felt useful to focus on certain ones."",""Q1"":""Sort of.  There's a fine line between too little and too much info.  If you gather too much data, you can be penalized with time or money.  It's analogous to business."",""Q2"":""40"",""Q3"":""Female""}",72114,,1298805,,,survey-text,,89
,,,,,,,,,,,,,,"{""Q0"":""I chose the highest amounts possible."",""Q1"":""I learned to look beyond the first amount to see the total amount spent."",""Q2"":""23"",""Q3"":""Female\nFemale\n\n\n\n\n\n\n\n""}",911903,,3196692,,,survey-text,,90
,,,,,,,,,,,,,,"{""Q0"":""I actually had a bit of a hard time the last one I thought I was done and made a very bad move at the end."",""Q1"":""not REALLY."",""Q2"":""50"",""Q3"":""female""}",124506,,2528953,,,survey-text,,91
,,,,,,,,,,,,,,"{""Q0"":""I would try to see where I can get the most money without spending too much where I'd be in the negatives"",""Q1"":""Not really."",""Q2"":""22"",""Q3"":""Female""}",36247,,1453294,,,survey-text,,92
,,,,,,,,,,,,,,"{""Q0"":""I usually went left to the left."",""Q1"":""no"",""Q2"":""22"",""Q3"":""Female""}",39165,,1395062,,,survey-text,,93
,,,,,,,,,,,,,,"{""Q0"":""random selection"",""Q1"":""patients"",""Q2"":""24"",""Q3"":""female""}",54002,,1307254,,,survey-text,,94
,,,,,,,,,,,,,,"{""Q0"":""I clicked on the outer circles to determine which was the highest and then I clicked on the innermost circle to determine which had positive amounts."",""Q1"":""Yes, look for the highest amounts and then click only that inner circle."",""Q2"":""47"",""Q3"":""female""}",57648,,1158945,,,survey-text,,95
,,,,,,,,,,,,,,"{""Q0"":""I tried to find the most profitable route quickly. If I found three positive numbers in a row I took that one."",""Q1"":""I learned that after clicking on so many routes, if there's not a good options, to just choose the least bad option."",""Q2"":""25"",""Q3"":""female""}",39155,,1164627,,,survey-text,,96
,,,,,,,,,,,,,,"{""Q0"":""I checked the immediate route, then went on from there."",""Q1"":""Not really"",""Q2"":""29"",""Q3"":""Male""}",25190,,2194782,,,survey-text,,97
,,,,,,,,,,,,,,"{""Q0"":""I ended up checking the final destinations for positive numbers and then choosing path that was also positive"",""Q1"":""No, but it was a fun game!"",""Q2"":""35"",""Q3"":""female""}",68214,,1554914,,,survey-text,,98
,,,,,,,,,,,,,,"{""Q0"":""I tried to maximize overall amount"",""Q1"":""To be more patient"",""Q2"":""33"",""Q3"":""m""}",47525,,1770054,,,survey-text,,99
,,,,,,,,,,,,,,"{""Q0"":""random"",""Q1"":""to see what was directly next to me"",""Q2"":""34"",""Q3"":""female""}",27146,,2952699,,,survey-text,,101
,,,,,,,,,,,,,,"{""Q0"":""I tried to maximize my bonus, not worrying about the penalty to see the bonus for each destination."",""Q1"":""Go for the easiest path, look for $20s"",""Q2"":""27"",""Q3"":""female""}",45020,,1075476,,,survey-text,,102
,,,,,,,,,,,,,,"{""Q0"":""I chose the endpoints with the highest amount of money first. then I would choose one or more intermediate points to minimize the cost of opening all points."",""Q1"":""A little."",""Q2"":""40"",""Q3"":""Male""}",76115,,1483700,,,survey-text,,104
,,,,,,,,,,,,,,"{""Q0"":""Tried to find the best path but didn't want to spend everything. Messed up a few times."",""Q1"":""It was hard to predict. I'm sure it could be done algorithmically, but I was too lazy to do this for a few cents."",""Q2"":""33"",""Q3"":""male""}",46316,,1263589,,,survey-text,,105
,,,,,,,,,,,,,,"{""Q0"":""I started from the inner ring of circles and went out once I found one that would pay the most."",""Q1"":""No, and it was frustrating to be told I didn't choose the optimal places to look. I still don't know what that means and it was not helpful feedback. Does it mean I didn't guess the best hidden values? Kind of hard to plan for guessing."",""Q2"":""26"",""Q3"":""Female""}",101107,,1355450,,,survey-text,,106
,,,,,,,,,,,,,,"{""Q0"":""went the direction of the highest first step"",""Q1"":""no"",""Q2"":""35"",""Q3"":""male""}",32747,,1105942,,,survey-text,,107
,,,,,,,,,,,,,,"{""Q0"":""I went with my gut."",""Q1"":""No"",""Q2"":""27"",""Q3"":""male""}",19413,,1166634,,,survey-text,,108
,,,,,,,,,,,,,,"{""Q0"":""I just tried to avoid any losses and maximise my gains."",""Q1"":""Just go with the best route and dont click around too much."",""Q2"":""25"",""Q3"":""female""}",51120,,1240855,,,survey-text,,109
,,,,,,,,,,,,,,"{""Q0"":""Tried to use as few hints as possible but still end up with a positive out come."",""Q1"":""Yes, over time I figured out which spots were better to get hints for."",""Q2"":""30"",""Q3"":""female""}",48688,,1257804,,,survey-text,,110
,,,,,,,,,,,,,,"{""Q0"":""I looked for destinations that paid the most and then tried to choose the cheapest route."",""Q1"":""I ended up looking at more options than I originally planned and paid more to find the best routes."",""Q2"":""36"",""Q3"":""Female""}",65138,,1405651,,,survey-text,,111
,,,,,,,,,,,,,,"{""Q0"":""A variation of a binary tree."",""Q1"":""Not really."",""Q2"":""27"",""Q3"":""Male""}",25710,,1401148,,,survey-text,,112
,,,,,,,,,,,,,,"{""Q0"":""I tried to uncover the final destinations first.  Then, once I found one I was happy with, I would uncover only one more along the way."",""Q1"":""Yes, I learned that you don't have to understand each step in the process to find a destination you are happy with."",""Q2"":""25"",""Q3"":""Male""}",85731,,1468881,,,survey-text,,113
,,,,,,,,,,,,,,"{""Q0"":""Based on what the total would be based on the first and last options."",""Q1"":""Sometimes you have to take a bit of risk, but it should be a calculated risk."",""Q2"":""30"",""Q3"":""Female""}",57578,,1201661,,,survey-text,,114
,,,,,,,,,,,,,,"{""Q0"":""Looked at the outside rings first, then the inside rings"",""Q1"":""Yes, find the final amounts first"",""Q2"":""49"",""Q3"":""Male""}",67025,,1319189,,,survey-text,,115
,,,,,,,,,,,,,,"{""Q0"":""I looked at the closest and farthest routes."",""Q1"":""Not really"",""Q2"":""29"",""Q3"":""Female""}",26793,,1483970,,,survey-text,,116
,,,,,,,,,,,,,,"{""Q0"":""At first I tried clicking on a variety of points to maximize my profits while not losing too much."",""Q1"":""No, I could not figure out any patterns."",""Q2"":""38"",""Q3"":""female""}",45295,,1263133,,,survey-text,,117
,,,,,,,,,,,,,,"{""Q0"":""I chose the final destinations, compared their payoffs and then if there was any doubt I checked the layover points. But often it was a gamble, because researching throughly would take all my earnings. "",""Q1"":""Earnings can always be a gamble, but researching can provide the less amount of loss. Still, be willing to take some chances on a good probability. "",""Q2"":""35"",""Q3"":""female""}",132962,,1406972,,,survey-text,,118
,,,,,,,,,,,,,,"{""Q0"":""I looked for a good starting point and sort of went with my gut instincts."",""Q1"":""Not really."",""Q2"":""30"",""Q3"":""male""}",41687,,1854362,,,survey-text,,119
,,,,,,,,,,,,,,"{""Q0"":""find the end route with the best bonus and go"",""Q1"":""sort of. I was able to cap better by planning"",""Q2"":""38"",""Q3"":""Male""}",32112,,1500913,,,survey-text,,120
,,,,,,,,,,,,,,"{""Q0"":""I went for the first big gain I could find"",""Q1"":""sometimes it takes luck, and sometimes you have to count your losses"",""Q2"":""26"",""Q3"":""Male""}",45324,,2580200,,,survey-text,,121
,,,,,,,,,,,,,,"{""Q0"":""I tried to find the route with the most amount of positive amount without too much negative in the way"",""Q1"":""Not really, I seemed to be more about luck"",""Q2"":""26"",""Q3"":""Female""}",55856,,1268664,,,survey-text,,122
,,,,,,,,,,,,,,"{""Q0"":""I minimized costs in exchange for research. I felt it was better to explore -4 routes first as opposed to any other negative value."",""Q1"":""I started checking corners, so I guess."",""Q2"":""24"",""Q3"":""Male""}",47194,,1615238,,,survey-text,,123
,,,,,,,,,,,,,,"{""Q0"":""Originally I just checked end points and went to the biggest, later I started checking the start points and narrowing the path down by going the way of the largest bonus"",""Q1"":""I believe that the way I ended (checking start points first) gave better results"",""Q2"":""29"",""Q3"":""Male""}",59874,,1140996,,,survey-text,,124
,,,,,,,,,,,,,,"{""Q0"":""I tried to find the least expensive route that would make the most money. "",""Q1"":""Sometimes I had to lose money in the beginning in order to make money on the final destination  "",""Q2"":""27"",""Q3"":""female""}",97943,,1236138,,,survey-text,,126
,,,,,,,,,,,,,,"{""Q0"":""I tried to find the most amount of money without having to spend to reveal the hidden tiles."",""Q1"":""Yes."",""Q2"":""32"",""Q3"":""Male""}",95906,,1477813,,,survey-text,,127
,,,,,,,,,,,,,,"{""Q0"":""I did not have a plan the first few rounds....it was tricky."",""Q1"":""I learned if i went upwards and didnt make any money. The next round if I went upwards again I would make money. So basically, to do each route twice."",""Q2"":""33"",""Q3"":""female""}",70484,,1325623,,,survey-text,,128
