pid,responses,rt,time_elapsed
8,"{""Q0"":""No, the directions were clear and the practice trials were very helpful."",""Q1"":""49"",""Q2"":""Thank you -- this was fun and challenging!""}",31584,1644876
9,"{""Q0"":""I went different directions from the last time"",""Q1"":""I didn't really."",""Q2"":""When I was out of space"",""Q3"":""Left"",""Q4"":""""}",221756,823380
9,"{""Q0"":"""",""Q1"":""29"",""Q2"":""""}",5823,830219
10,"{""Q0"":""randomly for a while and then I tried the same path a few times in a row "",""Q1"":""in the beginning I was going in the direction opposite of a first negative number but that didn't really work"",""Q2"":""no real method"",""Q3"":""up"",""Q4"":""no""}",93332,1081511
10,"{""Q0"":""no"",""Q1"":""48"",""Q2"":""none""}",9359,1091918
11,"{""Q0"":""I usually tried to find the nodes with the $10.00 value at the end."",""Q1"":""When the last node was negative, I didn't go that way."",""Q2"":""I usually stopped when I found the $10.00 at the end."",""Q3"":""At the paths' last node."",""Q4"":""Once I found a $10.00 node at the end, I just stopped clicking and hopped for the best.""}",151274,1798031
11,"{""Q0"":""No.  The instructions were clear and the game was a lot of fun."",""Q1"":""35"",""Q2"":""I had fun!  Keep them coming!!!""}",53521,1852562
12,"{""Q0"":""I strategized by clicking the balls that mattered the most and connected to most branch options."",""Q1"":""The obsolete buttons that had little to no bearing in branch decisions."",""Q2"":""When I found the maximum possible output."",""Q3"":""The branch node that had three branches."",""Q4"":""no""}",59287,803538
12,"{""Q0"":""no"",""Q1"":""41"",""Q2"":""fun survey thanks!""}",10674,815217
13,"{""Q0"":""I tried to remember patterns before that paid a decent amount of money."",""Q1"":""Based on doing it before and it not turning out right"",""Q2"":""I never clicked because I didn't want to loose money"",""Q3"":""I just used the arrows to go right, never clicked."",""Q4"":""Just tried to remember from practice what was best.\n""}",79240,719419
13,"{""Q0"":""I did better during the practice than the other rounds."",""Q1"":""33"",""Q2"":""I didn't see anywhere how long this would take, and it took much longer than expected for pay since it was determined by bonus.""}",45618,766046
14,"{""Q0"":""If I found a green I'd follow that path until I see 3 green or if it was good enough to go down."",""Q1"":""If I saw -10"",""Q2"":""If I ran into a -10 or a -5 in the first 3 clicks."",""Q3"":""If I saw a green."",""Q4"":""Nope.""}",46124,724294
14,"{""Q0"":""Nope"",""Q1"":""27"",""Q2"":""Thanks!""}",7698,733008
15,"{""Q0"":""I tried to discover most nodes and then went with what gave me more money."",""Q1"":""I tried to avoid directions in which I would lose money."",""Q2"":""When I was losing more money than I could possibly make in that round."",""Q3"":""In the blocks directly to the sides."",""Q4"":""No.""}",51963,643252
15,"{""Q0"":""Nothing was hard or confusing."",""Q1"":""22"",""Q2"":""""}",8867,653138
16,"{""Q0"":""I started with the closer ones to me and followed the path if it was green"",""Q1"":""If I got two reds in a row I'd stop that path"",""Q2"":""If the reds added to more than I can make in the path then I would stop that path and start another"",""Q3"":""On the left bubble closest to me"",""Q4"":""I was looking for large green numbers to start and following that path first.""}",120380,1175003
16,"{""Q0"":""No it was not confusing at all"",""Q1"":""39"",""Q2"":""Thank you so much for this study""}",24523,1200570
17,"{""Q0"":""Yes"",""Q1"":""By clicking the nodes closest to me first and gauging their values."",""Q2"":""When an amount looked attractive."",""Q3"":""The nodes closest to the spider."",""Q4"":""No.""}",50547,1017858
17,"{""Q0"":"" No."",""Q1"":""21"",""Q2"":""""}",9869,1028743
18,"{""Q0"":""Just went with my gut in an area where I was doing well in the beginning but that changed later in the game."",""Q1"":""It was just by instinct "",""Q2"":""I felt like I would lose too much money by clicking"",""Q3"":""Right is my favorite direction and it seemed to be working for a while."",""Q4"":""No if I had a better strategy I would have made more money. I was doing well in the beginning but that did not continue.""}",189414,1385044
18,"{""Q0"":""No"",""Q1"":""63"",""Q2"":""""}",16276,1402326
19,"{""Q0"":""I used the node inspector "",""Q1"":""Same as above."",""Q2"":""I just did."",""Q3"":""To the right."",""Q4"":""No""}",33790,628378
19,"{""Q0"":""No"",""Q1"":""30"",""Q2"":""No""}",6381,635768
20,"{""Q0"":""Always click the end of any stem. Stop clicks when 10 is found."",""Q1"":""Clicking anywhere but the end was a waste of money"",""Q2"":""10 was the greatest value so it was pursued whenever found"",""Q3"":""top left of left quadrant"",""Q4"":""It is simple, don't waste clicks, guess for a 10, pursue 10""}",91319,831070
20,"{""Q0"":""No"",""Q1"":""23"",""Q2"":""None""}",10470,842543
22,"{""Q0"":""after using the information tool, i just went down the best route"",""Q1"":""i avoided -10s"",""Q2"":""when i saw an advantageous route"",""Q3"":""to the right"",""Q4"":""not really""}",68903,801494
22,"{""Q0"":""no "",""Q1"":""36"",""Q2"":""""}",10507,813004
24,"{""Q0"":""random choices"",""Q1"":""random choices"",""Q2"":""got to the end"",""Q3"":""to the left"",""Q4"":""no""}",66636,1471573
24,"{""Q0"":""no"",""Q1"":""31"",""Q2"":""no""}",8124,1480704
25,"{""Q0"":""I just went for the first one in each direction"",""Q1"":""once there was a very large subtraction of funds."",""Q2"":""When I saw a good final outcome"",""Q3"":""The first node to the left"",""Q4"":""no""}",51937,1179857
25,"{""Q0"":""No"",""Q1"":""42"",""Q2"":""none""}",9917,1191027
26,"{""Q0"":""I wanted to try to start on a node with the highest possible amount and I checked the end of the paths as well."",""Q1"":""At first I didn't really have a method but clicking the end of the paths was smarter than what I was doing at first."",""Q2"":""If I got at least 1-2 10's I felt there was no point to keep looking."",""Q3"":""The first 3 possible directions. "",""Q4"":""Not really. I actually feel like it could end up being worth it to check all of them.""}",159747,1040720
26,"{""Q0"":""No it was really fun"",""Q1"":""24"",""Q2"":""""}",14321,1056059
27,"{""Q0"":""I worked out from the center to try and decide which way I should try first."",""Q1"":""If I lost money on two consecutive clicks I tried another path."",""Q2"":""When it looked like there was no upside to be had."",""Q3"":""A the beginning of the path that paid the best on the previous round."",""Q4"":""My strategy stayed the same but there seemed to be fewer chances to win money as the game progressed.""}",167628,1379345
27,"{""Q0"":""No"",""Q1"":""66"",""Q2"":""That was a fun game!""}",23520,1403873
28,"{""Q0"":""I tried to click on just a few."",""Q1"":""I tried to not waste too many clicks."",""Q2"":""Tried to click as few as possible"",""Q3"":""Random"",""Q4"":""No""}",75082,870645
28,"{""Q0"":""No"",""Q1"":""51"",""Q2"":""No""}",19350,891003
29,"{""Q0"":""Tried to look for the best option."",""Q1"":""Try to avoid the negatives."",""Q2"":""Go to the end of the route."",""Q3"":""The end of the routes."",""Q4"":""Try to find the most money.""}",58172,806735
29,"{""Q0"":""No."",""Q1"":""48"",""Q2"":""This study was interesting.""}",55504,863258
30,"{""Q0"":""I just tried to click on the first node to move to and if it was $10, I would quick clicking and move in that direction."",""Q1"":""Once I found a $10 node, I quit."",""Q2"":""After finding a $10 node"",""Q3"":""One of the first nodes at random."",""Q4"":""Not really.  Just guessing.""}",71505,945289
30,"{""Q0"":""no pretty simple"",""Q1"":""60"",""Q2"":""""}",9665,955978
31,"{""Q0"":""I checked all of the first nodes if it was a ten I checked that path farther"",""Q1"":""If it was a negative number on the first node"",""Q2"":""when I had a profitable path found"",""Q3"":""right side path"",""Q4"":""I kept my strategy simple. ""}",160384,1244729
31,"{""Q0"":""No the instructions were perfect. "",""Q1"":""29"",""Q2"":""No comments ""}",34518,1280310
32,"{""Q0"":""I tried not to go in the same area too many times"",""Q1"":""Not going the same way too much."",""Q2"":""I just stopped when I could not move anymore in hopes of maximizing my earnings."",""Q3"":""The top arrow."",""Q4"":""I was just trying to take random paths.""}",66381,583242
32,"{""Q0"":""No"",""Q1"":""32"",""Q2"":""""}",6428,590673
33,"{""Q0"":""Mostly random choices."",""Q1"":""If it was a good enough deal, I did not click any more"",""Q2"":""When I was happy with my choice of path, I stopped clicking"",""Q3"":""The right most path"",""Q4"":""Just kind of guessing and hoping it would be a decent deal. ""}",44274,926542
33,"{""Q0"":""Easy to understand, fun to play."",""Q1"":""27"",""Q2"":""Thank you for this HIT, it is interactive and great pay. Appreciate it.""}",24233,951779
34,"{""Q0"":""Well, I clicked the first three nodes."",""Q1"":""I stop when I see that its -5."",""Q2"":""Depends but generally, if the first node is already negative, I will stop."",""Q3"":""the first three nodes."",""Q4"":""I can't explain it.... But I maximize everything. If already got three green nodes, I pursue it right away.""}",92417,825515
34,"{""Q0"":""None."",""Q1"":""23"",""Q2"":""None.""}",16068,842591
35,"{""Q0"":""I clicked on the last node of a path and went with the highest path."",""Q1"":""If an end showed a big negative number i wouldn't click around that path."",""Q2"":""Once i felt comfortable with a path. It didn't subtract that much from my pool."",""Q3"":""I would mostly click the bottom right one. From the practice rounds it was almost positive every so rounds."",""Q4"":""I wouldn't try to click and reveal more than 4-5 nodes. Try and get at least 10 out of each round.""}",188540,1054411
35,"{""Q0"":""No. Easy to understand."",""Q1"":""36"",""Q2"":""Really loved the game.""}",59382,1114804
36,"{""Q0"":""I clicked first nodes out until I found a positive. Then I would click on one of the furthest out points of the positive path to see if it was negative or positive."",""Q1"":""Never clicked the middle nodes, and never clicked stuff that was in a path where the first node was negative."",""Q2"":""Once I had found a positive first node, and knew whether it was a positive or negative to left or right at the fork."",""Q3"":""Any of the first nodes."",""Q4"":""It was pretty much what I said when saying how I decided how to click, but only other thing was the last click was either a positive or negative. If it was positive, that was path I went, if it was negative I went the other path.""}",196388,940446
36,"{""Q0"":""Nope."",""Q1"":""34"",""Q2"":""""}",7872,949321
37,"{""Q0"":""I tried to rely on intuition but it failed me"",""Q1"":""Same as above"",""Q2"":""When I was losing more money than I was winning"",""Q3"":""I did't really have a method"",""Q4"":""No real method""}",75818,890301
37,"{""Q0"":""no"",""Q1"":""28"",""Q2"":""""}",10057,901364
38,"{""Q0"":""wild guess"",""Q1"":""I took a gamble each time i tried to play"",""Q2"":""When I reached the end of the line"",""Q3"":""to my left"",""Q4"":""no strategy""}",96288,841894
38,"{""Q0"":""no"",""Q1"":""42"",""Q2"":""""}",8950,851856
39,"{""Q0"":""It was random guessing"",""Q1"":""It was random guessing"",""Q2"":""When I was losing too much money"",""Q3"":""Top"",""Q4"":""I had no strategy""}",30845,753616
39,"{""Q0"":""No"",""Q1"":""21"",""Q2"":""No""}",6182,760810
40,"{""Q0"":""checked around to find first 10 "",""Q1"":""did no go to -10"",""Q2"":""when i found 2 green on one side"",""Q3"":""left"",""Q4"":""no""}",42785,870360
40,"{""Q0"":""no"",""Q1"":""39"",""Q2"":""none""}",17787,889163
41,"{""Q0"":""I GUESS AT IT. "",""Q1"":""I GUESS AT TI."",""Q2"":""I DO KNOW."",""Q3"":""I DON'T KNOW"",""Q4"":""NO.""}",74471,899601
41,"{""Q0"":""NO. THIS WAS NOT RIGHT."",""Q1"":""58"",""Q2"":""NO. IT WRONG.""}",35141,935748
42,"{""Q0"":""I decided the joint nodes and immediate nodes to scan, though I should have chosen the joint nodes from the start."",""Q1"":""I decided not to click when I decided that the chosen route was more advantageous."",""Q2"":""I tried to stop clicking after 3 or 4 clicks."",""Q3"":""I clicked exclusively at the beginning of the round and towards the middle. I took more risk near the end of the round."",""Q4"":""That's about it other than hoping for the best.""}",187821,1346915
42,"{""Q0"":""At first, I forgot that I could click on any node before moving the spider and it didn't have to be on adjacent nodes."",""Q1"":""33"",""Q2"":""It was fun.""}",70652,1418604
43,"{""Q0"":""I didnt click"",""Q1"":""I didnt click"",""Q2"":""I didnt click"",""Q3"":""I didnt click"",""Q4"":""I went to where the positive points were in the previous""}",73653,593578
43,"{""Q0"":""no"",""Q1"":""19"",""Q2"":""Was pretty fun""}",11755,606337
44,"{""Q0"":""I was trying to remember patterns."",""Q1"":""I didn't, it was entirely random."",""Q2"":""When I got to the end."",""Q3"":""No order."",""Q4"":""Nothing.""}",23222,551603
44,"{""Q0"":""No."",""Q1"":""27"",""Q2"":""""}",7826,560436
45,"{""Q0"":""I thought using the same line would give pretty reliable results but i decided to click the center of each 3 lines to try and find the highest positive number"",""Q1"":""I tried to stay away from the -10"",""Q2"":""It depended on if I was above 10"",""Q3"":""right"",""Q4"":""I just tried to stay in the positive in each round""}",154539,1122372
45,"{""Q0"":""no"",""Q1"":""31"",""Q2"":""""}",9874,1133253
46,"{""Q0"":""The outer most points."",""Q1"":""I only clicked the outer most points."",""Q2"":""When I found a ten."",""Q3"":""Outer most points on any side."",""Q4"":""That is it, find a ten and go towards it.""}",69992,803993
46,"{""Q0"":""not at all"",""Q1"":""35"",""Q2"":""""}",12028,817023
47,"{""Q0"":""random"",""Q1"":""some didn't need to be because it was a bad route anyway"",""Q2"":""once a good path was found"",""Q3"":""then end circle"",""Q4"":""once a good path was found just went with it""}",79317,703664
47,"{""Q0"":""no"",""Q1"":""26"",""Q2"":""no other comments""}",14211,718880
48,"{""Q0"":""the second to last was a good indicator of how much i would make"",""Q1"":""if the second to last was a high loss"",""Q2"":""max was 3 clicks for me"",""Q3"":""always the second to last node"",""Q4"":""chase the 10's""}",82258,920357
48,"{""Q0"":""no"",""Q1"":""40"",""Q2"":""n""}",14078,935444
49,"{""Q0"":""I tried to look for a pattern. I then had to evaluate totals vs options"",""Q1"":""I did not want to follow a trail of negatives."",""Q2"":""I usually stopped for a total of 20 to 25."",""Q3"":""It varied but mostly to the left."",""Q4"":""I could only hope for the best.""}",171303,1883973
49,"{""Q0"":""no"",""Q1"":""52"",""Q2"":""""}",43714,1928704
50,"{""Q0"":""I took a chance on where to click, if I clicked a node in the previous round, I clicked a different node in the next round to get a variety."",""Q1"":""I really just based this on a guess."",""Q2"":""I only clicked on one node per round and ventured a guess at the nodes based on that one node."",""Q3"":""I think I mostly clicked on the first node up or the node just to the right."",""Q4"":""I kind of based my movements off of the first practice rounds, such as where I saw the most positive amounts of money.""}",233604,1014677
50,"{""Q0"":""No, nothing was confusing or hard to understand."",""Q1"":""44"",""Q2"":""This was a lot of fun to play""}",30132,1045831
51,"{""Q0"":""I clicked on nodes that were most likely to reveal characteristics about the whole path, like whether it was mostly a gaining money or losing money path, such as the starting point or end point of the node."",""Q1"":""I did not click on areas that I did not think would reveal significant information for me to make a decision about which route to take."",""Q2"":""I decided to stop clicking when I identified a safe path to maximize the money I collected without losing much money. "",""Q3"":""I was most likely to click on the nodes immediately surrounding the center node so I could see if I would lose or gain money by making my first moves."",""Q4"":""""}",171740,917458
51,"{""Q0"":""No."",""Q1"":""20"",""Q2"":""""}",7618,926084
52,"{""Q0"":""based on corners."",""Q1"":""based on already clicked nodes."",""Q2"":""when i got a safe route."",""Q3"":""one of the 3 adjacent nodes to the center."",""Q4"":""that's about it.""}",46453,874810
52,"{""Q0"":""no"",""Q1"":""25"",""Q2"":""""}",8009,883868
53,"{""Q0"":""tried to find a path with most possible money taking into account maximum that could be under each path with nodes still remaining hidden"",""Q1"":""if there was already a path with enough information that would be greater or equal to maximum possible path with nodes remaining hidden"",""Q2"":""preferred to have most information, but tried to click as much as possible without losing money on the round, although I was willing to have some negative rounds to get best info"",""Q3"":""three nodes surrounding center spider"",""Q4"":""like to have more info even if it costs a little""}",257015,1369894
53,"{""Q0"":""no"",""Q1"":""62"",""Q2"":""""}",11351,1382288
54,"{""Q0"":""I tried to find the highest paying node closest to the spider so I could click on the fewest."",""Q1"":""There was no need to click the furthest away nodes first if I didn't know how much I would lose before getting there. "",""Q2"":""Once I had 2 out of 3 good choices, or once I hit five clicks. "",""Q3"":""the nodes closest to the spiders"",""Q4"":""I clicked the node closest, then the furthest once I found a high paying close node.""}",92547,843416
54,"{""Q0"":""not confusing"",""Q1"":""49"",""Q2"":""""}",12024,856446
55,"{""Q0"":""I clicked the nodes down the spider web that had a positive number."",""Q1"":""I did not click the nodes that were down the spider web that were negative numbers."",""Q2"":""when the total appeared to be positive."",""Q3"":""I chose the closest nodes from the spider first."",""Q4"":""if the total was for the first nodes was 10 I would guess on the last node without seeing what it was.""}",319995,1293184
55,"{""Q0"":""Everything was clear."",""Q1"":""23"",""Q2"":""Interesting Experiment""}",43449,1337670
56,"{""Q0"":""I went with the highest reward I could find, and if it looked profitable, I chose those."",""Q1"":""If there was a negative high number to start, I gave up on the ones after it."",""Q2"":""I had a certain amount in my head, after I reached that amount I went with the most profitable option, without having to peak at others too much."",""Q3"":""The first 3 inner closest nodes."",""Q4"":""2 out of 3 was pretty good, so I guessed and hope to get lucky a lot. I didn't do all 3 closet nodes all the time ""}",108817,1074650
56,"{""Q0"":"""",""Q1"":""33"",""Q2"":""Cool Hit! Thanks""}",11794,1087455
57,"{""Q0"":""i followed the green numbers"",""Q1"":""i avoided the red numbers"",""Q2"":""when i could see a path that looked good enough"",""Q3"":""the first spot to my right left or front"",""Q4"":""just try to end up on the positive side""}",59354,870337
57,"{""Q0"":""no"",""Q1"":""33"",""Q2"":"":)""}",13264,884606
58,"{""Q0"":""By inspecting nodes and seeing which ones were green"",""Q1"":""When nodes were red"",""Q2"":""If too many red nodes were in that path"",""Q3"":""Wherever there was a green node"",""Q4"":""I clicked on green nodes and took a chance based on that""}",60110,904701
58,"{""Q0"":""no"",""Q1"":""32"",""Q2"":""thanks""}",8023,913731
59,"{""Q0"":""I just chose the directions I thought would provide me with the highest payoff."",""Q1"":""I chose to avoid the directions that I thought would cost me money"",""Q2"":""When I lost too much money."",""Q3"":""To the left."",""Q4"":""I just tried to look for patterns.  It did not work out for me.""}",74195,692641
59,"{""Q0"":""No, I thought everything was clear"",""Q1"":""33"",""Q2"":""""}",12665,706317
60,"{""Q0"":""Second guess was always first."",""Q1"":""Last ones"",""Q2"":""When I was in the green"",""Q3"":""The second move"",""Q4"":""If I got a 10 I would see what the route was""}",54430,1114890
60,"{""Q0"":""No"",""Q1"":""30"",""Q2"":""Fun game""}",17880,1133783
61,"{""Q0"":""Took path with initial positive amount by paying for information"",""Q1"":""check end point"",""Q2"":""Tried to kept investment down to 3 clicks"",""Q3"":""circle on the left"",""Q4"":""no""}",129595,1025626
61,"{""Q0"":""no"",""Q1"":""50"",""Q2"":""no""}",18867,1045510
