pid,worker_id,assignment_id,bonus,status
46,A29AEPWSPGH0HX,3IO1LGZLK9XNQIKT8ZBNBXITM8T86Y,4.24,bonused
47,A2A1VBVLQV59X0,3QIYRE09Y3HDM3608VOPYYH73VY1N9,4.29,bonused
48,A2CNS1J378ZRW,35USIKEBNRG8TP7XE106TU8OB3SN61,4.43,bonused
49,A2CPFQMIKJ5EU9,35L9RVQFCOI1L4BN7L3W4GP8SETHUI,4.3,bonused
50,A2DVO0UB7RPJG7,3LO69W1SU3DK2ITIE1TDSTHO0NELGK,4.01,bonused
52,A2FRCLOQP2E8XP,3KMS4QQVK2Q34CF5IHBUV84XAAGFKN,4.0,bonused
53,A2GOPWQ8LUI9RX,3YW4XOSQKQLQHTQ95W0BCT91BO11U5,4.33,bonused
55,A2JFRMQ3M0YZT2,3RU7GD8VPOTDJ8H71TG1YO9BT7PSPN,4.2,bonused
56,A2LNJT95BI2B96,3D3VGR7TA0FUB4C7O6JPVB1E2CVR39,4.54,bonused
57,A2LQ9NP944M61Z,304SM51WA34BFEGXIOY0344MC65SB3,4.21,bonused
58,A2N2GFB33ZMYGF,3BEFOD78W6TOWKIJJCSRJHZAAPTM42,4.15,bonused
59,A2N4U7Y8N815FD,38JBBYETQOAQKWQ62E4869U11KP4EC,4.22,bonused
60,A2N9AKAOR17XB3,3ATPCQ38J8A3SQNEBGQTQF8HB93YAF,3.14,bonused
61,A2NZ7RMSBXESNI,352YTHGROVD246H8SFCERCRET3WH4Q,3.09,bonused
62,A2OXTS31LD48BC,3LRKMWOKB5HESD2FUNZXY4YL5DP2Z9,4.39,bonused
63,A2OY1N37XCCX2S,3KMS4QQVK2Q34CF5IHBUV84XAAOKF0,4.4,bonused
65,A2T3Y1ENB8XQAJ,3L2IS5HSFAITV0XYAJY990M4ESRUNX,4.21,bonused
67,A2UDKHTHITU4PT,3KGTPGBS6XLX6E85O00PHCJ63XRU2X,3.94,bonused
68,A2USG66RL7MM4E,3180JW2OT4CGRVGYUKY98HD76RU5JN,4.09,bonused
69,A2V2DBS6NCSIQP,3IAS3U3I0FGIAFZZO9JUCMRIECUB27,2.52,bonused
70,A2V5E94MHIR821,30X31N5D63Q6W4B5CAY48TKGUO8ASE,4.11,bonused
71,A2X823PACMMOKP,3J2UYBXQQLC58TFQDVY8IICB3B460Y,2.63,bonused
71,A2X823PACMMOKP,3VNL7UK1XFJ27V5SCQPMWZRTTNKFT6,2.63,bonused
71,A2X823PACMMOKP,3J2UYBXQQLC58TFQDVY8IICB3B460Y,2.45,bonused
71,A2X823PACMMOKP,3VNL7UK1XFJ27V5SCQPMWZRTTNKFT6,2.45,bonused
72,A2XH7ZKO6GLD7Z,3BDCF01OGXUKO9EI87FJZTOS5JCYL3,3.88,bonused
74,A2YTTNEX6T1W1W,31QTRG6Q2TDAFUTG0Z8QGAXCAVTPYC,3.93,bonused
75,A309E9ZYRIL8X2,3MYYFCXHJ37O4AMX89UW6CFDE0QG4R,4.04,bonused
76,A30DB51RPGJT4V,3BC8WZX3V3WMU6X9ZWKLD94U8NKRRG,2.98,bonused
78,A30O8IWFSZ1B53,3FDJT1UU748B2FMGC5YL9WDKLG9K5G,3.83,bonused
79,A31Z5TPD8QKE26,3A4TN5196KI5ZAUNLUIWAA32LHAHC2,4.06,bonused
80,A32W24TWSWXW,3WI0P0II61SSTWE4HVP18KNQTPORDB,4.04,bonused
81,A34LSCB90T5KYE,3Z2R0DQ0JHEGHIBJY0LKDUX3H7A2EX,2.72,bonused
82,A34RUC9RQ81ILP,3WSELTNVR327B4OK1A3UIYG2W7ITAI,4.1,bonused
83,A34UER5ZQ5APMB,3FQ5JJ512LOFS4SMG5U73DD6CY1NKV,4.01,bonused
84,A362CV8OOYJA6W,3T111IHZ5EQGQ61N5FKZMO4024YR9J,2.89,bonused
85,A36E31XCX3ECGU,3LOZAJ85YDDPNI20T5BC1JIAXCPX23,4.54,bonused
86,A36V1D3F0N69RP,3GNA64GUZE4XDIKBPAII5IPTKJCQ5J,3.76,bonused
88,A37YMOAGJDRK8U,3FTYUGLFSUL3O9G6KOCY5JIU159D5P,4.19,bonused
89,A38LEVBZ3P5F6T,3GFK2QRXX9H2XFGX1JHOX77F8N35WI,3.75,bonused
90,A38TKZHXX11XIZ,3EFVCAY5L39ZEDZ0SI5CK1NY8F08JT,4.33,bonused
91,A39J4G75HW4TLW,3BV8HQ2ZZW1196D85XV17OOOCW0A6B,4.09,bonused
92,A3A47DTHHB3EA1,3EFE17QCRC5L6RJJIG8WPF7K7H5HSZ,4.24,bonused
93,A3CO6JDHHBD2E4,31JLPPHS2UURERKRWE2L1GW9RNKO32,4.43,bonused
94,A3CWEN6Y21V7TL,3FPRZHYEPY7M4BTOXQOZW8QHNFPV3H,4.04,bonused
95,A3EJ44J2ZNRMDA,39LNWE0K4UW1HZM7D3LH4SQNSTUIU2,4.24,bonused
97,A3GEHPUTISVNB4,3F0BG9B9MPNL9OPG4DE9GO6RA1BY72,4.31,bonused
98,A3H2Z8DCHVGTO6,3QUO65DNQUOBDLXABYYMOPM94Z5UOF,4.18,bonused
99,A3HI10JU5UKE3Z,3DY4FPOOA1OENDEQ8GPVE6TXTW1RVJ,4.31,bonused
100,A3HQ620MQ8QT4J,3ZQIG0FLQEGJV9VC7AZ1151EL9EVWK,3.95,bonused
103,A3J2184VLLNJ1F,3KOPY89HM82DDGTUG1AGTKFNSV0J38,2.71,bonused
104,A3J5AO0CCSRGBQ,3I2PTA7R3TU0V15EWXMO778BH9OKQF,2.72,bonused
105,A3JUAN2Y9XTK5L,392CY0QWG1R201SSYXUZROSTTDZI42,4.05,bonused
106,A3L0XKGZL9P2ZC,3EKVH9QMEY4BPCXJ25A07CFIHUED2I,4.46,bonused
108,A3NILXB4J3BO09,3TVSS0C0E104IHRN2FZM0NDTOQQTWY,4.01,bonused
109,A3OYUJ6E6BJS4H,3HUTX6F6VUN2T9O8SEOGI6RHLBP2OE,4.45,bonused
110,A3PULUGR7E1ASV,34Q075JO1XDA17ET7PMRNMLUV2G10R,3.58,bonused
111,A3QMK7ZL17NUO,33FOTY3KEMLUVZ99J5FBINNV4RFC1X,4.17,bonused
113,A3RKC05CTZRX2M,3MHW492WW0DNQX1Y38TES7ZNN77MVR,4.49,bonused
114,A3RL02A3JRAUS4,3B3WTRP3DB2ZMMK2QP5YLGWSQCM92Q,4.13,bonused
115,A3SXV3VD8DJ0YX,36V4Q8R5ZK0VLP5HH9Z4MK0F6EJQMQ,4.87,bonused
117,A3TM9RWWBPQBVM,32Q90QCQ1SLBYYF9N6RODQJXY6IEKF,4.16,bonused
119,A3V9JFVZQ2XF4Y,3X73LLYYQ1EOQEREAKRAQLXEKK7HN1,4.13,bonused
120,A3VRW4BA7LREYO,3QUO65DNQUOBDLXABYYMOPM94ZHOUL,4.31,bonused
121,A3W3LV2UA53QK7,3TU5ZICBRD1G003DN8PLH2ZKMAZQ89,3.64,bonused
122,A4YG74WC1EK5V,3QJOXOW4XJR6OMFC8I44S3B1NEYMEJ,4.07,bonused
123,A7IXXE3TRTZ2,3RU7GD8VPOTDJ8H71TG1YO9BTALSPP,4.41,bonused
124,A8ZUM922CBH6S,3NPFYT4IZC4F2CA7SKW13NCB7ZRXGR,4.14,bonused
126,AA6KOL8Y7E3DL,32SVAV9L3F92CNQQMVX30LC426F3AH,3.86,bonused
128,AAD4ZB5QWUUYK,3N1FSUEFL50LSQC66JTO0RCG18AD4E,4.38,bonused
129,ABPN0L4LP58U,36PW28KO4ZW5ML6NBFEZJCG1TV7AEH,3.97,bonused
130,ACA6KEYX1WRUZ,34Q075JO1XDA17ET7PMRNMLUV3J10W,4.18,bonused
131,AEQHPYXM9Z139,3X3OR7WPZZ0593N0V3HP0G0QC3H8L5,4.23,bonused
132,AGWT0DBX8E9QR,3OS4RQUCR9F2B9BBC4Y1W5L7NG4BFW,4.52,bonused
133,AGX171Q54YXPI,3WJ1OXY92AGODKWWYCSZR2KFIU98AK,3.05,submitted
134,AH3920YNMPJWL,3OSWBBLG1EXCQS0GQUVTX29EU6NXDR,4.05,bonused
135,AI46QXF9WCXNB,3LQ8PUHQFLSWCDGND4EILD1XYLUIH3,4.6,bonused
136,AIWLV0B2J1W9E,3907X2AHF05KE9097E1V76W7VGL2PV,4.24,bonused
137,AJY6J33X1KJNP,3ZPBJO59KP1F4201LQD7UGLK6G3HDH,4.05,bonused
139,ALWRWF8ZX8SWP,38JBBYETQOAQKWQ62E4869U11NHE4K,4.61,bonused
141,APHMJQQFW0U5S,3VELCLL3GKJ1YBTJA75CQT8Y14AF1E,4.16,bonused
143,APUPF3D94XYUQ,3H7XDTSHKCR0DC5HIF0F14Y4YWSWG2,3.86,bonused
144,ARZV0T1MCI22L,320DUZ38G7ME7S5IBGH0CE4WWXPGJR,4.38,bonused
146,ASZODY8Y3JJQK,3OHYZ19UGC5RYCJC5THVOOAFXX6OAS,3.9,bonused
148,AV5SPRET1Q7X5,3FFJ6VRIL1OL1DARFW7XFL2GC18I0B,2.9,bonused
149,AWCEBY96RCC12,3IAS3U3I0FGIAFZZO9JUCMRIEDU2B0,2.59,bonused
150,AWTA622HM0OUH,3AAPLD8UCCHMLRWY7GDMZK3690RTH8,4.34,bonused
151,AZBH4LJ5SL456,30OG32W0SUBC640CKJJ45I01S4UNE6,3.33,bonused
