pid,responses,rt,time_elapsed
13,"{""Q0"":""Figured there was some kind of pattern to it. I ended up with negative 48 at the end the figure would then move to the opposite side. "",""Q1"":""When you hit on a negative result respond by acting as though the negative was moving clockwise."",""Q2"":""When you got to the end."",""Q3"":""To the right."",""Q4"":""No it was all just trying to figure out yours. ""}",238351,785960
13,"{""Q0"":""To not over think things, the game was based on luck"",""Q1"":""Trying to figure out which way the numbers were moving"",""Q2"":""61"",""Q3"":""N/A""}",99750,886758
14,"{""Q0"":""I just guessed"",""Q1"":""Where the lowest value was"",""Q2"":""When I found the highest amount"",""Q3"":""The end"",""Q4"":""no""}",42581,501857
14,"{""Q0"":""randomness"",""Q1"":""no"",""Q2"":""25"",""Q3"":""none""}",15186,518117
15,"{""Q0"":""I tried to get the most money "",""Q1"":""Did not want the negative values"",""Q2"":""when I starting losing too much money"",""Q3"":""the ends "",""Q4"":""I tried to uncover the space with 48 but did not do it beyond 4 clicks in order to not waste money""}",53404,485703
15,"{""Q0"":""I probably clicked too many points"",""Q1"":""no"",""Q2"":""29"",""Q3"":""""}",22636,509345
16,"{""Q0"":""I clicked the last nodes randomly"",""Q1"":""I chose to click in groups to have to most outcome"",""Q2"":""When I found a path that offered a good amount of money"",""Q3"":""The last nodes on the left or right"",""Q4"":""""}",39354,647699
16,"{""Q0"":""Sometimes its better to take less risk and do something safe"",""Q1"":""No"",""Q2"":""20"",""Q3"":""""}",22355,671058
17,"{""Q0"":""I took turn up left ad right"",""Q1"":""i just went with my instinct"",""Q2"":""the arrows wouldnt let me go anymore"",""Q3"":""it changed"",""Q4"":""no I went with my instinct ""}",92424,902569
17,"{""Q0"":""nothing"",""Q1"":""no"",""Q2"":""35"",""Q3"":""""}",17759,921343
18,"{""Q0"":""Went for the highest ending number. Clicked on ending nodes first. "",""Q1"":""Sometimes I knew the nodes were opposite, so I would only click the nodes I wasn't at all sure about. "",""Q2"":""Once I figured that I thought I had the best choice. "",""Q3"":""last nodes you could move to because they had the highest values"",""Q4"":""""}",131220,685850
18,"{""Q0"":""I was actually more into playing the game than earning the bonus. "",""Q1"":""no"",""Q2"":""36"",""Q3"":""""}",76526,763399
19,"{""Q0"":""I mostly clicked the last circles in each path to reveal higher amounts. The last circle seemed to reveal the highest positive amount and highest negative amount."",""Q1"":""I tried not to click in the middle because this might not tell me how much value the path had overall"",""Q2"":""I stopped clicking when I reached the end of path."",""Q3"":""I liked to click the last circle of different paths because they seemed to have higher positive amounts and higher negative amounts."",""Q4"":""I tried to click on the last circle because this seemed to reveal the higher positive amounts and higher negative amounts. If I clicked on a last circle with a certain path with a higher positive amount I would follow this path.""}",510773,1105138
19,"{""Q0"":""I learned to take the knowledge I learned earlier to help me later."",""Q1"":""Nothing confusing or hard to understand."",""Q2"":""46"",""Q3"":""Very interesting""}",153344,1259520
20,"{""Q0"":""Always starting with the outer nodes, but no logic as to which specific ones."",""Q1"":""I didn't go for any of the inner nodes as the pattern was that they had immaterial values compared to the outer ones. "",""Q2"":""If I discovered a 48 I would stop and go straight to it. Otherwise I would click all outer nodes and then go to a path to a 24."",""Q3"":""Any of the outer nodes. Maybe there was a pattern to them across rounds; I didn't pay attention closely enough to remember."",""Q4"":""I always revealed outer nodes until I either saw a +48 or had uncovered all of them. I didn't do the expected value calculations, but my gut told me that only $1 per node, it was worth it to spend every round for the chance of discovering a 48 (it seemed that a 48 was at least every other round).""}",189312,668682
20,"{""Q0"":""You have to spend money to make money, but I already knew that."",""Q1"":""No."",""Q2"":""31"",""Q3"":""None - fun game. ""}",23074,692760
21,"{""Q0"":""guess"",""Q1"":""guess"",""Q2"":""when i found 48"",""Q3"":""yes"",""Q4"":""no""}",28721,972490
21,"{""Q0"":""to find the best node"",""Q1"":""no"",""Q2"":""32"",""Q3"":""none""}",18127,991622
22,"{""Q0"":""I learned that the last nodes is where the real money is, and there was typically only one $48 node. I clicked on the outer nodes until I found the highest, or what I could presume was the highest in that set."",""Q1"":""The first node wasn't worth very much so I barely would click on it."",""Q2"":""If I was reasonably assured I would at least get $48 or $24 dollars at the end, regardless of any minuses I would incur in the first two nodes."",""Q3"":""At a random last node."",""Q4"":""""}",142390,648826
22,"{""Q0"":""I learned to check the outer nodes first. The practice set really helped to establish this method."",""Q1"":""No"",""Q2"":""23"",""Q3"":""""}",47471,697317
23,"{""Q0"":""I decided where to click by centering around any $48 I found. If I found one or two, then I'd see which had any negatives around it."",""Q1"":""Whenever the end node was a negative number, I did not bother clicking around that area. I followed the green."",""Q2"":""I decided when I found a $48 next to another green, positive number. I didn't need to know every node - just the one that had the $48."",""Q3"":""I was most likely to click on an end node in any direction (top, left, right)."",""Q4"":""Nothing else. I just followed the biggest green and avoided exploring the red.""}",175964,1065886
23,"{""Q0"":""I learned to prioritize. Prioritize my energy and resources towards the biggest prize and ignoring the rest."",""Q1"":""Nothing was confusing."",""Q2"":""26"",""Q3"":""Very fun game. It was enjoyable playing.""}",64252,1131158
24,"{""Q0"":""I clicked the end nodes since they had the highest payout"",""Q1"":""I did not click on any of the interior nodes unless they were a turning point"",""Q2"":""If I got a +48, I would usually stop since you would get a positive payout"",""Q3"":""I did every round"",""Q4"":""I just looked for the highest end payout and the clicked over to it""}",125582,828220
24,"{""Q0"":""Nothing really"",""Q1"":""No"",""Q2"":""52"",""Q3"":""No""}",45544,874771
25,"{""Q0"":""random"",""Q1"":""random"",""Q2"":""random,"",""Q3"":""no"",""Q4"":""just random choosing""}",47020,566850
25,"{""Q0"":""that chances are unpredictable"",""Q1"":""no"",""Q2"":""42"",""Q3"":""""}",40295,608154
26,"{""Q0"":""i checked the noded"",""Q1"":""i used the nod"",""Q2"":""when it told me i was done "",""Q3"":""up"",""Q4"":""no""}",54074,932815
26,"{""Q0"":""to take a risk "",""Q1"":""no "",""Q2"":""21"",""Q3"":""""}",18674,952506
27,"{""Q0"":""random guess"",""Q1"":""If there was a - at the end."",""Q2"":""when I saw a positive number"",""Q3"":""random"",""Q4"":""no""}",115337,996696
27,"{""Q0"":""I could have had a better strategy."",""Q1"":""no"",""Q2"":""52"",""Q3"":""""}",44571,1042309
28,"{""Q0"":""I tried to choose which would provide the most money by evaluating the ending amount and factoring in the losses/gains on the way."",""Q1"":""If I was going to lose too much money, I didn't click there."",""Q2"":""If I found one that had a high paying end node, I chose that one because it would be worth it even losing some on the way."",""Q3"":""At the end nodes."",""Q4"":""I tried to always go with the final node that had the most money, because it was usually worth it.""}",84240,762794
28,"{""Q0"":""I learned that it was usually worth the risk to choose the node with the higher payoff, and not to waste too much money investigating nodes."",""Q1"":""It was confusing during the training when it seemed to have different rules on how many nodes and which nodes I should click on, even if several trials had the same amount of nodes."",""Q2"":""33"",""Q3"":""""}",65899,829696
29,"{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":""""}",4272,418587
29,"{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":""""}",3648,423241
30,"{""Q0"":""check on the last step nodes"",""Q1"":""the first step nodes does not matter"",""Q2"":""when I see +48 on the last step node"",""Q3"":""the last step nodes"",""Q4"":""the +48 nodes seems to go in a pattern but later the pattern change""}",104330,730212
30,"{""Q0"":""always check on the last step nodes"",""Q1"":""none"",""Q2"":""23"",""Q3"":""""}",32098,763317
31,"{""Q0"":""Last node of every path - where payoff is the maximum. Then follow path to it."",""Q1"":""Based on where maximum payoff was on the previous try. Chances were it would not be there again."",""Q2"":""When I had a reasonable idea where the maximum payoff ($48) was based on the value at other nodes"",""Q3"":""Where max payoff was not in the previous round (or the one before that)"",""Q4"":""Look for the $48 (last) node and follow path to it. The $48 would more than pay for the cost of clicking more than one node.""}",268533,1173285
31,"{""Q0"":""As always, good strategy is everything."",""Q1"":""No"",""Q2"":""54"",""Q3"":""ComMents""}",115693,1290010
32,"{""Q0"":""I did use some dollars in the beginning but then i just tried to go with m gut. "",""Q1"":""I went with my gut on this as well. I was not very successful"",""Q2"":""I could only click when i am on the first node so once i got pass that, i went with my gut"",""Q3"":""i most likely went up instead of to the sides"",""Q4"":""There really was not too much to my strategy. I just did what i felt was going to be right. But was not very successful""}",99411,480499
32,"{""Q0"":""To always use the help. I should have kept using the clicking. also you never know what number is going to show up "",""Q1"":""no"",""Q2"":""31"",""Q3"":""""}",46638,528148
33,"{""Q0"":""I guessed."",""Q1"":""I guessed"",""Q2"":""when I found a green high number"",""Q3"":""anywhere."",""Q4"":""I guessed on everything.""}",68840,947575
33,"{""Q0"":""I'm sure I learned something but I don't know what."",""Q1"":""no"",""Q2"":""48"",""Q3"":""""}",43224,991821
34,"{""Q0"":""corners first then work my way to middle"",""Q1"":""not middle first"",""Q2"":""when i found 48"",""Q3"":""bottom right corner"",""Q4"":""not really, just clicked corners hoping for +48""}",43150,623036
34,"{""Q0"":""This game seems easy to win"",""Q1"":""no"",""Q2"":""34"",""Q3"":""""}",21561,645608
35,"{""Q0"":""the final steps pay the most"",""Q1"":""the first and second steps pay the least"",""Q2"":""when i saw a good payout of $48 "",""Q3"":""the corners "",""Q4"":""no ""}",34052,658024
35,"{""Q0"":""that following instructions gets you paid! "",""Q1"":""no "",""Q2"":""23"",""Q3"":""no ""}",35961,694992
36,"{""Q0"":""Randomly"",""Q1"":""Guessing, Instinct"",""Q2"":""I never did click because I did not want to use up a dollar"",""Q3"":""right"",""Q4"":""no, I just was testing out what move would be best\n""}",66197,499900
36,"{""Q0"":""never trust my instinct. I should click before moving"",""Q1"":""no nothing was too hard to understand"",""Q2"":""27"",""Q3"":""seems like there were more negative values in the later rounds""}",51629,552535
37,"{""Q0"":""At first I clicked all the last nodes and from there I decided where to go next."",""Q1"":""Based on what the last notes provides and what journey is provides the best result."",""Q2"":""When I found the node with the highest result."",""Q3"":""The lower end node on the left."",""Q4"":""I used the $1 fee to open all ending nodes to see which one has the most points and then I go from there. ""}",112900,766278
37,"{""Q0"":""I learned to be resourceful and to use as less money as possible."",""Q1"":""No"",""Q2"":""28"",""Q3"":""Thank you!""}",29754,797039
38,"{""Q0"":""I clicked the nodes on the outer edges until I found a 48 or I revealed all of the nodes and if I found a 24 then I would click the first nodes to see what path to follow"",""Q1"":""I quit clicking if I found a 48 because that is the highest possible number and I would not click nodes that had a positive number next to them because most of them time it was a negative number next to it"",""Q2"":""When I hit the 48 or when I revealed the path to the best 24"",""Q3"":""The outer edges of the paths"",""Q4"":""I used what I learned in the training.""}",119359,736667
38,"{""Q0"":""To check the nodes on the outside first to find the end of the path."",""Q1"":""No"",""Q2"":""25"",""Q3"":""Thanks.""}",23423,761094
39,"{""Q0"":""I clicked on the nodes that I new were the highest value"",""Q1"":""I didn't waste my clicks on the 4 or 8 nodes"",""Q2"":""when I found a positive value in the largest category"",""Q3"":""right side top"",""Q4"":""""}",64540,830882
39,"{""Q0"":""I started to learn the patterns fairly quickly"",""Q1"":""no"",""Q2"":""36"",""Q3"":""no""}",62118,894040
40,"{""Q0"":""I was basing my clicks on the patterns that I had noticed in the previous rounds."",""Q1"":""Again, based off of the previous rounds, there seemed to be a pattern of where the negative nodes were."",""Q2"":""When I had figured out what type of path I was going to take."",""Q3"":""The node right above the starting one."",""Q4"":""""}",72007,560836
40,"{""Q0"":""I learned that there are definitely patterns to be studied that can help you in a game like this."",""Q1"":""No."",""Q2"":""28"",""Q3"":""""}",24259,586123
41,"{""Q0"":""I started with a random end each time"",""Q1"":""Just when I found a 48, I usually stopped"",""Q2"":""when I found a 48, usually"",""Q3"":""I think the bottom left"",""Q4"":""really wasn't one, ""}",94543,831299
41,"{""Q0"":""not sure"",""Q1"":""no"",""Q2"":""42"",""Q3"":""no""}",16550,848854
42,"{""Q0"":""Randomly"",""Q1"":""Randomly"",""Q2"":""Once I uncovered the 48"",""Q3"":""Where the high amount was in the last round"",""Q4"":""Didn't really have a strategy""}",48452,877065
42,"{""Q0"":""The best way to make the most money in the game"",""Q1"":""In the practice rounds it seemed like the time you had to wait was not based on anything I was actually doing. "",""Q2"":""42"",""Q3"":""None""}",47213,925288
43,"{""Q0"":""outside spots were the biggest value.  If there were two outside spots valued at 48 then I checked which path gave more"",""Q1"":""Eventually I realized that if one of the two outside values was 48 I didn't need to click the other on that path because the variable was the two immediate steps before it."",""Q2"":""When I knew the most valuable path"",""Q3"":""lower left corner"",""Q4"":""it only evolved slightly after the training rounds.  I figured out 90% of my strategy in the training.""}",162698,725223
43,"{""Q0"":""To think through the hypothesis.  It was also so worth getting a preview since the click only cost $1.00.  Gambling in these parameters didn't make much sense."",""Q1"":""No"",""Q2"":""38"",""Q3"":""thanks!!""}",74663,800910
44,"{""Q0"":""I tried to go for the 48."",""Q1"":""I tried not to go for lower than 48"",""Q2"":""When I saw a path to the 48 or the 24 that was clear."",""Q3"":""On the outer edges."",""Q4"":""It was a game of chance.""}",85862,915367
44,"{""Q0"":""I learned that it was hard not to sacrifice money to try to make money."",""Q1"":""No"",""Q2"":""57"",""Q3"":""Interesting and fun.""}",49636,966024
45,"{""Q0"":""I tried to find the highest ending value with the least amount of clicks."",""Q1"":""I learned quickly that the first two steps don't matter."",""Q2"":""I decided when I found the maximum final reward."",""Q3"":""The terminus of the top left route."",""Q4"":""The order of the clicks was a random guess, the the training taught me that a high final payout could erase any penalties from the first two steps.""}",78866,559498
45,"{""Q0"":""I learned that it was best to sacrifice some cash in order to maximize the reward."",""Q1"":""No, it was not."",""Q2"":""41"",""Q3"":""Good luck with your research!""}",35327,595828
46,"{""Q0"":""I decided to click on the highlighted nodes at the end to see which would be the biggest number. Once I saw a +48, i went that way. "",""Q1"":""I didn't click on the inside nodes because the training said to click on the outside highlighted nodes."",""Q2"":""as soon as I found the highest + number like +48 or +24"",""Q3"":""the top and bottom nodes of each maze"",""Q4"":""I was trying ti maximize my earnings by finding the highest positive value node I could end on. ""}",221796,1242935
46,"{""Q0"":""I learned that I had to spend money to find the best path. The only time i ended up losing money was when i didn't click on nodes at all and just picked a path. "",""Q1"":""At first it was hard to know which nodes to click on and how many dollars I wanted to spend. "",""Q2"":""34"",""Q3"":""Thanks, this was fun and interesting!""}",112449,1356389
47,"{""Q0"":""I just saw where the +48 was and followed that."",""Q1"":""If I found a +48 I didn't click anymore."",""Q2"":""When I found a +48."",""Q3"":""Outside boxes."",""Q4"":""I just clicked the outside boxes until I found a +48.""}",68098,733806
47,"{""Q0"":""How consistent each round is."",""Q1"":""Nope."",""Q2"":""29"",""Q3"":""no""}",36174,770995
48,"{""Q0"":""random"",""Q1"":""tried not to start where I last ended up"",""Q2"":""when I would find the positive 48 or highest positive outcome."",""Q3"":""random spots"",""Q4"":""it was fun :)""}",50713,667435
48,"{""Q0"":""Not exactly sure what this survey was about. but it was fun"",""Q1"":""nope"",""Q2"":""28"",""Q3"":""""}",26291,694735
49,"{""Q0"":""just guess work"",""Q1"":""guess work"",""Q2"":""came to end"",""Q3"":""right arrow"",""Q4"":""tried same thing few times hoping to earn more""}",55560,469711
49,"{""Q0"":""guess work does not work much"",""Q1"":""no"",""Q2"":""37"",""Q3"":""nothing""}",33911,504628
50,"{""Q0"":""Randomly, usually starting on the left"",""Q1"":""If the information available was enough to make a decision"",""Q2"":""If the information available was enough to make a decision"",""Q3"":""Left nodes"",""Q4"":""""}",48379,684501
50,"{""Q0"":""Left nodes were usually better"",""Q1"":""No"",""Q2"":""32"",""Q3"":""""}",26982,712487
51,"{""Q0"":""I clicked an outer node first since it had the min or max point value. If the min or max was +/-24, I tried a different outer node till I found 48"",""Q1"":""If I clicked an outer node that was +/-24, I avoided clicking its opposite to save $1 and tried a different pair of outer nodes in search of a +48"",""Q2"":""If I found a +48, I stopped clicking inner nodes because the path would always be positive in my favor by a lot"",""Q3"":""I think I clicked the top outer nodes first most often."",""Q4"":""Once I found a +48, I stopped clicking and moved the spider. I never moved to an outer node if I wasn't sure of its value since $1 was a cheap way to avoid  a -24 or a -48""}",194594,764876
51,"{""Q0"":""Spend the $1 on node insurance"",""Q1"":""In the practice round I was confused about the hints it gave me regarding whether or not to stop clicking. It didn't seem to make sense."",""Q2"":""42"",""Q3"":""fun game. Thanks!""}",67607,833500
52,"{""Q0"":""I only factored in the final nodes and the cost of clicking."",""Q1"":""I didn't click any of the interim nodes."",""Q2"":""When I'd find the 48 dollar value."",""Q3"":""the end nodes."",""Q4"":""I think I summed it all up above!""}",37123,924766
52,"{""Q0"":""Small sacrifices are worth the large payoff."",""Q1"":""In the beginning I kept getting an error telling me I was clicking the incorrect nodes. I thought I'd read the instructions, but it's possible I missed something."",""Q2"":""27"",""Q3"":""Nope!""}",55570,981356
53,"{""Q0"":""By thinking of the last level in the game"",""Q1"":""using the previous stage"",""Q2"":""decide by thinking about the steps and point i earn"",""Q3"":"" click most in the left side at beginning"",""Q4"":""I think this strategy of this game is about making the decision what to do next ""}",235949,757849
53,"{""Q0"":""I learn something about the decision making"",""Q1"":""Yes, i was confused a little when choosing which side i should go"",""Q2"":""28"",""Q3"":""No comments""}",80395,839250
54,"{""Q0"":""The final destination"",""Q1"":""The values of the final destinaion"",""Q2"":""When i found the highest value"",""Q3"":""The final destinations"",""Q4"":""Once found the highest final destination would expose the route.""}",111031,816141
54,"{""Q0"":""The most direct path can be not the most rewarding"",""Q1"":""No"",""Q2"":""28"",""Q3"":""none""}",51306,868451
55,"{""Q0"":""I chose based on what would get me to the highest end value I could find, because it would be the greatest net gain once I found a positive 48"",""Q1"":""When a path wouldn't lead to a high last number"",""Q2"":""I would always stop clicking once I found the positive 48 (or the next highest number)."",""Q3"":""I would always start with the ending points, because those showed where the highest net value would be"",""Q4"":""I always clicked to show values, because it wasn't worth a risk to get a -48 on a round rather than just spending $1 to see what it was. ""}",279689,862453
55,"{""Q0"":""It was worth it to spend a small amount to find out where your highest potential gain was. "",""Q1"":""No, the instructions were great and it was very straightforward."",""Q2"":""25"",""Q3"":""Interesting and fun HIT!""}",59349,922811
56,"{""Q0"":""I tried to click the ends since that is where the $48 would appear"",""Q1"":""When I was able to find the $48 first"",""Q2"":""When I found the $48 i just moved the spider in that direction"",""Q3"":""the ends"",""Q4"":""""}",75156,785874
56,"{""Q0"":""To pay attention to patterns"",""Q1"":""No"",""Q2"":""25"",""Q3"":""no""}",38860,825742
57,"{""Q0"":""I picked the end nodes"",""Q1"":""Didnt waste on the closer nodes"",""Q2"":""When I got a high number"",""Q3"":""Randomly on the ends"",""Q4"":""Just the ends, and not in the same spot as last time""}",44781,523947
57,"{""Q0"":""I learned how to get to the best outcome"",""Q1"":""Nope. Everything was easy"",""Q2"":""35"",""Q3"":""Interesting and fun study""}",242876,767828
58,"{""Q0"":""I clicked the nodes on the top "",""Q1"":""I finally figured this out during the training.  You have to click the nodes at the top first.  Then if they are less than 48 you can check  other nodes."",""Q2"":""If the value the first node was 48 I would stop clicking if not then I would keep checking until I found one that was 48"",""Q3"":""The top right node"",""Q4"":""I just basically tried to click until I found a node value of 48, and then went towards that since it is the highest value.""}",162602,1046937
58,"{""Q0"":""I learned which nodes I needed to click on without losing money.  I figured out you stopped when you found 48, and you could keep checking until you hit 48."",""Q1"":""At first it was hard to understand the game, so I did horrible.  The training helped me to finally understand how to play."",""Q2"":""41"",""Q3"":""This was a really fun HIT.  I enjoyed playing this game.""}",100170,1148117
59,"{""Q0"":""I just figured I should keep a consistant patttern and started in the bottom right until I found a +48"",""Q1"":""I'd avoid the 2 directional ones and just focus on the branched ones.  If I found a +48 I'd stop clicking"",""Q2"":""If I found a +48 or the was done clicking the branch ones."",""Q3"":""Always started at the branch of the bottom right"",""Q4"":""Just wanted to be consistent and figured averaged out would be better than trying to gamble on where to start clicking.""}",107096,598213
59,"{""Q0"":""I learned a bit about how this game works."",""Q1"":""Could have explained in the tutorial you wanted us to click certain ones I just started going at it and got a timeout for a bit that was annoying."",""Q2"":""25"",""Q3"":""""}",36597,635819
60,"{""Q0"":""Since the ending nodes had the bigger losses and rewards I wanted to reveal them. "",""Q1"":""I did not want to click on the first and second nodes because those values are too small to greatly affect the payoff."",""Q2"":""When I saw the highest value you can get, 48 then I decided to take the move. I did not want to waste more dollars."",""Q3"":""The last node. I did not have a preference for which last node to pick."",""Q4"":""""}",108490,555208
60,"{""Q0"":""Not much."",""Q1"":""No."",""Q2"":""24"",""Q3"":""""}",16134,572350
61,"{""Q0"":""Tried to unveil the $48 slot and go from there. "",""Q1"":""If there was a big negative amount."",""Q2"":""Stopped at the last spot where the $48 was or $24."",""Q3"":""Nowhere in particular."",""Q4"":""My strategy was very random, dependent on the unveiling.""}",56782,681215
61,"{""Q0"":""How to use more strategy over time."",""Q1"":""No."",""Q2"":""31"",""Q3"":""Thanks.""}",51536,733752
62,"{""Q0"":""tried to click where i felt like i could make money"",""Q1"":""when i used the reveal nodes i tried avoiding going any direction that started negatively"",""Q2"":""i didnt stop i kept hoping for the best"",""Q3"":""wherever the highest value green was"",""Q4"":""i didnt really have a strategy other than going where i felt like i could make the most. i failed miserably tho""}",129218,626005
62,"{""Q0"":""not to press my luck"",""Q1"":""no"",""Q2"":""37"",""Q3"":""no""}",25250,652268
63,"{""Q0"":""I was mainly interested in the last step because that resulted in a higher loss or payoff."",""Q1"":""The first steps didn't matter too much because it was such a small loss or win."",""Q2"":""When I have found the $48 reward or $24 if there was no $48."",""Q3"":""At the last nodes."",""Q4"":""N/A""}",58371,779333
63,"{""Q0"":""N/A"",""Q1"":""N/A"",""Q2"":""28"",""Q3"":""""}",9987,790329
64,"{""Q0"":""The end ones were the most value"",""Q1"":""I didnt click the middle ones"",""Q2"":""When I found the highest number"",""Q3"":""The last button"",""Q4"":""No""}",42566,463922
64,"{""Q0"":""Nothing"",""Q1"":""No"",""Q2"":""35"",""Q3"":""No""}",12552,477480
65,"{""Q0"":""Based on where the 48 point numbers appeared most frequently"",""Q1"":""I only clicked in the far corners where the highest values were located."",""Q2"":""After I found a 48, then I would stop clicking."",""Q3"":""The sides"",""Q4"":""I tried to click on the spaces where 48 which seemed to be most frequently to the sides.""}",133675,711259
