pid,responses,rt,time_elapsed
7,"{""Q0"":""just random "",""Q1"":""tried to stay away from the red"",""Q2"":""random more less"",""Q3"":""right "",""Q4"":""""}",45108,591822
7,"{""Q0"":""noting"",""Q1"":""no"",""Q2"":""34"",""Q3"":""""}",13879,606710
8,"{""Q0"":""I click the edge of the last nodes and decide choose the path if it is the highest ( +48) right away, if it is (+24) I wait and see if there is higher nodes"",""Q1"":""I decide NOT to choose the path when the node is negative LOLz"",""Q2"":""I decide to stop clicking when the edge of the nodes are all clicked because sometimes they follow a pattern, the opposite side is it's positive, but sometimes the opposite is not the same. "",""Q3"":""I was most likely to click the last nodes to see rather it is positive and if it is the highest nodes. "",""Q4"":""1) I click on the last nodes\n2) I choose the highest positive numerical value\n3) If it is tie, I click on the first and second nodes to see if the numbers added together are higher than if choosing the other path. \n4) I think pick the side that gives me the highest positive net worth ""}",189738,1010817
8,"{""Q0"":""I learn best to confirm last nodes as other chances to get higher numerical value. "",""Q1"":""Nothing was confusing except during practice, I didn't click $1 at first, but during the trial I did realize to use the niffy clue. "",""Q2"":""20"",""Q3"":""Pretty fun. ""}",74994,1086818
9,"{""Q0"":""By spending to reveal the nodes."",""Q1"":""I always inspected the end of the path."",""Q2"":""When I found the highest value."",""Q3"":""At the end of one of the nodes."",""Q4"":""It was better to spend to reveal than not to.""}",36472,513544
9,"{""Q0"":""Interesting way of gambling."",""Q1"":""No."",""Q2"":""31"",""Q3"":""Fun game.""}",19541,534096
10,"{""Q0"":""I clicked on the last nodes because the last nodes gave the most money."",""Q1"":""I did not click on the first and second nodes because the money they added or subtracted was small. "",""Q2"":""I stopped clicking after I found a green 48, if it did not appear I would choose  the  next highest, green 24. "",""Q3"":""I tend to click on the on the last node on the left side of the web and from there went clockwise."",""Q4"":""I don't have any else to describe about my strategy. ""}",670493,1481505
10,"{""Q0"":""I don't think I learn anything. "",""Q1"":""I thought it was easy to understand. "",""Q2"":""31"",""Q3"":""""}",124286,1606799
11,"{""Q0"":""I clicked on the outside nodes to determine the best path"",""Q1"":""If i already had a node discovered that was on the outside I would generally stop clicking"",""Q2"":""When I knew I would only lose money if I continued clicking"",""Q3"":""The outer nodes"",""Q4"":""""}",129972,613931
11,"{""Q0"":""That I enjoy HITs that are games"",""Q1"":""no"",""Q2"":""26"",""Q3"":""""}",30761,645699
12,"{""Q0"":""I specifically focused on the end nodes, as they granted the highest gains/losses. I wanted to make sure that I ended the round with the highest possible gain."",""Q1"":""I did not want to spend money clicking on the nodes between the beginning node and the ending node, because the gains/losses of those nodes were insignificant compared to the ending nodes."",""Q2"":""I stopped clicking as soon as I revealed the number \""48\"" on the end node, as it is the highest possible gain."",""Q3"":""I was most likely to start clicking at the end node in the bottom-left corner, and move in a clockwise fashion around the web."",""Q4"":""I basically began each round with the end in mind. The gains/losses between the beginning and end node were insignificant compared to the larger values of the end node. Any losses obtained along the way would've been offset by the large gain provided by the ending node.""}",299256,904864
12,"{""Q0"":""By playing this game, I learned that you have to sometimes spend money in order to make money. Aimlessly navigating the web without spending the money to reveal the nodes was a certain way to lose money. In a manner of speaking, it is like a return on an investment."",""Q1"":""The instructions were fairly easy to follow. Having the trial runs definitely helped bolster my understanding of the game mechanics, because it certainly took a few tries for the details to sink in. It was kind of like learning how to ride a bike - there's some trouble at first, but practice makes perfect."",""Q2"":""29"",""Q3"":""This was a really fun and interesting game. Thank you for the opportunity to participate!""}",206814,1112681
13,"{""Q0"":""I wanted to find the 48s first and then I would see what path had the most points."",""Q1"":""If I had a 48 revealed there was no point in clicking the other branching path."",""Q2"":""When I knew I had the best path for a 48."",""Q3"":""At the end of the paths."",""Q4"":""If I found a 48 the other path didn't matter. The only button that mattered would be the previous buttons before any 48s that I revealed in order to get the most points.""}",155239,658271
13,"{""Q0"":""I learned to eliminate other possibilities bases on the information I already had."",""Q1"":""I was confused about the correct strategy at first."",""Q2"":""25"",""Q3"":""This was fun!""}",67790,727065
14,"{""Q0"":""i learned to click on all the end nodes"",""Q1"":""i tried not to click on the closets ones to myself"",""Q2"":""when i found the 48"",""Q3"":""randomly on one of the end nodes"",""Q4"":""there was nothing else.""}",54638,716426
14,"{""Q0"":""to strategize based on where i knew i might find the largest number."",""Q1"":""no."",""Q2"":""30"",""Q3"":""none""}",48696,766136
15,"{""Q0"":""based on the nodes that have the highest values (outermost)"",""Q1"":""once the furthest nodes have negative amounts, i don't click on the intermediate ones that will lead to that route"",""Q2"":""once I see the max 48 on a node, I decide on that route and don't bother testing other routes even if it could mean another route with a slightly better payout"",""Q3"":""the outermost nodes"",""Q4"":""once I see the max 48 on an node I don't bother to test other routes for a slightly bigger payout, and just go with that max 48 route as testing other routes could lead to lower payout too. not worth the slightly higher payout.""}",123493,851971
15,"{""Q0"":""I am willing to lose a little money for a bigger payout, but I am not willing to lose a little money when I already know I have a decently large payout, even if it means a slightly higher payout."",""Q1"":""no"",""Q2"":""33"",""Q3"":""""}",43218,896195
16,"{""Q0"":""I only clicked on the last nodes, because they were the true deciders of a profitable round or not."",""Q1"":""There was no reason not to click on anything other than the last nodes."",""Q2"":""When i found a +48, or until i knew there wasnt a +48 to be had."",""Q3"":""randomly on the last nodes."",""Q4"":""Using a dollar to make 4 isnt worth it, but using one to make 24-48 is.""}",84210,640354
16,"{""Q0"":""Efficiency."",""Q1"":""No"",""Q2"":""24"",""Q3"":""Didn't the study say it was possible to make $5 bonus?\nThat seems... unlikely.""}",125629,766990
17,"{""Q0"":""I inspected every end-node until I found one with the max positive value"",""Q1"":""I avoided negative node areas "",""Q2"":""Once a found a node with the max value of points"",""Q3"":""I started my inspections from the top left node then went clockwise  "",""Q4"":""I just used the same strategy that the practice round taught me. It really helped me understand how to use the inspection tool to find the best route. I would have done poorly if I did not follow the practice round advice.""}",214146,786323
17,"{""Q0"":""I learned to use logic better in understanding where to guide my spider than what my original idea was."",""Q1"":""no"",""Q2"":""31"",""Q3"":""I liked this HIT""}",54552,841880
18,"{""Q0"":""GUT INSTINCT."",""Q1"":""GUT INSTINCT."",""Q2"":""GUT INSTINCT."",""Q3"":""TOP"",""Q4"":""JUST A HUNCH.""}",36665,506522
18,"{""Q0"":""TO BE MORE CAUTIOUS."",""Q1"":""NO."",""Q2"":""51"",""Q3"":""IT WAS FUN. I LIKE TO PLAY AGAIN I FEEL I WOULD DO BETTER.""}",56895,564427
19,"{""Q0"":""random"",""Q1"":""pattern"",""Q2"":""I didnt"",""Q3"":""left"",""Q4"":""""}",40199,943910
19,"{""Q0"":""about a greed"",""Q1"":""no"",""Q2"":""41"",""Q3"":""""}",23471,968403
20,"{""Q0"":""by learning that I need to look at the last node"",""Q1"":""if I had already revealed the highest ammount"",""Q2"":""when I revealed the highest ammount"",""Q3"":""the top right last node"",""Q4"":""no""}",47718,426879
20,"{""Q0"":""to look at the end for a result"",""Q1"":""no"",""Q2"":""43"",""Q3"":""no""}",17057,445181
21,"{""Q0"":""i would only click on the furthest away spots, because this was where the $48 reward was, which was the highest prize"",""Q1"":""i didn't click on any other part because it was irrelevant"",""Q2"":""when I found the $48 prize"",""Q3"":""The furthest away part"",""Q4"":""Find the 48 by clicking, stop clicking and go to the 48""}",135626,768589
21,"{""Q0"":""The setbacks from penalties are worth it if there is a bigger prize at the end"",""Q1"":""I didn't understand the delay for poor planning in the second part"",""Q2"":""23"",""Q3"":""""}",91789,861409
22,"{""Q0"":""expensive nodes first"",""Q1"":""least expensive ones"",""Q2"":""i clicked until i got +48"",""Q3"":""farthest node"",""Q4"":""""}",54849,1158363
22,"{""Q0"":"""",""Q1"":"""",""Q2"":""35"",""Q3"":""""}",13540,1172918
23,"{""Q0"":""Went to the furthest nodes as any negative amounts incurred along the way would be offset by any +48"",""Q1"":""The first and second nodes were smaller values and had a smaller impact on the final earnings for the round."",""Q2"":""When I revealed a +48 or a +24 if I had clicked many nodes before I figured out the optimal strategy."",""Q3"":""Outer node."",""Q4"":""It took me longer to figure out the optimal strategy than I would have liked. It seems obvious now.""}",175828,705428
23,"{""Q0"":""Learned to consider my strategy more carefully rather than random clicking."",""Q1"":""No. "",""Q2"":""39"",""Q3"":""""}",60818,767259
24,"{""Q0"":""I basically used my intuition which did not prove to be any good. "",""Q1"":""Again, I used my intuition. "",""Q2"":""Once I got to the end then obviously there was no where else to go. "",""Q3"":""To the right. "",""Q4"":""I tried to use reasoning, intuition and my experiences form the previous rounds to make decisions. ""}",110653,639235
24,"{""Q0"":""I learned that my intuition was not working too well today lol. "",""Q1"":""No, the game was pretty simple. "",""Q2"":""35"",""Q3"":""thank you! this was fun! ""}",44723,684993
25,"{""Q0"":""By choosing the spots that I felt offered the most return."",""Q1"":""I kind of didn't make a choice about this aspect."",""Q2"":""Once I found a spot that was offering $48 or if the highest amount available was $24."",""Q3"":""I kind of chose randomly."",""Q4"":""No, that's about all there was to it.""}",155375,986211
25,"{""Q0"":""I'm not really sure what I learned in particular. I'd have to be asked a more specific question."",""Q1"":""No"",""Q2"":""37"",""Q3"":""This was really interesting and fun. Thanks! ""}",90230,1077450
26,"{""Q0"":""guess"",""Q1"":""guess"",""Q2"":""reached more value"",""Q3"":""max value node, right side mostly"",""Q4"":""good game""}",70538,898055
26,"{""Q0"":""guessing node"",""Q1"":""no"",""Q2"":""32"",""Q3"":""good game""}",23067,922141
27,"{""Q0"":""To try to find the biggest payout number"",""Q1"":""If the number was minus"",""Q2"":""when I found 48"",""Q3"":""on the outside nodes"",""Q4"":""no""}",104697,1067296
27,"{""Q0"":""that it paid to spend the dollar to know what value the node had."",""Q1"":""no"",""Q2"":""50"",""Q3"":""none""}",70851,1139204
28,"{""Q0"":""Guessed and tried to find patterns"",""Q1"":""Using the node inspector to start out and determine the best route to go."",""Q2"":""Got to the end of a path"",""Q3"":""With the node inspector to see what the best route might be."",""Q4"":""Mostly used the node instructor to get started on the best route and then from there was kind of a guessing game.""}",123695,645805
28,"{""Q0"":""There may have been a better strategy."",""Q1"":""No"",""Q2"":""48"",""Q3"":""""}",69351,716161
29,"{""Q0"":""Clicking was sort of random. I figured that if I was successful in one spot before, I probably wouldn't be successful in that same spot. I clicked on the last nodes first and if I got a value of 48, I knew that I should move to the node to maximize my earnings. "",""Q1"":""I didn't really concentrate on the first nodes a lot because it wasn't worth losing a dollar. "",""Q2"":""When I got a value of 48 on the last node, I knew that I should move to the that one to maximize my earnings. So, I eventually stopped clicking other places."",""Q3"":""At the beginning of each round, I clicked the last nodes first."",""Q4"":""Not really, other than the fact that I tried to be random when deciding which of the last nodes I should click.""}",489781,1409741
29,"{""Q0"":""I think the task was great at helping me outweigh my outcomes, strategize and take risks. I'm usually not a risk taker but this was fun to do."",""Q1"":""No, the instructions were very clear and easy to follow. The practice rounds were also helpful"",""Q2"":""26"",""Q3"":""This is probably the best game-based survey I've taken on Mturk. Great job!""}",172167,1582918
30,"{""Q0"":""i clicked willy nilly. the learning stage was SOOOOOO defective, i learned NOTHING AT ALL"",""Q1"":""what clicking?? i had to wait 42 seconds between each click !!!"",""Q2"":""i had a choice? i got 3 clicks then nothing"",""Q3"":""anywhre i could"",""Q4"":""move when the program let me""}",107826,937679
30,"{""Q0"":""absolutely nothing"",""Q1"":""yes, i was confused as to why i just spent 17:48 on this stupidity"",""Q2"":""51"",""Q3"":""i feel cheated out of almost 20 minutes of my life""}",81441,1020127
31,"{""Q0"":""I TRIED CLIKCING NODES"",""Q1"":""I SAW THE RED"",""Q2"":""FINAL ANSWERS"",""Q3"":""END NOTED"",""Q4"":"" CLICKED ON MY BEST CHSACES ""}",29093,1040005
31,"{""Q0"":""TO CLICK ON CERTIAN ONES"",""Q1"":""NO"",""Q2"":""29"",""Q3"":""NO""}",17062,1058073
32,"{""Q0"":""There was the most value in clicking the last steps to look for 24 or 48 positive points."",""Q1"":""I quickly realized that it wasn't worth clicking any of the steps close to you because landing on a -$24 or -$48 at the end would just wipe it all out anyway."",""Q2"":""I would usually stop clicking once I found a $48 square."",""Q3"":""The last steps in all the different directions."",""Q4"":""I think clicking the last steps, looking for a $48 square (or at least $24) and then going in that direction pretty much sums it up.""}",122256,687108
32,"{""Q0"":""In the game the space you end up on is much more important than the spaces you take to get there."",""Q1"":""No, it was clear and easy to understand."",""Q2"":""31"",""Q3"":""Fun hit, thank you.""}",86005,774123
33,"{""Q0"":""I tried to figure out a pattern."",""Q1"":""I tried to do whatever I didn't do last time, since I was not good at this game."",""Q2"":""When it was over."",""Q3"":""I tended to go up the most."",""Q4"":""Obviously I didn't have a good one.""}",66463,884149
33,"{""Q0"":""nothing"",""Q1"":"""",""Q2"":""47"",""Q3"":""""}",12648,897820
34,"{""Q0"":""i clicked the final nodes first"",""Q1"":""if the last node was negative"",""Q2"":""when i found a green 48"",""Q3"":"""",""Q4"":""""}",43637,844288
34,"{""Q0"":"""",""Q1"":"""",""Q2"":""33"",""Q3"":""""}",7279,852581
35,"{""Q0"":""Guessing game "",""Q1"":""away from the red negatives"",""Q2"":""when the numbers were too high"",""Q3"":""middle "",""Q4"":""no ""}",35822,995896
35,"{""Q0"":""the game"",""Q1"":""no "",""Q2"":""29 "",""Q3"":""no ""}",24167,1021092
36,"{""Q0"":""I clicked all of the first nodes."",""Q1"":""I only tried not clicking nodes once, I was experimenting to see if I did about as well as I did when I revealed the nodes. I felt like I did more poorly when I didn't click the nodes."",""Q2"":""Most of the time I revealed all of the nodes."",""Q3"":""I clicked all of the nodes."",""Q4"":""That's pretty much it. I guessed the whole time.""}",242217,1090492
36,"{""Q0"":""I learned that I should be a strategist or a gambler, haha!"",""Q1"":""No."",""Q2"":""33"",""Q3"":""Nope.""}",41130,1132654
37,"{""Q0"":""After the training block, it was clear that good planning involved clicking on the further away nodes first. When a green 48 was revealed, I often did not click any more nodes."",""Q1"":""If two red numbers were revealed at the end of a node, I did not bother clicking the nodes closer to the spider."",""Q2"":""When I could maximize the amount I earned without having to waste clicks to uncover less lucrative routes."",""Q3"":""Bottom left node"",""Q4"":""Minimize clicks, try to find the green 48. When a green 48 is found, go to it, only click the nodes on it's path if a 2nd green 48 is found. Choose the more lucrative path in this situation.""}",218734,968705
37,"{""Q0"":""Poor planning involves evaluating the short term outcomes. When evaluating long term outcomes, the outcomes in the short term can often be disregarded, or at least mitigated."",""Q1"":""I did not expect to be penalized for poor planning in the training block. I did not understand what was considered good/poor planning until the 8th block or so."",""Q2"":""29"",""Q3"":""The 42 second penalty for poor planning was severe and in my opinion, disrespectful to me as a participant. That is too steep a penalty for this task. Please reconsider.""}",168511,1138218
38,"{""Q0"":""I tried clicking on random places then realized I should only click the ends to minimize my clicks."",""Q1"":""If the end of the node ad a negative number, I avoided those areas."",""Q2"":""If I saw a 48, I stopped clicking."",""Q3"":""I started clicking right next to the spider to begin. After I learned a batter strategy, I started clicking on the ends only."",""Q4"":""""}",114032,936228
38,"{""Q0"":""I learned that strategy is important."",""Q1"":""Nothing was confusing."",""Q2"":""30"",""Q3"":""Fun game!""}",34299,971695
39,"{""Q0"":""whereever the 48$ ends wheere "",""Q1"":""wherever the -48 where at, i avoided"",""Q2"":""whenever i found the 48 "",""Q3"":""the ones with the most money "",""Q4"":""avoid negatives ""}",60458,556165
39,"{""Q0"":""you win some you lose some "",""Q1"":""no "",""Q2"":""21 "",""Q3"":""n/a""}",26079,583259
40,"{""Q0"":""I clicked on the final nodes looking for the $48"",""Q1"":""I did not click on any first or second nodes as the values on those were relatively insignificant to my final score."",""Q2"":""Once I found the positive $48, I stopped."",""Q3"":""Any given final node, I did not really follow a pattern with which one."",""Q4"":""I was simply trying to get to the +$48""}",121426,581918
40,"{""Q0"":""To focus on getting to the largest, positive final node."",""Q1"":""No"",""Q2"":""24"",""Q3"":""N/A""}",35456,618378
41,"{""Q0"":""I clicked the outside first to find out where the big rewards were, then worked my way in."",""Q1"":""I only clicked on paths leading to big rewards."",""Q2"":""Once I had found a decent enough reward."",""Q3"":""On the outside bottom corner."",""Q4"":""I clicked more than I needed to because it only cost a dollar.""}",110100,865315
41,"{""Q0"":""I learned the best technique to make the most out of this game. I also learned to do more HITS from y'all."",""Q1"":""At first when I was being penalized I was confused as to why, but I figured it out pretty easily."",""Q2"":""25"",""Q3"":""It was fun! Thanks!""}",105713,972055
42,"{""Q0"":""It seemed the last value you ended up on was always the largest so I would click at the ends to determine where I would end up"",""Q1"":""The first few were lower values so not as worth it"",""Q2"":""When I found a plus 48"",""Q3"":""the ends of the Ts on each side"",""Q4"":""Nope - pretty simple""}",75951,739079
42,"{""Q0"":""That it was worth giving up a few dollars to have more in the end"",""Q1"":""No"",""Q2"":""25"",""Q3"":""No""}",47192,787285
43,"{""Q0"":""I would do the end nodes first. If any of them had 48, I would go there. If two had 48, I would do the second to last node."",""Q1"":""I never clicked on the first node."",""Q2"":""If I had a 48 OR if I had 2 48s and the second node was larger in one node"",""Q3"":""the end nodes"",""Q4"":""If one group of end nodes had one 48, I wouldn't click on the other""}",87005,857193
43,"{""Q0"":""A strategy for evaluating paths"",""Q1"":""Nope"",""Q2"":""24"",""Q3"":""The training session was annoying and made me needlessly wait 3+ seconds to display the same dialog box over and over again""}",56901,915102
44,"{""Q0"":""I clicked on the outside, generally on all of them to see where the 48 was."",""Q1"":""Clicking on the inside wasn't usually important, unless there was more than one 48."",""Q2"":""I decided to stop clicking when I determined it wouldn't make as much of a difference in choosing which lane I went down."",""Q3"":""I was most likely to click any of the outside at random."",""Q4"":""My strategy was all about maximizing the opportunity to get the 48 since that would make the dollar cost to click as irrelevant as possible.""}",107639,634432
44,"{""Q0"":""I learned how much I'm willing to spend to get the highest prize."",""Q1"":""No."",""Q2"":""30"",""Q3"":""N/a""}",26059,661525
45,"{""Q0"":""At the end of the line, where to financial impact was greatest."",""Q1"":""Not where the cost of clicking would not have made an impact, the first two steps."",""Q2"":""When I found a stop that was a +48 or all endings had been explored."",""Q3"":""Wherever I felt like the placement of the +48 route would be."",""Q4"":""I'd relied much on luck, I suppose it could have gone much worse.""}",102084,547579
45,"{""Q0"":""Sometimes you have to spend money to make money."",""Q1"":""No"",""Q2"":""18"",""Q3"":""""}",128269,676852
46,"{""Q0"":""just chance"",""Q1"":""just change"",""Q2"":""after I found some green"",""Q3"":""a corner"",""Q4"":""nothing really""}",36353,649554
46,"{""Q0"":""I found no plan"",""Q1"":""no"",""Q2"":""45"",""Q3"":""na""}",43018,693591
47,"{""Q0"":""tried to find a good payer and milk it out. "",""Q1"":""bad payer previously"",""Q2"":""when the spider stopped"",""Q3"":""right"",""Q4"":""not too good!""}",73559,557925
47,"{""Q0"":""stay away from spiders!  No, I learned to keep trying new routes"",""Q1"":""nothing"",""Q2"":""65"",""Q3"":""""}",37714,596645
48,"{""Q0"":""i clicked the goal points to find the highest value, and proceeded on that path"",""Q1"":""where the endpoints were -24 or -48"",""Q2"":""when i found a +48 endpoint"",""Q3"":""the end points"",""Q4"":""find a +48 endpoint and stop clicking, just follow that path""}",54225,735609
48,"{""Q0"":""A small investment helps get bigger returns"",""Q1"":""nothing"",""Q2"":""31"",""Q3"":""none""}",31217,767831
49,"{""Q0"":""at first, on all nodes to see their value, finally at the last nodes to see ultimate value."",""Q1"":""once the largest ultimate node of 48 was found no other nodes mattered."",""Q2"":""when the largest value node was found."",""Q3"":""the final nodes starting with the bottom left hand-side of the web."",""Q4"":""click as few nodes as possible to defer inspection costs.""}",143834,773673
49,"{""Q0"":""only one 48 nodes was present on each web."",""Q1"":"""",""Q2"":""29"",""Q3"":""""}",36825,811505
50,"{""Q0"":""I picked the last one first to ensure the largest payout"",""Q1"":""Any space that wasn't the last"",""Q2"":""When I found the +$48 node"",""Q3"":""The last node"",""Q4"":""N/A""}",34232,610933
50,"{""Q0"":""Last nodes have greatest payout"",""Q1"":""N/A"",""Q2"":""18"",""Q3"":""N/A""}",15643,627580
51,"{""Q0"":""The outer edges seemed to be where the money was made.  I based in on how much was earned in that spot in the previous round. "",""Q1"":""The inner areas made the least amount, I stayed away from them. "",""Q2"":""When I saw what seemed to be the maximum amount I could earn. "",""Q3"":""the upper edge. "",""Q4"":""No""}",86936,667310
51,"{""Q0"":""How to determine the most money I could make. "",""Q1"":""No. "",""Q2"":""42"",""Q3"":""No. ""}",29064,697386
52,"{""Q0"":""I revealed all the final ones."",""Q1"":""Revealing the final nodes."",""Q2"":""When I either revealed all the final nodes for the best, or 48 dollars."",""Q3"":""Last nodes."",""Q4"":""Last nodes were the big money.""}",29966,439115
52,"{""Q0"":""Last nodes were the big money"",""Q1"":""no"",""Q2"":""27"",""Q3"":""no.""}",13664,453789
53,"{""Q0"":""i was by a little guess"",""Q1"":""by a guess"",""Q2"":""by a guess"",""Q3"":""by guess"",""Q4"":""yeah i used a small stratergy""}",68901,629667
53,"{""Q0"":""i learned about the luck"",""Q1"":""no"",""Q2"":""46"",""Q3"":""none""}",35403,666079
54,"{""Q0"":""The end node value of 24 or 48"",""Q1"":""the end node of a negative value"",""Q2"":""the value of 48"",""Q3"":""near the last round node"",""Q4"":""no""}",58864,661727
54,"{""Q0"":""strategy"",""Q1"":""no"",""Q2"":""49"",""Q3"":""no""}",21075,683812
55,"{""Q0"":""just guessed"",""Q1"":""just guesed"",""Q2"":""just guessed"",""Q3"":""just guessed"",""Q4"":""no""}",40458,602498
55,"{""Q0"":""na"",""Q1"":""no"",""Q2"":""59"",""Q3"":""""}",19893,623397
56,"{""Q0"":""The end values first so I would know the largest amounts"",""Q1"":""If there was no point in clicking. If I had already found a +48, or if both end nodes were negative."",""Q2"":""When I found an acceptable end balance."",""Q3"":""One of the end nodes."",""Q4"":""No""}",76535,670433
56,"{""Q0"":""The strategy to get the most money"",""Q1"":""No"",""Q2"":""36"",""Q3"":""none""}",31690,703128
57,"{""Q0"":""random"",""Q1"":""random"",""Q2"":""after 3 clicks"",""Q3"":""right then left"",""Q4"":""no strategy""}",62749,632070
57,"{""Q0"":""nothing"",""Q1"":""no"",""Q2"":""58"",""Q3"":""""}",16189,649269
58,"{""Q0"":""It was just a random click. I didn't put any real thought process into it"",""Q1"":""Same thing, I didn't really have a plan going in. I just randomly picked a direction"",""Q2"":""When the game was over"",""Q3"":""I think I clicked left or right more often."",""Q4"":""I didn't have a strategy. ""}",176830,820661
58,"{""Q0"":""That I didn't qualify for a bonus because of bad clicking choices I made."",""Q1"":""I may have done it incorrectly. I'm not sure"",""Q2"":""46"",""Q3"":""It was a great game. I truly enjoyed it. Thank You for the opportunity""}",107416,929085
59,"{""Q0"":""The last hole and see where the 48 is"",""Q1"":""The first two holes"",""Q2"":""Whenever I see a 48 I go there"",""Q3"":""The last node and hope I hit a 48"",""Q4"":""No , just hope i see a 48 and then i go there""}",42839,653763
59,"{""Q0"":""How to play the game"",""Q1"":""It made sense after I understood it"",""Q2"":""25"",""Q3"":""Good HIT""}",20934,675705
60,"{""Q0"":""The path that would probably lead to the highest points"",""Q1"":""If it was probably going to be a losing path"",""Q2"":""When I found the most profitable path"",""Q3"":""To the left"",""Q4"":""""}",102769,871693
60,"{""Q0"":""To quickly find the profitable path."",""Q1"":""No"",""Q2"":""55"",""Q3"":""""}",32147,904850
61,"{""Q0"":""i just chose randomly"",""Q1"":""randomly"",""Q2"":""when i saw 48 usually"",""Q3"":""it was random"",""Q4"":""it was mostly random""}",45127,699716
61,"{""Q0"":""nothing"",""Q1"":""no"",""Q2"":""23"",""Q3"":""""}",14066,714796
62,"{""Q0"":""depends on the value of ending node"",""Q1"":""the value of ending node"",""Q2"":""once I found the highest value"",""Q3"":""I didn't have a method for that"",""Q4"":""""}",83750,945903
62,"{""Q0"":""take chances"",""Q1"":""no"",""Q2"":""38"",""Q3"":""""}",61887,1008799
63,"{""Q0"":""I chose the furthest out"",""Q1"":""I didn't choose inevitable moves"",""Q2"":""Whenever I got stressed "",""Q3"":""The outer nodes"",""Q4"":""Sometimes I thought 24 was good enough and I wouldn't waste clicking all the nodes""}",45520,643335
63,"{""Q0"":""There is strategy to this"",""Q1"":""Nope"",""Q2"":""25"",""Q3"":""Thanks!""}",12731,657072
64,"{""Q0"":""I guessed....."",""Q1"":""I guessed."",""Q2"":""If I hit a positive 48, I did not click on anything else."",""Q3"":""The last spot of any give direction."",""Q4"":""No""}",66465,709587
64,"{""Q0"":""How to strategically earn the most by navigating the web."",""Q1"":""No"",""Q2"":""45"",""Q3"":""None""}",39578,750183
65,"{""Q0"":""The very last nodes always had the highest (or lowest) payout, so I wanted to see what my goal was."",""Q1"":""Clicking on the first two nodes on any path would not have told me much about which node was my goal."",""Q2"":""When I saw a positive 48, I stopped clicking and took the path to it. Even if there were another positive 48, I didn't want to waste clicks when there may not be much of a difference in payout."",""Q3"":""Any of the outermost nodes."",""Q4"":""I tried to minimize clicks and maximize payout.""}",301415,875346
65,"{""Q0"":""It's best to figure out the goal first, then determine the best path towards it."",""Q1"":""No."",""Q2"":""24"",""Q3"":""""}",59523,935873
