p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,,,,,,,"{""Q0"":""I had to go through the hub at the end of each node. If that was extremely negative I could eliminate it easier. If it was good I checked the node between me and it. But generally checked the far node before the destination in each cardinal direction each time."",""Q1"":""Yes. There were only so many of each amount. "",""Q2"":""39"",""Q3"":""male""}",103126,,1457831,,,survey-text,,37
,,,,,,,,,,,,,"{""Q0"":""I guessed randomly at times and at other times I tried to find the $20 spots.  "",""Q1"":""No"",""Q2"":""28"",""Q3"":""Male""}",46153,,1092499,,,survey-text,,39
,,,,,,,,,,,,,"{""Q0"":""There was no strategy in the way I chose the route for the plane. It was a random guess."",""Q1"":""Not really."",""Q2"":""63"",""Q3"":""male""}",68740,,1082730,,,survey-text,,40
,,,,,,,,,,,,,"{""Q0"":""I tried to minimize losses and find the most profitable route. I had to take a few risks with the hopes of not having a negative balance."",""Q1"":""I was able to make choices faster as I continued to play the game. I also looked further out on the flight tree."",""Q2"":""36"",""Q3"":""Female""}",98514,,1358551,,,survey-text,,42
,,,,,,,,,,,,,"{""Q0"":""pure guessing!"",""Q1"":""not really"",""Q2"":""32"",""Q3"":""female""}",35315,,1178866,,,survey-text,,43
,,,,,,,,,,,,,"{""Q0"":""checked all the first routes and then went further checked the ones that were green"",""Q1"":""not really"",""Q2"":""42"",""Q3"":""male""}",49038,,1479028,,,survey-text,,44
,,,,,,,,,,,,,"{""Q0"":""looking for where I wouldn't lose money"",""Q1"":""click the closest first"",""Q2"":""35"",""Q3"":""heterosexual""}",28626,,1560584,,,survey-text,,45
,,,,,,,,,,,,,"{""Q0"":""I looked for the most money at the end and along the way.  "",""Q1"":""I found it was worth more to spend ten cents to know what was hidden than just to guess and lose more in the long run."",""Q2"":""39"",""Q3"":""female""}",72389,,1182569,,,survey-text,,46
,,,,,,,,,,,,,"{""Q0"":""I went with my gut."",""Q1"":""No."",""Q2"":""28"",""Q3"":""Male""}",15866,,961039,,,survey-text,,48
,,,,,,,,,,,,,"{""Q0"":""When it did well I moved to another route, if it did poorly I stayed with the same route.  Unfortunately, that wasn't the best plan.  "",""Q1"":""I tried a new plan, but by then I'd gambled enough away (gone through enough rounds) that I couldn't find a good pattern, or plan.  So, no."",""Q2"":""50"",""Q3"":""Female""}",130116,,1532757,,,survey-text,,49
,,,,,,,,,,,,,"{""Q0"":""I minimized the planning cost by only searching for the first paying move and the endpoint that paid the most."",""Q1"":""I'm unsure."",""Q2"":""47"",""Q3"":""Male""}",352838,,1512178,,,survey-text,,50
,,,,,,,,,,,,,"{""Q0"":""I usually tried to play it safe where I would make money"",""Q1"":""Usually it helps to reveal spots"",""Q2"":""38"",""Q3"":""male""}",65645,,1413125,,,survey-text,,51
,,,,,,,,,,,,,"{""Q0"":""I scouted my route. If I saw $12 or $20 then I knew it was the way to go."",""Q1"":""Yes. I learned I didn't have to uncover as many circles."",""Q2"":""39"",""Q3"":""female""}",84822,,1110057,,,survey-text,,52
,,,,,,,,,,,,,"{""Q0"":""I first tried to use one or two chances to see which route had an initial big pay."",""Q1"":""Yes, I learned how to be more patient."",""Q2"":""32"",""Q3"":""Male""}",290068,,1693786,,,survey-text,,53
,,,,,,,,,,,,,"{""Q0"":""I went with what would give me the highest payout."",""Q1"":""Check to see which had the highest payouts versus how much you had to pay to get there."",""Q2"":""39"",""Q3"":""Female""}",57143,,1025544,,,survey-text,,55
,,,,,,,,,,,,,"{""Q0"":""I went with the first step that offered the most money"",""Q1"":"""",""Q2"":""26"",""Q3"":""Female""}",20296,,1358367,,,survey-text,,56
,,,,,,,,,,,,,"{""Q0"":""I tried to find a path that would lead me to the most money. At some points, I realized that I it would be the safe bet to just take what I had available instead of searching for better options and investing more money."",""Q1"":""A little bit throughout the test, in regards to the test itself."",""Q2"":""33"",""Q3"":""male""}",101904,,1394371,,,survey-text,,57
,,,,,,,,,,,,,"{""Q0"":""Just followed a route and tried to see if there was a pattern."",""Q1"":""not realy"",""Q2"":""24"",""Q3"":""female""}",60051,,1183686,,,survey-text,,58
,,,,,,,,,,,,,"{""Q0"":""I checked the award of the first destinations and the last."",""Q1"":""Not really."",""Q2"":""37"",""Q3"":""female""}",55253,,1276161,,,survey-text,,60
,,,,,,,,,,,,,"{""Q0"":""I quickly decided that the best idea was to click every dot."",""Q1"":""Yes, click every dot."",""Q2"":""28"",""Q3"":""Male""}",33605,,1146838,,,survey-text,,61
,,,,,,,,,,,,,"{""Q0"":""Couldn't relly"",""Q1"":""Nope"",""Q2"":""33"",""Q3"":""female""}",15864,,884447,,,survey-text,,62
,,,,,,,,,,,,,"{""Q0"":""I tried keeping with the same route to see the different prices. "",""Q1"":""no, not really. "",""Q2"":""34"",""Q3"":""Male""}",60985,,1299310,,,survey-text,,63
,,,,,,,,,,,,,"{""Q0"":""I did it randomly"",""Q1"":""At first I did, but afterwards i realized it didn't matter"",""Q2"":""30"",""Q3"":""Male""}",32313,,1102115,,,survey-text,,64
,,,,,,,,,,,,,"{""Q0"":""Looked for the big money"",""Q1"":""Just guessing"",""Q2"":""48"",""Q3"":""Female""}",30152,,1076629,,,survey-text,,65
,,,,,,,,,,,,,"{""Q0"":""I clicked a few trying to figure out where the positive transactions were, but I found it very difficult."",""Q1"":""I did not, I felt like I was wasting money as I kept finding negative transactions no matter what I did. Finally I just went by chance and stopped planning the route."",""Q2"":""30"",""Q3"":""male""}",64882,,1026514,,,survey-text,,66
,,,,,,,,,,,,,"{""Q0"":""I'd just pick one of the outermost ending points to reveal first. if it was negative then I'd just head to the opposite end of it. "",""Q1"":""No."",""Q2"":""26"",""Q3"":""Male""}",45125,,995008,,,survey-text,,67
,,,,,,,,,,,,,"{""Q0"":""RANDOM"",""Q1"":""NO"",""Q2"":""43"",""Q3"":""FEMALE""}",19035,,914202,,,survey-text,,68
,,,,,,,,,,,,,"{""Q0"":""It felt impossible."",""Q1"":""No."",""Q2"":""29"",""Q3"":""Male""}",18767,,979100,,,survey-text,,69
,,,,,,,,,,,,,"{""Q0"":""Most of it was random but later in the game if a route was profitable i tried to choose a different route the next time."",""Q1"":""Pay attention to details.  Some things that may not seem helpful, might actually help you in your decision making later on."",""Q2"":""28"",""Q3"":""Male""}",182554,,1187350,,,survey-text,,70
,,,,,,,,,,,,,"{""Q0"":""I planned overall loss versus win"",""Q1"":""Risk versus reward, taking more risk higher reward"",""Q2"":""22"",""Q3"":""Male""}",31541,,1304184,,,survey-text,,71
,,,,,,,,,,,,,"{""Q0"":""It was pretty random"",""Q1"":""Nope. Everything I tried didn't really work."",""Q2"":""41"",""Q3"":""Male""}",39000,,1913880,,,survey-text,,72
,,,,,,,,,,,,,"{""Q0"":""I tried to pick the most profitable route without paying too much for information."",""Q1"":""Yes.  I learned to stop looking if I found a sufficiently profitable route right away."",""Q2"":""42"",""Q3"":""Male""}",88735,,1243834,,,survey-text,,73
,,,,,,,,,,,,,"{""Q0"":""I just randomly picked the route."",""Q1"":""I felt like the numbers were random."",""Q2"":""40"",""Q3"":""Female""}",47316,,1381891,,,survey-text,,74
,,,,,,,,,,,,,"{""Q0"":""I clicked on the immediate options to see how much they were taking away or adding to my total. I tried follow paths that took the least amount of deductions and the most amount of additions."",""Q1"":""I discovered that there seemed to be a pattern over time, so i tried to use that pattern to minimize how many options I clicked to observe their amount."",""Q2"":""32"",""Q3"":""Male""}",113772,,1513245,,,survey-text,,75
,,,,,,,,,,,,,"{""Q0"":""I didn't have any plan, I just chose randomly."",""Q1"":""No, sorry. "",""Q2"":""57"",""Q3"":""Female""}",55364,,1368004,,,survey-text,,76
,,,,,,,,,,,,,"{""Q0"":""Just tried to go each direction"",""Q1"":""I tried to take opposite routes the 2nd set of rounds (instead of adjacent)"",""Q2"":""38"",""Q3"":""female""}",61151,,1210174,,,survey-text,,77
,,,,,,,,,,,,,"{""Q0"":""I went randomly"",""Q1"":""No, because even when I got positive numbers, I didn't earn a bonus."",""Q2"":""34"",""Q3"":""Female""}",39415,,1121236,,,survey-text,,78
,,,,,,,,,,,,,"{""Q0"":""I looked at how I could make the most money."",""Q1"":""Not really, it changed it game"",""Q2"":""30"",""Q3"":""Female""}",27929,,2110062,,,survey-text,,79
,,,,,,,,,,,,,"{""Q0"":""Randomly"",""Q1"":""Yes"",""Q2"":""18"",""Q3"":""male""}",16663,,1052525,,,survey-text,,80
,,,,,,,,,,,,,"{""Q0"":""I started by picking circles on the outside, but then realized it is better to pick circles closer to the middle to minimize the amount I had to pick."",""Q1"":""Instead of picking more of the last circles, I would pick circles in the middle then pick the outer ones to minimize loss."",""Q2"":""22"",""Q3"":""Female""}",78425,,1143614,,,survey-text,,81
,,,,,,,,,,,,,"{""Q0"":""I would avoid a route if I uncovered a minus."",""Q1"":""No"",""Q2"":""32"",""Q3"":""Male""}",27709,,959413,,,survey-text,,82
,,,,,,,,,,,,,"{""Q0"":""I chose fairly randomly "",""Q1"":""I did not as the game went on. "",""Q2"":""25"",""Q3"":""Male""}",23004,,1460070,,,survey-text,,83
,,,,,,,,,,,,,"{""Q0"":""max amount of money"",""Q1"":""view all circles"",""Q2"":""26"",""Q3"":""male""}",35481,,1076981,,,survey-text,,84
,,,,,,,,,,,,,"{""Q0"":""just guessing"",""Q1"":""no"",""Q2"":""38"",""Q3"":""male""}",60020,,1196070,,,survey-text,,85
,,,,,,,,,,,,,"{""Q0"":""The first round I paid to look at one of the spaces. It seemed like it cost too much so I started randomly panning my trips."",""Q1"":""Not really. It seemed random. I suppose I should have adjusted my strategy."",""Q2"":""33"",""Q3"":""Male""}",62810,,1027656,,,survey-text,,86
,,,,,,,,,,,,,"{""Q0"":"""",""Q1"":"""",""Q2"":""26"",""Q3"":""Male""}",16084,,1085475,,,survey-text,,87
,,,,,,,,,,,,,"{""Q0"":""Instinct"",""Q1"":""at the end I finally learned to check my numbers"",""Q2"":""43"",""Q3"":""female""}",36190,,1274256,,,survey-text,,88
,,,,,,,,,,,,,"{""Q0"":""I checked enough circled to find a high enough paying route, then went with it."",""Q1"":""I learned to look at fewer options as I began to understand the patterns."",""Q2"":""54"",""Q3"":""Male""}",68736,,1128153,,,survey-text,,89
,,,,,,,,,,,,,"{""Q0"":""Random until I got a positive result"",""Q1"":""Not exactly"",""Q2"":""42"",""Q3"":""Female""}",26865,,1980604,,,survey-text,,90
,,,,,,,,,,,,,"{""Q0"":""Tried ti minimize my losses basically"",""Q1"":""I don't really feel like I did, no."",""Q2"":""30"",""Q3"":""Male""}",23501,,1331026,,,survey-text,,91
,,,,,,,,,,,,,"{""Q0"":""I used the uncover option to plot the safest route."",""Q1"":""Just maximizing my earnings, which I got quicker and better at over time."",""Q2"":""35"",""Q3"":""male""}",38447,,1168991,,,survey-text,,92
,,,,,,,,,,,,,"{""Q0"":""guessed"",""Q1"":""no"",""Q2"":""38"",""Q3"":""male""}",13079,,1005948,,,survey-text,,95
,,,,,,,,,,,,,"{""Q0"":""I clicked on all the circles and added up which would be the best route"",""Q1"":""I learned not to click on the circles that were nearest to the plane at the start but instead focus on the outer ones."",""Q2"":""31"",""Q3"":""Male""}",50078,,1706657,,,survey-text,,97
,,,,,,,,,,,,,"{""Q0"":""Just went with whatever."",""Q1"":""Maybe I should have uncovered them to see what was there."",""Q2"":""55"",""Q3"":""female""}",52834,,1457222,,,survey-text,,98
,,,,,,,,,,,,,"{""Q0"":""randomly"",""Q1"":""yes"",""Q2"":""18"",""Q3"":""female""}",22801,,974049,,,survey-text,,99
,,,,,,,,,,,,,"{""Q0"":""Choose a final destination and work backwards"",""Q1"":""Not really.  Maybe I should of picked first stop instead."",""Q2"":""47"",""Q3"":""male""}",29462,,1193786,,,survey-text,,100
,,,,,,,,,,,,,"{""Q0"":""i just kept taking random routes"",""Q1"":""no"",""Q2"":""25"",""Q3"":""female""}",24029,,1191063,,,survey-text,,101
,,,,,,,,,,,,,"{""Q0"":""I kind of just went with gut instinct."",""Q1"":""No."",""Q2"":""21"",""Q3"":""Male""}",27894,,1422506,,,survey-text,,102
