pid,responses,rt,time_elapsed
16,"{""Q0"":""I was going to click the end points but that was too expensive, so I picked the point of intersect that you'd inevitably land on regardless of where you went, and then whichever had the greatest value, I clicked the end points of that one."",""Q1"":""Basically none of them that had values ranging -$4 to $4"",""Q2"":""When I knew I had a path I could take that would benefit me"",""Q3"":""The point that separates each set of three end points"",""Q4"":""I guess I kind of considered risk more than reward by basing my initial direction off of which point between end points had the least $ lost or most value""}",164243,1235109
16,"{""Q0"":""It's probably more profitable in this game not to click on so many nodes"",""Q1"":""Yes, I didn't understand at first if there was a click limit or if they were timed"",""Q2"":""23"",""Q3"":""Nope""}",78279,1314400
17,"{""Q0"":""I clicked on the end nodes"",""Q1"":""I didn't care so much about the inside nodes"",""Q2"":""when I found a value that was sufficient or revealed all the end nodes"",""Q3"":""on the end nodes"",""Q4"":""I tried not clicking any nodes at first but started losing a lot of money""}",63756,857710
17,"{""Q0"":""Its better to be certain of the end outcomes"",""Q1"":""no"",""Q2"":""42"",""Q3"":""No""}",20741,879474
18,"{""Q0"":""My Prediction"",""Q1"":""My prediction"",""Q2"":""My prediction"",""Q3"":"""",""Q4"":""""}",35816,568380
18,"{""Q0"":"""",""Q1"":"""",""Q2"":""26"",""Q3"":""nice""}",17844,587235
19,"{""Q0"":""I didn't try to check all of the nodes because there were so many, but I tried to click on some from each section and just went with the highest outcome."",""Q1"":""Since there were so many nodes, I rarely clicked on a lot of them because I figured I would lose money that way."",""Q2"":""If I found a really high paying node, I stopped clicking, or if I had clicked too many and still hadn't found a very good outcome."",""Q3"":""The end nodes at the top and the side ending nodes because those seemed to be higher payoffs."",""Q4"":""I tried to keep a balance between figuring out the highest paying nodes without having to click too much since there were so many nodes.""}",117428,966651
19,"{""Q0"":""I learned that sometimes it paid off to check a lot of nodes, but I think it was better to only click a few to save money."",""Q1"":""On the quiz, it asked me about the payoff for the end step and it had a range of I think negative 48 to 48, but in the actual game there was a larger range because I sometimes had a payoff of over 60.  I chose that answer though because it was the closest to the actual answer."",""Q2"":""39"",""Q3"":""I thought it was really fun, thanks.""}",104002,1071661
20,"{""Q0"":""I usually clicked on the last nodes first to try and find the highest value I could find. I wanted to not click too many times since it cost $1 a click."",""Q1"":""I didn't usually click on a first step node or a middle node except maybe a couple of times because I knew I was just using up money and that those nodes didn't have as much potential value or negative value. "",""Q2"":""If I was using up too much money clicking end nodes I stopped once I felt I had uncovered a node with a relatively high value. "",""Q3"":""An end node."",""Q4"":""I just tried to balance the cost of discovering a nodes value with a high value end node. I didn't pay much attention to the first step node, or the nodes in between the end nodes since their value was not that great. ""}",390044,1841126
20,"{""Q0"":""I learned how to use strategy and to think about the endpoint rather than what lied in the way."",""Q1"":""I think it was a little confusing not having a reminder of the possible node  values available during the game. "",""Q2"":""38"",""Q3"":""I had fun completing this study.""}",181491,2023629
21,"{""Q0"":""Best guess/process of elimination"",""Q1"":""Based on previous clicks "",""Q2"":""When I had enough info to proceed"",""Q3"":""Closest to the spider"",""Q4"":""No""}",67766,551349
21,"{""Q0"":""This game is a combination of luck and strategy"",""Q1"":""no"",""Q2"":""23"",""Q3"":""none""}",25561,577928
22,"{""Q0"":""gut instinct"",""Q1"":""not sure"",""Q2"":""not sure"",""Q3"":""up"",""Q4"":""none""}",42853,893828
22,"{""Q0"":""nothing"",""Q1"":""none"",""Q2"":""35"",""Q3"":""none""}",39939,934781
23,"{""Q0"":""I clicked on the ends where I felt the highest value would be."",""Q1"":""The lower coin ones I didn't click much if ever."",""Q2"":""When I felt the risk was getting to high to lose money"",""Q3"":""Top right corner or middle right corner, last space."",""Q4"":""Not really. I just tried to play it safe and not over click.""}",91013,902801
23,"{""Q0"":""I learned a strategy on how to mitigate losses to try to win."",""Q1"":""Not really. I understood very well."",""Q2"":""42 "",""Q3"":""Thank you for this study.  Have a great day!""}",52868,956688
24,"{""Q0"":""Followed the green values"",""Q1"":""Based on how much negative numbers in row"",""Q2"":""When I saw a larger dollar amount"",""Q3"":""Each of the middle intersecting lines"",""Q4"":""no""}",88172,1446282
24,"{""Q0"":""I'm not sure"",""Q1"":""no"",""Q2"":""57"",""Q3"":""no""}",46825,1494122
25,"{""Q0"":""I tried to figure out which area had the highest amounts. I knew that the end of the lines had the higher (or lowest) amounts. I didn't really care much about the closer nodes, as their amounts were the lowest. So, I tried to find the path that had the largest amount at the end by clicking on the end points mostly."",""Q1"":""I determined that the closer nodes to the beginning were usually lower amount, so I didn't bother clicking on them."",""Q2"":""I stopped clicking when I felt that I had found the highest amount, or when I had felt as though it wouldn't be worth it to click anymore (because of the fee to click)"",""Q3"":""The very end nodes, because they were worth the most."",""Q4"":""I mostly just focused on the end points. The rest of the nodes in between weren't really high/low enough to concern myself over. I knew that if I found a high enough amount, it would be worth it regardless of the smaller amounts along the way.""}",243114,1095958
25,"{""Q0"":""I learned to focus on the bigger picture instead of the smaller details. It was more worth it to spend my money looking for high paying nodes than to spend my time and money worrying about the smaller \""details\"" along the way."",""Q1"":""No, everything was clear and understandable. "",""Q2"":""33"",""Q3"":""Thank you!""}",89428,1186408
26,"{""Q0"":""randomly"",""Q1"":""randomly"",""Q2"":""randomly"",""Q3"":""in the same pattern"",""Q4"":""didn't use a strategy""}",29054,613075
26,"{""Q0"":""weird game"",""Q1"":""what the purpose was"",""Q2"":""38"",""Q3"":""""}",17440,631524
27,"{""Q0"":""I decided to click on all the endpoint nodes since those had the biggest values."",""Q1"":""I did not choose the inner nodes as they were all small values."",""Q2"":""I stopped clicking when I found a value I considered high."",""Q3"":""On one of the nodes at the end of a path."",""Q4"":""No.""}",58327,736769
27,"{""Q0"":""I learned how to come up with a strategy that would risk the least amount of money while giving me the highest payout."",""Q1"":""No."",""Q2"":""23"",""Q3"":""""}",58277,796050
28,"{""Q0"":""I looked at the end nodes as they were the largest.  "",""Q1"":""The closer ones were smaller, so I didn't click on those. "",""Q2"":""Once I found a large enough node, I quit clicking.  "",""Q3"":""at the top right hand side"",""Q4"":""Hit a big node, stop clicking and go.  ""}",123465,818258
28,"{""Q0"":""I learned I will stop doing something once I hit my goal. "",""Q1"":""no"",""Q2"":""42"",""Q3"":""fun activity""}",58879,878152
29,"{""Q0"":""I started to click only end nodes since they were higher value."",""Q1"":""I decided not to click on the nodes that were near the start since the cost of the click and how much you made from the node wasn't worth the trouble. Aiming for end nodes and ignoring the nodes in between was better for profit. "",""Q2"":""Whenever I clicked on an end node that I felt was worth the potential loss from the nodes in between it and the starting node. "",""Q3"":""The end nodes in the upper right."",""Q4"":""I can't think of anything else to describe that I haven't already covered in a different answer.""}",728766,1452850
29,"{""Q0"":""I don't believe that I really learned anything in this HIT except that the end nodes are higher value and that I am willing to lose money to potentially get more money. "",""Q1"":""No"",""Q2"":""24"",""Q3"":""No""}",350539,1804393
30,"{""Q0"":""I don't know, just clicked on the ends"",""Q1"":""Not anywhere that wasn't an end?"",""Q2"":""When I was running out of money without finding a higher number"",""Q3"":""Right bottom, I guess"",""Q4"":""No""}",56622,965348
30,"{""Q0"":""That I don't learn very fast sometimes lol"",""Q1"":""No, I'm just having a \""senior moment\"" kind of day"",""Q2"":""50"",""Q3"":""no""}",55693,1022058
31,"{""Q0"":""I went mainly for the final amounts, and then the ones directly next to that if there were two ending values that were both very high."",""Q1"":""I didn't bother clicking near end values that were negative or very low compared to the others, and i didn't think it worth the effort to click on every single node."",""Q2"":""When I was decided on which end point I wanted to head for, based on the least loss on the way."",""Q3"":""I think i mostly started with the ending nodes toward the left of the screen."",""Q4"":""I was happy with a \""good enough\"" approach and the possibility of losing some money.""}",209499,1432483
31,"{""Q0"":""i learned that the furthest nodes had the biggest points values and I could use money to find the best route, but I preferred to save time."",""Q1"":""No"",""Q2"":""40"",""Q3"":""none""}",103026,1536519
32,"{""Q0"":""I clicked on a node at the end because those show the most gains or losses"",""Q1"":""I didn't click on a node closer to the beginning because those don't show much in the way of gains or losses"",""Q2"":""I always chose to click and view one of the nodes in each round"",""Q3"":""I mostly clicked on the same node, and I always clicked on a node at the end of the web"",""Q4"":""I clicked on nodes at the end of the web so I could see where they'd lead me.  If they had any gains at all, I went for them.  If not, I went in the opposite direction.""}",106578,627534
32,"{""Q0"":""this game has a lot pf luck involved and even if it looks like one path is a good choice, I could be completely wrong."",""Q1"":""no"",""Q2"":""25"",""Q3"":""fun HIT!""}",45745,674299
33,"{""Q0"":""I checked the edges to determine the highest value final node."",""Q1"":""No need to check anything other than the last nodes."",""Q2"":""When I had a large positive in one of the nodes - usually 30 or more."",""Q3"":""Middle, left outside node."",""Q4"":""N/A""}",64498,797186
33,"{""Q0"":""Short strategy for this game."",""Q1"":""No."",""Q2"":""46"",""Q3"":""None.""}",23329,821525
34,"{""Q0"":""I went from left to right"",""Q1"":""if there was a negaitve number at the end"",""Q2"":""when I saw a high number"",""Q3"":""top left end"",""Q4"":""no, it was mostly random""}",53831,1122729
34,"{""Q0"":""this was a great survey"",""Q1"":""no, it was good"",""Q2"":""35"",""Q3"":""what a unique experiment, I hope to get to do it again in the future""}",30309,1154050
35,"{""Q0"":""At first I chose to click all spaces directly around me, to give as much information for the start as I could.  After a while I just didn't click."",""Q1"":""If I saw a good positive spot before I had clicked everywhere, I just went with that."",""Q2"":""Once I was already down in the negative, I realized it didn't really matter anymore, since I was already going to lose a bunch.  I just didn't click and went where my gut took me, which rarely worked out."",""Q3"":""Only the spaces directly around me."",""Q4"":""Not really.""}",142563,624315
35,"{""Q0"":""I'm bad at this, and the last spaces matter so much more than the first."",""Q1"":""Nope."",""Q2"":""30"",""Q3"":""""}",19243,644569
36,"{""Q0"":""I investigated the end nodes"",""Q1"":""Any intermediate node"",""Q2"":""Once I found a sufficiently large number I stopped checked nodes"",""Q3"":""interior end nodes"",""Q4"":""Checked ends till I found a largeish number then went""}",56930,701422
36,"{""Q0"":""What the range of possible end nodes where, I learned when to cut losses and when to go"",""Q1"":""The tutorial didn't explain the investigation stage very well"",""Q2"":""28"",""Q3"":""Was fun!""}",47481,749920
37,"{""Q0"":""random "",""Q1"":""only clicked the highest potential to win/lose, ignored small wins/losses"",""Q2"":""when i found what i thought was high paying"",""Q3"":""the end nodes"",""Q4"":""no""}",54269,814391
37,"{""Q0"":""nothing"",""Q1"":""the airplane tutorial was worse than the actual game, why do i have to wait a minute like some fucked up chinese torture minesweeper game "",""Q2"":""20"",""Q3"":""nah ""}",62219,877619
38,"{""Q0"":""Wanted the biggest numbers so I clicked toward the end."",""Q1"":""None of the path space were worth clicking aka small numbers"",""Q2"":""I stopped clicking when I found a good number to make profit"",""Q3"":""At the ends of each path"",""Q4"":""Wanted the highest numbers!""}",64195,761888
38,"{""Q0"":""The ends of the paths had bigger amounts, I learned quick."",""Q1"":""No"",""Q2"":""21"",""Q3"":""""}",30825,793770
39,"{""Q0"":""Intuition"",""Q1"":""Intuition"",""Q2"":""When I reached the end of a path."",""Q3"":""Where ever my gut told me where to go."",""Q4"":""From what I could see, there wasn't much strategy with this game. It appeared to be more about random luck.""}",129187,733965
39,"{""Q0"":""$48, if I remember correctly."",""Q1"":""No, it was pretty straight forward."",""Q2"":""34"",""Q3"":""N/A""}",53392,788368
40,"{""Q0"":""Randomly until finding a positive value"",""Q1"":""No way to know."",""Q2"":""When I found a positive value"",""Q3"":""Wherever the positive value was"",""Q4"":""There is no strategy the whole game is just a toss up on whether or not you get lucky on the last node.""}",105219,660156
40,"{""Q0"":""Absolutely nothing"",""Q1"":""no"",""Q2"":""19"",""Q3"":""""}",28576,689736
41,"{""Q0"":""If the first node was a positive number I would click that one"",""Q1"":""after the first node the path was either set or it was a random choice"",""Q2"":""When there were no more nodes"",""Q3"":""I chose based on the 1st node value or at random."",""Q4"":""no, it was hard to determine what the best path would be based on only the first node""}",287981,1269311
41,"{""Q0"":""I'm not sure, I couldn't find a pattern to follow that would reliably lead to an increase in my reserve."",""Q1"":""Were the node values predetermined or adjusted during play? I kind of wondered."",""Q2"":""36"",""Q3"":""""}",260379,1530701
42,"{""Q0"":""I clicked on nodes that were on the outside fringe, not the internal ones. "",""Q1"":""Did not click on any node that was on the inside and that was not on the clear path to the node I was trying to get to."",""Q2"":""When I realized there was the highest amount possible."",""Q3"":""On the last nodes on the edge of the clusters."",""Q4"":""Did not click on any unnecessary nodes, just chose the quickest direct path.""}",170210,797905
42,"{""Q0"":""The best path is a direct route."",""Q1"":""No."",""Q2"":""50"",""Q3"":""""}",31952,830876
43,"{""Q0"":""I clicked where I thought I would get the most amount of money."",""Q1"":""If it led to certain amount of loss"",""Q2"":""If I was going to lose more money than I gained"",""Q3"":""At the bottom left and right."",""Q4"":""I chose the ones closest to me and only opened a few nodes, if I found a decent paying one I went for it out right instead of spending more dollars""}",59687,754117
43,"{""Q0"":""Go where the money is :)"",""Q1"":""No"",""Q2"":""23"",""Q3"":""Thank you!""}",18832,773951
44,"{""Q0"":""I went horizontal then vertical."",""Q1"":""I took a guess."",""Q2"":""I took a guess."",""Q3"":""Across"",""Q4"":""""}",63464,530578
44,"{""Q0"":""I took my time, but I wanted to get more clicks out of each test."",""Q1"":""nothing was confusing."",""Q2"":""47"",""Q3"":""""}",59175,590763
45,"{""Q0"":""Initially, I tried to click as much as I needed to find the highest payout"",""Q1"":""I mostly clicked on the outer edge to find my path"",""Q2"":""Once I knew that I'd make around 20 to 30 points, I took that route and stopped clicking"",""Q3"":""I was most likely to click the outer nodes"",""Q4"":""After I hit 500 points, I paid very little attention to making more money""}",84150,824769
45,"{""Q0"":""I learned that you should look ahead"",""Q1"":""No"",""Q2"":""27"",""Q3"":""No""}",23071,848858
46,"{""Q0"":""I tried to do one pattern"",""Q1"":""I tried to make a pattern where to click"",""Q2"":""Every time the spider is at the end node"",""Q3"":""The top part of the node"",""Q4"":""I tried to click on those nodes that gives more money. But I end up getting less when I go to just one route""}",252037,1411991
46,"{""Q0"":""I learn to explore and take risk"",""Q1"":""none"",""Q2"":""28"",""Q3"":""I really enjoyed the game. I always participate on your surveys/ studies I hope I can grab some more and explore more of this kind of game in the future!  ""}",75363,1488359
47,"{""Q0"":""I just randomly decided"",""Q1"":""I just randomly decided"",""Q2"":""At the end of each chain of the web I stopped."",""Q3"":""I was most likely to click the up arrow."",""Q4"":""I didn't really have much of a strategy.""}",42866,520876
47,"{""Q0"":""I learned that maybe I should have accepted the $1 help."",""Q1"":""No."",""Q2"":""33"",""Q3"":""No.""}",38443,560328
48,"{""Q0"":""by clicking on the nodes"",""Q1"":""by the nodes that were all minus"",""Q2"":""when i saw a large amount"",""Q3"":""on the right"",""Q4"":""did not have a strategy""}",48660,916495
48,"{""Q0"":""not sure"",""Q1"":""no"",""Q2"":""52"",""Q3"":""""}",14426,931932
49,"{""Q0"":""First closest nods first then chaos from there"",""Q1"":""I pretty much clicked everywhere"",""Q2"":""When I got a real high node "",""Q3"":""First web of nodes directly touch my spidey's start node"",""Q4"":""It was pretty much just chaos. I tried strategy but lost it pretty fast. ""}",73317,860338
49,"{""Q0"":""That spidey/node minesweeper is pretty tough"",""Q1"":""No"",""Q2"":""28"",""Q3"":""Fun HIT!""}",38628,899972
50,"{""Q0"":""random"",""Q1"":""random"",""Q2"":""when i felt like i had reached the highest number in the web"",""Q3"":""top left"",""Q4"":""tried to maximize the amount of moves in hopes that more green numbers would show up along the way""}",73451,890446
50,"{""Q0"":""I learned a little bit about my decision making"",""Q1"":""no, it was pretty clear"",""Q2"":""33"",""Q3"":""enjoyed the experiment!""}",38372,929828
51,"{""Q0"":""I started of clicking at the end nodes, as those would have the biggest value jumps, and then the subsequent nodes that were closer to the start."",""Q1"":""I... kind of clicked everywhere. I'm very risk averse, and I'd rather know I'm about to gain a little money than unknowingly lose a lot of it?"",""Q2"":""Once I got closer to the beginning nodes where the possible values were smaller, there was less of a chance of losing money and I wouldn't click those."",""Q3"":""i clicked on the end notes of each round"",""Q4"":""I'm not big on betting, so I kind of clicked on everything and then figured out which path would still get me out ahead..""}",148355,1841474
51,"{""Q0"":""I am not good at taking risks."",""Q1"":""Nope!"",""Q2"":""31"",""Q3"":""""}",21837,1864329
52,"{""Q0"":""I click at the last node to see the best possible outcome with each route."",""Q1"":""I didn't clink on of the nodes along the route."",""Q2"":""When I reached an amount that I felt comfortable with."",""Q3"":""The last node nearest the start point."",""Q4"":""I tried to minimize the numbers of nodes I had to pass through.""}",420406,1449313
52,"{""Q0"":""To minimize my losses."",""Q1"":""No"",""Q2"":""39"",""Q3"":""No""}",84960,1535288
53,"{""Q0"":""I started at the ends and on finding a reasonably high value I worked my way back."",""Q1"":""I didn't bother backtracking from nodes with negative or small values."",""Q2"":""When I had a safe path to a decent node."",""Q3"":""On an end tile, often in the lower right for no particular reason. "",""Q4"":""I started just checking every possible end node, but I soon realized I would max out my bonus without doing so I settled for anything that would result in over about 30 gamebux so I'd have some extra in case I got surrounded by like -100 nodes or something. ""}",126840,830370
53,"{""Q0"":""I have no idea! "",""Q1"":""The bonus payment scheme was a bit confusing and I'm not sure I remembered it because that seems lower than I thought but w/e it's fine"",""Q2"":""29"",""Q3"":""Nope, thanks! ""}",44164,875541
54,"{""Q0"":""It took a while (lots of practice) to understand what was being asked. But once I learned, I decided to lose the $1 to test as many as I could until a decent amount showed up. So I sacrificed earnings to check a number of nodes. I sometimes clicked where it seemed a high bonus hadn't been before."",""Q1"":""I went randomly, but tried to vary it since it seemed random and as if the higher numbers wouldn't be under the same node the next round."",""Q2"":""I stopped either when a decent amount to pursue was uncovered, OR when I had checked many and it seemed I was sacrificing too much money to keep checking them."",""Q3"":""I tried to guess randomly, and tried to keep from checking the same one repeatedly."",""Q4"":""I just tried to be random and balance sacrificing $1 for revealing the number versus trying to get a good bonus.""}",178734,1080264
54,"{""Q0"":""That I was not good at understanding the instructions at first! The practice really helped to get the hang of it. "",""Q1"":""I was confused in the beginning, but perhaps that was my fault. The plane route training really helped with learning how to play the actual web game."",""Q2"":""40"",""Q3"":""This was fun! Thank you for creating a task that was like a game.""}",76493,1157766
55,"{""Q0"":""I guessed"",""Q1"":""I just tried to click where I thought I might find money"",""Q2"":""When I thought I found the highest web"",""Q3"":""On the outside webs"",""Q4"":""No, I just guessed mostly""}",39031,1225384
55,"{""Q0"":""You have to find the right path"",""Q1"":""NO"",""Q2"":""30"",""Q3"":""""}",22314,1248720
56,"{""Q0"":""I chose the all the end points as that is when the game ended. I was always curious to find the largest value. And even if I found it before I revealed all the other, I would reveal the others just to be safe"",""Q1"":""I was focused on the termnii and the route to the largest valued terminus. Anything else was ignored"",""Q2"":""One I had found the largest terminus  as well as checked its path a little"",""Q3"":""On one of the terminii"",""Q4"":""1. Check all termini regardless of value (always spending a minimum of $18)\n2. Find highest value\n3. Check 2-3 of the nodes on the way to avoid a sucker node\n4. Move\n\nOnce I got used to it, I would generally be okay with risking some negative values a long the way.\n\nI looked to make more than 18 so I could make a profit over all my end checking.""}",219206,1348368
56,"{""Q0"":""I am curious to a fault (checking all termini)\nI am a doubter (after finding the largest, I still felt the need to check the path)\nI am not super-thorough. I was okay throwing money to solve the problem with out taking the time to consider how many extra square I was revealing"",""Q1"":""No"",""Q2"":""28"",""Q3"":""Has there been an optimum strategy found?""}",86084,1435462
57,"{""Q0"":""I decided among the outermost nodes randomly to find the highest value."",""Q1"":""I did not click the innermost nodes."",""Q2"":""I stopped once I found a high value (usually at least 40) in the outermost nodes."",""Q3"":""One of the outermost nodes."",""Q4"":""No""}",111116,702524
57,"{""Q0"":""It did not really pay off to click on more nodes to determine a pathway, once a high value outer node was located."",""Q1"":"""",""Q2"":""33"",""Q3"":""""}",45057,748585
58,"{""Q0"":""I wanted to find out which end node had the most points, focusing on the longest path. I thought that that would have the potential for the most points. "",""Q1"":""I was focusing on the end nodes and if I clicked on one that had enough points, I didn't click anything else."",""Q2"":""I tried to stop clicking as soon as I found an end point that had enough points to make a satisfactory run."",""Q3"":""the end nodes"",""Q4"":""No""}",160169,1003763
58,"{""Q0"":""I learned that I should do more of a cost/benefit analysis in deciding where to click and to stop clicking sooner."",""Q1"":""No"",""Q2"":""44"",""Q3"":""""}",34239,1039018
59,"{""Q0"":""I clicked on the farthest away nodes first, to see where the highest numbers were"",""Q1"":""I never clicked on the closest ones, because those never const me much money anyway"",""Q2"":""As soon as I found a green number that was high enough to make it worthwhile to move"",""Q3"":""The very ends of the paths"",""Q4"":""Sometimes I accidentally clicked in the wrong spots""}",63445,751535
59,"{""Q0"":""Sometimes you have to trust that the early losses will be small and in order to get a larger pay off"",""Q1"":""no"",""Q2"":""26"",""Q3"":""Fun game! Thanks for the hit""}",38335,790875
60,"{""Q0"":""I clicked on the outer nodes until I found one that had a decently high value (over 20-25 or so)"",""Q1"":""I didn't click on the inside nodes because I had to travel over them no matter what."",""Q2"":""I stopped when I found one high enough to be worth moving to."",""Q3"":""The upper left or upper right nodes, moving clockwise."",""Q4"":""I think everything was covered.""}",92745,754665
60,"{""Q0"":""I'm not sure. I learned the rules for how to move the spider around."",""Q1"":""The training was confusing. The nodes I \""should\"" be clicking seemed arbitrary, and having to wait a random amount of seconds was harsh."",""Q2"":""37"",""Q3"":""None""}",101413,857084
61,"{""Q0"":""I did a random selection of the end points"",""Q1"":""I did not click on any of the points in the beginning because they were not worth much money"",""Q2"":""Once i found a large enough dollar amount"",""Q3"":""Top right end point"",""Q4"":""Click to reveal numbers until you find a high dollar amount""}",58695,625199
61,"{""Q0"":""I learned to find which end point had the highest dollar amount"",""Q1"":""The randomness of the dollar amounts"",""Q2"":""32"",""Q3"":""Fun!""}",44652,670859
