p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,,,,,,,"{""Q0"":""Initially, I spent as little money as possible, but eventually I just started clicking most of the paths, only stopping once I found a lucrative enough route."",""Q1"":""When I realized how small the expense was in comparison to the potential earnings, I realized that revealing everything would not be that expensive. I did realize, however, that once I found a pretty decent path (usually something worth $20), then that tended to indicate that the rest of the paths weren't going to beat it in terms of profit."",""Q2"":""26"",""Q3"":""Male""}",112089,,831222,,,survey-text,,19
,,,,,,,,,,,,,"{""Q0"":""I used a mixture of greedy and stochastic approaches. "",""Q1"":""Well I learned that the values would be 4, 12, 20 and either positive or negative, and that the number of positive/negative values vary from one game to the next, but that it is highly unlikely that it would be all positive or all negative. It seemed that a semi greedy approach that favored a \""good enough\"" outcome was the best one could do. If I had more tries and could get a better idea of statistics I could do much better in it. "",""Q2"":""43"",""Q3"":""male""}",187560,,971794,,,survey-text,,20
,,,,,,,,,,,,,"{""Q0"":""At first I just chose whatever I wanted"",""Q1"":""I learned to get the hints"",""Q2"":""31"",""Q3"":""Female""}",30470,,912160,,,survey-text,,22
,,,,,,,,,,,,,"{""Q0"":""UNCOVERED ALL THE HIDDEN VALUES AND TOOK THE PATH WITH MOST PROFIT"",""Q1"":""Its worth it to find all the values first rather than go without knowing"",""Q2"":""27"",""Q3"":""male""}",45021,,1404481,,,survey-text,,23
,,,,,,,,,,,,,"{""Q0"":""I ticked the first stop on all the paths to see which looked good right off the bat.  Then I sort of followed through.  It was cheap to view the amounts, so i went ahead and did that."",""Q1"":""I learned that there were only 6 options, so I tried to stop looking at routes when i figured out that one particular route couldn't be better than a route already uncovered."",""Q2"":""38"",""Q3"":""male""}",107231,,939521,,,survey-text,,24
,,,,,,,,,,,,,"{""Q0"":""At first I just kept doing the same thing because it kept giving me the same result. After that I tried to plan it out but it didn't always work."",""Q1"":""Not really."",""Q2"":""33"",""Q3"":""female""}",58631,,852449,,,survey-text,,25
,,,,,,,,,,,,,"{""Q0"":""I looked at the destination values first, and found the positive ones that would produce the best outcome and then uncovered the routes to that destination."",""Q1"":""Yes, I learned that going from the outside to the inside produced the least amount of tiles to uncover."",""Q2"":""45"",""Q3"":""Male""}",98380,,1089178,,,survey-text,,26
,,,,,,,,,,,,,"{""Q0"":""At first I didn't plan at all; I just clicked all the routes to open them all, thinking the price was marginal, and ultimately worth it. I transitioned to opening the first ring, then the next spot out, and calculated out if it was possible to get any better out one of those paths."",""Q1"":""Yes; originally I didn't plan at all, then I started only opening flight plans that seemed like they'd be more profitable. Then, I would open others that still possibly could have been more profitable, but stopped pursuing those routes once it became mathematically impossible for them to be worth more than ones I already had open."",""Q2"":""25"",""Q3"":""Female""}",115951,,916276,,,survey-text,,27
,,,,,,,,,,,,,"{""Q0"":""Trying to figure out wear to end and then going backwards."",""Q1"":""Yeah I believe by doing it that way you didnt have to click on as many places."",""Q2"":""29"",""Q3"":""Male""}",45800,,918979,,,survey-text,,28
,,,,,,,,,,,,,"{""Q0"":""I just went with what my gut told me to do"",""Q1"":""not really "",""Q2"":""44"",""Q3"":""female""}",42238,,1141174,,,survey-text,,29
,,,,,,,,,,,,,"{""Q0"":""I JUST TRIED DIFFERENT ROUTES"",""Q1"":""NOT REALLY"",""Q2"":""50"",""Q3"":""FEMALE""}",30884,,877805,,,survey-text,,31
,,,,,,,,,,,,,"{""Q0"":""I started with the closest destination and tried to find the highest amount available, though once I thought I had discovered it, I didn't necessarily continue checking the others.  I would then work my way out from there and once a route was found that maximized earnings I could see, I would take it, even if an uncovered route might have had a higher reward.  There were times when I uncovered multiple destination spots if no routes seemed to offer a positive reward."",""Q1"":""The amounts on the destination spots seemed to be random, so as the task progressed, I didn't really learn much about a possible strategy to take and continued to utilize the strategy I described in the previous question."",""Q2"":""35"",""Q3"":""Male""}",191520,,968151,,,survey-text,,32
,,,,,,,,,,,,,"{""Q0"":""I would just check the beginning route amount and go to the highest."",""Q1"":""No. It seemed random."",""Q2"":""30"",""Q3"":""male""}",26974,,2479442,,,survey-text,,33
,,,,,,,,,,,,,"{""Q0"":""I clicked the four ports around me, and then based on cost went to see where would be best."",""Q1"":""I learned that clicking for the .10 was better than flying blind."",""Q2"":""33"",""Q3"":""Female""}",58267,,914007,,,survey-text,,34
,,,,,,,,,,,,,"{""Q0"":""I really chose at random."",""Q1"":""I tried to choose routes that I don't usually go"",""Q2"":""24"",""Q3"":""Female""}",31083,,901164,,,survey-text,,35
,,,,,,,,,,,,,"{""Q0"":""I didn't plan"",""Q1"":""no"",""Q2"":""35"",""Q3"":""Female""}",31390,,887295,,,survey-text,,36
,,,,,,,,,,,,,"{""Q0"":""i look for the best deal. like in real life."",""Q1"":""Yes, sometimes there is no a better deal."",""Q2"":""27"",""Q3"":""male""}",54528,,1270453,,,survey-text,,37
,,,,,,,,,,,,,"{""Q0"":""I looked at the value of almost every circle first, then did the math to see which route would give me the most money. I did this after the first round, which I messed up a little. "",""Q1"":""Absolutely. It was worth the risk of losing a penny to click on every circle. It removed the risk of losing money."",""Q2"":""41"",""Q3"":""Female""}",80832,,925469,,,survey-text,,38
,,,,,,,,,,,,,"{""Q0"":""I checked all routes and chose the most profitable"",""Q1"":""Yes I got a sense of the value limits for the stops"",""Q2"":""55"",""Q3"":""male""}",49069,,850558,,,survey-text,,39
,,,,,,,,,,,,,"{""Q0"":""Went with the highest, and the first positive ending result"",""Q1"":""to go with a good positive result after checking values, and not to waste .10 looking at more."",""Q2"":""26"",""Q3"":""female""}",100796,,1445452,,,survey-text,,40
