p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,"[False, False, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""False"",""$0.05"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",10354,,106626,,,survey-multi-choice,,7
,,,,"[False, True, False, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""False"",""$0.01"",""At most 15"",""1 cent for every $1 I earn in each round""]",14453,,320217,,,survey-multi-choice,,7
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",7735,,341297,,,survey-multi-choice,,7
,,,,"[True, False, False, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""At most 1"",""1 cent for every $1 I earn in each round""]",21673,,89787,,,survey-multi-choice,,8
,,,,"[True, True, False, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.10"",""At most 1"",""1 cent for every $1 I earn in each round""]",10846,,162069,,,survey-multi-choice,,8
,,,,"[False, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""False"",""$0.10"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",8542,,201119,,,survey-multi-choice,,8
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.10"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",10766,,237053,,,survey-multi-choice,,8
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",18031,,155546,,,survey-multi-choice,,9
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.05"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",14414,,59461,,,survey-multi-choice,,10
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.10"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",14259,,66909,,,survey-multi-choice,,11
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.05"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",14718,,96639,,,survey-multi-choice,,12
,,,,"[True, True, True, False]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.05"",""As many or as few as I wish"",""10% of my score on a random round""]",16490,,29954,,,survey-multi-choice,,13
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.05"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",15568,,98279,,,survey-multi-choice,,13
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.05"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",34689,,177390,,,survey-multi-choice,,14
,,,,"[True, False, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$1.00"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",22803,,102208,,,survey-multi-choice,,15
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",8662,,124281,,,survey-multi-choice,,15
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",12165,,103292,,,survey-multi-choice,,16
,,,,"[False, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""False"",""$0.10"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",18261,,104181,,,survey-multi-choice,,17
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.10"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",7247,,145017,,,survey-multi-choice,,17
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",9974,,112200,,,survey-multi-choice,,18
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",13856,,32712,,,survey-multi-choice,,19
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.05"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",20668,,103845,,,survey-multi-choice,,20
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.05"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",21067,,165377,,,survey-multi-choice,,21
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.10"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",14130,,122929,,,survey-multi-choice,,22
,,,,"[True, True, False, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""At most 1"",""1 cent for every $1 I earn in each round""]",20093,,193976,,,survey-multi-choice,,23
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",18511,,261384,,,survey-multi-choice,,23
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",12177,,131038,,,survey-multi-choice,,24
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",15847,,114396,,,survey-multi-choice,,25
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.05"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",26974,,232587,,,survey-multi-choice,,26
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.10"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",8597,,75374,,,survey-multi-choice,,27
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.10"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",20545,,96343,,,survey-multi-choice,,28
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",71445,,215380,,,survey-multi-choice,,29
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.05"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",63384,,281243,,,survey-multi-choice,,30
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.05"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",17937,,125381,,,survey-multi-choice,,31
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.05"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",9632,,89061,,,survey-multi-choice,,32
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",27949,,1569010,,,survey-multi-choice,,33
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.10"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",16269,,160581,,,survey-multi-choice,,34
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.05"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",13906,,85019,,,survey-multi-choice,,35
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.05"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",26689,,88635,,,survey-multi-choice,,36
,,,,"[True, True, False, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.10"",""At most 1"",""1 cent for every $1 I earn in each round""]",19414,,208163,,,survey-multi-choice,,37
,,,,"[True, True, False, False]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.10"",""At most 1"",""1% of my best score on any round""]",21078,,264851,,,survey-multi-choice,,37
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.10"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",14564,,335899,,,survey-multi-choice,,37
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",21208,,150776,,,survey-multi-choice,,38
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.10"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",28467,,142338,,,survey-multi-choice,,39
,,,,"[True, False, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$1.00"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",49417,,65013,,,survey-multi-choice,,40
,,,,"[True, True, True, True]",,,,,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.10"",""As many or as few as I wish"",""1 cent for every $1 I earn in each round""]",12798,,108957,,,survey-multi-choice,,40
