p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,,,,,,,"{""Q0"":""RANDOM"",""Q1"":""NO"",""Q2"":""38"",""Q3"":""FEMALE""}",21975,,971315,,,survey-text,,49
,,,,,,,,,,,,,"{""Q0"":""I didn't. I thought it might be going in a pattern but nothing seemed to work."",""Q1"":""No."",""Q2"":""25"",""Q3"":""trans ftm""}",129434,,1391550,,,survey-text,,50
,,,,,,,,,,,,,"{""Q0"":""I tried to find the ways that would pay the best without spending too much."",""Q1"":""I became willing to spend more for more info."",""Q2"":""37"",""Q3"":""female""}",117986,,1001568,,,survey-text,,52
,,,,,,,,,,,,,"{""Q0"":""i didnt have a plan i just went with what i thought was a good way."",""Q1"":""yes next time i would check the price before going "",""Q2"":""24"",""Q3"":""female""}",115924,,1349939,,,survey-text,,53
,,,,,,,,,,,,,"{""Q0"":""first was random, then I risked the cost of checking on the circle values."",""Q1"":""no."",""Q2"":""48"",""Q3"":""F""}",36149,,957644,,,survey-text,,54
,,,,,,,,,,,,,"{""Q0"":""At first i guessed and then i started to pay to reveal the amount of my destination options."",""Q1"":""not rely it seemed the more i went on playing the more negative amount for each stop"",""Q2"":""22"",""Q3"":""female""}",186863,,1335645,,,survey-text,,55
,,,,,,,,,,,,,"{""Q0"":""At first I tried to check everything, but ended up losing so I just went with my gut."",""Q1"":""Not really"",""Q2"":""46"",""Q3"":""Female""}",31040,,858120,,,survey-text,,56
,,,,,,,,,,,,,"{""Q0"":""I tried to find routes that cost least"",""Q1"":""No, it seemed like I did worse and worse the harder I tried"",""Q2"":""36"",""Q3"":""female""}",44572,,1021180,,,survey-text,,57
,,,,,,,,,,,,,"{""Q0"":""Guessing"",""Q1"":""No"",""Q2"":""31"",""Q3"":""male""}",50061,,1379194,,,survey-text,,58
,,,,,,,,,,,,,"{""Q0"":""I started looking for routes with a positive total value, but I ended up incurring too much cost for the preview of the values."",""Q1"":""There seemed to be a plurality of routes which contained +4 and -4 values. To mitigate the cost of previewing the cells, as soon as I found a +12 cell, I chose that path."",""Q2"":""39"",""Q3"":""Male""}",928710,,2171670,,,survey-text,,59
,,,,,,,,,,,,,"{""Q0"":""I was just guessing at the beginning with no plan at all."",""Q1"":""I tried to unhide as few spaces as possible to waste less money, but trying to figured out a safe path."",""Q2"":""40"",""Q3"":""Male""}",169091,,1264833,,,survey-text,,60
,,,,,,,,,,,,,"{""Q0"":""At first, I clicked on every option and chose the path that made me the most money, but I eventually realized that I was paying so much to see each option that I was never earning a bonus. I then just clicked until I saw a profitable route and I took it."",""Q1"":""Yes, I started to realize that earning a bonus was not likely possible if I clicked on each path, so I just clicked until I found a profitable route and I took it."",""Q2"":""33"",""Q3"":""Female""}",70396,,885406,,,survey-text,,61
,,,,,,,,,,,,,"{""Q0"":""no plan in place. decided on the fly where i wanted to go"",""Q1"":""not really"",""Q2"":""42"",""Q3"":""male""}",26730,,925578,,,survey-text,,62
,,,,,,,,,,,,,"{""Q0"":""Chaos"",""Q1"":""Chaos"",""Q2"":""32"",""Q3"":""Human""}",47673,,1077689,,,survey-text,,63
,,,,,,,,,,,,,"{""Q0"":""Started with the closest stops and then explored the areas that seemed more lucrative"",""Q1"":""It's not necessary to check out every single option"",""Q2"":""32"",""Q3"":""F""}",43816,,889213,,,survey-text,,64
,,,,,,,,,,,,,"{""Q0"":""By choosing an arrow key"",""Q1"":""Nothing at all"",""Q2"":""50"",""Q3"":""Female""}",33656,,1247197,,,survey-text,,65
,,,,,,,,,,,,,"{""Q0"":""picked the route that paid the highest amount and the route that deducted least amount."",""Q1"":""Try to click on the least amount of circle to avoid paying fees. Always click on the circle closest to the airplane first to save the clicks."",""Q2"":""32"",""Q3"":""Female""}",178521,,1687772,,,survey-text,,66
,,,,,,,,,,,,,"{""Q0"":""I just took guesses"",""Q1"":""No I did not.  But after the first round I didn't want to spend money knowing ahead of time, I figured just fly blind, and that didn't work too well."",""Q2"":""34"",""Q3"":""female""}",63286,,1007664,,,survey-text,,67
,,,,,,,,,,,,,"{""Q0"":"""",""Q1"":""Yes."",""Q2"":""45"",""Q3"":""Male""}",39023,,934707,,,survey-text,,68
,,,,,,,,,,,,,"{""Q0"":""I couldn't develop a good strategy, it seemed like a crapshoot."",""Q1"":""no"",""Q2"":""29"",""Q3"":""male""}",28254,,950983,,,survey-text,,69
,,,,,,,,,,,,,"{""Q0"":""I chose based on the money. I also actually made close to $20 and you are giving me a bonus of 0 even though it clearly stated that I would receive a portion of said earning as a bonus."",""Q1"":""No"",""Q2"":""27"",""Q3"":""Male""}",70507,,1129364,,,survey-text,,70
,,,,,,,,,,,,,"{""Q0"":""I did not go the same route back to back"",""Q1"":""Not really"",""Q2"":""27"",""Q3"":""female""}",22727,,1107829,,,survey-text,,71
,,,,,,,,,,,,,"{""Q0"":""most of it was guessing"",""Q1"":""tried to see if which first move wasnt a negative"",""Q2"":""60"",""Q3"":""female""}",34128,,1198869,,,survey-text,,72
,,,,,,,,,,,,,"{""Q0"":""I did my best at guessing."",""Q1"":""Not really no."",""Q2"":""31"",""Q3"":""female""}",31563,,1202949,,,survey-text,,73
,,,,,,,,,,,,,"{""Q0"":""Sometimes I'd guess and other times I'd click a route circle to see if I'd be losing too much money."",""Q1"":""Clicking on the route circles seemed to help me plan better."",""Q2"":""49"",""Q3"":""Female""}",85523,,1016581,,,survey-text,,74
,,,,,,,,,,,,,"{""Q0"":""I wasn't sure because it changed all the time."",""Q1"":""Maybe. It still seemed to change so planning didn't help."",""Q2"":""63"",""Q3"":""Woman""}",72984,,1029170,,,survey-text,,75
,,,,,,,,,,,,,"{""Q0"":""I didn't want to spent more than $10 to start, so I picked a landing spot and checked there.  if $20. went to that.  if $12, checked a second.  After 4 checks, went to the highest value green and hoped for the best."",""Q1"":""I overchecked in a early round and lost big and it rattled me."",""Q2"":""43"",""Q3"":""female""}",173712,,1113909,,,survey-text,,76
,,,,,,,,,,,,,"{""Q0"":""guess"",""Q1"":""nope"",""Q2"":""28"",""Q3"":""female""}",14120,,1962578,,,survey-text,,77
,,,,,,,,,,,,,"{""Q0"":""I picked the first one randomly. If it was green, no matter what the amount, I proceeded to the next one. If the 2nd one was red then I changed route. If the 2nd was green I would stay in the same route no matter the amount, usually. The 3rd one was always random too. If it was green I'd stay. If it was red I'd try the next one."",""Q1"":""No, at one point I felt like I was gambling and just went on not caring how much I won or lost, I just wanted to see if there were any worth $20."",""Q2"":""47"",""Q3"":""female""}",190215,,1279196,,,survey-text,,78
,,,,,,,,,,,,,"{""Q0"":""Guessed based on limited reveals of costs"",""Q1"":""No, you end up screwed in the end"",""Q2"":""36"",""Q3"":""Male""}",39875,,966936,,,survey-text,,79
,,,,,,,,,,,,,"{""Q0"":""I tried to find positive ones, and then check further down that path."",""Q1"":""Not really, it seemed like luck."",""Q2"":""33"",""Q3"":""Female""}",24262,,1660526,,,survey-text,,80
,,,,,,,,,,,,,"{""Q0"":""it was hard. I didn't do a good job"",""Q1"":""no"",""Q2"":""66"",""Q3"":""male""}",25784,,897351,,,survey-text,,82
,,,,,,,,,,,,,"{""Q0"":""At first I thought it was a waste to spend the money on reveals but then I realized It was worth it to uncover the $12 path. Once I found the positive value, 4, 12, 20 then I moved in that direction."",""Q1"":""It seemed there were patterns to the final move based on the previous but I didn't have enough trials to make a definitive solution by the time I figured that out."",""Q2"":""57"",""Q3"":""Male""}",148200,,1060729,,,survey-text,,83
,,,,,,,,,,,,,"{""Q0"":""try to find a good start and end and not worry about the middle"",""Q1"":""click less and trust your gut"",""Q2"":""23"",""Q3"":""male""}",42065,,1703462,,,survey-text,,85
,,,,,,,,,,,,,"{""Q0"":""I guessed"",""Q1"":""No, it was all a lottery."",""Q2"":""39"",""Q3"":""Female""}",29064,,904660,,,survey-text,,86
,,,,,,,,,,,,,"{""Q0"":""At first I just choose randomly because I didn't want to waste money on revealing the amounts, but after several turns I began uncovering all of the first nodes and chose the one without a negative amount. "",""Q1"":""Not really. Just because you have a positive amount for the first node doesn't mean you will have a positive outcome once all the nodes have been revealed. "",""Q2"":""50"",""Q3"":""female""}",122408,,1043583,,,survey-text,,87
,,,,,,,,,,,,,"{""Q0"":""just went with my gut"",""Q1"":""not really"",""Q2"":""25"",""Q3"":""Male""}",10964,,2255581,,,survey-text,,88
,,,,,,,,,,,,,"{""Q0"":""i tried to figure out if there was a method to it. couldnt figure it out"",""Q1"":""tried to do the opposite on the previous paln"",""Q2"":""25"",""Q3"":""f""}",50610,,1289810,,,survey-text,,89
,,,,,,,,,,,,,"{""Q0"":""It was random."",""Q1"":""no"",""Q2"":""36"",""Q3"":""female""}",24707,,1245484,,,survey-text,,90
,,,,,,,,,,,,,"{""Q0"":""Just went any way"",""Q1"":""no"",""Q2"":""58"",""Q3"":""female""}",49212,,928345,,,survey-text,,91
,,,,,,,,,,,,,"{""Q0"":""At the end I felt clicking was not worth the money and did it randomly."",""Q1"":""No"",""Q2"":""27"",""Q3"":""Male""}",27989,,1133634,,,survey-text,,92
,,,,,,,,,,,,,"{""Q0"":""Partly hoping I wouldn't get whammy'd, while trying to spend as little as possible on intel"",""Q1"":""Not really"",""Q2"":""25"",""Q3"":""Male""}",53336,,1046394,,,survey-text,,93
,,,,,,,,,,,,,"{""Q0"":""taking each route around and then started looking at beginning values"",""Q1"":""yes"",""Q2"":""39"",""Q3"":""female""}",48248,,1196998,,,survey-text,,94
,,,,,,,,,,,,,"{""Q0"":""just guessed"",""Q1"":""not really"",""Q2"":""40"",""Q3"":""female""}",15847,,1870594,,,survey-text,,95
,,,,,,,,,,,,,"{""Q0"":""i would see the first route ahead of me and then check out the last route to make sure that I wasn't losing money on the last route."",""Q1"":""no, the game made me angry because it seemed like most of the places had negative amount of money anyways."",""Q2"":""23"",""Q3"":""female""}",58861,,1067630,,,survey-text,,96
,,,,,,,,,,,,,"{""Q0"":""I just picked a route randomly."",""Q1"":""I didn't I thought it was pretty random."",""Q2"":""30"",""Q3"":""male""}",46799,,1476139,,,survey-text,,97
,,,,,,,,,,,,,"{""Q0"":""Trying to find if there was a pattern"",""Q1"":""going right is usually better"",""Q2"":""27"",""Q3"":""male""}",24837,,1064884,,,survey-text,,98
,,,,,,,,,,,,,"{""Q0"":""It was random. I didn't understand for the first couple rounds and wasted them. "",""Q1"":""No"",""Q2"":""26"",""Q3"":""female""}",46288,,1045551,,,survey-text,,99
,,,,,,,,,,,,,"{""Q0"":""I didn't"",""Q1"":""No"",""Q2"":""22"",""Q3"":""Male""}",7682,,873714,,,survey-text,,100
,,,,,,,,,,,,,"{""Q0"":""By checking what route will give the highest amount."",""Q1"":""No"",""Q2"":""32"",""Q3"":""Male""}",87869,,1021959,,,survey-text,,102
,,,,,,,,,,,,,"{""Q0"":""I looked for best payouts"",""Q1"":""not really--there was no discernible pattern or regularity"",""Q2"":""51"",""Q3"":""male""}",34901,,954018,,,survey-text,,103
,,,,,,,,,,,,,"{""Q0"":""Just my gut feeling."",""Q1"":""Yes it seemed like going up or down was better."",""Q2"":""36"",""Q3"":""female""}",59432,,1225372,,,survey-text,,104
,,,,,,,,,,,,,"{""Q0"":""I just tried to see which path led to the best profit, but I failed for the most part."",""Q1"":""No."",""Q2"":""26"",""Q3"":""Male""}",40776,,934999,,,survey-text,,107
,,,,,,,,,,,,,"{""Q0"":""I tested out at least one first stop to find one that was in the positive, then tested out a third stop that was after the positive.  If that third stop was in the negative, I went with the opposite third stop.  If that third stop was $4, I sometimes did the opposite, betting that the opposite stop was worth $20."",""Q1"":""At first I didn't have a logical strategy, but by the end I had a coherent strategy that I was using.  It didn't always help me, though.  Some of the routes seemed to be negative no matter what."",""Q2"":""35"",""Q3"":""female""}",160473,,989055,,,survey-text,,109
,,,,,,,,,,,,,"{""Q0"":""If I made money in a direction once, I liked to go back to that route."",""Q1"":""No, it seemed by chance. I tried to avoid the 'lose money' path."",""Q2"":""39"",""Q3"":""female""}",48796,,1047964,,,survey-text,,110
,,,,,,,,,,,,,"{""Q0"":""I tried not clicking on my chosen path and ended up losing.  \n\nI tried clicking on path and was gaining money.\n\nI should have been clicking to see the path before i took the path I chosen"",""Q1"":""I should look first before I leap"",""Q2"":""37"",""Q3"":""female""}",90984,,1155783,,,survey-text,,111
,,,,,,,,,,,,,"{""Q0"":""I chose randomly once I learned the game was unfair."",""Q1"":""Nope. Game seemed rigged."",""Q2"":""39"",""Q3"":""male""}",59108,,943567,,,survey-text,,112
,,,,,,,,,,,,,"{""Q0"":""Just went with gut feelings."",""Q1"":""No.. How the hell is my bonus 0.00 thought. I earned more + dollars than -dollars. ??? 20 minutes for 0.75 is basically robbery at less than 3 dollars an hour. Totally underpaid."",""Q2"":""34"",""Q3"":""Male""}",66772,,841474,,,survey-text,,114
,,,,,,,,,,,,,"{""Q0"":""Tried to find at least one + money stop"",""Q1"":""don't check too many first, gets too expensive"",""Q2"":""43"",""Q3"":""female""}",46857,,971837,,,survey-text,,115
,,,,,,,,,,,,,"{""Q0"":""just changed it up"",""Q1"":""not really"",""Q2"":""43"",""Q3"":""F""}",32940,,1225377,,,survey-text,,116
,,,,,,,,,,,,,"{""Q0"":""I picked a direction and decided how far i went by the score of the first one."",""Q1"":""Not really"",""Q2"":""27"",""Q3"":""male""}",19487,,1015520,,,survey-text,,117
,,,,,,,,,,,,,"{""Q0"":""I took the way that seemed to make the most money and had the most promise. If I seen a high amount I took that route."",""Q1"":""I tried not to click too much as that seemed to dig a deeper hole and lose more money. Not sure if that was the best strategy."",""Q2"":""60"",""Q3"":""Male""}",151809,,1645977,,,survey-text,,118
,,,,,,,,,,,,,"{""Q0"":""I tried to look but it cost too much money so I just went with that I  felt"",""Q1"":""no"",""Q2"":""34"",""Q3"":""male""}",30835,,896991,,,survey-text,,119
,,,,,,,,,,,,,"{""Q0"":""I just tried to choose the best route."",""Q1"":""no"",""Q2"":""68"",""Q3"":""Female""}",27724,,1021482,,,survey-text,,120
,,,,,,,,,,,,,"{""Q0"":""I didnt.  I just guessed where to go next"",""Q1"":""No"",""Q2"":""38"",""Q3"":""Female""}",54907,,1175827,,,survey-text,,121
,,,,,,,,,,,,,"{""Q0"":""I tried to select based on routes that were already green."",""Q1"":""I learned not to bother clicking on too many nodes"",""Q2"":""28"",""Q3"":""F""}",58591,,957569,,,survey-text,,122
,,,,,,,,,,,,,"{""Q0"":""I started out testing the waters but i never really grasped a good strategy, as the cost to look was too expensive to make really decisions "",""Q1"":""Nope"",""Q2"":""32"",""Q3"":""Male""}",110545,,1112877,,,survey-text,,123
,,,,,,,,,,,,,"{""Q0"":""I initially started by clicking on the paths to see what I could earn the most, but ended up blindly selecting to avoid paying 2.95 each."",""Q1"":""No, I think I managed to actually get worse once I got frustrated."",""Q2"":""29"",""Q3"":""Male""}",56994,,1138684,,,survey-text,,124
,,,,,,,,,,,,,"{""Q0"":""I tried to randomize it a bit because I figured the reward would change each time around."",""Q1"":""I tried to time my movements with the timer and it seemed to work better in terms of rewards."",""Q2"":""29"",""Q3"":""Male""}",320744,,1339150,,,survey-text,,125
,,,,,,,,,,,,,"{""Q0"":""Guessing"",""Q1"":""Not really."",""Q2"":""31"",""Q3"":""male""}",16762,,841724,,,survey-text,,126
,,,,,,,,,,,,,"{""Q0"":""I tried to pick a few of the closest locations to see the amounts, then go from there. "",""Q1"":""I learned to reveal less locations, but I'm not sure if that helped me improve"",""Q2"":""25"",""Q3"":""female""}",83370,,1015925,,,survey-text,,127
,,,,,,,,,,,,,"{""Q0"":""Guessing and past results."",""Q1"":""I eventually realized it was worth it to expose sections for a fee."",""Q2"":""27"",""Q3"":""male""}",37667,,1098032,,,survey-text,,128
,,,,,,,,,,,,,"{""Q0"":""I tried to click the first paths and see a positive."",""Q1"":""Not really, it was sort of randomized."",""Q2"":""25"",""Q3"":""Male""}",35971,,948955,,,survey-text,,129
,,,,,,,,,,,,,"{""Q0"":""I guessed/"",""Q1"":""No"",""Q2"":""54"",""Q3"":""Male""}",29435,,1486236,,,survey-text,,130
,,,,,,,,,,,,,"{""Q0"":""I went with my gut."",""Q1"":""No."",""Q2"":""25"",""Q3"":""Female""}",10879,,963646,,,survey-text,,131
,,,,,,,,,,,,,"{""Q0"":""Guessed"",""Q1"":""No"",""Q2"":""26"",""Q3"":""Male""}",8319,,991390,,,survey-text,,132
,,,,,,,,,,,,,"{""Q0"":""I tried different directions every time."",""Q1"":""I figured that the same destination wouldn't go into the negative back to back. "",""Q2"":""30"",""Q3"":""female""}",89628,,1009383,,,survey-text,,133
,,,,,,,,,,,,,"{""Q0"":""It was random as I could not activate seeing which values were ahead of me"",""Q1"":""No I had technical difficulties and could not see which route was best"",""Q2"":""28"",""Q3"":""Male""}",45034,,1024061,,,survey-text,,135
,,,,,,,,,,,,,"{""Q0"":""I just guessed alot,"",""Q1"":""Not really."",""Q2"":""40"",""Q3"":""male""}",36187,,1327493,,,survey-text,,136
,,,,,,,,,,,,,"{""Q0"":""I tried to eliminate as many negative values from my first move. Once I decided on a first move, if I had a positive value, I'd reveal one of the final options to see if it was positive or negative. If my first choice was positive, I'd choose that or I'd go the opposite direction if it was negative."",""Q1"":""Don't waste all of your bonus revealing circles, and focus on avoiding negative values."",""Q2"":""36"",""Q3"":""male""}",216387,,1158713,,,survey-text,,137
,,,,,,,,,,,,,"{""Q0"":""went with the route that paid the most. tried to click on as little grey circles as possible."",""Q1"":""clicking on the first circle helped decide the next path. "",""Q2"":""32"",""Q3"":""Male""}",102018,,1498352,,,survey-text,,138
,,,,,,,,,,,,,"{""Q0"":""Just guessed, honestly. I tried to use the option to click but then it used up too much money for not enough information."",""Q1"":""No."",""Q2"":""30"",""Q3"":""female""}",34833,,966753,,,survey-text,,139
,,,,,,,,,,,,,"{""Q0"":""I looked for patterns"",""Q1"":""going up and to the right was the most money i, but it only came up every few times, some mazes were designed specifically to loose money because the paths all resulted in a loss"",""Q2"":""37"",""Q3"":""Female""}",70149,,1003379,,,survey-text,,140
