questions,responses,rt,time_elapsed,trial_type,pid
"[""What is the range of node values in the first step?"",""What is the range of node values in the last step?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$-4 to $4"",""$-48 to $48"",""$1"",""5 cents for every $10 you make in the game""]",20730,759115,survey-multi-choice,10
"[""What is the range of node values in the first step?"",""What is the range of node values in the last step?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$-4 to $4"",""$-48 to $48"",""$1"",""1 cent for every $5 you make in the game""]",54600,696673,survey-multi-choice,11
"[""What is the range of node values in the first step?"",""What is the range of node values in the last step?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$-8 to $8"",""$-48 to $48"",""$1"",""1 cent for every $1 you make in the game""]",35418,693420,survey-multi-choice,12
"[""What is the range of node values in the first step?"",""What is the range of node values in the last step?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$-4 to $4"",""$-8 to $8"",""$1"",""5 cents for every $1 you make in the game""]",79692,1158946,survey-multi-choice,13
"[""What is the range of node values in the first step?"",""What is the range of node values in the last step?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$-4 to $4"",""$-48 to $48"",""$1"",""1 cent for every $1 you make in the game""]",70655,815986,survey-multi-choice,14
"[""What is the range of node values in the first step?"",""What is the range of node values in the last step?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$-4 to $4"",""$-48 to $48"",""$1"",""1 cent for every $5 you make in the game""]",89142,1027883,survey-multi-choice,15
"[""What is the range of node values in the first step?"",""What is the range of node values in the last step?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$-4 to $4"",""$-48 to $48"",""$1"",""1 cent for every $5 you make in the game""]",66340,702505,survey-multi-choice,16
"[""What is the range of node values in the first step?"",""What is the range of node values in the last step?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$-4 to $4"",""$-48 to $48"",""$8"",""1 cent for every $1 you make in the game""]",26198,526095,survey-multi-choice,17
"[""What is the range of node values in the first step?"",""What is the range of node values in the last step?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$-48 to $48"",""$-48 to $48"",""$1"",""1 cent for every $5 you make in the game""]",111576,889465,survey-multi-choice,18
"[""What is the range of node values in the first step?"",""What is the range of node values in the last step?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$-4 to $4"",""$-48 to $48"",""$1"",""1 cent for every $5 you make in the game""]",73566,674582,survey-multi-choice,19
"[""What is the range of node values in the first step?"",""What is the range of node values in the last step?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$-4 to $4"",""$-8 to $8"",""$1"",""5 cents for every $10 you make in the game""]",21291,677372,survey-multi-choice,20
"[""What is the range of node values in the first step?"",""What is the range of node values in the last step?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$-4 to $4"",""$-48 to $48"",""$1"",""5 cents for every $10 you make in the game""]",38644,569610,survey-multi-choice,21
"[""What is the range of node values in the first step?"",""What is the range of node values in the last step?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$-8 to $8"",""$-48 to $48"",""$1"",""1 cent for every $1 you make in the game""]",57694,1194705,survey-multi-choice,22
"[""What is the range of node values in the first step?"",""What is the range of node values in the last step?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$-4 to $4"",""$-48 to $48"",""$1"",""5 cents for every $1 you make in the game""]",11865,728251,survey-multi-choice,23
"[""What is the range of node values in the first step?"",""What is the range of node values in the last step?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$-4 to $4"",""$-48 to $48"",""$1"",""1 cent for every $5 you make in the game""]",168875,844170,survey-multi-choice,24
"[""What is the range of node values in the first step?"",""What is the range of node values in the last step?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$-8 to $8"",""$-4 to $4"",""$1"",""1 cent for every $5 you make in the game""]",47772,564802,survey-multi-choice,25
"[""What is the range of node values in the first step?"",""What is the range of node values in the last step?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$-8 to $8"",""$-8 to $8"",""$1"",""5 cents for every $10 you make in the game""]",28538,748856,survey-multi-choice,26
"[""What is the range of node values in the first step?"",""What is the range of node values in the last step?"",""What is the cost of clicking?"",""How much REAL money do you earn?""]","[""$-4 to $4"",""$-48 to $48"",""$1"",""1 cent for every $5 you make in the game""]",35828,659780,survey-multi-choice,27
