hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3RRCEFRB7MCSDTEMSN2I51OG2F94BX,A3TQD8CNO16IZK,Approved,Wed May 30 16:38:44 CEST 2018,Wed May 30 16:30:45 CEST 2018,Wed May 30 16:38:39 CEST 2018,Wed May 30 16:39:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,30IQTZXKAK6IR8ZMEI7YIVPV46GX0I,A08663392NYK5WHK2M2M8,Approved,Wed May 30 16:38:50 CEST 2018,Wed May 30 16:30:38 CEST 2018,Wed May 30 16:38:45 CEST 2018,Wed May 30 16:39:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,392CY0QWG1R201SSYXUZROSTX5T4I6,A33B85TN97HQ33,Approved,Wed May 30 16:38:53 CEST 2018,Wed May 30 16:31:14 CEST 2018,Wed May 30 16:38:48 CEST 2018,Wed May 30 16:39:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3TE22NPXPBC8SUTDD8SVXNIASNS44R,A30DHUOFNC9J9U,Approved,Wed May 30 16:39:16 CEST 2018,Wed May 30 16:30:28 CEST 2018,Wed May 30 16:39:11 CEST 2018,Wed May 30 16:39:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3RKNTXVS3MYNUJ9UM92MAQ4AKXO4A2,A22QD6M0A2C77C,Approved,Wed May 30 16:39:33 CEST 2018,Wed May 30 16:30:46 CEST 2018,Wed May 30 16:39:28 CEST 2018,Wed May 30 16:39:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3NKQQ8O39Y5K9O6LLPK6DVAA4D8UDG,A1NMWUK6TZG333,Approved,Wed May 30 16:39:51 CEST 2018,Wed May 30 16:30:30 CEST 2018,Wed May 30 16:39:46 CEST 2018,Wed May 30 16:40:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3N4BPTXIO8SSNUCVD66TH850OM5UKT,A2YS1UEOU64B4B,Approved,Wed May 30 16:39:51 CEST 2018,Wed May 30 16:30:55 CEST 2018,Wed May 30 16:39:46 CEST 2018,Wed May 30 16:40:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3TAYZSBPLL8HR1G1ZV5P2B1IMPZ2S0,APF1EAZT104LQ,Approved,Wed May 30 16:40:32 CEST 2018,Wed May 30 16:31:57 CEST 2018,Wed May 30 16:40:27 CEST 2018,Wed May 30 16:40:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3JBT3HLQF82AKK3LWLA9UH6EKEQZPO,A3KVW46MTHGOZS,Approved,Wed May 30 16:40:42 CEST 2018,Wed May 30 16:30:29 CEST 2018,Wed May 30 16:40:37 CEST 2018,Wed May 30 16:41:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3TXMY6UCAEOIC3TQ4K5QJOV3GSRCQU,A2AOD3GOS9NKFC,Approved,Wed May 30 16:41:00 CEST 2018,Wed May 30 16:33:05 CEST 2018,Wed May 30 16:40:55 CEST 2018,Wed May 30 16:41:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3WS1NTTKEYC1RM81EO1CCOPO01L0FV,A3E73BVSABJ7LM,Approved,Wed May 30 16:41:22 CEST 2018,Wed May 30 16:33:14 CEST 2018,Wed May 30 16:41:17 CEST 2018,Wed May 30 16:41:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3IQ1VMJRYTKORPF634YDRYFQ6P2A94,A3F7TD3W9043EO,Approved,Wed May 30 16:41:35 CEST 2018,Wed May 30 16:31:50 CEST 2018,Wed May 30 16:41:30 CEST 2018,Wed May 30 16:41:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3DQQ64TANGL6QPYGLYQ2VDCW3CMWPV,A1F8ONXY28ROAA,Approved,Wed May 30 16:41:59 CEST 2018,Wed May 30 16:30:10 CEST 2018,Wed May 30 16:41:54 CEST 2018,Wed May 30 16:42:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3PH3VY7DJLX04T0M87O4MBEADBTWZG,A3QNCW3LR2AVOV,Approved,Wed May 30 16:42:53 CEST 2018,Wed May 30 16:30:34 CEST 2018,Wed May 30 16:42:48 CEST 2018,Wed May 30 16:43:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3GS6S824SQX6N4M35JDARO713XLWNZ,A3AFC26CB0AXMI,Approved,Wed May 30 16:43:17 CEST 2018,Wed May 30 16:30:07 CEST 2018,Wed May 30 16:43:12 CEST 2018,Wed May 30 16:43:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,384PI804XS1AVRDNK81BJN83PRES05,A1KH1O9AZ7S642,Approved,Wed May 30 16:43:50 CEST 2018,Wed May 30 16:30:24 CEST 2018,Wed May 30 16:43:45 CEST 2018,Wed May 30 16:44:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3QUO65DNQUOBDLXABYYMOPM98RFUOD,A29AX5O8KL48F8,Approved,Wed May 30 16:44:42 CEST 2018,Wed May 30 16:31:25 CEST 2018,Wed May 30 16:44:37 CEST 2018,Wed May 30 16:45:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,39JEC7537U1AHBP7QJZ0PBUBXK6CVO,A3FNT5CNB0EAHI,Approved,Wed May 30 16:44:43 CEST 2018,Wed May 30 16:33:28 CEST 2018,Wed May 30 16:44:38 CEST 2018,Wed May 30 16:45:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3TVRFO09GKFVO4O83BTHGFHJ74RXLR,A234SA9RO156TR,Approved,Wed May 30 16:44:49 CEST 2018,Wed May 30 16:32:07 CEST 2018,Wed May 30 16:44:44 CEST 2018,Wed May 30 16:45:39 CEST 2018,,,,
375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3S942EFUVJDXQLKG9BRR77GMILFJEA,Betting Game,"This HIT takes about 20 minutes. You will a series of betting games. You will decide which bet to make based on observing possible outcomes for different bets. This pays $0.25 plus a bonus of up to $9.99, based on your winnings.","experiment, decision-making, reward-maximization",$0.25 ,Wed May 30 16:29:37 CEST 2018,200,0,0,200,Reviewable,NotReviewed,https://cocosci.berkeley.edu/mturk/paul/mouselab_journalArticle/index.html,7200,5,Wed Jun 13 16:29:37 CEST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=375VSR8FVW9S9DL6JA9WASB5RSAZRQ,3SB5N7Y3O3475M4WP87UU9P01GL0GU,A3PDHDQZZKCTT5,Approved,Wed May 30 16:44:50 CEST 2018,Wed May 30 16:33:33 CEST 2018,Wed May 30 16:44:45 CEST 2018,Wed May 30 16:45:39 CEST 2018,,,,
